"범죄별","기간별","기관별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"출입국관리법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","1","1","","","","","","","","",
"컴퓨터프로그램보호법","계","합계","범죄사건 처리 기간[명]","명","371","276","470","1735","826","4232","2992","6004","4489","3227","8595","4758",
"컴퓨터프로그램보호법","계","경찰","범죄사건 처리 기간[명]","명","118","55","147","717","227","1667","1165","2342","1913","830","3266","1377",
"컴퓨터프로그램보호법","계","검찰","범죄사건 처리 기간[명]","명","253","221","323","1018","599","2565","1827","3662","2576","2397","5329","3381",
"컴퓨터프로그램보호법","10일 이내","경찰","범죄사건 처리 기간[명]","명","6","11","22","141","53","188","202","270","262","181","241","70",
"컴퓨터프로그램보호법","10일 이내","검찰","범죄사건 처리 기간[명]","명","58","53","170","407","300","693","420","737","598","705","3316","2589",
"컴퓨터프로그램보호법","20일 이내","경찰","범죄사건 처리 기간[명]","명","35","1","10","43","20","192","46","123","157","35","95","80",
"컴퓨터프로그램보호법","20일 이내","검찰","범죄사건 처리 기간[명]","명","50","42","93","233","141","529","300","860","620","625","1002","363",
"컴퓨터프로그램보호법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","69","13","25","259","37","539","323","538","743","171","473","120",
"컴퓨터프로그램보호법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","91","60","40","337","137","1252","1014","1968","1307","1022","276","166",
"컴퓨터프로그램보호법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","4","20","76","204","68","527","427","947","453","171","620","259",
"컴퓨터프로그램보호법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","14","8","6","32","14","36","76","52","21","38","318","87",
"컴퓨터프로그램보호법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","3","10","7","44","41","206","138","407","247","209","431","143",
"컴퓨터프로그램보호법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","27","21","12","7","6","54","11","31","29","7","360","52",
"컴퓨터프로그램보호법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","1","","5","23","8","11","18","40","29","49","1397","694",
"컴퓨터프로그램보호법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","5","1","2","2","1","1","6","14","1","","45","112",
"컴퓨터프로그램보호법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","2","3","","4","11","17","22","14","9","11",
"컴퓨터프로그램보호법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","8","36","","","","","","","","","12","12",
"통신비밀보호법","계","합계","범죄사건 처리 기간[명]","명","","","","","","","374","246","153","175","132","340",
"통신비밀보호법","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","173","116","70","80","60","139",
"통신비밀보호법","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","201","130","83","95","72","201",
"통신비밀보호법","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","74","58","11","37","14","24",
"통신비밀보호법","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","59","29","15","44","23","79",
"통신비밀보호법","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","18","10","8","2","8","1",
"통신비밀보호법","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","64","38","33","23","6","37",
"통신비밀보호법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","26","25","25","4","6","13",
"통신비밀보호법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","62","59","29","17","5","17",
"통신비밀보호법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","25","4","10","20","6","14",
"통신비밀보호법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","3","3","4","2","10","17",
"통신비밀보호법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","21","11","11","14","10","10",
"통신비밀보호법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","10","1","2","8","15","35",
"통신비밀보호법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","6","8","5","3","12","77",
"통신비밀보호법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","3","","","1","10","10",
"통신비밀보호법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","3","","","","4","",
"통신비밀보호법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","3","6",
"특가법","계","합계","범죄사건 처리 기간[명]","명","","","","","","","52256","46777","","","","",
"특가법","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","23754","21055","","","","",
"특가법","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","28502","25722","","","","",
"특가법","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","10872","9406","","","","",
"특가법","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","10393","9055","","","","",
"특가법","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","3829","3459","","","","",
"특가법","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","7106","6393","","","","",
"특가법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","4737","4474","","","","",
"특가법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","9675","9350","","","","",
"특가법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","2322","1929","","","","",
"특가법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","792","525","","","","",
"특가법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1034","875","","","","",
"특가법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","379","296","","","","",
"특가법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","440","464","","","","",
"특가법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","144","92","","","","",
"특가법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","520","448","","","","",
"특가법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","13","11","","","","",
"특가법(도주차량)","계","합계","범죄사건 처리 기간[명]","명","28982","29176","38822","39660","47166","47821","","","33047","36983","32934","28864",
"특가법(도주차량)","계","경찰","범죄사건 처리 기간[명]","명","13849","13840","18573","18717","22028","22085","","","14954","16659","16079","14279",
"특가법(도주차량)","계","검찰","범죄사건 처리 기간[명]","명","15133","15336","20249","20943","25138","25736","","","18093","20324","16855","14585",
"특가법(도주차량)","10일 이내","경찰","범죄사건 처리 기간[명]","명","9093","8672","10365","8926","11396","10862","","","4533","4356","1414","1058",
"특가법(도주차량)","10일 이내","검찰","범죄사건 처리 기간[명]","명","9869","9303","10761","8826","10410","9739","","","6708","7394","8460","7936",
"특가법(도주차량)","20일 이내","경찰","범죄사건 처리 기간[명]","명","1767","1836","2605","3058","3605","3722","","","2715","2638","809","701",
"특가법(도주차량)","20일 이내","검찰","범죄사건 처리 기간[명]","명","3234","3010","4923","5103","5891","5977","","","3814","4698","3687","2790",
"특가법(도주차량)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","1511","1722","2842","3327","3719","4236","","","4404","5649","3235","2281",
"특가법(도주차량)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","1113","1531","3392","5544","6901","8326","","","6852","7476","1978","1540",
"특가법(도주차량)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","804","965","1698","2266","2028","1772","","","1735","2346","1935","1463",
"특가법(도주차량)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","364","428","617","855","1086","974","","","358","472","1730","1395",
"특가법(도주차량)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","268","268","527","550","574","773","","","768","896","857","713",
"특가법(도주차량)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","323","681","393","470","623","560","","","327","257","906","861",
"특가법(도주차량)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","216","187","276","292","337","331","","","388","452","7339","7749",
"특가법(도주차량)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","100","171","124","132","220","151","","","33","25","94","61",
"특가법(도주차량)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","190","190","260","298","369","389","","","411","322","490","314",
"특가법(도주차량)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","130","212","39","13","7","9","","","1","2","","2",
"특경법","계","합계","범죄사건 처리 기간[명]","명","2474","3217","3737","4451","6256","6178","6681","6502","","","","",
"특경법","계","경찰","범죄사건 처리 기간[명]","명","787","1153","1272","1671","2215","1809","1991","2022","","","","",
"특경법","계","검찰","범죄사건 처리 기간[명]","명","1687","2064","2465","2780","4041","4369","4690","4480","","","","",
"특경법","10일 이내","경찰","범죄사건 처리 기간[명]","명","177","276","254","202","354","322","442","483","","","","",
"특경법","10일 이내","검찰","범죄사건 처리 기간[명]","명","483","654","774","588","1154","1127","974","655","","","","",
"특경법","20일 이내","경찰","범죄사건 처리 기간[명]","명","114","50","42","49","81","72","109","64","","","","",
"특경법","20일 이내","검찰","범죄사건 처리 기간[명]","명","475","429","833","1045","1499","1411","1787","1910","","","","",
"특경법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","119","149","225","190","271","273","304","266","","","","",
"특경법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","173","327","402","751","1001","1390","1601","1671","","","","",
"특경법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","170","451","501","803","947","480","415","370","","","","",
"특경법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","128","122","100","76","88","106","90","42","","","","",
"특경법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","146","142","177","323","420","491","458","610","","","","",
"특경법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","233","238","134","162","129","130","102","80","","","","",
"특경법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","40","55","51","74","110","118","168","174","","","","",
"특경법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","166","224","193","139","153","174","115","101","","","","",
"특경법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","21","30","22","30","32","53","95","55","","","","",
"특경법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","29","70","29","19","17","31","21","21","","","","",
"특허법","계","합계","범죄사건 처리 기간[명]","명","130","127","204","177","377","372","439","479","520","626","718","965",
"특허법","계","경찰","범죄사건 처리 기간[명]","명","43","52","91","64","164","154","184","214","232","278","314","448",
"특허법","계","검찰","범죄사건 처리 기간[명]","명","87","75","113","113","213","218","255","265","288","348","404","517",
"특허법","10일 이내","경찰","범죄사건 처리 기간[명]","명","9","5","10","6","9","17","16","11","19","19","7","7",
"특허법","10일 이내","검찰","범죄사건 처리 기간[명]","명","13","27","40","27","20","45","52","48","62","72","100","115",
"특허법","20일 이내","경찰","범죄사건 처리 기간[명]","명","2","1","1","2","12","7","5","18","4","7","2","1",
"특허법","20일 이내","검찰","범죄사건 처리 기간[명]","명","18","10","21","43","94","57","78","97","101","141","24","42",
"특허법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","8","4","19","13","33","37","39","31","46","38","19","23",
"특허법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","15","7","19","27","62","94","97","107","100","109","10","12",
"특허법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","18","35","47","21","66","52","54","53","67","79","101","82",
"특허법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","12","8","10","4","9","12","4","1","6","8","36","81",
"특허법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","3","2","10","15","37","21","52","75","74","103","77","75",
"특허법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","24","10","11","9","17","4","4","6","11","13","133","101",
"특허법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","1","5","4","5","7","17","16","16","14","28","104","255",
"특허법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","2","10","12","3","11","6","20","6","8","5","95","155",
"특허법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","2","","","2","","3","2","10","8","4","4","5",
"특허법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","3","3","","","","","","","","","6","11",
"폐기물관리법","계","합계","범죄사건 처리 기간[명]","명","3666","6021","8027","10318","8112","7761","11099","11342","7239","5849","4875","3551",
"폐기물관리법","계","경찰","범죄사건 처리 기간[명]","명","1484","2344","3070","4241","3291","2804","4872","4850","2901","2190","2058","1482",
"폐기물관리법","계","검찰","범죄사건 처리 기간[명]","명","2182","3677","4957","6077","4821","4957","6227","6492","4338","3659","2817","2069",
"폐기물관리법","10일 이내","경찰","범죄사건 처리 기간[명]","명","469","800","921","1037","637","467","1315","1167","605","369","147","120",
"폐기물관리법","10일 이내","검찰","범죄사건 처리 기간[명]","명","788","1360","1561","1624","1353","1500","1698","2053","1569","1256","1053","874",
"폐기물관리법","20일 이내","경찰","범죄사건 처리 기간[명]","명","243","332","517","718","490","322","739","633","379","242","119","78",
"폐기물관리법","20일 이내","검찰","범죄사건 처리 기간[명]","명","609","956","1378","1595","1241","999","1571","1577","920","810","636","351",
"폐기물관리법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","351","648","920","1359","1208","1047","1458","1453","981","820","509","256",
"폐기물관리법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","384","758","1302","2115","1430","1912","2504","2555","1610","1305","313","211",
"폐기물관리법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","244","343","501","783","597","564","945","976","534","456","416","240",
"폐기물관리법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","194","268","393","388","380","219","276","151","78","108","338","245",
"폐기물관리법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","101","148","147","238","213","231","286","356","252","199","223","198",
"폐기물관리법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","132","199","236","237","261","241","131","92","151","153","400","319",
"폐기물관리법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","60","54","46","82","78","95","89","193","74","77","620","577",
"폐기물관리법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","38","55","67","113","142","84","47","64","10","26","72","68",
"폐기물관리법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","16","19","18","24","68","78","40","72","76","27","24","13",
"폐기물관리법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","37","81","20","5","14","2","","","","1","5","1",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","471","623","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","204","263","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","267","360","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","129","187","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","108","131","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","13","8","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","105","54","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","50","30","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","35","106","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","5","5","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","14","12","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1","14","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","3","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","14","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","5","54","","","","",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","6","5","","","","",
"폭력행위 등 처벌에 관한법률","계","합계","범죄사건 처리 기간[명]","명","575356","583442","600305","613362","665759","833875","906427","887262","","","","",
"폭력행위 등 처벌에 관한법률","계","경찰","범죄사건 처리 기간[명]","명","282487","286998","294672","300293","326274","408678","442787","434446","","","","",
"폭력행위 등 처벌에 관한법률","계","검찰","범죄사건 처리 기간[명]","명","292869","296444","305633","313069","339485","425197","463640","452816","","","","",
"폭력행위 등 처벌에 관한법률","10일 이내","경찰","범죄사건 처리 기간[명]","명","131995","130066","126504","116815","126445","159118","161277","154072","","","","",
"폭력행위 등 처벌에 관한법률","10일 이내","검찰","범죄사건 처리 기간[명]","명","126810","115472","101336","85163","93534","104471","114350","105519","","","","",
"폭력행위 등 처벌에 관한법률","20일 이내","경찰","범죄사건 처리 기간[명]","명","50022","48345","48056","46541","49700","61021","70015","71210","","","","",
"폭력행위 등 처벌에 관한법률","20일 이내","검찰","범죄사건 처리 기간[명]","명","96180","91751","101779","90748","89416","115127","135914","134932","","","","",
"폭력행위 등 처벌에 관한법률","1개월 이내","경찰","범죄사건 처리 기간[명]","명","51300","57598","63346","67476","75792","95152","101945","104656","","","","",
"폭력행위 등 처벌에 관한법률","1개월 이내","검찰","범죄사건 처리 기간[명]","명","47414","57130","82035","111959","121172","172353","193529","197758","","","","",
"폭력행위 등 처벌에 관한법률","2개월 이내","경찰","범죄사건 처리 기간[명]","명","34120","36135","37451","45128","48599","61423","73771","70360","","","","",
"폭력행위 등 처벌에 관한법률","2개월 이내","검찰","범죄사건 처리 기간[명]","명","10376","14047","10479","13984","22443","19440","10232","6783","","","","",
"폭력행위 등 처벌에 관한법률","3개월 이내","경찰","범죄사건 처리 기간[명]","명","10853","9888","12456","15770","17643","21994","26055","23236","","","","",
"폭력행위 등 처벌에 관한법률","3개월 이내","검찰","범죄사건 처리 기간[명]","명","8332","14622","6985","7987","9225","10365","7003","5606","","","","",
"폭력행위 등 처벌에 관한법률","6개월 이내","경찰","범죄사건 처리 기간[명]","명","3253","3866","4504","5831","6350","7591","7403","8082","","","","",
"폭력행위 등 처벌에 관한법률","6개월 이내","검찰","범죄사건 처리 기간[명]","명","1863","3051","2856","3144","3564","3310","2472","2135","","","","",
"폭력행위 등 처벌에 관한법률","6개월 초과","경찰","범죄사건 처리 기간[명]","명","944","1100","2355","2732","1745","2379","2321","2830","","","","",
"폭력행위 등 처벌에 관한법률","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1894","371","163","84","131","131","140","83","","","","",
"풍속영업의 규제에 관한법률","계","합계","범죄사건 처리 기간[명]","명","24297","19962","23233","21647","30297","15803","","","3475","2771","1752","964",
"풍속영업의 규제에 관한법률","계","경찰","범죄사건 처리 기간[명]","명","11949","9796","11363","10562","14850","7698","","","1650","1332","859","471",
"풍속영업의 규제에 관한법률","계","검찰","범죄사건 처리 기간[명]","명","12348","10166","11870","11085","15447","8105","","","1825","1439","893","493",
"풍속영업의 규제에 관한법률","10일 이내","경찰","범죄사건 처리 기간[명]","명","4321","3889","4077","3542","4740","2328","","","609","407","82","19",
"풍속영업의 규제에 관한법률","10일 이내","검찰","범죄사건 처리 기간[명]","명","4772","3514","3735","3163","4491","1943","","","409","376","314","149",
"풍속영업의 규제에 관한법률","20일 이내","경찰","범죄사건 처리 기간[명]","명","2455","1925","2030","1799","2640","1007","","","219","178","38","7",
"풍속영업의 규제에 관한법률","20일 이내","검찰","범죄사건 처리 기간[명]","명","4759","3765","4157","3180","4244","2109","","","465","407","208","99",
"풍속영업의 규제에 관한법률","1개월 이내","경찰","범죄사건 처리 기간[명]","명","2820","2229","3005","2844","4213","1953","","","398","320","164","50",
"풍속영업의 규제에 관한법률","1개월 이내","검찰","범죄사건 처리 기간[명]","명","2113","1992","3476","4053","5375","3428","","","839","587","120","49",
"풍속영업의 규제에 관한법률","2개월 이내","경찰","범죄사건 처리 기간[명]","명","1625","1325","1541","1605","2299","1312","","","298","279","157","92",
"풍속영업의 규제에 관한법률","2개월 이내","검찰","범죄사건 처리 기간[명]","명","365","336","290","434","993","379","","","41","45","72","70",
"풍속영업의 규제에 관한법률","3개월 이내","경찰","범죄사건 처리 기간[명]","명","526","284","467","483","718","741","","","68","96","68","46",
"풍속영업의 규제에 관한법률","3개월 이내","검찰","범죄사건 처리 기간[명]","명","203","486","163","175","246","142","","","59","19","160","97",
"풍속영업의 규제에 관한법률","6개월 이내","경찰","범죄사건 처리 기간[명]","명","152","127","169","200","214","297","","","41","41","331","256",
"풍속영업의 규제에 관한법률","6개월 이내","검찰","범죄사건 처리 기간[명]","명","50","50","44","68","97","104","","","12","4","17","29",
"풍속영업의 규제에 관한법률","6개월 초과","경찰","범죄사건 처리 기간[명]","명","50","17","74","89","26","60","","","17","11","19","1",
"풍속영업의 규제에 관한법률","6개월 초과","검찰","범죄사건 처리 기간[명]","명","86","23","5","12","1","","","","","1","2","",
"하천법","계","합계","범죄사건 처리 기간[명]","명","563","565","563","560","435","423","468","572","466","468","472","448",
"하천법","계","경찰","범죄사건 처리 기간[명]","명","266","257","264","263","202","196","224","276","221","229","228","215",
"하천법","계","검찰","범죄사건 처리 기간[명]","명","297","308","299","297","233","227","244","296","245","239","244","233",
"하천법","10일 이내","경찰","범죄사건 처리 기간[명]","명","44","55","54","39","25","30","27","43","18","30","7","11",
"하천법","10일 이내","검찰","범죄사건 처리 기간[명]","명","112","112","97","92","67","77","88","61","77","50","67","93",
"하천법","20일 이내","경찰","범죄사건 처리 기간[명]","명","46","45","31","43","24","42","37","28","43","46","36","6",
"하천법","20일 이내","검찰","범죄사건 처리 기간[명]","명","84","101","103","88","47","49","41","64","62","75","58","43",
"하천법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","84","89","83","79","67","61","83","87","94","69","51","46",
"하천법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","68","66","66","75","91","64","84","131","68","83","51","25",
"하천법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","53","37","57","57","51","46","44","48","48","51","47","41",
"하천법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","19","5","14","15","11","10","15","22","17","5","23","28",
"하천법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","23","26","22","30","20","12","22","53","11","23","35","21",
"하천법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","11","14","10","18","11","15","7","12","14","23","21","21",
"하천법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","8","4","12","11","9","4","10","14","7","5","50","88",
"하천법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","2","7","9","9","6","11","9","5","7","3","22","23",
"하천법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","8","1","5","4","6","1","1","3","","5","2","2",
"하천법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","3","","","","1","","1","","","2","",
"학교보건법","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","1003","1105","837","2249",
"학교보건법","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","484","531","414","1120",
"학교보건법","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","519","574","423","1129",
"학교보건법","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","60","93","27","49",
"학교보건법","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","77","93","189","726",
"학교보건법","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","69","48","14","44",
"학교보건법","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","191","190","125","211",
"학교보건법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","137","167","100","215",
"학교보건법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","237","268","71","111",
"학교보건법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","166","153","133","215",
"학교보건법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4","23","16","53",
"학교보건법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","36","49","53","108",
"학교보건법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","9","","22","28",
"학교보건법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","13","20","87","487",
"학교보건법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3","1","","2",
"학교보건법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","","",
"학원의 설립·운영에 관한법률","계","합계","범죄사건 처리 기간[명]","명","1323","679","511","631","1087","1173","660","270","","","","",
"학원의 설립·운영에 관한법률","계","경찰","범죄사건 처리 기간[명]","명","637","333","249","303","429","576","327","133","","","","",
"학원의 설립·운영에 관한법률","계","검찰","범죄사건 처리 기간[명]","명","686","346","262","328","658","597","333","137","","","","",
"학원의 설립·운영에 관한법률","10일 이내","경찰","범죄사건 처리 기간[명]","명","247","69","71","59","96","123","92","43","","","","",
"학원의 설립·운영에 관한법률","10일 이내","검찰","범죄사건 처리 기간[명]","명","291","104","71","84","261","127","92","29","","","","",
"학원의 설립·운영에 관한법률","20일 이내","경찰","범죄사건 처리 기간[명]","명","105","47","37","58","62","97","47","17","","","","",
"학원의 설립·운영에 관한법률","20일 이내","검찰","범죄사건 처리 기간[명]","명","249","132","119","121","162","214","105","50","","","","",
"학원의 설립·운영에 관한법률","1개월 이내","경찰","범죄사건 처리 기간[명]","명","150","92","76","98","112","209","95","31","","","","",
"학원의 설립·운영에 관한법률","1개월 이내","검찰","범죄사건 처리 기간[명]","명","121","63","55","87","204","230","119","52","","","","",
"학원의 설립·운영에 관한법률","2개월 이내","경찰","범죄사건 처리 기간[명]","명","88","82","38","50","117","88","55","21","","","","",
"학원의 설립·운영에 관한법률","2개월 이내","검찰","범죄사건 처리 기간[명]","명","21","15","4","20","20","21","10","2","","","","",
"학원의 설립·운영에 관한법률","3개월 이내","경찰","범죄사건 처리 기간[명]","명","25","23","17","19","26","40","27","15","","","","",
"학원의 설립·운영에 관한법률","3개월 이내","검찰","범죄사건 처리 기간[명]","명","3","10","7","15","6","4","6","","","","","",
"학원의 설립·운영에 관한법률","6개월 이내","경찰","범죄사건 처리 기간[명]","명","16","9","7","13","14","12","6","6","","","","",
"학원의 설립·운영에 관한법률","6개월 이내","검찰","범죄사건 처리 기간[명]","명","1","22","6","1","5","1","1","4","","","","",
"학원의 설립·운영에 관한법률","6개월 초과","경찰","범죄사건 처리 기간[명]","명","6","11","3","6","2","7","5","","","","","",
"한국마사회법","계","합계","범죄사건 처리 기간[명]","명","259","116","52","74","63","84","108","295","","","","",
"한국마사회법","계","경찰","범죄사건 처리 기간[명]","명","123","47","21","29","3","25","46","111","","","","",
"한국마사회법","계","검찰","범죄사건 처리 기간[명]","명","136","69","31","45","60","59","62","184","","","","",
"한국마사회법","10일 이내","경찰","범죄사건 처리 기간[명]","명","81","26","20","14","","25","36","88","","","","",
"한국마사회법","10일 이내","검찰","범죄사건 처리 기간[명]","명","51","41","14","2","","7","11","88","","","","",
"한국마사회법","20일 이내","경찰","범죄사건 처리 기간[명]","명","25","","","","","","","","","","","",
"한국마사회법","20일 이내","검찰","범죄사건 처리 기간[명]","명","50","16","9","29","9","33","25","76","","","","",
"한국마사회법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","11","6","","11","","","6","3","","","","",
"한국마사회법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","16","5","7","4","47","19","22","20","","","","",
