"범죄별","기간별","기관별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"공갈","6개월 이내","검찰","범죄사건 처리 기간[명]","명","30","43","33","31","39","30","21","38","","","","",
"공갈","6개월 초과","경찰","범죄사건 처리 기간[명]","명","17","11","23","32","22","20","18","15","","","","",
"공갈","6개월 초과","검찰","범죄사건 처리 기간[명]","명","8","9","12","","3","","","","","","","",
"약취와 유인","계","합계","범죄사건 처리 기간[명]","명","411","404","416","487","463","443","718","802","","","","",
"약취와 유인","계","경찰","범죄사건 처리 기간[명]","명","195","187","192","226","216","194","324","375","","","","",
"약취와 유인","계","검찰","범죄사건 처리 기간[명]","명","216","217","224","261","247","249","394","427","","","","",
"약취와 유인","10일 이내","경찰","범죄사건 처리 기간[명]","명","108","115","113","95","86","82","168","186","","","","",
"약취와 유인","10일 이내","검찰","범죄사건 처리 기간[명]","명","104","93","82","91","81","99","112","108","","","","",
"약취와 유인","20일 이내","경찰","범죄사건 처리 기간[명]","명","14","14","13","21","24","22","22","36","","","","",
"약취와 유인","20일 이내","검찰","범죄사건 처리 기간[명]","명","66","57","80","66","74","47","119","141","","","","",
"약취와 유인","1개월 이내","경찰","범죄사건 처리 기간[명]","명","30","18","34","41","35","34","60","55","","","","",
"약취와 유인","1개월 이내","검찰","범죄사건 처리 기간[명]","명","16","36","34","53","60","86","118","137","","","","",
"약취와 유인","2개월 이내","경찰","범죄사건 처리 기간[명]","명","29","24","22","41","25","43","29","71","","","","",
"약취와 유인","2개월 이내","검찰","범죄사건 처리 기간[명]","명","7","13","11","14","10","7","11","8","","","","",
"약취와 유인","3개월 이내","경찰","범죄사건 처리 기간[명]","명","10","10","5","19","24","8","27","19","","","","",
"약취와 유인","3개월 이내","검찰","범죄사건 처리 기간[명]","명","13","15","14","29","12","6","16","17","","","","",
"약취와 유인","6개월 이내","경찰","범죄사건 처리 기간[명]","명","2","5","4","4","10","2","13","5","","","","",
"약취와 유인","6개월 이내","검찰","범죄사건 처리 기간[명]","명","9","3","3","8","10","4","18","16","","","","",
"약취와 유인","6개월 초과","경찰","범죄사건 처리 기간[명]","명","2","1","1","5","12","3","5","3","","","","",
"약취와 유인","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","","","","","","","","","","","",
"체포와 감금","계","합계","범죄사건 처리 기간[명]","명","626","566","628","697","736","828","952","978","","","","",
"체포와 감금","계","경찰","범죄사건 처리 기간[명]","명","284","254","289","320","348","383","446","456","","","","",
"체포와 감금","계","검찰","범죄사건 처리 기간[명]","명","342","312","339","377","388","445","506","522","","","","",
"체포와 감금","10일 이내","경찰","범죄사건 처리 기간[명]","명","126","99","106","121","149","157","153","165","","","","",
"체포와 감금","10일 이내","검찰","범죄사건 처리 기간[명]","명","133","122","139","134","135","144","158","158","","","","",
"체포와 감금","20일 이내","경찰","범죄사건 처리 기간[명]","명","43","27","31","23","36","34","39","36","","","","",
"체포와 감금","20일 이내","검찰","범죄사건 처리 기간[명]","명","97","85","79","93","108","85","128","147","","","","",
"체포와 감금","1개월 이내","경찰","범죄사건 처리 기간[명]","명","59","60","63","69","67","73","114","88","","","","",
"체포와 감금","1개월 이내","검찰","범죄사건 처리 기간[명]","명","26","42","74","102","81","135","173","176","","","","",
"체포와 감금","2개월 이내","경찰","범죄사건 처리 기간[명]","명","42","32","45","53","51","66","73","89","","","","",
"체포와 감금","2개월 이내","검찰","범죄사건 처리 기간[명]","명","45","10","17","21","17","26","17","20","","","","",
"체포와 감금","3개월 이내","경찰","범죄사건 처리 기간[명]","명","7","19","27","37","20","30","41","49","","","","",
"체포와 감금","3개월 이내","검찰","범죄사건 처리 기간[명]","명","22","27","21","21","24","24","17","11","","","","",
"체포와 감금","6개월 이내","경찰","범죄사건 처리 기간[명]","명","5","13","12","16","17","16","21","24","","","","",
"체포와 감금","6개월 이내","검찰","범죄사건 처리 기간[명]","명","18","26","9","6","23","28","13","9","","","","",
"체포와 감금","6개월 초과","경찰","범죄사건 처리 기간[명]","명","2","4","5","1","8","7","5","5","","","","",
"체포와 감금","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","","","","","3","","1","","","","",
"강력범죄(흉악)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","29910","33732","29198","27081",
"강력범죄(흉악)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","14238","16158","14282","13324",
"강력범죄(흉악)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","15672","17574","14916","13757",
"강력범죄(흉악)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","8858","9821","4249","2847",
"강력범죄(흉악)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","5116","5603","9245","8569",
"강력범죄(흉악)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1121","1160","339","225",
"강력범죄(흉악)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4052","4889","2508","2175",
"강력범죄(흉악)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1896","2315","2133","1724",
"강력범죄(흉악)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","5960","6353","850","788",
"강력범죄(흉악)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1341","1769","1569","1283",
"강력범죄(흉악)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","171","442","985","949",
"강력범죄(흉악)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","650","690","707","637",
"강력범죄(흉악)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","296","232","1009","942",
"강력범죄(흉악)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","247","262","5123","6489",
"강력범죄(흉악)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","59","54","312","321",
"강력범죄(흉악)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","125","141","162","119",
"강력범죄(흉악)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","18","1","7","13",
"살인","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","1974","1972","1904","1902",
"살인","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","943","951","930","922",
"살인","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1031","1021","974","980",
"살인","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","723","704","432","351",
"살인","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","392","394","661","645",
"살인","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","47","50","16","17",
"살인","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","252","244","212","219",
"살인","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","77","83","82","55",
"살인","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","334","359","15","16",
"살인","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","40","58","44","31",
"살인","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","9","11","39","43",
"살인","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","28","29","27","27",
"살인","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","23","8","30","37",
"살인","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","17","15","313","432",
"살인","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4","4","10","17",
"살인","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","11","12","16","9",
"살인","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","17","1","7","3",
"강도","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","8502","10046","7871","6024",
"강도","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3951","4734","3832","2969",
"강도","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4551","5312","4039","3055",
"강도","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3025","3611","1649","1003",
"강도","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1493","1705","2713","1987",
"강도","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","209","219","72","45",
"강도","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1178","1477","664","542",
"강도","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","331","448","403","260",
"강도","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1766","1972","116","103",
"강도","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","169","235","215","137",
"강도","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","33","108","182","152",
"강도","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","139","136","118","75",
"강도","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","68","41","265","162",
"강도","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","52","45","1310","1411",
"강도","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","13","9","99","104",
"강도","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","26","40","65","38",
"강도","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","","5",
"방화","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","2160","2746","2058","2080",
"방화","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1039","1320","1002","1022",
"방화","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1121","1426","1056","1058",
"방화","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","561","712","284","178",
"방화","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","349","497","544","532",
"방화","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","114","126","20","23",
"방화","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","231","333","172","186",
"방화","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","155","227","165","150",
"방화","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","491","523","107","102",
"방화","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","119","160","98","105",
"방화","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","19","44","126","130",
"방화","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","53","45","62","69",
"방화","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","26","28","93","89",
"방화","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","27","28","358","478",
"방화","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4","1","14","18",
"방화","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","10","22","15","19",
"방화","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","","1",
"강간","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","17274","18968","17365","17075",
"강간","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","8305","9153","8518","8411",
"강간","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","8969","9815","8847","8664",
"강간","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","4549","4794","1884","1315",
"강간","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","2882","3007","5327","5405",
"강간","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","751","765","231","140",
"강간","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","2391","2835","1460","1228",
"강간","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1333","1557","1483","1259",
"강간","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","3369","3499","612","567",
"강간","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1013","1316","1212","1010",
"강간","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","110","279","638","624",
"강간","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","430","480","500","466",
"강간","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","179","155","621","654",
"강간","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","151","174","3142","4168",
"강간","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","38","40","189","182",
"강간","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","78","67","66","53",
"강간","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","","4",
"강력범죄(폭력)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","883022","868434","731430","692445",
"강력범죄(폭력)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","431697","424280","361693","343734",
"강력범죄(폭력)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","451325","444154","369737","348711",
"강력범죄(폭력)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","135593","121667","35798","22569",
"강력범죄(폭력)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","114281","114551","184391","199264",
"강력범죄(폭력)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","65837","59826","14490","9003",
"강력범죄(폭력)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","122916","127551","92697","72356",
"강력범죄(폭력)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","109047","111664","79109","62499",
"강력범죄(폭력)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","198142","183590","45289","33828",
"강력범죄(폭력)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","82075","92471","69196","57832",
"강력범죄(폭력)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","5947","10772","24585","22505",
"강력범죄(폭력)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","25216","25859","27448","24110",
"강력범죄(폭력)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","8533","6774","18445","17235",
"강력범죄(폭력)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","10009","9319","133370","166121",
"강력범죄(폭력)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1465","902","4179","3356",
"강력범죄(폭력)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3920","3474","2282","1600",
"강력범죄(폭력)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","41","14","151","167",
"폭행","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","39240","43190","41087","42414",
"폭행","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","19285","21226","20396","21062",
"폭행","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","19955","21964","20691","21352",
"폭행","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","5974","6101","1803","1386",
"폭행","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","4672","4957","13375","15151",
"폭행","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3137","3026","796","548",
"폭행","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","5988","6910","4330","3698",
"폭행","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","4815","5389","4183","3725",
"폭행","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","8726","9223","1709","1343",
"폭행","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","3866","5032","3977","3382",
"폭행","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","181","572","737","672",
"폭행","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","973","1134","1373","1237",
"폭행","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","354","280","437","396",
"폭행","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","375","364","8179","10717",
"폭행","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","33","22","102","89",
"폭행","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","145","180","85","67",
"폭행","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","1","3",
"상해","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","81136","86792","74592","68338",
"상해","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","39811","42536","36918","33871",
"상해","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","41325","44256","37674","34467",
"상해","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","11163","11041","3491","2147",
"상해","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","11335","12092","18211","19177",
"상해","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","6068","6007","1571","1017",
"상해","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","10621","12253","10371","7777",
"상해","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","10736","11705","8366","6483",
"상해","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","18037","18206","4870","3586",
"상해","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","7994","9459","6822","5818",
"상해","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","547","977","2448","2236",
"상해","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","2648","3058","3342","2605",
"상해","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","674","665","1476","1437",
"상해","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","945","1034","13121","15655",
"상해","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","110","62","296","247",
"상해","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","257","232","205","146",
"상해","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","1","2","7",
"협박","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","3324","3635","3596","3900",
"협박","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1534","1668","1755","1905",
"협박","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1790","1967","1841","1995",
"협박","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","223","240","66","90",
"협박","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","525","570","884","1040",
"협박","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","154","126","43","47",
"협박","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","429","503","268","282",
"협박","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","392","381","264","261",
"협박","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","723","771","163","161",
"협박","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","406","473","410","369",
"협박","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","38","56","206","230",
"협박","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","260","303","263","218",
"협박","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","64","51","211","191",
"협박","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","73","125","689","907",
"협박","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","10","16","108","83",
"협박","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","26","20","20","13",
"협박","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","1","8",
"공갈","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","2853","3381","2485","2074",
"공갈","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1292","1547","1180","960",
"공갈","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1561","1834","1305","1114",
"공갈","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","444","516","144","75",
"공갈","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","417","569","484","449",
"공갈","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","107","120","39","12",
"공갈","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","353","474","182","154",
"공갈","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","252","309","185","143",
"공갈","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","709","645","119","96",
"공갈","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","226","287","187","160",
"공갈","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","21","53","144","114",
"공갈","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","169","198","146","120",
"공갈","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","50","60","228","156",
"공갈","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","69","83","455","437",
"공갈","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","11","31","144","134",
"공갈","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","25","34","24","13",
"공갈","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","2","4","11",
"약취와 유인","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","728","1165","719","302",
"약취와 유인","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","317","535","306","136",
"약취와 유인","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","411","630","413","166",
"약취와 유인","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","158","309","69","26",
"약취와 유인","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","102","174","117","64",
"약취와 유인","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","28","32","9","",
"약취와 유인","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","114","151","59","35",
"약취와 유인","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","51","59","32","20",
"약취와 유인","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","152","248","23","20",
"약취와 유인","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","33","69","43","17",
"약취와 유인","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","18","19","49","16",
"약취와 유인","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","27","41","32","18",
"약취와 유인","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","9","35","121","22",
"약취와 유인","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","16","15","110","52",
"약취와 유인","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","15","3","44","9",
"약취와 유인","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","4","10","11","3",
"약취와 유인","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","","",
"체포와 감금","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","853","916","679","568",
"체포와 감금","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","394","422","324","269",
"체포와 감금","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","459","494","355","299",
"체포와 감금","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","118","134","23","12",
"체포와 감금","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","139","132","124","122",
"체포와 감금","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","26","47","11","4",
"체포와 감금","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","85","136","50","41",
"체포와 감금","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","72","71","69","28",
"체포와 감금","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","202","180","42","19",
"체포와 감금","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","98","93","59","53",
"체포와 감금","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","9","15","42","41",
"체포와 감금","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","55","48","54","15",
"체포와 감금","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","16","19","69","42",
"체포와 감금","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","20","28","104","147",
"체포와 감금","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","8","12","28","33",
"체포와 감금","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","5","1","4","10",
"체포와 감금","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","","1",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","680","757","1103","837",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","281","282","482","405",
"폭력행위 등(단체 등의 구성ㆍ활동)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","399","475","621","432",
"폭력행위 등(단체 등의 구성ㆍ활동)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","176","210","200","154",
"폭력행위 등(단체 등의 구성ㆍ활동)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","170","184","92","112",
"폭력행위 등(단체 등의 구성ㆍ활동)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","8","13","6","1",
"폭력행위 등(단체 등의 구성ㆍ활동)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","107","185","162","163",
"폭력행위 등(단체 등의 구성ㆍ활동)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","46","27","63","102",
"폭력행위 등(단체 등의 구성ㆍ활동)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","121","95","44","20",
"폭력행위 등(단체 등의 구성ㆍ활동)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","2","14","6","26",
"폭력행위 등(단체 등의 구성ㆍ활동)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","11","37","61",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","31","18","9","6",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","156","34",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","156","115",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","104","40",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","18","","42","1",
"폭력행위 등(단체 등의 구성ㆍ활동)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","26","2",
"폭력행위 등 처벌에 관한법률 위반","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","754208","728598","607169","574012",
"폭력행위 등 처벌에 관한법률 위반","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","368783","356064","300332","285126",
"폭력행위 등 처벌에 관한법률 위반","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","385425","372534","306837","288886",
