"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"자연공원법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","62","79","59","45","37","35","25","24","","","","","","","","","","","",
"자연공원법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","86","91","89","42","42","31","32","33","","","","","","","","","","","",
"저작권법","계","범죄발생부터 인지까지의 기간[건]","건","13045","20558","79239","59586","19445","25902","30251","28382","27957","39624","21111","13998","10284","8140","6826","6514","9756","18751","59767",
"저작권법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","384","488","1216","1078","415","664","1392","1227","1584","1940","835","786","824","670","680","756","1706","102","1211",
"저작권법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","3","9","13","7","11","28","22","21","27","34","43","15","5","3","1","4","2","29",
"저작권법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","6","4","15","18","18","23","49","41","53","56","38","22","15","12","4","5","2","12","62",
"저작권법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","17","39","169","142","131","258","386","392","495","422","240","191","446","469","450","381","657","2101","6697",
"저작권법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","164","77","268","207","121","234","295","423","422","399","212","192","215","235","261","295","470","6027","19316",
"저작권법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","42","69","169","141","137","212","277","278","318","281","187","156","118","93","136","132","206","43","376",
"저작권법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","141","227","509","478","373","559","771","664","785","999","415","310","360","249","273","263","406","187","292",
"저작권법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","242","731","1783","934","589","863","1055","1184","1537","2484","898","642","627","367","451","369","718","290","248",
"저작권법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1429","3317","8916","5941","2213","2641","4537","4063","5551","9028","4079","2947","1873","1156","1035","1074","1743","2825","5115",
"저작권법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","3716","7693","32854","22272","6826","8324","10269","9223","8839","13123","7890","4265","2549","1844","1329","1251","1604","4944","22842",
"저작권법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","6902","7910","33331","28362","8615","12113","11192","10865","8352","10865","6283","4444","3242","3040","2204","1987","2240","2218","3579",
"전기사업법","계","범죄발생부터 인지까지의 기간[건]","건","42","23","20","19","59","66","66","50","","","","","","","","","","","",
"전기사업법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","-","1","-","3","-","2","","","","","","","","","","","",
"전기사업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"전기사업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","1","-","-","-","","","","","","","","","","","",
"전기사업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","1","-","-","-","1","2","","","","","","","","","","","",
"전기사업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","-","-","-","1","-","1","","","","","","","","","","","",
"전기사업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","1","1","1","-","","","","","","","","","","","",
"전기사업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","3","1","1","-","-","2","1","3","","","","","","","","","","","",
"전기사업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","1","2","2","5","-","","","","","","","","","","","",
"전기사업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","2","4","4","1","6","2","","","","","","","","","","","",
"전기사업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","8","3","4","3","5","11","12","11","","","","","","","","","","","",
"전기사업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","24","15","12","10","46","45","40","29","","","","","","","","","","","",
"전기통신기본법","계","범죄발생부터 인지까지의 기간[건]","건","9","5","21","39","106","7","10","5","","","","","","","","","","","",
"전기통신기본법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","2","-","8","1","-","-","-","","","","","","","","","","","",
"전기통신기본법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","-","1","1","-","-","-","","","","","","","","","","","",
"전기통신기본법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","2","-","-","-","-","","","","","","","","","","","",
"전기통신기본법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"전기통신기본법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","2","2","-","-","-","","","","","","","","","","","",
"전기통신기본법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","7","-","1","-","","","","","","","","","","","",
"전기통신기본법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","1","4","15","2","2","1","","","","","","","","","","","",
"전기통신기본법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","2","4","27","-","1","1","","","","","","","","","","","",
"전기통신기본법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","6","6","35","1","1","1","","","","","","","","","","","",
"전기통신기본법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","3","5","11","-","5","-","","","","","","","","","","","",
"전기통신기본법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1","-","9","7","7","4","-","2","","","","","","","","","","","",
"전기통신사업법","계","범죄발생부터 인지까지의 기간[건]","건","50","152","35","40","44","71","95","60","","","","","","","","","","","",
"전기통신사업법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","9","1","-","4","2","-","3","","","","","","","","","","","",
"전기통신사업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"전기통신사업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","1","-","-","1","-","2","","","","","","","","","","","",
"전기통신사업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","2","1","1","-","1","3","","","","","","","","","","","",
"전기통신사업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","1","-","-","-","2","-","","","","","","","","","","","",
"전기통신사업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","2","4","-","-","3","3","1","2","","","","","","","","","","","",
"전기통신사업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2","17","4","3","2","1","4","4","","","","","","","","","","","",
"전기통신사업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","12","-","3","2","2","5","7","","","","","","","","","","","",
"전기통신사업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","7","17","8","11","5","12","11","3","","","","","","","","","","","",
"전기통신사업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","9","71","9","9","14","18","27","12","","","","","","","","","","","",
"전기통신사업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","23","18","9","13","13","32","44","24","","","","","","","","","","","",
"전염병예방법","계","범죄발생부터 인지까지의 기간[건]","건","57","46","67","57","124","40","1","2","","","","","","","","","","","",
"전염병예방법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","2","4","5","26","7","-","-","","","","","","","","","","","",
"전염병예방법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","-","-","1","3","-","-","","","","","","","","","","","",
"전염병예방법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","4","4","-","-","","","","","","","","","","","",
"전염병예방법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","1","-","2","1","-","-","","","","","","","","","","","",
"전염병예방법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","2","5","2","-","-","-","","","","","","","","","","","",
"전염병예방법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","2","1","3","2","-","-","","","","","","","","","","","",
"전염병예방법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","-","5","2","8","11","2","-","1","","","","","","","","","","","",
"전염병예방법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","10","8","16","11","17","3","-","-","","","","","","","","","","","",
"전염병예방법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","18","15","21","16","30","7","1","-","","","","","","","","","","","",
"전염병예방법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","20","7","14","10","20","6","-","1","","","","","","","","","","","",
"전염병예방법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","3","7","5","1","8","5","-","-","","","","","","","","","","","",
"전자금융거래법","계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","7161","9187","6126","6048","8318","8648","6743","7194","9926","9249","12682",
"전자금융거래법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","305","475","353","349","439","588","255","353","551","112","193",
"전자금융거래법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","72","101","31","55","65","55","30","24","43","15","21",
"전자금융거래법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","162","197","104","92","165","141","68","62","42","31","39",
"전자금융거래법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","189","219","121","143","299","291","205","153","207","166","255",
"전자금융거래법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","306","431","223","254","542","578","366","212","306","411","546",
"전자금융거래법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","276","339","205","281","503","477","252","130","153","91","118",
"전자금융거래법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","462","554","340","482","910","900","434","212","196","138","216",
"전자금융거래법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","514","581","378","520","893","819","480","244","148","194","259",
"전자금융거래법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1145","1178","998","912","1265","1235","983","716","1185","1945","2679",
"전자금융거래법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1773","2216","1479","1171","1641","1789","1670","1556","2697","1292","2732",
"전자금융거래법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1957","2896","1894","1789","1596","1775","2000","3532","4398","4854","5624",
"전투경찰대설치법","계","범죄발생부터 인지까지의 기간[건]","건","59","61","56","25","19","21","11","3","","","","","","","","","","","",
"전투경찰대설치법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","3","2","-","1","-","-","","","","","","","","","","","",
"전투경찰대설치법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","1","-","-","-","-","-","","","","","","","","","","","",
"전투경찰대설치법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"전투경찰대설치법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","-","1","-","-","-","-","","","","","","","","","","","",
"전투경찰대설치법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","4","1","1","1","1","1","-","","","","","","","","","","","",
"전투경찰대설치법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","1","1","1","1","-","-","","","","","","","","","","","",
"전투경찰대설치법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","2","1","1","2","1","-","","","","","","","","","","","",
"전투경찰대설치법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","6","2","4","1","-","1","1","-","","","","","","","","","","","",
"전투경찰대설치법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","20","24","18","9","6","4","-","-","","","","","","","","","","","",
"전투경찰대설치법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","15","9","11","6","4","5","1","1","","","","","","","","","","","",
"전투경찰대설치법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","9","16","15","3","6","6","7","2","","","","","","","","","","","",
"전파법","계","범죄발생부터 인지까지의 기간[건]","건","771","600","551","655","593","540","453","451","473","612","548","570","647","1930","405","1380","443","890","220",
"전파법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","87","83","66","128","101","144","96","82","88","47","37","65","42","298","22","13","21","12","15",
"전파법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","14","12","61","37","16","28","19","10","8","40","27","18","13","4","-","-","0","-","1",
"전파법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","19","34","70","41","23","22","15","27","15","39","20","19","3","27","1","3","4","2","1",
"전파법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","10","18","8","11","10","4","6","5","1","6","2","9","13","30","2","1","2","2","1",
"전파법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","76","76","43","49","42","23","6","8","6","24","14","15","13","11","14","14","9","17","5",
"전파법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","75","47","36","39","19","17","16","13","3","14","24","14","9","21","7","10","4","5","4",
"전파법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","151","80","72","70","80","53","48","52","33","64","41","27","37","94","16","27","19","18","10",
"전파법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","153","91","67","72","87","81","53","58","84","95","53","44","87","110","46","48","43","28","14",
"전파법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","119","86","77","105","122","93","103","116","131","139","101","113","165","268","125","153","124","85","53",
"전파법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","27","17","22","23","50","36","50","52","67","89","157","137","143","802","95","190","155","105","62",
"전파법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","40","56","29","80","43","39","41","28","37","55","72","109","122","265","77","921","62","616","54",
"정보통신망이용촉진및정보보호등에관한법률","계","범죄발생부터 인지까지의 기간[건]","건","7440","10837","12790","12465","17059","16393","15444","15054","12851","13561","14059","13389","14905","15459","17763","18651","19187","18542","19634",
"정보통신망이용촉진및정보보호등에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","162","247","293","453","360","533","610","535","634","697","622","596","911","953","1328","2036","2878","149","1183",
"정보통신망이용촉진및정보보호등에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","10","9","12","5","25","42","46","25","24","49","34","32","39","17","37","38","43","41","40",
"정보통신망이용촉진및정보보호등에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","9","18","15","20","36","60","66","49","44","58","58","78","59","41","46","56","77","87","89",
"정보통신망이용촉진및정보보호등에관한법률","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","32","47","78","59","175","159","223","274","269","271","186","180","463","508","684","766","1104","1631","1027",
"정보통신망이용촉진및정보보호등에관한법률","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","98","108","128","138","261","340","351","414","327","448","399","340","456","511","596","728","829","3851","3452",
"정보통신망이용촉진및정보보호등에관한법률","2일 이내","범죄발생부터 인지까지의 기간[건]","건","121","118","135","129","196","290","376","340","305","311","349","302","404","326","352","422","458","618","785",
"정보통신망이용촉진및정보보호등에관한법률","5일 이내","범죄발생부터 인지까지의 기간[건]","건","276","299","332","490","533","642","794","713","579","573","612","637","731","686","1022","868","936","1202","1501",
"정보통신망이용촉진및정보보호등에관한법률","10일 이내","범죄발생부터 인지까지의 기간[건]","건","404","584","595","667","879","932","1312","1243","841","790","854","784","1089","1073","1311","1280","1387","1217","1628",
"정보통신망이용촉진및정보보호등에관한법률","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1455","2061","2499","2466","3754","3904","3643","3279","2484","2452","2397","2443","2577","2768","3179","3515","2984","2536","3529",
"정보통신망이용촉진및정보보호등에관한법률","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2041","4081","5347","4644","7201","6153","4652","4500","3800","3857","3711","3715","3634","3772","3963","3383","3151","2329","2644",
"정보통신망이용촉진및정보보호등에관한법률","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","2832","3265","3356","3394","3639","3338","3371","3682","3544","4055","4837","4282","4542","4804","5245","5559","5340","4881","3756",
"정치자금법","계","범죄발생부터 인지까지의 기간[건]","건","130","23","47","15","367","1108","720","28","","","","","","","","","","","",
"정치자금법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","2","161","160","1","","","","","","","","","","","",
"정치자금법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"정치자금법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","1","1","-","","","","","","","","","","","",
"정치자금법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","1","2","2","-","","","","","","","","","","","",
"정치자금법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","1","-","-","-","-","-","","","","","","","","","","","",
"정치자금법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","1","-","-","-","-","-","","","","","","","","","","","",
"정치자금법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","1","-","1","6","1","-","","","","","","","","","","","",
"정치자금법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","2","-","-","1","","","","","","","","","","","",
"정치자금법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","9","-","3","-","2","115","30","1","","","","","","","","","","","",
"정치자금법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","44","1","7","1","9","153","147","3","","","","","","","","","","","",
"정치자금법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","71","22","34","14","350","670","379","22","","","","","","","","","","","",
"조세범처벌법","계","범죄발생부터 인지까지의 기간[건]","건","7493","5217","4027","3604","3583","3591","4219","4266","4216","3778","3454","3358","3044","2998","2854","2061","2499","2660","2583",
"조세범처벌법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","105","48","38","34","27","56","89","81","82","149","135","126","87","114","129","119","267","29","42",
"조세범처벌법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","4","-","-","-","5","4","1","-","-","-","","1","3","-","1","0","1","2",
"조세범처벌법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","4","6","1","-","-","1","1","-","1","4","4","4","4","2","1","1","2","2",
"조세범처벌법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","7","4","2","37","19","26","19","18","31","20","21","39","55","57","72","160","278","334",
"조세범처벌법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","19","5","11","9","17","22","17","17","10","10","10","12","21","25","19","43","79","671","739",
"조세범처벌법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","17","8","6","4","4","11","15","13","21","9","9","6","10","7","13","22","16","1","2",
"조세범처벌법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","38","48","30","15","15","14","20","31","26","24","13","25","21","28","20","35","53","8","8",
"조세범처벌법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","63","47","23","22","31","29","32","33","35","24","19","21","25","35","29","54","83","6","3",
"조세범처벌법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","128","153","99","61","62","65","86","82","105","59","52","52","42","76","66","111","151","11","11",
"조세범처벌법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","369","409","196","160","99","99","135","118","123","94","88","102","100","87","73","79","81","41","22",
"조세범처벌법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","6745","4484","3614","3296","3291","3271","3794","3870","3796","3377","3104","2989","2694","2564","2446","1524","1608","1612","1418",
"조수보호및수렵에관한법률","계","범죄발생부터 인지까지의 기간[건]","건","9","5","1","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","1","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","5일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","10일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","2","5","-","-","-","-","-","-","","","","","","","","","","","",
"주민등록법","계","범죄발생부터 인지까지의 기간[건]","건","1163","1498","1646","2081","2140","2573","3384","3613","2941","3235","2436","1812","2211","1770","2137","1599","1789","1979","2054",
"주민등록법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","33","32","37","77","80","222","305","282","219","280","197","191","169","159","195","149","206","680","819",
"주민등록법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","3","7","8","20","28","44","47","37","38","30","32","34","25","20","14","102","108",
"주민등록법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","2","2","5","13","16","26","55","55","60","59","40","54","49","33","23","24","77","90",
"주민등록법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","6","4","11","14","13","22","38","44","44","45","48","44","79","75","79","50","60","93","79",
"주민등록법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","15","23","13","21","23","23","39","34","47","38","32","32","36","55","56","41","51","209","179",
"주민등록법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3","11","9","13","14","38","44","47","50","50","39","30","41","44","47","36","43","14","17",
"주민등록법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","9","24","26","40","75","74","104","103","100","99","112","112","134","112","123","74","95","41","34",
"주민등록법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","20","38","47","45","70","82","115","130","114","124","135","133","145","155","207","115","118","53","45",
"주민등록법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","46","105","154","191","228","261","333","311","271","299","263","199","268","323","360","268","294","85","86",
"주민등록법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","115","392","339","402","418","458","545","545","398","372","309","221","224","251","324","259","277","126","123",
"주민등록법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","916","866","1005","1266","1198","1357","1807","2018","1596","1831","1204","780","1029","513","688","564","607","499","474",
"주차장법","계","범죄발생부터 인지까지의 기간[건]","건","744","624","614","268","259","223","251","250","333","354","300","332","240","155","104","73","68","79","76",
"주차장법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","27","40","9","3","5","4","13","9","13","14","6","20","15","10","9","7","12","4","4",
"주차장법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","11","-","-","-","1","-","-","-","-","","-","-","-","-","0","3","1",
"주차장법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","2","-","-","1","-","-","2","1","4","","-","-","-","-","0","-","-",
"주차장법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","2","3","-","2","1","1","2","2","4","4","7","23","15","11","6","6","9","10",
"주차장법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","2","2","2","4","1","1","2","3","7","4","9","2","5","6","3","3","30","22",
"주차장법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3","2","1","-","1","4","-","5","1","5","11","30","4","4","5","4","0","-","-",
"주차장법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","8","19","10","5","3","9","17","9","5","25","14","31","10","10","6","3","2","3","1",
"주차장법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","22","36","19","11","14","13","22","28","18","29","14","30","19","19","14","2","2","2","2",
"주차장법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","54","61","57","36","58","26","26","33","31","52","44","42","27","19","13","13","7","-","5",
"주차장법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","94","100","102","69","56","36","37","35","25","45","41","48","36","29","9","8","8","4","3",
"주차장법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","531","362","398","142","116","128","133","127","233","172","158","115","104","44","31","27","28","24","28",
"주택건설촉진법","계","범죄발생부터 인지까지의 기간[건]","건","82","5","4","-","-","1","-","3","","","","","","","","","","","",
"주택건설촉진법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","1","","","","","","","","","","","",
"주택건설촉진법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","1","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","-","-","-","1","-","-","","","","","","","","","","","",
"주택건설촉진법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","81","4","3","-","-","-","-","2","","","","","","","","","","","",
"주택법","계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","306","466","597","530","586","662","597","760","491","450","471",
"주택법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","12","14","19","11","14","29","25","32","35","2","16",
"주택법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","-","1","1","","-","-","-","-","1","-","-",
"주택법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","-","-","1","","-","1","3","-","1","-","-",
"주택법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","4","6","7","2","12","21","13","15","18","38","59",
"주택법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","8","2","1","5","9","14","11","8","11","117","144",
"주택법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","5","4","6","3","5","21","5","2","8","1","3",
"주택법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","10","16","18","1","12","24","4","8","6","5","6",
"주택법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","21","27","16","6","15","13","16","14","10","10","9",
"주택법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","37","74","62","22","32","58","48","49","44","29","36",
"주택법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","67","67","61","47","71","75","44","63","61","39","30",
"주택법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","142","255","405","433","416","406","428","569","296","209","168",
