"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"명예에 관한 죄","성년(여)[명]","명","173","149","202","242","334","369","327","367","314","397","585","610","541","552","704","824","826","867","930","1069","1076",
"명예에 관한 죄","미성년(계)[명]","명","4","1","5","4","4","1","4","9","4","12","8","21","11","3","16","8","8","34","26","43","46",
"명예에 관한 죄","미성년(남)[명]","명","3","1","3","2","3","","4","6","3","10","2","11","4","2","8","2","5","21","18","28","31",
"명예에 관한 죄","미성년(여)[명]","명","1","","2","2","1","1","","3","1","2","6","10","7","1","8","6","3","13","8","15","15",
"명예에 관한 죄","법인체[개]","개","","","","","","","","2","2","","4","11","2","6","8","18","3","2","9","3","3",
"신용·업무와 경매에 관한 죄","발생건수[건]","건","247","216","209","417","534","478","541","586","635","863","1142","1199","1311","1453","1840","2020","2480","3637","3995","4399","3601",
"신용·업무와 경매에 관한 죄","검거건수[건]","건","261","220","224","427","517","474","537","580","620","843","1100","1182","1300","1435","1764","1965","2404","3574","3946","4327","3522",
"신용·업무와 경매에 관한 죄","검거율[%]","%","105.7","101.9","107.2","102.4","96.8","99.2","99.3","99","97.6","97.7","96.3","98.6","99.2","98.8","95.9","97.3","96.9","98.3","98.8","98.4","97.8",
"신용·업무와 경매에 관한 죄","검거인원(계)[명]","명","594","578","500","1001","1298","1278","1386","1534","1256","1914","2361","2418","2521","3228","3548","3863","4592","5984","6272","6651","5494",
"신용·업무와 경매에 관한 죄","검거인원(남)[명]","명","435","399","342","682","848","910","955","982","905","1586","1911","1874","1893","2525","2935","3153","3749","4720","5194","5586","4595",
"신용·업무와 경매에 관한 죄","검거인원(여)[명]","명","159","179","158","319","450","368","431","552","351","328","450","544","628","703","613","710","843","1264","1078","1065","899",
"신용·업무와 경매에 관한 죄","성년(계)[명]","명","585","574","498","991","1296","1273","1379","1528","1245","1908","2348","2402","2504","3214","3531","3853","4573","5956","6252","6638","5487",
"신용·업무와 경매에 관한 죄","성년(남)[명]","명","427","396","341","676","848","909","952","976","896","1580","1899","1861","1880","2512","2922","3144","3731","4698","5174","5575","4589",
"신용·업무와 경매에 관한 죄","성년(여)[명]","명","158","178","157","315","448","364","427","552","349","328","449","541","624","702","609","709","842","1258","1078","1063","898",
"신용·업무와 경매에 관한 죄","미성년(계)[명]","명","9","4","2","10","2","5","7","6","11","6","13","16","17","14","17","10","19","28","20","13","7",
"신용·업무와 경매에 관한 죄","미성년(남)[명]","명","8","3","1","6","","1","3","6","9","6","12","13","13","13","13","9","18","22","20","11","6",
"신용·업무와 경매에 관한 죄","미성년(여)[명]","명","1","1","1","4","2","4","4","","2","","1","3","4","1","4","1","1","6","","2","1",
"신용·업무와 경매에 관한 죄","법인체[개]","개","","","","","","","","","","2","4","","6","1","6","18","9","6","6","3","5",
"비밀침해죄","발생건수[건]","건","5","2","2","2","","2","1","4","1","2","5","4","4","3","7","1","13","4","5","5","9",
"비밀침해죄","검거건수[건]","건","2","2","1","3","1","","1","5","1","2","5","4","5","3","7","2","10","3","5","6","6",
"비밀침해죄","검거율[%]","%","40","100","50","150","-","-","100","125","100","100","100","100","125","100","100","200","76.9","75","100","120","66.7",
"비밀침해죄","검거인원(계)[명]","명","4","3","","2","1","1","2","9","2","3","5","5","3","4","12","2","14","6","5","8","13",
"비밀침해죄","검거인원(남)[명]","명","2","3","","","1","1","2","7","1","2","5","5","1","1","9","2","10","3","4","6","8",
"비밀침해죄","검거인원(여)[명]","명","2","","","2","","","","2","1","1","","","2","3","3","","4","3","1","2","5",
"비밀침해죄","성년(계)[명]","명","4","3","","2","1","1","2","9","2","3","5","5","3","4","12","1","13","6","5","8","13",
"비밀침해죄","성년(남)[명]","명","2","3","","","1","1","2","7","1","2","5","5","1","1","9","1","9","3","4","6","8",
"비밀침해죄","성년(여)[명]","명","2","","","2","","","","2","1","1","","","2","3","3","","4","3","1","2","5",
"비밀침해죄","미성년(계)[명]","명","","","","","","","","","","","","","","","","1","1","","","","",
"비밀침해죄","미성년(남)[명]","명","","","","","","","","","","","","","","","","1","1","","","","",
"주거침입의 죄","발생건수[건]","건","274","177","147","186","291","250","490","384","443","494","491","451","409","374","465","490","862","1154","1222","1170","1162",
"주거침입의 죄","검거건수[건]","건","279","185","154","175","274","240","492","378","428","492","459","399","373","371","458","480","841","1136","1184","1138","1076",
"주거침입의 죄","검거율[%]","%","101.8","104.5","104.8","94.1","94.2","96","100.4","98.4","96.6","99.6","93.5","88.5","91.2","99.2","98.5","98","97.6","98.4","96.9","97.3","92.6",
"주거침입의 죄","검거인원(계)[명]","명","313","202","161","215","411","331","521","502","527","642","543","446","439","457","634","671","1103","1430","1460","1493","1374",
"주거침입의 죄","검거인원(남)[명]","명","256","185","133","178","326","266","368","392","430","516","440","344","337","355","489","520","885","1157","1203","1221","1108",
"주거침입의 죄","검거인원(여)[명]","명","57","17","28","37","85","65","153","110","97","126","103","102","102","102","145","151","218","273","257","272","266",
"주거침입의 죄","성년(계)[명]","명","275","182","141","197","366","284","433","420","459","585","510","433","433","449","620","658","1071","1383","1411","1444","1343",
"주거침입의 죄","성년(남)[명]","명","223","167","116","160","285","224","308","329","364","465","409","331","331","347","476","510","859","1115","1160","1184","1079",
"주거침입의 죄","성년(여)[명]","명","52","15","25","37","81","60","125","91","95","120","101","102","102","102","144","148","212","268","251","260","264",
"주거침입의 죄","미성년(계)[명]","명","38","20","20","18","45","47","88","82","68","57","33","13","6","8","14","13","32","47","49","49","31",
"주거침입의 죄","미성년(남)[명]","명","33","18","17","18","41","42","60","63","66","51","31","13","6","8","13","10","26","42","43","37","29",
"주거침입의 죄","미성년(여)[명]","명","5","2","3","","4","5","28","19","2","6","2","","","","1","3","6","5","6","12","2",
"주거침입의 죄","법인체[개]","개","","","","","","","","","","","","","","","2","","","1","","2","",
"권리행사를 방해하는 죄","발생건수[건]","건","","","","","542","552","586","579","680","849","694","596","476","543","623","723","923","778","797","948","859",
"권리행사를 방해하는 죄","검거건수[건]","건","","","","","513","537","580","575","643","809","682","563","447","520","559","640","756","704","664","779","689",
"권리행사를 방해하는 죄","검거율[%]","%","","","","","94.6","97.3","99","99.3","94.6","95.3","98.3","94.5","93.9","95.8","89.7","88.5","81.9","90.5","83.3","82.2","80.2",
"권리행사를 방해하는 죄","검거인원(계)[명]","명","","","","","777","922","926","934","1095","1352","1157","951","837","845","1114","1240","1520","1361","1288","1549","1440",
"권리행사를 방해하는 죄","검거인원(남)[명]","명","","","","","588","680","696","696","801","984","839","678","613","587","807","909","1101","990","966","1141","1038",
"권리행사를 방해하는 죄","검거인원(여)[명]","명","","","","","189","242","230","238","294","368","318","273","224","258","307","331","419","371","322","408","402",
"권리행사를 방해하는 죄","성년(계)[명]","명","","","","","772","921","920","934","1092","1348","1154","951","837","843","1112","1240","1518","1359","1288","1545","1438",
"권리행사를 방해하는 죄","성년(남)[명]","명","","","","","585","679","693","696","800","982","837","678","613","587","807","909","1099","988","966","1137","1036",
"권리행사를 방해하는 죄","성년(여)[명]","명","","","","","187","242","227","238","292","366","317","273","224","256","305","331","419","371","322","408","402",
"권리행사를 방해하는 죄","미성년(계)[명]","명","","","","","5","1","6","","3","4","3","","","2","2","","2","2","","4","2",
"권리행사를 방해하는 죄","미성년(남)[명]","명","","","","","3","1","3","","1","2","2","","","","","","2","2","","4","2",
"권리행사를 방해하는 죄","미성년(여)[명]","명","","","","","2","","3","","2","2","1","","","2","2","","","","","","",
"권리행사를 방해하는 죄","법인체[개]","개","","","","","2","","","","1","6","1","5","","7","1","8","7","4","8","13","5",
"인질강요","발생건수[건]","건","","","","","","","","1","","","","1","","","1","","","","2","","",
"인질강요","검거건수[건]","건","","","","","","","","1","","","","","","","1","","","","2","","",
"인질강요","검거율[%]","%","","","","","","","","100","-","-","-","0","-","-","100","-","-","-","100","-","-",
"인질강요","검거인원(계)[명]","명","","","","","","","","1","","1","","","","","2","","","","2","","",
"인질강요","검거인원(남)[명]","명","","","","","","","","1","","1","","","","","2","","","","1","","",
"인질강요","검거인원(여)[명]","명","","","","","","","","","","","","","","","","","","","1","","",
"인질강요","성년(계)[명]","명","","","","","","","","1","","1","","","","","2","","","","2","","",
"인질강요","성년(남)[명]","명","","","","","","","","1","","1","","","","","2","","","","1","","",
"인질강요","성년(여)[명]","명","","","","","","","","","","","","","","","","","","","1","","",
"인질상해(치상)","발생건수[건]","건","","","","","","","","","","","","","","","","","","1","","","",
"인질상해(치상)","검거건수[건]","건","","","","","","","","","","","","","","","","","","1","","","",
"인질상해(치상)","검거율[%]","%","","","","","","","","-","-","-","-","-","-","-","-","-","-","100","-","-","-",
"인질상해(치상)","검거인원(계)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"인질상해(치상)","검거인원(남)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"인질상해(치상)","성년(계)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"인질상해(치상)","성년(남)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"인질살해(치사)","발생건수[건]","건","","","","","","","","","","","","","","","","","","","","","1",
"인질살해(치사)","검거건수[건]","건","","","","","","","","","","","","","","","","","","","","","1",
"인질살해(치사)","검거율[%]","%","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","100",
"인질살해(치사)","검거인원(계)[명]","명","","","","","","","","","","","","","","","","","","","","","1",
"인질살해(치사)","검거인원(남)[명]","명","","","","","","","","","","","","","","","","","","","","","1",
"인질살해(치사)","성년(계)[명]","명","","","","","","","","","","","","","","","","","","","","","1",
"인질살해(치사)","성년(남)[명]","명","","","","","","","","","","","","","","","","","","","","","1",
"기타","발생건수[건]","건","","","","","","","","","","","","","","","15","33","15","15","9","2","4",
"기타","검거건수[건]","건","","","","","","","","","","","","","","","9","32","16","19","13","2","1",
"기타","검거율[%]","%","","","","","","","","","","","","","","","60","97","106.7","126.7","144.4","100","25",
"기타","검거인원(계)[명]","명","","","","","","","","","","","","","","","43","19","15","41","14","","1",
"기타","검거인원(남)[명]","명","","","","","","","","","","","","","","","28","17","15","39","13","","1",
"기타","검거인원(여)[명]","명","","","","","","","","","","","","","","","15","2","","2","1","","",
"기타","성년(계)[명]","명","","","","","","","","","","","","","","","42","15","15","41","13","","1",
