"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"병역법","장물","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"병역법","전과조회","범죄의 검거 단서[건]","건","1","1","-","3","-","2","1","2","-","2","2","","1","1","-","-","0","-","-",
"병역법","기타","범죄의 검거 단서[건]","건","126","87","121","96","278","129","120","171","117","148","134","131","132","165","84","77","156","291","269",
"병역법","미상","범죄의 검거 단서[건]","건","","","","","","","","","32","","","","","","","","","","",
"보건범죄단속에관한특별조치법","계","범죄의 검거 단서[건]","건","14","12","599","615","333","359","314","440","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","현행범","범죄의 검거 단서[건]","건","-","-","22","25","13","4","16","6","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","피해자신고","범죄의 검거 단서[건]","건","1","1","36","30","22","22","24","24","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","고소","범죄의 검거 단서[건]","건","4","2","79","61","64","66","56","70","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","고발","범죄의 검거 단서[건]","건","-","-","17","21","21","22","34","21","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","자수","범죄의 검거 단서[건]","건","-","-","1","1","2","3","2","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","진정투서","범죄의 검거 단서[건]","건","-","-","14","11","26","24","20","15","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","타인신고","범죄의 검거 단서[건]","건","-","1","31","28","22","21","16","11","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","신문","범죄의 검거 단서[건]","건","-","-","2","2","-","-","-","1","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","불심검문","범죄의 검거 단서[건]","건","-","-","13","19","2","2","1","31","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","탐문정보","범죄의 검거 단서[건]","건","9","7","278","350","125","133","96","98","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","변사체","범죄의 검거 단서[건]","건","-","-","-","1","-","1","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","1","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","검사지휘","범죄의 검거 단서[건]","건","-","-","-","1","-","2","2","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","1","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","6","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"보건범죄단속에관한특별조치법","기타","범죄의 검거 단서[건]","건","-","1","106","64","35","59","47","156","","","","","","","","","","","",
"보조금관리에관한법률","계","범죄의 검거 단서[건]","건","","","","","","","","","594","1084","518","690","349","1131","1034","638","1120","534","384",
"보조금관리에관한법률","현행범","범죄의 검거 단서[건]","건","","","","","","","","","1","6","-","","-","-","1","-","0","-","-",
"보조금관리에관한법률","피해자신고","범죄의 검거 단서[건]","건","","","","","","","","","1","-","2","4","1","5","6","2","3","9","6",
"보조금관리에관한법률","고소","범죄의 검거 단서[건]","건","","","","","","","","","15","6","12","13","15","18","30","17","12","20","21",
"보조금관리에관한법률","고발","범죄의 검거 단서[건]","건","","","","","","","","","54","62","88","62","80","77","110","122","190","174","118",
"보조금관리에관한법률","자수","범죄의 검거 단서[건]","건","","","","","","","","","-","1","-","1","-","-","2","1","0","1","3",
"보조금관리에관한법률","민간체포","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","1","-","-","-","0","-","-",
"보조금관리에관한법률","진정투서","범죄의 검거 단서[건]","건","","","","","","","","","16","19","40","34","39","75","93","67","90","144","78",
"보조금관리에관한법률","타인신고","범죄의 검거 단서[건]","건","","","","","","","","","1","7","5","8","8","19","23","11","11","16","14",
"보조금관리에관한법률","신문","범죄의 검거 단서[건]","건","","","","","","","","","-","3","-","","-","-","-","-","2","3","1",
"보조금관리에관한법률","불심검문","범죄의 검거 단서[건]","건","","","","","","","","","2","2","1","","-","-","-","2","0","-","-",
"보조금관리에관한법률","탐문정보","범죄의 검거 단서[건]","건","","","","","","","","","280","613","174","370","75","385","186","317","670","50","58",
"보조금관리에관한법률","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","변사체","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","1","-","0","-","-",
"보조금관리에관한법률","발자국","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","-","4","-","5","3","3","2","1","0","1","-",
"보조금관리에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","2","6","9","6","11","30","26","22","16","10","7",
"보조금관리에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","장물","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"보조금관리에관한법률","기타","범죄의 검거 단서[건]","건","","","","","","","","","131","355","187","187","116","519","554","76","126","106","78",
"보조금관리에관한법률","미상","범죄의 검거 단서[건]","건","","","","","","","","","91","","","","","","","","","","",
"부동산등기특별조치법","계","범죄의 검거 단서[건]","건","677","125","134","107","96","73","98","88","","","","","","","","","","","",
"부동산등기특별조치법","현행범","범죄의 검거 단서[건]","건","1","-","1","1","-","-","-","1","","","","","","","","","","","",
"부동산등기특별조치법","피해자신고","범죄의 검거 단서[건]","건","1","2","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","고소","범죄의 검거 단서[건]","건","40","36","71","35","29","19","17","10","","","","","","","","","","","",
"부동산등기특별조치법","고발","범죄의 검거 단서[건]","건","47","27","29","38","50","40","67","71","","","","","","","","","","","",
"부동산등기특별조치법","자수","범죄의 검거 단서[건]","건","1","1","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","진정투서","범죄의 검거 단서[건]","건","18","6","2","6","2","1","1","-","","","","","","","","","","","",
"부동산등기특별조치법","타인신고","범죄의 검거 단서[건]","건","1","1","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","신문","범죄의 검거 단서[건]","건","2","1","-","2","-","-","1","-","","","","","","","","","","","",
"부동산등기특별조치법","불심검문","범죄의 검거 단서[건]","건","8","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","탐문정보","범죄의 검거 단서[건]","건","453","22","11","10","5","3","1","1","","","","","","","","","","","",
"부동산등기특별조치법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","검사지휘","범죄의 검거 단서[건]","건","3","1","-","-","1","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"부동산등기특별조치법","기타","범죄의 검거 단서[건]","건","102","28","20","15","9","10","11","5","","","","","","","","","","","",
"부동산실권리자명의등기에관한법률","계","범죄의 검거 단서[건]","건","415","344","386","453","444","513","499","515","438","411","426","399","433","359","409","338","314","354","322",
"부동산실권리자명의등기에관한법률","현행범","범죄의 검거 단서[건]","건","6","3","-","1","1","-","-","2","2","-","1","","-","1","-","-","0","-","-",
