"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"합계","합계","범죄의 수사단서[건]","건","1829211","1965977","2189452","2168185","1917300","1902720","1944906","2006682","1933835","2020731","2008290","1824876","1738190","1767684","1714579","1531705","1575007","1613754","1729975",
"합계","현행범","범죄의 수사단서[건]","건","444702","503292","557685","434771","258128","158726","162573","166342","168681","170300","166932","142309","122056","114707","90613","72224","80144","80598","70295",
"합계","신고","범죄의 수사단서[건]","건","1097944","1072318","1150626","1175432","1164761","1264002","1352916","1365019","1320593","1374018","1325973","1239772","1276116","1341576","1350015","1207654","1254406","1280231","1389966",
"합계","피해자신고","범죄의 수사단서[건]","건","518083","540179","541039","564578","609116","679675","749180","728143","709732","733536","718547","661197","638994","667619","648559","581607","557006","543480","513238",
"합계","고소","범죄의 수사단서[건]","건","293411","262628","315746","302547","241446","271044","284497","283401","269477","288716","270388","252656","277980","287746","291809","253094","285223","304975","405839",
"합계","고발","범죄의 수사단서[건]","건","139005","131460","128372","123698","106011","77053","80134","82542","76146","69032","66484","64019","62102","61489","51047","48397","55645","56724","58903",
"합계","자수","범죄의 수사단서[건]","건","9512","6510","13691","18948","17026","14832","14068","13409","13066","12445","11157","10323","10232","9915","8072","6714","4521","4304","4150",
"합계","진정투서","범죄의 수사단서[건]","건","47957","44481","50090","58729","60283","79509","92580","134234","134486","150168","144346","138660","168576","191522","224455","200972","230434","246751","293218",
"합계","타인신고","범죄의 수사단서[건]","건","89976","87060","101688","106932","130879","141889","132457","123290","117686","120121","115051","112917","118232","123285","126073","116870","121577","123997","114618",
"합계","미신고","범죄의 수사단서[건]","건","286565","390367","481141","557982","494411","479992","429417","475321","435847","467132","515385","442795","340018","311401","273951","251827","240457","252925","269714",
"합계","불심검문","범죄의 수사단서[건]","건","103966","160191","213855","175691","187026","176772","156795","190274","180346","185544","237722","185650","113586","89084","64626","59970","62684","64583","75282",
"합계","피해품발견","범죄의 수사단서[건]","건","641","747","691","1367","1522","1317","1477","1826","1288","1360","1556","1965","1550","991","889","690","634","677","378",
"합계","변사체","범죄의 수사단서[건]","건","663","802","966","957","754","560","616","565","536","458","497","480","391","359","387","356","305","291","243",
"합계","탐문정보","범죄의 수사단서[건]","건","63255","81440","60246","104717","74683","72457","57308","59543","61678","71675","50735","41667","26138","22628","16643","11840","8660","10045","10128",
"합계","여죄","범죄의 수사단서[건]","건","28401","38886","60134","89100","67745","47730","42186","61022","38576","54045","48558","40919","44770","48783","54329","55525","57306","68119","62082",
"합계","기타","범죄의 수사단서[건]","건","89639","108301","145249","186150","162681","181156","171035","162091","153423","154050","176317","172114","153583","149556","137077","123446","110868","109210","121601",
"합계","미상","범죄의 수사단서[건]","건","","","","","","","","","8714","9281","","","","","","","","","",
"형법범","합계","범죄의 수사단서[건]","건","828021","845311","897536","993136","939171","997263","1038609","1057855","1016209","1047761","1005689","958865","988398","1041395","1044438","917787","1003883","1026799","1096129",
"형법범","현행범","범죄의 수사단서[건]","건","174338","184518","185340","186752","120000","109327","133261","140471","145502","146772","141446","122097","104009","95675","75351","57676","62772","62688","53883",
"형법범","신고","범죄의 수사단서[건]","건","578402","556995","585311","604611","646715","746926","801008","813192","763760","783839","767978","753715","818563","885510","916168","816650","902764","920396","991722",
"형법범","피해자신고","범죄의 수사단서[건]","건","266653","282882","311449","320489","364012","426386","472018","450691","420225","418459","411318","407375","421016","455184","449856","411286","442802","432086","401625",
"형법범","고소","범죄의 수사단서[건]","건","260101","224051","217535","221576","201996","219941","227725","227084","213901","220965","216593","207783","231039","237891","244437","208623","234007","242634","296597",
"형법범","고발","범죄의 수사단서[건]","건","6302","6464","6785","7453","6842","7431","5964","5901","4938","4974","4818","5594","5995","7019","7550","6670","7840","8521","10576",
"형법범","자수","범죄의 수사단서[건]","건","4166","1281","944","900","803","615","489","432","367","473","571","510","580","842","909","967","1124","1018","1090",
"형법범","진정투서","범죄의 수사단서[건]","건","17804","19552","25353","30536","36240","51066","66351","105181","103149","116496","110179","107518","133091","156327","187548","164852","190710","209496","257093",
"형법범","타인신고","범죄의 수사단서[건]","건","23376","22765","23245","23657","36822","41487","28461","23903","21180","22472","24499","24935","26842","28247","25868","24252","26281","26641","24741",
"형법범","미신고","범죄의 수사단서[건]","건","75281","103798","126885","201773","172456","141010","104340","104192","100000","109850","96265","83053","65826","60210","52919","43461","38347","43715","50524",
"형법범","불심검문","범죄의 수사단서[건]","건","4625","5798","5435","7451","6254","3735","1991","1873","1368","1555","1422","1229","839","738","590","421","443","366","321",
"형법범","피해품발견","범죄의 수사단서[건]","건","586","717","632","1202","1432","1198","1388","1761","1228","1273","1459","1849","1497","918","823","648","563","642","354",
"형법범","변사체","범죄의 수사단서[건]","건","520","585","613","682","591","501","556","515","486","417","465","444","359","319","311","275","219","228","177",
"형법범","탐문정보","범죄의 수사단서[건]","건","25115","38082","29812","58123","45136","44365","35157","34957","39370","45027","30092","22523","14526","11788","7978","4972","3165","3832","4487",
"형법범","여죄","범죄의 수사단서[건]","건","17776","32239","48272","74322","54930","27277","21410","30030","31792","33250","24379","19834","19010","15657","16570","16800","15714","19803","22290",
"형법범","기타","범죄의 수사단서[건]","건","26659","26377","42121","59993","64113","63934","43838","35056","25756","28328","38448","37174","29595","30790","26647","20345","18243","18844","22895",
"형법범","미상","범죄의 수사단서[건]","건","","","","","","","","","6947","7300","","","","","","","","","",
"재산범죄","합계","범죄의 수사단서[건]","건","455948","469654","503302","561972","568623","605360","637686","671224","617119","622126","573445","542336","576937","627430","659058","575332","634864","669303","746794",
"재산범죄","현행범","범죄의 수사단서[건]","건","34007","38328","38044","40491","24973","21430","26358","28640","27670","26704","25871","23423","21996","21060","17460","12591","13758","13822","11869",
"재산범죄","신고","범죄의 수사단서[건]","건","373851","357070","376591","390396","412476","481060","540932","569185","521541","521094","489843","470114","516756","571087","609723","536460","596375","626682","702603",
"재산범죄","피해자신고","범죄의 수사단서[건]","건","163585","176495","194019","198750","230200","272668","317319","309099","283770","271759","250929","242489","252874","277781","280989","263343","286601","283132","265066",
"재산범죄","고소","범죄의 수사단서[건]","건","187996","157557","154232","157653","140511","152110","155967","154529","136327","134845","130322","120957","131318","136541","142837","111575","126749","142945","188665",
"재산범죄","고발","범죄의 수사단서[건]","건","1612","1440","1678","2102","1503","1709","1870","1788","1956","2181","2267","2726","2838","3406","3802","3380","4058","4070","5645",
"재산범죄","자수","범죄의 수사단서[건]","건","261","643","292","343","340","270","204","208","182","241","280","309","317","489","574","630","779","664","718",
"재산범죄","진정투서","범죄의 수사단서[건]","건","14918","16142","21433","25984","31454","44889","59140","98060","94789","107772","101577","99260","124822","148022","176988","153252","173517","191100","237890",
"재산범죄","타인신고","범죄의 수사단서[건]","건","5479","4793","4937","5564","8468","9414","6432","5501","4517","4296","4468","4373","4587","4848","4533","4280","4671","4771","4619",
"재산범죄","미신고","범죄의 수사단서[건]","건","48090","74256","88667","131085","131174","102870","70396","73399","64634","70617","57731","48799","38185","35283","31875","26281","24731","28799","32322",
"재산범죄","불심검문","범죄의 수사단서[건]","건","4018","5210","4784","6631","5648","3288","1607","1458","1060","1026","797","720","498","388","345","240","228","186","183",
"재산범죄","피해품발견","범죄의 수사단서[건]","건","558","695","571","1098","1317","1073","1214","1699","1195","1237","1425","1811","1439","874","792","620","528","619","324",
"재산범죄","변사체","범죄의 수사단서[건]","건","1","3","11","59","20","4","6","3","14","0","2","4","3","1","-","6","1","3","2",
"재산범죄","탐문정보","범죄의 수사단서[건]","건","15461","26584","18529","29656","29893","30694","24443","24879","27231","31012","18844","15185","10156","7394","5137","2936","1845","1825","2057",
"재산범죄","여죄","범죄의 수사단서[건]","건","15807","29525","41705","62059","50259","24196","18871","25935","24095","24774","20279","14976","13673","12620","14412","13701","14413","18223","20141",
"재산범죄","기타","범죄의 수사단서[건]","건","12245","12239","23067","31582","44037","43615","24255","19425","11039","12568","16384","16103","12416","14006","11189","8778","7716","7943","9615",
"재산범죄","미상","범죄의 수사단서[건]","건","","","","","","","","","3274","3711","","","","","","","","","",
"절도","합계","범죄의 수사단서[건]","건","190745","212530","223264","256680","268007","281561","293074","290841","266784","246424","203573","184355","177458","187629","180067","166782","182720","189942","184155",
"절도","현행범","범죄의 수사단서[건]","건","14318","13578","13241","14345","8828","7148","8175","8725","7612","7320","6660","6030","5372","4999","4293","3479","3311","3541","3127",
"절도","신고","범죄의 수사단서[건]","건","147300","151706","158713","158666","178733","206969","243768","236949","211207","191159","166274","154085","152953","165326","159520","149588","163666","166942","160923",
"절도","피해자신고","범죄의 수사단서[건]","건","139337","144098","151510","151635","169643","196000","233896","227810","203067","183268","158890","146812","145423","157069","150666","141284","154071","156219","147353",
"절도","고소","범죄의 수사단서[건]","건","4410","3563","3246","2812","2583","3176","3629","3661","3395","3246","3011","2870","3107","3593","3700","3276","3475","3526","4661",
"절도","고발","범죄의 수사단서[건]","건","72","89","59","61","68","85","85","75","66","70","55","63","93","99","112","90","109","125","160",
"절도","자수","범죄의 수사단서[건]","건","150","134","161","196","203","178","134","118","114","128","143","149","147","201","174","135","145","150","187",
"절도","진정투서","범죄의 수사단서[건]","건","614","523","495","515","526","849","1620","1647","1741","1874","1750","1734","1952","2176","2767","3158","4064","4985","6724",
"절도","타인신고","범죄의 수사단서[건]","건","2717","3299","3242","3447","5710","6681","4404","3638","2824","2573","2425","2457","2231","2188","2101","1645","1802","1937","1838",
"절도","미신고","범죄의 수사단서[건]","건","29127","47246","51310","83669","80446","67444","41131","45167","47907","47863","30639","24240","19133","17304","16254","13715","15743","19459","20105",
"절도","불심검문","범죄의 수사단서[건]","건","3614","4739","3653","4829","5235","2995","1312","1008","776","738","541","545","311","274","260","188","178","138","147",
"절도","피해품발견","범죄의 수사단서[건]","건","460","545","456","831","1032","881","927","1082","889","837","957","1178","1075","586","535","495","391","314","224",
"절도","변사체","범죄의 수사단서[건]","건","-","3","6","21","6","2","2","-","13","0","2","","1","-","-","2","0","-","1",
"절도","탐문정보","범죄의 수사단서[건]","건","10164","17510","12520","19626","19816","22131","19034","19502","21744","23083","13602","10546","6797","4709","2748","1438","978","719","732",
"절도","여죄","범죄의 수사단서[건]","건","10561","20058","28851","47624","37452","16880","12332","18119","20326","19706","11956","9373","8727","9514","10774","10253","12800","16676","17009",
"절도","기타","범죄의 수사단서[건]","건","4328","4391","5824","10738","16905","24555","7524","5456","4159","3499","3581","2598","2222","2221","1937","1339","1396","1612","1992",
"절도","미상","범죄의 수사단서[건]","건","","","","","","","","","58","82","","","","","","","","","",
"장물","합계","범죄의 수사단서[건]","건","2432","3050","2212","3381","3206","2606","3856","6491","3668","4263","2086","1934","965","925","616","302","256","316","405",
"장물","현행범","범죄의 수사단서[건]","건","64","55","51","41","20","8","58","139","72","58","58","27","9","4","5","5","4","6","6",
"장물","신고","범죄의 수사단서[건]","건","428","467","317","460","427","316","385","422","466","417","319","285","236","274","169","146","120","131","201",
"장물","피해자신고","범죄의 수사단서[건]","건","248","347","225","314","329","204","225","203","265","230","194","170","114","109","66","78","62","56","83",
"장물","고소","범죄의 수사단서[건]","건","62","59","52","63","52","62","80","80","92","76","69","60","68","61","67","48","39","50","67",
"장물","고발","범죄의 수사단서[건]","건","6","2","1","2","1","-","2","10","3","5","4","","-","1","6","-","1","3","23",
"장물","자수","범죄의 수사단서[건]","건","3","-","2","4","1","1","1","8","-","3","1","1","-","2","1","1","0","1","-",
"장물","진정투서","범죄의 수사단서[건]","건","6","7","7","5","4","7","5","16","28","18","10","6","7","10","7","7","7","12","14",
"장물","타인신고","범죄의 수사단서[건]","건","103","52","30","72","40","42","72","105","78","85","41","48","47","91","22","12","11","9","14",
"장물","미신고","범죄의 수사단서[건]","건","1940","2528","1844","2880","2759","2282","3413","5930","3125","3781","1709","1622","720","647","442","151","132","179","198",
"장물","불심검문","범죄의 수사단서[건]","건","101","98","46","50","34","38","42","145","138","94","49","16","12","8","4","3","0","2","1",
"장물","피해품발견","범죄의 수사단서[건]","건","67","111","67","145","177","112","207","339","215","171","180","285","117","90","54","25","18","27","17",
"장물","변사체","범죄의 수사단서[건]","건","-","-","-","-","1","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"장물","탐문정보","범죄의 수사단서[건]","건","615","910","251","482","537","582","633","903","852","826","397","323","146","108","44","20","22","21","19",
"장물","여죄","범죄의 수사단서[건]","건","475","1005","608","1008","1353","948","1253","2231","1220","1192","498","546","155","223","156","37","34","61","82",
"장물","기타","범죄의 수사단서[건]","건","682","404","872","1195","657","602","1278","2312","700","1498","585","452","290","218","184","66","58","68","79",
"장물","미상","범죄의 수사단서[건]","건","","","","","","","","","5","7","","","","","","","","","",
"사기","합계","범죄의 수사단서[건]","건","203346","186115","205140","224889","205913","226359","241275","274086","244008","257620","250600","241642","278566","313593","354154","297981","329358","354055","443410",
"사기","현행범","범죄의 수사단서[건]","건","8645","10357","10909","12363","8035","7149","9432","10452","10551","9643","9271","8573","8754","8682","7183","4183","5177","5371","4836",
"사기","신고","범죄의 수사단서[건]","건","180466","156575","166415","176459","167230","192584","212484","248302","222442","232847","222889","216859","257599","292653","335397","284064","317602","342252","429640",
"사기","피해자신고","범죄의 수사단서[건]","건","7900","10632","17954","20645","20894","24628","29312","28411","25090","24363","21850","24382","31028","37899","47001","46513","48025","43425","46923",
"사기","고소","범죄의 수사단서[건]","건","156366","129697","126886","129530","115247","124394","126821","125220","107224","105356","103471","96434","105289","109822","115913","89318","102892","116840","156736",
"사기","고발","범죄의 수사단서[건]","건","803","720","951","816","708","761","772","670","662","757","984","1442","1236","1688","1847","1801","2194","2224","3382",
"사기","자수","범죄의 수사단서[건]","건","62","460","58","73","70","40","26","26","17","37","48","62","72","153","235","376","491","389","395",
"사기","진정투서","범죄의 수사단서[건]","건","13381","14554","19920","24346","29664","42198","55003","93527","89042","101950","95942","93930","119164","142133","169655","145141","163010","178543","221118",
"사기","타인신고","범죄의 수사단서[건]","건","1954","512","646","1049","647","563","550","448","407","384","594","609","810","958","746","915","990","831","1086",
"사기","미신고","범죄의 수사단서[건]","건","14235","19183","27816","36067","30648","26626","19359","15332","9068","12941","18440","16210","12213","12258","11574","9734","6579","6432","8934",
"사기","불심검문","범죄의 수사단서[건]","건","128","218","927","988","192","132","181","94","27","55","70","51","87","41","35","27","35","29","18",
"사기","피해품발견","범죄의 수사단서[건]","건","1","4","16","65","32","11","4","11","1","24","4","7","15","15","9","15","8","5","11",
"사기","변사체","범죄의 수사단서[건]","건","1","-","4","28","6","1","3","3","1","0","-","1","-","-","-","2","1","2","-",
"사기","탐문정보","범죄의 수사단서[건]","건","3490","6700","4912","8456","5396","6219","3629","2937","3111","4328","2912","2543","2022","1751","1810","1170","650","891","1059",
"사기","여죄","범죄의 수사단서[건]","건","4529","6574","11231","11312","5645","5088","3700","3444","1798","3127","7026","4578","3260","1942","2890","2974","1405","1103","1989",
"사기","기타","범죄의 수사단서[건]","건","6086","5687","10726","15218","19377","15175","11842","8843","4130","5407","8428","9030","6829","8509","6830","5546","4480","4402","5857",
"사기","미상","범죄의 수사단서[건]","건","","","","","","","","","1947","2189","","","","","","","","","",
"횡령","합계","범죄의 수사단서[건]","건","25084","24122","26750","27362","26312","27882","33044","36214","38646","48795","52069","52610","57172","60819","60539","51588","61354","66318","66005",
"횡령","현행범","범죄의 수사단서[건]","건","487","277","254","275","136","196","240","290","287","369","374","321","371","360","302","231","236","299","217",
"횡령","신고","범죄의 수사단서[건]","건","22969","19995","20741","21820","20815","24204","28476","30855","34837","43687","47393","47862","52852","57540","58023","50111","59966","64593","63864",
"횡령","피해자신고","범죄의 수사단서[건]","건","1929","1331","1645","1865","2761","4471","7078","8899","12035","20260","26480","29120","33351","38072","37662","33142","40238","41944","35978",
"횡령","고소","범죄의 수사단서[건]","건","19671","17252","17626","18440","16378","17495","18390","18525","18437","18992","16699","14876","15508","15389","15590","12304","13619","15493","18829",
"횡령","고발","범죄의 수사단서[건]","건","516","409","470","469","508","548","661","666","703","885","788","763","899","980","1002","790","962","1018","1209",
"횡령","자수","범죄의 수사단서[건]","건","14","19","44","37","22","17","18","30","25","39","53","56","55","80","109","72","95","80","97",
"횡령","진정투서","범죄의 수사단서[건]","건","704","802","754","831","933","1432","1982","2308","3270","3153","2950","2663","2585","2596","3193","3434","4571","5492","7267",
"횡령","타인신고","범죄의 수사단서[건]","건","135","182","202","178","213","241","347","427","367","358","423","384","454","423","467","369","481","566","484",
"횡령","미신고","범죄의 수사단서[건]","건","1628","3850","5755","5267","5361","3482","4328","5069","2820","3944","4302","4427","3949","2919","2214","1246","1152","1426","1924",
"횡령","불심검문","범죄의 수사단서[건]","건","158","142","140","709","167","109","64","207","115","133","133","106","82","62","44","16","14","14","16",
"횡령","피해품발견","범죄의 수사단서[건]","건","29","34","30","48","72","66","73","259","88","198","281","331","211","176","181","71","101","265","59",
"횡령","변사체","범죄의 수사단서[건]","건","-","-","1","4","2","1","1","-","-","0","-","","-","-","-","-","0","-","-",
"횡령","탐문정보","범죄의 수사단서[건]","건","593","1011","505","618","1239","1316","778","1212","1081","2104","1487","1387","947","650","405","224","117","114","160",
"횡령","여죄","범죄의 수사단서[건]","건","204","1477","891","703","2434","828","1330","1624","536","331","224","305","1036","286","475","77","87","183","958",
"횡령","기타","범죄의 수사단서[건]","건","644","1186","4188","3185","1447","1162","2082","1767","1000","1178","2177","2298","1673","1745","1109","858","833","850","731",
"횡령","미상","범죄의 수사단서[건]","건","","","","","","","","","702","795","","","","","","","","","",
"배임","합계","범죄의 수사단서[건]","건","5402","5256","5135","6709","14619","5401","5176","5296","5819","5843","5757","5237","5788","5996","5178","4282","4344","4594","4827",
"배임","현행범","범죄의 수사단서[건]","건","7","10","22","14","9","44","40","12","35","47","19","23","12","8","2","4","3","7","9",
"배임","신고","범죄의 수사단서[건]","건","4620","4394","3927","4924","3775","3938","4017","4050","4321","4183","3980","3633","4159","4410","4295","3248","3658","3776","4223",
"배임","피해자신고","범죄의 수사단서[건]","건","21","17","42","72","53","17","19","18","28","32","18","25","22","18","16","6","15","20","15",
"배임","고소","범죄의 수사단서[건]","건","4348","4130","3672","4072","3478","3598","3612","3654","3783","3653","3522","3150","3515","3753","3482","2565","2866","3077","3393",
"배임","고발","범죄의 수사단서[건]","건","164","167","149","709","172","247","290","310","427","391","338","371","527","539","719","592","676","570","706",
"배임","자수","범죄의 수사단서[건]","건","4","-","-","4","1","-","-","1","-","2","2","3","-","2","2","1","2","3","3",
"배임","진정투서","범죄의 수사단서[건]","건","58","73","53","53","62","67","91","63","81","96","93","74","77","88","71","75","92","104","94",
"배임","타인신고","범죄의 수사단서[건]","건","25","7","11","14","9","9","5","4","2","9","7","10","18","10","5","9","7","2","12",
"배임","미신고","범죄의 수사단서[건]","건","775","852","1186","1771","10835","1419","1119","1234","934","1025","1758","1581","1617","1578","881","1030","683","811","595",
"배임","불심검문","범죄의 수사단서[건]","건","-","3","4","25","1","4","2","2","-","0","1","1","-","-","-","2","0","-","-",
"배임","피해품발견","범죄의 수사단서[건]","건","1","-","-","-","1","-","-","1","-","0","-","","-","-","-","1","0","-","-",
"배임","변사체","범죄의 수사단서[건]","건","-","-","-","2","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"배임","탐문정보","범죄의 수사단서[건]","건","552","323","117","204","2680","257","210","200","236","275","247","219","154","118","91","60","61","56","64",
"배임","여죄","범죄의 수사단서[건]","건","19","363","21","864","3240","418","218","425","111","175","368","39","438","504","32","286","8","89","19",
"배임","기타","범죄의 수사단서[건]","건","203","163","1044","676","4913","740","689","606","587","575","1142","1322","1025","956","758","681","614","666","512",
"배임","미상","범죄의 수사단서[건]","건","","","","","","","","","529","588","","","","","","","","","",
"손괴","합계","범죄의 수사단서[건]","건","28939","38581","40801","42951","50566","61551","61261","58296","58194","59181","59360","56558","56988","58468","58504","54397","56832","54078","47992",
"손괴","현행범","범죄의 수사단서[건]","건","10486","14051","13567","13453","7945","6885","8413","9022","9113","9267","9489","8449","7478","7007","5675","4689","5027","4598","3674",
"손괴","신고","범죄의 수사단서[건]","건","18068","23933","26478","28067","41496","53049","51802","48607","48268","48801","48988","47390","48957","50884","52319","49303","51363","48988","43752",
"손괴","피해자신고","범죄의 수사단서[건]","건","14150","20070","22643","24219","36520","47348","46789","43758","43285","43606","43497","41980","42936","44614","45578","42320","44190","41468","34714",
"손괴","고소","범죄의 수사단서[건]","건","3139","2856","2750","2736","2773","3385","3435","3389","3396","3522","3550","3567","3831","3923","4085","4064","3858","3959","4979",
"손괴","고발","범죄의 수사단서[건]","건","51","53","48","45","46","68","60","57","95","73","98","87","83","99","116","107","116","130","165",
"손괴","자수","범죄의 수사단서[건]","건","28","30","27","29","43","34","25","25","26","32","33","38","43","51","53","45","46","41","36",
"손괴","진정투서","범죄의 수사단서[건]","건","155","183","204","234","265","336","439","499","627","681","832","853","1037","1019","1295","1437","1773","1964","2673",
"손괴","타인신고","범죄의 수사단서[건]","건","545","741","806","804","1849","1878","1054","879","839","887","978","865","1027","1178","1192","1330","1380","1426","1185",
"손괴","미신고","범죄의 수사단서[건]","건","385","597","756","1431","1125","1617","1046","667","780","1063","883","719","553","577","510","405","442","492","566",
"손괴","불심검문","범죄의 수사단서[건]","건","17","10","14","30","19","10","6","2","4","6","3","1","6","3","2","4","1","3","1",
"손괴","피해품발견","범죄의 수사단서[건]","건","-","1","2","9","3","3","3","7","2","7","3","10","21","7","13","13","10","8","13",
"손괴","변사체","범죄의 수사단서[건]","건","-","-","-","4","5","-","-","-","-","0","-","3","2","1","-","2","0","1","1",
"손괴","탐문정보","범죄의 수사단서[건]","건","47","130","224","270","225","189","159","125","207","396","199","167","90","58","39","24","17","24","23",
"손괴","여죄","범죄의 수사단서[건]","건","19","48","103","548","135","34","38","92","104","243","207","135","57","151","85","74","79","111","84",
"손괴","기타","범죄의 수사단서[건]","건","302","408","413","570","738","1381","840","441","463","411","471","403","377","357","371","288","335","345","444",
"손괴","미상","범죄의 수사단서[건]","건","","","","","","","","","33","50","","","","","","","","","",
"강력범죄(흉악)","합계","범죄의 수사단서[건]","건","21006","20922","22987","25791","27482","29248","26915","31642","34126","35139","32963","36030","35272","35066","32812","35126","43927","41287","38471",
"강력범죄(흉악)","현행범","범죄의 수사단서[건]","건","5277","5411","5244","5696","4857","4391","4845","5860","6648","7281","7280","7366","5683","4938","3563","2975","3358","3508","3046",
"강력범죄(흉악)","신고","범죄의 수사단서[건]","건","13217","12045","13315","13835","17031","19219","17755","17248","16745","16353","19857","23364","26140","27136","27323","29910","38569","36202","33497",
"강력범죄(흉악)","피해자신고","범죄의 수사단서[건]","건","8685","7741","8858","9407","10901","12063","11636","11642","11216","10594","12413","14217","13849","13505","12074","10788","12646","12938","12136",
"강력범죄(흉악)","고소","범죄의 수사단서[건]","건","3274","3020","3009","2883","3389","4146","3994","3512","3064","3294","4351","5456","8000","8971","10569","13248","16804","14068","13032",
"강력범죄(흉악)","고발","범죄의 수사단서[건]","건","22","19","24","25","25","43","68","102","46","64","70","113","167","142","154","202","183","173","194",
"강력범죄(흉악)","자수","범죄의 수사단서[건]","건","55","60","51","44","53","55","51","50","52","50","51","47","73","97","96","78","107","91","104",
"강력범죄(흉악)","진정투서","범죄의 수사단서[건]","건","118","147","191","348","467","436","417","415","568","490","617","767","1063","1139","1529","2524","5245","5480","4915",
"강력범죄(흉악)","타인신고","범죄의 수사단서[건]","건","1063","1058","1182","1128","2196","2476","1589","1527","1799","1861","2355","2764","2988","3282","2901","3070","3584","3452","3116",
"강력범죄(흉악)","미신고","범죄의 수사단서[건]","건","2512","3466","4428","6260","5594","5638","4315","8534","10698","11461","5826","5300","3449","2992","1926","2241","2000","1577","1928",
"강력범죄(흉악)","불심검문","범죄의 수사단서[건]","건","40","43","56","70","106","100","112","200","122","280","262","264","169","197","101","58","85","90","16",
"강력범죄(흉악)","피해품발견","범죄의 수사단서[건]","건","6","4","12","16","7","3","2","2","3","4","2","2","4","4","4","1","3","2","-",
"강력범죄(흉악)","변사체","범죄의 수사단서[건]","건","108","115","108","128","92","97","96","76","76","74","84","73","54","67","62","46","47","57","46",
"강력범죄(흉악)","탐문정보","범죄의 수사단서[건]","건","1358","2043","2303","3402","3549","3535","2595","4492","5062","6039","3379","2303","1218","818","453","367","285","219","199",
"강력범죄(흉악)","여죄","범죄의 수사단서[건]","건","486","757","1297","1749","977","753","644","2480","4359","4065","1108","1565","919","879","503","593","210","204","249",
"강력범죄(흉악)","기타","범죄의 수사단서[건]","건","514","504","652","895","863","1150","866","1284","1076","999","991","1093","1085","1027","803","1176","1370","1005","1418",
"강력범죄(흉악)","미상","범죄의 수사단서[건]","건","","","","","","","","","35","44","","","","","","","","","",
"살인","합계","범죄의 수사단서[건]","건","1064","1124","1120","1390","1262","1221","1029","966","938","958","948","858","849","847","805","692","738","801","806",
"살인","현행범","범죄의 수사단서[건]","건","200","211","240","322","272","216","200","264","244","298","300","296","264","250","222","234","257","302","311",
"살인","신고","범죄의 수사단서[건]","건","646","652","598","678","691","702","587","532","492","483","466","403","461","455","450","341","367","373","392",
"살인","피해자신고","범죄의 수사단서[건]","건","233","236","216","264","231","213","190","142","125","159","124","127","89","100","97","77","75","87","89",
"살인","고소","범죄의 수사단서[건]","건","76","59","60","63","46","62","68","68","68","70","52","48","89","109","114","88","88","86","105",
"살인","고발","범죄의 수사단서[건]","건","4","1","5","1","-","2","7","3","5","2","2","2","8","8","14","5","7","9","6",
"살인","자수","범죄의 수사단서[건]","건","27","29","24","20","25","27","29","29","24","25","19","19","20","22","19","10","24","16","20",
"살인","진정투서","범죄의 수사단서[건]","건","2","2","2","5","5","6","6","1","5","2","1","2","-","5","1","4","2","6","6",
"살인","타인신고","범죄의 수사단서[건]","건","304","325","291","325","384","392","287","289","265","225","268","205","255","211","205","157","171","169","166",
"살인","미신고","범죄의 수사단서[건]","건","218","261","282","390","299","303","242","170","197","171","182","159","124","142","133","117","114","126","103",
"살인","불심검문","범죄의 수사단서[건]","건","1","2","2","3","4","4","3","4","-","1","1","1","1","3","-","-","2","1","1",
"살인","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","2","-","-","-","-","0","-","1","-","-","-","-","0","-","-",
"살인","변사체","범죄의 수사단서[건]","건","86","90","91","106","79","84","87","66","69","67","73","69","47","62","58","45","44","53","39",
"살인","탐문정보","범죄의 수사단서[건]","건","66","100","116","141","112","91","55","39","40","34","23","18","12","12","6","7","3","3","5",
"살인","여죄","범죄의 수사단서[건]","건","5","6","10","19","15","9","-","11","14","10","8","5","7","2","3","4","6","10","4",
"살인","기타","범죄의 수사단서[건]","건","60","63","63","121","87","115","97","50","74","59","77","65","57","63","66","61","59","59","54",
"살인","미상","범죄의 수사단서[건]","건","","","","","","","","","5","6","","","","","","","","","",
"강도","합계","범죄의 수사단서[건]","건","4684","4470","4827","6379","4395","4021","2643","2013","1618","1472","1181","990","841","845","692","511","532","599","474",
"강도","현행범","범죄의 수사단서[건]","건","753","624","598","777","470","379","340","266","230","209","186","158","133","109","92","89","90","79","67",
"강도","신고","범죄의 수사단서[건]","건","3023","2550","2719","3206","2511","2459","1763","1290","987","865","758","629","551","544","475","358","402","458","338",
"강도","피해자신고","범죄의 수사단서[건]","건","2738","2271","2455","2905","2152","2046","1532","1111","812","738","612","494","444","410","334","246","291","315","242",
"강도","고소","범죄의 수사단서[건]","건","99","91","74","86","70","94","66","68","75","47","54","53","47","67","74","60","62","74","51",
"강도","고발","범죄의 수사단서[건]","건","3","2","-","1","-","1","1","3","1","1","1","2","-","1","1","1","0","-","-",
