"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"여객자동차운수사업법","현행범","범죄의 수사단서[건]","건","19","11","21","11","19","69","38","46","70","68","17","9","9","6","6","1","4","4","6",
"여객자동차운수사업법","신고","범죄의 수사단서[건]","건","493","505","554","1370","1053","1393","1797","922","928","1428","912","1572","552","1038","812","337","292","434","371",
"여객자동차운수사업법","피해자신고","범죄의 수사단서[건]","건","5","3","10","8","23","21","8","16","16","15","10","10","14","25","27","19","20","31","20",
"여객자동차운수사업법","고소","범죄의 수사단서[건]","건","11","13","13","9","3","12","19","31","14","16","20","17","12","19","23","25","35","16","14",
"여객자동차운수사업법","고발","범죄의 수사단서[건]","건","438","422","464","1160","884","919","1526","670","561","793","569","1261","263","772","586","128","101","225","114",
"여객자동차운수사업법","자수","범죄의 수사단서[건]","건","-","-","1","2","-","-","-","-","-","0","-","3","1","-","2","-","0","3","-",
"여객자동차운수사업법","진정투서","범죄의 수사단서[건]","건","13","37","31","75","46","270","65","55","270","509","203","158","163","96","71","72","62","60","142",
"여객자동차운수사업법","타인신고","범죄의 수사단서[건]","건","26","30","35","116","97","171","179","150","67","95","110","123","99","126","103","93","74","99","81",
"여객자동차운수사업법","미신고","범죄의 수사단서[건]","건","97","158","168","319","218","205","156","390","356","580","270","246","162","163","80","80","54","95","82",
"여객자동차운수사업법","불심검문","범죄의 수사단서[건]","건","2","5","2","3","12","9","10","163","225","320","164","46","8","10","8","4","0","6","3",
"여객자동차운수사업법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","변사체","범죄의 수사단서[건]","건","15","-","-","-","-","-","-","-","1","0","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","탐문정보","범죄의 수사단서[건]","건","29","96","85","205","106","56","27","77","22","26","26","96","13","20","16","20","7","3","22",
"여객자동차운수사업법","여죄","범죄의 수사단서[건]","건","7","11","4","6","5","3","1","2","-","2","2","12","2","-","4","3","1","2","1",
"여객자동차운수사업법","기타","범죄의 수사단서[건]","건","44","46","77","105","95","137","118","148","108","232","78","92","139","133","52","53","46","84","56",
"여객자동차운수사업법","미상","범죄의 수사단서[건]","건","","","","","","","","","5","5","","","","","","","","","",
"여권법","합계","범죄의 수사단서[건]","건","92","146","65","55","45","56","60","54","","","","","","","","","","","",
"여권법","현행범","범죄의 수사단서[건]","건","6","6","1","-","1","-","1","-","","","","","","","","","","","",
"여권법","신고","범죄의 수사단서[건]","건","23","22","15","9","13","17","18","21","","","","","","","","","","","",
"여권법","피해자신고","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","1","","","","","","","","","","","",
"여권법","고소","범죄의 수사단서[건]","건","1","1","-","1","-","1","-","-","","","","","","","","","","","",
"여권법","고발","범죄의 수사단서[건]","건","2","5","4","4","6","13","9","14","","","","","","","","","","","",
"여권법","자수","범죄의 수사단서[건]","건","8","2","1","-","1","-","1","-","","","","","","","","","","","",
"여권법","진정투서","범죄의 수사단서[건]","건","2","2","-","3","1","-","-","6","","","","","","","","","","","",
"여권법","타인신고","범죄의 수사단서[건]","건","10","12","10","1","5","3","8","-","","","","","","","","","","","",
"여권법","미신고","범죄의 수사단서[건]","건","63","118","49","46","31","39","41","33","","","","","","","","","","","",
"여권법","불심검문","범죄의 수사단서[건]","건","-","3","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","피해품발견","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","탐문정보","범죄의 수사단서[건]","건","26","76","7","2","2","1","2","3","","","","","","","","","","","",
"여권법","여죄","범죄의 수사단서[건]","건","2","3","2","2","1","1","-","-","","","","","","","","","","","",
"여권법","기타","범죄의 수사단서[건]","건","34","36","40","42","28","37","39","30","","","","","","","","","","","",
"여신전문금융업법","합계","범죄의 수사단서[건]","건","2590","2272","2238","2903","2458","2794","3812","4107","4570","3807","2555","2259","2411","2269","2138","1925","2330","2268","1844",
"여신전문금융업법","현행범","범죄의 수사단서[건]","건","117","110","151","119","69","70","116","134","144","137","106","91","84","68","57","27","38","37","25",
"여신전문금융업법","신고","범죄의 수사단서[건]","건","1879","1333","1407","1524","1885","2154","3405","3607","3881","3088","2119","1884","2093","2068","1941","1737","2228","2166","1706",
"여신전문금융업법","피해자신고","범죄의 수사단서[건]","건","341","375","527","532","771","1258","1945","2103","2186","1825","1243","1065","1302","1333","1285","1250","1629","1520","1047",
"여신전문금융업법","고소","범죄의 수사단서[건]","건","223","127","127","133","130","148","215","202","143","141","127","159","170","173","153","135","152","177","178",
"여신전문금융업법","고발","범죄의 수사단서[건]","건","1141","668","573","681","673","323","374","326","351","348","249","268","287","236","185","119","125","105","86",
"여신전문금융업법","자수","범죄의 수사단서[건]","건","12","5","5","3","7","9","5","19","6","8","8","6","9","9","10","6","6","4","6",
"여신전문금융업법","진정투서","범죄의 수사단서[건]","건","124","118","125","139","241","350","801","897","1114","700","434","348","283","288","268","190","264","323","357",
"여신전문금융업법","타인신고","범죄의 수사단서[건]","건","38","40","50","36","63","66","65","60","81","66","58","38","42","29","40","37","52","37","32",
"여신전문금융업법","미신고","범죄의 수사단서[건]","건","594","829","680","1260","504","570","291","366","542","575","330","284","234","133","140","161","64","65","113",
"여신전문금융업법","불심검문","범죄의 수사단서[건]","건","27","7","4","7","3","3","1","4","3","3","-","3","1","1","1","1","1","-","-",
"여신전문금융업법","피해품발견","범죄의 수사단서[건]","건","-","1","-","-","3","2","-","-","1","8","-","2","-","3","1","1","0","-","-",
"여신전문금융업법","변사체","범죄의 수사단서[건]","건","-","-","11","4","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"여신전문금융업법","탐문정보","범죄의 수사단서[건]","건","240","439","127","137","123","117","62","64","79","102","63","37","82","25","11","8","3","1","9",
"여신전문금융업법","여죄","범죄의 수사단서[건]","건","85","178","360","846","127","273","58","73","276","200","90","37","40","13","44","103","10","18","50",
"여신전문금융업법","기타","범죄의 수사단서[건]","건","242","204","178","266","248","175","170","225","183","262","177","205","111","91","83","48","50","46","54",
"여신전문금융업법","미상","범죄의 수사단서[건]","건","","","","","","","","","3","7","","","","","","","","","",
"영유아보육법","합계","범죄의 수사단서[건]","건","","","","","","","","","477","222","305","202","173","195","144","137","118","108","83",
"영유아보육법","현행범","범죄의 수사단서[건]","건","","","","","","","","","2","0","-","","-","-","-","-","0","-","-",
"영유아보육법","신고","범죄의 수사단서[건]","건","","","","","","","","","338","174","209","167","161","144","123","130","114","107","79",
"영유아보육법","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","-","0","1","1","-","-","-","-","0","-","1",
"영유아보육법","고소","범죄의 수사단서[건]","건","","","","","","","","","3","0","4","2","3","3","2","2","1","3","2",
"영유아보육법","고발","범죄의 수사단서[건]","건","","","","","","","","","314","152","169","127","116","104","88","76","77","79","53",
"영유아보육법","자수","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","1",
"영유아보육법","진정투서","범죄의 수사단서[건]","건","","","","","","","","","20","22","32","35","41","37","33","51","35","25","22",
"영유아보육법","타인신고","범죄의 수사단서[건]","건","","","","","","","","","1","0","3","2","1","-","-","1","1","-","-",
"영유아보육법","미신고","범죄의 수사단서[건]","건","","","","","","","","","137","48","96","35","12","51","21","7","4","1","4",
"영유아보육법","불심검문","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"영유아보육법","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"영유아보육법","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","1","","-","-","-","-","0","-","-",
"영유아보육법","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","111","40","71","18","9","45","11","6","3","-","-",
"영유아보육법","여죄","범죄의 수사단서[건]","건","","","","","","","","","2","2","2","1","-","-","-","-","0","-","-",
"영유아보육법","기타","범죄의 수사단서[건]","건","","","","","","","","","24","6","22","16","3","6","10","1","1","1","4",
"영유아보육법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","합계","범죄의 수사단서[건]","건","517","715","61","6","1","1","1","1","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","현행범","범죄의 수사단서[건]","건","115","78","8","1","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","신고","범죄의 수사단서[건]","건","298","252","22","1","-","1","1","1","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","피해자신고","범죄의 수사단서[건]","건","26","5","1","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","고소","범죄의 수사단서[건]","건","5","8","1","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","고발","범죄의 수사단서[건]","건","207","199","13","-","-","1","1","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","자수","범죄의 수사단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","진정투서","범죄의 수사단서[건]","건","9","9","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","타인신고","범죄의 수사단서[건]","건","51","30","7","1","-","-","-","1","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","미신고","범죄의 수사단서[건]","건","104","385","31","4","1","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","불심검문","범죄의 수사단서[건]","건","-","2","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","탐문정보","범죄의 수사단서[건]","건","41","316","-","3","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","여죄","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","기타","범죄의 수사단서[건]","건","63","67","31","1","1","-","-","-","","","","","","","","","","","",
"예비군법","합계","범죄의 수사단서[건]","건","18551","17040","14891","14677","11220","11731","14182","15058","14235","12555","10326","8085","7428","6475","1855","275","1096","3275","5092",
"예비군법","현행범","범죄의 수사단서[건]","건","2","2","1","2","1","5","13","10","33","0","-","2","-","1","1","-","0","-","-",
"예비군법","신고","범죄의 수사단서[건]","건","18448","16912","14742","14495","11040","11680","14130","15014","14187","12536","10305","8064","7400","6443","1829","262","1083","3258","5073",
"예비군법","피해자신고","범죄의 수사단서[건]","건","3","5","9","12","12","4","3","-","1","0","2","","-","-","1","-","0","-","-",
"예비군법","고소","범죄의 수사단서[건]","건","91","78","79","166","48","19","14","22","14","16","10","9","23","13","-","-","0","2","7",
"예비군법","고발","범죄의 수사단서[건]","건","18335","16809","14631","14255","10938","11637","14100","14982","14159","12459","10233","8044","7371","6423","1816","260","1079","3251","5060",
"예비군법","자수","범죄의 수사단서[건]","건","2","2","1","4","2","-","1","4","-","1","-","","-","-","1","-","0","-","-",
"예비군법","진정투서","범죄의 수사단서[건]","건","9","8","14","48","17","19","10","4","12","59","60","10","4","6","9","1","3","4","6",
"예비군법","타인신고","범죄의 수사단서[건]","건","8","10","8","10","23","1","2","2","1","1","-","1","2","1","2","1","1","1","-",
"예비군법","미신고","범죄의 수사단서[건]","건","101","126","148","180","179","46","39","34","15","19","21","19","28","31","25","13","13","17","19",
"예비군법","불심검문","범죄의 수사단서[건]","건","8","7","4","10","7","2","-","4","-","1","2","1","1","4","1","-","0","-","-",
"예비군법","피해품발견","범죄의 수사단서[건]","건","-","-","2","9","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"예비군법","변사체","범죄의 수사단서[건]","건","-","-","-","2","3","-","-","-","-","0","-","","1","-","1","-","1","-","-",
"예비군법","탐문정보","범죄의 수사단서[건]","건","-","1","5","2","-","1","1","-","-","3","-","","1","1","-","-","0","-","-",
"예비군법","여죄","범죄의 수사단서[건]","건","2","2","-","7","-","-","-","-","-","0","-","","-","2","1","-","0","-","-",
"예비군법","기타","범죄의 수사단서[건]","건","91","116","137","150","169","43","38","30","15","15","19","18","25","24","22","13","12","17","19",
"예비군법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","합계","범죄의 수사단서[건]","건","805","1124","1382","981","660","914","560","771","852","914","1026","687","356","217","162","140","152","129","166",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","현행범","범죄의 수사단서[건]","건","79","56","28","18","5","5","1","10","8","11","6","1","-","1","2","-","2","-","1",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","신고","범죄의 수사단서[건]","건","489","768","1053","785","574","674","536","685","778","625","877","628","338","208","152","136","142","128","153",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","피해자신고","범죄의 수사단서[건]","건","3","3","8","9","1","5","2","2","2","3","1","1","-","2","-","1","1","2","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","고소","범죄의 수사단서[건]","건","3","6","7","4","4","6","1","2","8","5","3","5","9","5","3","3","6","3","3",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","고발","범죄의 수사단서[건]","건","411","650","945","716","516","618","482","637","709","551","720","466","199","156","117","89","104","74","96",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","자수","범죄의 수사단서[건]","건","-","-","2","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","진정투서","범죄의 수사단서[건]","건","13","63","65","16","34","17","13","30","35","42","141","135","117","34","26","28","17","34","49",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","타인신고","범죄의 수사단서[건]","건","59","46","26","40","19","28","38","14","24","24","12","21","13","11","6","15","14","15","5",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","미신고","범죄의 수사단서[건]","건","237","300","301","178","81","235","23","76","66","278","143","58","18","8","8","4","8","1","12",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","불심검문","범죄의 수사단서[건]","건","37","20","75","9","6","10","-","22","6","6","7","10","2","-","-","-","1","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","피해품발견","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","탐문정보","범죄의 수사단서[건]","건","38","88","91","52","46","125","14","4","17","52","64","26","8","1","1","-","4","1","6",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","여죄","범죄의 수사단서[건]","건","2","-","2","2","-","-","-","-","-","5","2","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","기타","범죄의 수사단서[건]","건","159","192","133","115","29","100","9","50","43","215","70","22","8","7","7","4","3","-","6",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"외국환거래법","합계","범죄의 수사단서[건]","건","2042","3260","3474","4649","2066","1910","1794","2012","1761","1303","806","765","868","747","312","246","479","402","477",
"외국환거래법","현행범","범죄의 수사단서[건]","건","548","892","865","566","668","487","351","397","422","373","176","166","276","174","78","19","40","57","55",
"외국환거래법","신고","범죄의 수사단서[건]","건","313","342","368","153","207","456","339","442","574","507","383","190","225","218","82","92","103","98","125",
"외국환거래법","피해자신고","범죄의 수사단서[건]","건","2","4","6","26","6","10","2","2","1","2","-","7","10","7","3","3","8","4","17",
"외국환거래법","고소","범죄의 수사단서[건]","건","5","4","6","7","3","-","4","6","6","8","3","3","4","6","4","5","3","4","2",
"외국환거래법","고발","범죄의 수사단서[건]","건","49","35","49","9","23","15","15","31","20","14","16","60","19","40","22","19","11","7","12",
"외국환거래법","자수","범죄의 수사단서[건]","건","2","1","49","10","3","7","10","2","3","2","3","1","4","2","-","2","2","3","6",
"외국환거래법","진정투서","범죄의 수사단서[건]","건","17","13","39","12","2","5","3","5","4","7","9","10","9","10","21","36","56","57","42",
"외국환거래법","타인신고","범죄의 수사단서[건]","건","238","285","219","89","170","419","305","396","540","474","352","109","179","153","32","27","23","23","46",
"외국환거래법","미신고","범죄의 수사단서[건]","건","1181","2026","2241","3930","1191","967","1104","1173","758","421","247","409","367","355","152","135","336","247","297",
"외국환거래법","불심검문","범죄의 수사단서[건]","건","4","813","28","10","9","2","8","1","39","17","3","2","8","9","-","1","2","-","2",
"외국환거래법","피해품발견","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"외국환거래법","변사체","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"외국환거래법","탐문정보","범죄의 수사단서[건]","건","424","532","346","315","169","103","58","25","25","21","15","42","28","31","30","14","11","18","29",
"외국환거래법","여죄","범죄의 수사단서[건]","건","5","7","33","19","9","21","4","-","2","4","3","5","10","4","3","4","159","8","12",
"외국환거래법","기타","범죄의 수사단서[건]","건","748","674","1834","3584","1004","841","1034","1147","692","379","226","360","321","311","119","116","164","221","254",
"외국환거래법","미상","범죄의 수사단서[건]","건","","","","","","","","","7","2","","","","","","","","","",
"위험물안전관리법","합계","범죄의 수사단서[건]","건","","","","","","","","","421","467","522","1125","450","498","729","596","516","484","351",
"위험물안전관리법","현행범","범죄의 수사단서[건]","건","","","","","","","","","116","115","94","69","65","115","125","115","81","102","68",
"위험물안전관리법","신고","범죄의 수사단서[건]","건","","","","","","","","","34","26","49","46","44","48","50","28","37","51","20",
"위험물안전관리법","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","3","1","4","3","4","2","2","1","4","12","1",
"위험물안전관리법","고소","범죄의 수사단서[건]","건","","","","","","","","","6","2","6","4","2","2","7","-","0","-","1",
"위험물안전관리법","고발","범죄의 수사단서[건]","건","","","","","","","","","5","7","11","15","11","18","12","2","9","9","6",
"위험물안전관리법","자수","범죄의 수사단서[건]","건","","","","","","","","","1","0","1","","-","-","-","-","1","-","-",
"위험물안전관리법","진정투서","범죄의 수사단서[건]","건","","","","","","","","","10","7","12","12","12","10","13","11","9","10","5",
"위험물안전관리법","타인신고","범죄의 수사단서[건]","건","","","","","","","","","9","9","15","12","15","16","16","14","14","20","7",
"위험물안전관리법","미신고","범죄의 수사단서[건]","건","","","","","","","","","270","326","379","1010","341","335","554","453","398","331","263",
"위험물안전관리법","불심검문","범죄의 수사단서[건]","건","","","","","","","","","3","0","-","3","10","5","12","2","11","5","5",
"위험물안전관리법","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"위험물안전관리법","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"위험물안전관리법","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","11","11","20","22","6","25","13","9","12","13","12",
"위험물안전관리법","여죄","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","499","-","-","6","44","2","-","-",
"위험물안전관리법","기타","범죄의 수사단서[건]","건","","","","","","","","","256","315","359","486","325","305","523","398","373","313","246",
"위험물안전관리법","미상","범죄의 수사단서[건]","건","","","","","","","","","1","0","","","","","","","","","",
"유사수신행위의규제에관한법률","합계","범죄의 수사단서[건]","건","473","523","771","1663","450","342","429","318","330","353","866","853","871","1203","1096","558","935","926","1470",
"유사수신행위의규제에관한법률","현행범","범죄의 수사단서[건]","건","5","-","-","1","-","-","-","-","1","2","-","3","-","1","1","1","1","-","-",
"유사수신행위의규제에관한법률","신고","범죄의 수사단서[건]","건","359","406","566","799","298","243","210","227","212","238","498","624","661","1004","954","465","866","838","1301",
"유사수신행위의규제에관한법률","피해자신고","범죄의 수사단서[건]","건","3","4","8","13","11","9","5","2","1","0","27","15","9","26","7","4","2","3","13",
"유사수신행위의규제에관한법률","고소","범죄의 수사단서[건]","건","339","382","523","685","253","202","189","201","181","199","406","539","600","850","873","440","813","774","1239",
"유사수신행위의규제에관한법률","고발","범죄의 수사단서[건]","건","6","9","8","16","9","7","2","2","3","8","15","14","9","12","27","13","14","4","7",
"유사수신행위의규제에관한법률","자수","범죄의 수사단서[건]","건","-","-","-","2","-","-","-","-","-","1","-","","-","-","1","-","0","1","1",
"유사수신행위의규제에관한법률","진정투서","범죄의 수사단서[건]","건","10","8","26","64","20","23","13","19","22","28","49","51","40","113","46","8","36","55","41",
"유사수신행위의규제에관한법률","타인신고","범죄의 수사단서[건]","건","1","3","1","19","5","2","1","3","5","2","1","5","3","3","-","-","1","1","-",
"유사수신행위의규제에관한법률","미신고","범죄의 수사단서[건]","건","109","117","205","863","152","99","219","91","100","98","368","226","210","198","141","92","68","88","169",
"유사수신행위의규제에관한법률","불심검문","범죄의 수사단서[건]","건","2","2","-","2","-","-","-","-","-","0","1","","-","-","-","-","0","-","-",
"유사수신행위의규제에관한법률","피해품발견","범죄의 수사단서[건]","건","-","-","-","2","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"유사수신행위의규제에관한법률","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"유사수신행위의규제에관한법률","탐문정보","범죄의 수사단서[건]","건","42","72","129","538","80","72","56","50","41","52","88","83","46","50","34","19","16","23","58",
"유사수신행위의규제에관한법률","여죄","범죄의 수사단서[건]","건","-","3","18","175","2","2","131","1","3","4","95","3","5","2","5","2","0","2","32",
"유사수신행위의규제에관한법률","기타","범죄의 수사단서[건]","건","65","40","58","146","70","25","32","40","56","42","184","140","159","146","102","71","52","63","79",
"유사수신행위의규제에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","17","15","","","","","","","","","",
"유선및도선사업법","합계","범죄의 수사단서[건]","건","1847","864","358","1666","1479","5590","230","67","","","","","","","","","","","",
"유선및도선사업법","현행범","범죄의 수사단서[건]","건","531","678","1","-","3","-","-","1","","","","","","","","","","","",
"유선및도선사업법","신고","범죄의 수사단서[건]","건","1070","10","22","179","21","32","22","17","","","","","","","","","","","",
"유선및도선사업법","피해자신고","범죄의 수사단서[건]","건","1","-","-","-","-","1","1","-","","","","","","","","","","","",
"유선및도선사업법","고소","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"유선및도선사업법","고발","범죄의 수사단서[건]","건","1","1","16","12","1","5","2","2","","","","","","","","","","","",
"유선및도선사업법","자수","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"유선및도선사업법","진정투서","범죄의 수사단서[건]","건","1","2","-","-","-","1","-","-","","","","","","","","","","","",
"유선및도선사업법","타인신고","범죄의 수사단서[건]","건","1066","7","6","167","20","25","19","15","","","","","","","","","","","",
"유선및도선사업법","미신고","범죄의 수사단서[건]","건","246","176","335","1487","1455","5558","208","49","","","","","","","","","","","",
"유선및도선사업법","불심검문","범죄의 수사단서[건]","건","18","28","96","1281","238","46","22","15","","","","","","","","","","","",
"유선및도선사업법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"유선및도선사업법","변사체","범죄의 수사단서[건]","건","-","1","-","2","-","-","-","1","","","","","","","","","","","",
"유선및도선사업법","탐문정보","범죄의 수사단서[건]","건","3","3","-","-","3","5","3","6","","","","","","","","","","","",
"유선및도선사업법","여죄","범죄의 수사단서[건]","건","223","12","1","155","1088","4335","162","9","","","","","","","","","","","",
"유선및도선사업법","기타","범죄의 수사단서[건]","건","2","132","238","49","126","1172","21","18","","","","","","","","","","","",
"유해화학물질관리법","합계","범죄의 수사단서[건]","건","668","1070","751","1370","893","1229","1041","836","","","","","","","","","","","",
"유해화학물질관리법","현행범","범죄의 수사단서[건]","건","411","421","409","435","313","317","404","330","","","","","","","","","","","",
"유해화학물질관리법","신고","범죄의 수사단서[건]","건","175","186","207","247","430","547","475","300","","","","","","","","","","","",
"유해화학물질관리법","피해자신고","범죄의 수사단서[건]","건","15","23","24","23","29","30","33","22","","","","","","","","","","","",
"유해화학물질관리법","고소","범죄의 수사단서[건]","건","2","-","2","2","2","1","-","-","","","","","","","","","","","",
"유해화학물질관리법","고발","범죄의 수사단서[건]","건","35","26","26","40","25","50","54","99","","","","","","","","","","","",
"유해화학물질관리법","자수","범죄의 수사단서[건]","건","7","11","8","5","8","14","11","8","","","","","","","","","","","",
"유해화학물질관리법","진정투서","범죄의 수사단서[건]","건","2","3","6","3","5","3","1","4","","","","","","","","","","","",
"유해화학물질관리법","타인신고","범죄의 수사단서[건]","건","114","123","141","174","361","449","376","167","","","","","","","","","","","",
"유해화학물질관리법","미신고","범죄의 수사단서[건]","건","82","463","135","688","150","365","162","206","","","","","","","","","","","",
"유해화학물질관리법","불심검문","범죄의 수사단서[건]","건","9","15","18","12","18","31","9","10","","","","","","","","","","","",
"유해화학물질관리법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"유해화학물질관리법","변사체","범죄의 수사단서[건]","건","-","-","-","-","1","-","-","-","","","","","","","","","","","",
"유해화학물질관리법","탐문정보","범죄의 수사단서[건]","건","37","384","26","41","43","26","20","35","","","","","","","","","","","",
"유해화학물질관리법","여죄","범죄의 수사단서[건]","건","2","17","25","572","19","185","4","9","","","","","","","","","","","",
"유해화학물질관리법","기타","범죄의 수사단서[건]","건","34","47","66","63","69","123","129","152","","","","","","","","","","","",
"윤락행위등방지법","합계","범죄의 수사단서[건]","건","56","18","2","6","2","-","-","1","","","","","","","","","","","",
"윤락행위등방지법","현행범","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","신고","범죄의 수사단서[건]","건","32","13","-","-","2","-","-","1","","","","","","","","","","","",
"윤락행위등방지법","피해자신고","범죄의 수사단서[건]","건","6","4","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","고소","범죄의 수사단서[건]","건","14","3","-","-","2","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","고발","범죄의 수사단서[건]","건","3","2","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","자수","범죄의 수사단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","진정투서","범죄의 수사단서[건]","건","5","2","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","타인신고","범죄의 수사단서[건]","건","4","1","-","-","-","-","-","1","","","","","","","","","","","",
"윤락행위등방지법","미신고","범죄의 수사단서[건]","건","23","5","2","6","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","불심검문","범죄의 수사단서[건]","건","5","1","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","탐문정보","범죄의 수사단서[건]","건","5","-","1","-","-","-","-","-","","","","","","","","","","","",
