"범죄별","발생지별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"절도","종로","범죄 발생지","","","","","","","","","","","","1182","1252","1004","974","977","1508","1699",
"절도","중구","범죄 발생지","","","","","","","","","","","","1956","1519","1336","1350","1312","1593","1853",
"절도","용산","범죄 발생지","","","","","","","","","","","","1005","641","659","745","719","1033","1217",
"절도","성동","범죄 발생지","","","","","","","","","","","","1098","1192","977","1002","1190","1365","1349",
"절도","광진","범죄 발생지","","","","","","","","","","","","1361","1076","1768","1859","2110","1804","2458",
"절도","동대문","범죄 발생지","","","","","","","","","","","","1002","928","748","840","741","1332","1773",
"절도","중랑","범죄 발생지","","","","","","","","","","","","838","1107","1046","971","1022","1148","1744",
"절도","성북","범죄 발생지","","","","","","","","","","","","1676","1585","1103","1112","1100","1382","1998",
"절도","강북","범죄 발생지","","","","","","","","","","","","797","695","689","743","650","804","1382",
"절도","도봉","범죄 발생지","","","","","","","","","","","","687","840","831","1062","1148","959","1047",
"절도","노원","범죄 발생지","","","","","","","","","","","","1414","1586","1432","1273","923","1273","1520",
"절도","은평","범죄 발생지","","","","","","","","","","","","1343","1209","1388","1298","1158","1439","1640",
"절도","서대문","범죄 발생지","","","","","","","","","","","","1372","1429","1416","1617","1342","2096","1726",
"절도","마포","범죄 발생지","","","","","","","","","","","","2031","1851","1262","913","719","1070","1689",
"절도","양천","범죄 발생지","","","","","","","","","","","","1490","1120","1029","1006","1081","1354","1574",
"절도","강서","범죄 발생지","","","","","","","","","","","","1904","1751","1255","1355","1331","1597","2690",
"절도","구로","범죄 발생지","","","","","","","","","","","","1532","1615","1193","1217","1200","1544","2230",
"절도","금천","범죄 발생지","","","","","","","","","","","","1209","1193","826","869","916","1198","1368",
"절도","영등포","범죄 발생지","","","","","","","","","","","","1952","1758","1393","1457","1178","1601","2642",
"절도","동작","범죄 발생지","","","","","","","","","","","","1678","1249","803","929","927","1236","1659",
"절도","관악","범죄 발생지","","","","","","","","","","","","2213","2275","1750","1890","1666","1855","2419",
"절도","서초","범죄 발생지","","","","","","","","","","","","1544","1358","1045","1208","986","1656","2051",
"절도","강남","범죄 발생지","","","","","","","","","","","","1717","2026","1710","1694","2238","3377","3977",
"절도","송파","범죄 발생지","","","","","","","","","","","","2079","2514","1636","1832","1438","1954","3430",
"절도","강동","범죄 발생지","","","","","","","","","","","","1017","901","664","823","878","1105","1950",
"절도","중구","범죄 발생지","","","","","","","","","","","","489","530","801","749","868","936","1145",
"절도","서구","범죄 발생지","","","","","","","","","","","","516","988","831","720","898","1103","975",
"절도","동구","범죄 발생지","","","","","","","","","","","","526","945","744","804","791","1047","1071",
"절도","영도","범죄 발생지","","","","","","","","","","","","559","317","378","561","541","686","859",
"절도","부산진","범죄 발생지","","","","","","","","","","","","1125","1080","1087","1428","1630","3291","3214",
"절도","동래","범죄 발생지","","","","","","","","","","","","637","599","421","629","653","1410","1786",
"절도","남구","범죄 발생지","","","","","","","","","","","","1260","1375","1100","562","920","2067","1291",
"절도","북구","범죄 발생지","","","","","","","","","","","","1097","1138","956","1046","1200","1288","1232",
"절도","해운대","범죄 발생지","","","","","","","","","","","","1044","553","1271","1258","1271","2226","2239",
"절도","사하","범죄 발생지","","","","","","","","","","","","556","486","824","1285","1402","1844","1656",
"절도","금정","범죄 발생지","","","","","","","","","","","","943","665","890","928","1319","1753","1643",
"절도","강서","범죄 발생지","","","","","","","","","","","","148","153","291","250","304","444","601",
"절도","연제","범죄 발생지","","","","","","","","","","","","676","874","903","1127","630","1152","1184",
"절도","수영","범죄 발생지","","","","","","","","","","","","856","893","744","629","830","953","1066",
"절도","사상","범죄 발생지","","","","","","","","","","","","1226","687","1025","654","916","1371","1653",
"절도","기장군","범죄 발생지","","","","","","","","","","","","273","171","354","217","297","520","551",
"절도","중구","범죄 발생지","","","","","","","","","","","","796","1265","1185","782","683","689","1187",
"절도","동구","범죄 발생지","","","","","","","","","","","","606","1160","1099","1137","1601","1660","2342",
"절도","서구","범죄 발생지","","","","","","","","","","","","543","770","1714","1075","971","1242","2300",
"절도","남구","범죄 발생지","","","","","","","","","","","","650","573","1179","968","761","838","1073",
"절도","북구","범죄 발생지","","","","","","","","","","","","850","1610","1388","1235","1597","1432","2926",
"절도","수성","범죄 발생지","","","","","","","","","","","","1004","1462","1544","1164","1064","1895","1704",
"절도","달서","범죄 발생지","","","","","","","","","","","","1001","2002","1660","2129","1953","2316","3499",
"절도","달성군","범죄 발생지","","","","","","","","","","","","153","112","16","156","234","255","527",
"절도","중구","범죄 발생지","","","","","","","","","","","","462","627","645","511","471","637","538",
"절도","동구","범죄 발생지","","","","","","","","","","","","311","421","247","201","206","208","292",
"절도","서구","범죄 발생지","","","","","","","","","","","","1157","1666","1563","1529","1561","1668","1552",
"절도","미추홀","범죄 발생지","","","","","","","","","","","","1942","2804","2546","2245","2317","1976","1856",
"절도","연수","범죄 발생지","","","","","","","","","","","","821","1167","1213","1168","1311","1149","871",
"절도","남동","범죄 발생지","","","","","","","","","","","","1449","2324","2263","1743","1279","1326","1382",
"절도","부평","범죄 발생지","","","","","","","","","","","","1441","3482","2987","2484","2385","2648","2478",
"절도","계양","범죄 발생지","","","","","","","","","","","","965","1178","1313","1222","1117","1643","1379",
"절도","강화군","범죄 발생지","","","","","","","","","","","","26","85","9","90","146","79","154",
"절도","옹진군","범죄 발생지","","","","","","","","","","","","22","26","27","19","27","23","20",
"절도","동구","범죄 발생지","","","","","","","","","","","","1011","1212","673","1471","1503","1776","400",
"절도","서구","범죄 발생지","","","","","","","","","","","","712","1980","1491","2497","2837","3085","846",
"절도","남구","범죄 발생지","","","","","","","","","","","","768","1364","746","1400","1424","1611","490",
"절도","북구","범죄 발생지","","","","","","","","","","","","1518","3596","1842","3225","4154","3841","1205",
"절도","광산","범죄 발생지","","","","","","","","","","","","632","1149","971","2113","2255","1981","704",
"절도","중구","범죄 발생지","","","","","","","","","","","","781","790","1105","1951","2044","2633","844",
"절도","동구","범죄 발생지","","","","","","","","","","","","1063","709","774","1642","2140","2054","659",
"절도","서구","범죄 발생지","","","","","","","","","","","","1134","2088","1068","2412","2486","2950","924",
"절도","유성","범죄 발생지","","","","","","","","","","","","17","994","273","968","1412","1377","351",
"절도","대덕","범죄 발생지","","","","","","","","","","","","620","470","592","1305","1236","1685","223",
"절도","중구","범죄 발생지","","","","","","","","","","","","647","1215","1283","1977","1662","1909","1895",
"절도","동구","범죄 발생지","","","","","","","","","","","","714","425","372","1048","1243","838","1137",
"절도","남구","범죄 발생지","","","","","","","","","","","","1322","2080","2051","3861","3045","3137","2593",
"절도","북구","범죄 발생지","","","","","","","","","","","","334","415","414","834","737","746","974",
"절도","울주군","범죄 발생지","","","","","","","","","","","","442","665","562","1106","830","918","994",
"장물","종로","범죄 발생지","","","","","","","","","","","","19","68","52","67","41","86","86",
"장물","중구","범죄 발생지","","","","","","","","","","","","13","33","46","137","21","27","23",
"장물","용산","범죄 발생지","","","","","","","","","","","","21","39","25","48","16","35","47",
"장물","성동","범죄 발생지","","","","","","","","","","","","5","12","14","19","6","21","7",
"장물","광진","범죄 발생지","","","","","","","","","","","","6","11","30","29","11","19","22",
"장물","동대문","범죄 발생지","","","","","","","","","","","","14","84","37","36","17","23","25",
"장물","중랑","범죄 발생지","","","","","","","","","","","","8","32","14","18","25","20","16",
"장물","성북","범죄 발생지","","","","","","","","","","","","8","71","17","17","14","20","8",
"장물","강북","범죄 발생지","","","","","","","","","","","","8","10","15","21","11","6","9",
"장물","도봉","범죄 발생지","","","","","","","","","","","","6","5","10","11","11","13","5",
"장물","노원","범죄 발생지","","","","","","","","","","","","6","45","23","22","17","13","10",
"장물","은평","범죄 발생지","","","","","","","","","","","","5","20","15","14","11","19","9",
"장물","서대문","범죄 발생지","","","","","","","","","","","","7","9","10","9","5","14","13",
"장물","마포","범죄 발생지","","","","","","","","","","","","5","18","6","17","9","12","10",
"장물","양천","범죄 발생지","","","","","","","","","","","","8","13","6","11","7","11","8",
"장물","강서","범죄 발생지","","","","","","","","","","","","5","17","16","14","14","14","9",
"장물","구로","범죄 발생지","","","","","","","","","","","","7","21","16","15","3","14","24",
"장물","금천","범죄 발생지","","","","","","","","","","","","6","8","4","12","4","4","3",
"장물","영등포","범죄 발생지","","","","","","","","","","","","19","24","27","24","6","16","27",
"장물","동작","범죄 발생지","","","","","","","","","","","","2","12","9","7","7","7","7",
"장물","관악","범죄 발생지","","","","","","","","","","","","4","19","16","17","9","33","16",
"장물","서초","범죄 발생지","","","","","","","","","","","","19","32","27","29","16","12","22",
"장물","강남","범죄 발생지","","","","","","","","","","","","12","18","17","32","13","28","25",
"장물","송파","범죄 발생지","","","","","","","","","","","","10","20","17","22","6","16","19",
"장물","강동","범죄 발생지","","","","","","","","","","","","10","99","18","21","3","9","6",
"장물","중구","범죄 발생지","","","","","","","","","","","","6","24","15","15","5","19","26",
"장물","서구","범죄 발생지","","","","","","","","","","","","5","30","19","10","5","10","75",
"장물","동구","범죄 발생지","","","","","","","","","","","","151","122","77","8","16","12","29",
"장물","영도","범죄 발생지","","","","","","","","","","","","262","440","5","7","12","8","25",
"장물","부산진","범죄 발생지","","","","","","","","","","","","16","68","19","29","40","72","75",
"장물","동래","범죄 발생지","","","","","","","","","","","","10","7","10","22","9","40","20",
"장물","남구","범죄 발생지","","","","","","","","","","","","","5","5","7","6","19","17",
"장물","북구","범죄 발생지","","","","","","","","","","","","4","7","2","9","3","17","39",
"장물","해운대","범죄 발생지","","","","","","","","","","","","4","3","7","19","14","24","43",
"장물","사하","범죄 발생지","","","","","","","","","","","","9","141","12","6","7","23","44",
"장물","금정","범죄 발생지","","","","","","","","","","","","12","7","5","7","6","27","31",
"장물","강서","범죄 발생지","","","","","","","","","","","","2","","6","2","6","10","41",
"장물","연제","범죄 발생지","","","","","","","","","","","","8","3","3","7","7","9","11",
"장물","수영","범죄 발생지","","","","","","","","","","","","2","1","3","5","8","11","9",
"장물","사상","범죄 발생지","","","","","","","","","","","","15","4","4","10","7","38","60",
"장물","기장군","범죄 발생지","","","","","","","","","","","","","","3","2","2","7","10",
"장물","중구","범죄 발생지","","","","","","","","","","","","13","50","25","62","17","23","77",
"장물","동구","범죄 발생지","","","","","","","","","","","","14","16","12","24","17","20","41",
"장물","서구","범죄 발생지","","","","","","","","","","","","14","19","6","15","7","30","36",
"장물","남구","범죄 발생지","","","","","","","","","","","","14","21","12","10","9","12","22",
"장물","북구","범죄 발생지","","","","","","","","","","","","26","20","13","35","29","29","156",
"장물","수성","범죄 발생지","","","","","","","","","","","","8","14","19","5","7","11","17",
"장물","달서","범죄 발생지","","","","","","","","","","","","12","41","21","19","48","54","65",
"장물","달성군","범죄 발생지","","","","","","","","","","","","3","2","-","4","6","5","4",
"장물","중구","범죄 발생지","","","","","","","","","","","","11","8","7","8","13","7","30",
"장물","동구","범죄 발생지","","","","","","","","","","","","3","","4","5","4","3","3",
"장물","서구","범죄 발생지","","","","","","","","","","","","11","13","13","38","16","23","80",
"장물","미추홀","범죄 발생지","","","","","","","","","","","","7","12","11","25","22","20","60",
"장물","연수","범죄 발생지","","","","","","","","","","","","3","7","4","15","2","16","11",
"장물","남동","범죄 발생지","","","","","","","","","","","","5","6","12","20","15","14","36",
"장물","부평","범죄 발생지","","","","","","","","","","","","13","13","22","24","29","34","109",
"장물","계양","범죄 발생지","","","","","","","","","","","","17","17","6","46","7","18","47",
"장물","강화군","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"장물","옹진군","범죄 발생지","","","","","","","","","","","","","","2","-","1","-","1",
"장물","동구","범죄 발생지","","","","","","","","","","","","2","5","1","14","30","19","4",
"장물","서구","범죄 발생지","","","","","","","","","","","","14","8","3","10","3","34","2",
"장물","남구","범죄 발생지","","","","","","","","","","","","4","5","5","13","4","9","4",
"장물","북구","범죄 발생지","","","","","","","","","","","","8","12","4","15","10","25","15",
"장물","광산","범죄 발생지","","","","","","","","","","","","4","2","2","9","4","11","3",
"장물","중구","범죄 발생지","","","","","","","","","","","","2","5","4","22","11","14","1",
"장물","동구","범죄 발생지","","","","","","","","","","","","9","13","3","51","14","67","6",
"장물","서구","범죄 발생지","","","","","","","","","","","","7","7","5","23","26","22","12",
"장물","유성","범죄 발생지","","","","","","","","","","","","","7","11","17","4","12","-",
"장물","대덕","범죄 발생지","","","","","","","","","","","","3","9","-","7","6","23","2",
"장물","중구","범죄 발생지","","","","","","","","","","","","5","8","5","11","8","3","7",
"장물","동구","범죄 발생지","","","","","","","","","","","","","","3","1","6","4","9",
"장물","남구","범죄 발생지","","","","","","","","","","","","11","13","22","18","22","7","6",
"장물","북구","범죄 발생지","","","","","","","","","","","","","18","6","4","3","1","5",
"장물","울주군","범죄 발생지","","","","","","","","","","","","3","1","3","10","8","7","6",
"사기","종로","범죄 발생지","","","","","","","","","","","","2248","1998","2080","1835","2257","2170","1769",
"사기","중구","범죄 발생지","","","","","","","","","","","","4597","2895","2642","2364","2284","2851","2360",
"사기","용산","범죄 발생지","","","","","","","","","","","","1835","1774","1429","1264","1349","1673","1467",
"사기","성동","범죄 발생지","","","","","","","","","","","","1303","1122","1083","993","1032","1251","1012",
"사기","광진","범죄 발생지","","","","","","","","","","","","2133","2032","1504","1405","1296","1532","1818",
"사기","동대문","범죄 발생지","","","","","","","","","","","","3045","2514","2087","1999","2159","2292","2103",
"사기","중랑","범죄 발생지","","","","","","","","","","","","1740","1531","1436","1305","1578","1968","1614",
"사기","성북","범죄 발생지","","","","","","","","","","","","1420","1189","1171","1055","1043","1226","1127",
"사기","강북","범죄 발생지","","","","","","","","","","","","2265","1935","2049","1531","1471","1776","1688",
"사기","도봉","범죄 발생지","","","","","","","","","","","","1233","1341","1270","1037","993","1258","1072",
"사기","노원","범죄 발생지","","","","","","","","","","","","1922","1521","1714","1474","1454","1648","1457",
"사기","은평","범죄 발생지","","","","","","","","","","","","1526","1626","1461","1269","1205","1369","1246",
"사기","서대문","범죄 발생지","","","","","","","","","","","","1670","1665","1494","1462","1479","1632","1489",
"사기","마포","범죄 발생지","","","","","","","","","","","","1729","1431","1303","1170","1140","1561","1459",
"사기","양천","범죄 발생지","","","","","","","","","","","","2884","3009","2925","2014","1972","2000","1674",
"사기","강서","범죄 발생지","","","","","","","","","","","","3538","3421","3035","2394","2311","2977","2415",
"사기","구로","범죄 발생지","","","","","","","","","","","","2013","1681","1725","1732","1819","1889","1845",
"사기","금천","범죄 발생지","","","","","","","","","","","","1114","1034","903","869","986","1012","1189",
"사기","영등포","범죄 발생지","","","","","","","","","","","","2972","2824","3014","2591","2677","2890","2746",
"사기","동작","범죄 발생지","","","","","","","","","","","","1485","1483","1590","1437","1620","1777","1651",
"사기","관악","범죄 발생지","","","","","","","","","","","","1837","1698","1783","1635","1735","2039","1944",
"사기","서초","범죄 발생지","","","","","","","","","","","","5781","5642","5568","5197","5280","5947","5243",
"사기","강남","범죄 발생지","","","","","","","","","","","","7558","6597","6770","6160","6935","8999","8489",
"사기","송파","범죄 발생지","","","","","","","","","","","","2937","2405","2229","2148","2155","3088","2647",
"사기","강동","범죄 발생지","","","","","","","","","","","","1821","1374","1313","1231","1319","1591","1553",
"사기","중구","범죄 발생지","","","","","","","","","","","","1102","831","774","649","706","750","723",
"사기","서구","범죄 발생지","","","","","","","","","","","","2347","1551","969","826","861","699","475",
"사기","동구","범죄 발생지","","","","","","","","","","","","2511","1766","1238","995","1016","1186","1051",
"사기","영도","범죄 발생지","","","","","","","","","","","","474","365","420","1011","2320","661","383",
"사기","부산진","범죄 발생지","","","","","","","","","","","","3640","2530","2490","2458","3269","3444","2802",
"사기","동래","범죄 발생지","","","","","","","","","","","","1718","1197","1136","1093","1259","1285","1145",
"사기","남구","범죄 발생지","","","","","","","","","","","","2207","1167","1082","764","830","1150","935",
"사기","북구","범죄 발생지","","","","","","","","","","","","2225","1658","1061","874","1191","1101","842",
"사기","해운대","범죄 발생지","","","","","","","","","","","","1401","1042","1243","1350","2002","2093","1936",
"사기","사하","범죄 발생지","","","","","","","","","","","","1231","843","906","2517","995","1247","983",
"사기","금정","범죄 발생지","","","","","","","","","","","","1376","1132","1037","890","928","951","823",
"사기","강서","범죄 발생지","","","","","","","","","","","","283","373","296","326","419","530","432",
"사기","연제","범죄 발생지","","","","","","","","","","","","1440","1252","1211","1306","1529","1565","1269",
"사기","수영","범죄 발생지","","","","","","","","","","","","714","622","664","646","628","775","676",
"사기","사상","범죄 발생지","","","","","","","","","","","","1174","970","1234","1244","1994","1676","1340",
"사기","기장군","범죄 발생지","","","","","","","","","","","","271","206","251","238","238","409","282",
"사기","중구","범죄 발생지","","","","","","","","","","","","1520","1052","955","858","915","837","952",
"사기","동구","범죄 발생지","","","","","","","","","","","","1527","1346","1279","1113","1273","1339","1427",
"사기","서구","범죄 발생지","","","","","","","","","","","","974","850","884","721","780","835","805",
"사기","남구","범죄 발생지","","","","","","","","","","","","1189","913","878","824","887","946","820",
"사기","북구","범죄 발생지","","","","","","","","","","","","1261","1029","1027","1137","1128","1169","975",
"사기","수성","범죄 발생지","","","","","","","","","","","","2363","1801","1591","1350","2099","1740","1497",
"사기","달서","범죄 발생지","","","","","","","","","","","","2206","1575","1710","1664","1977","2096","1927",
"사기","달성군","범죄 발생지","","","","","","","","","","","","439","315","69","364","305","321","313",
"사기","중구","범죄 발생지","","","","","","","","","","","","514","477","462","478","425","501","1254",
"사기","동구","범죄 발생지","","","","","","","","","","","","215","247","214","147","147","212","151",
"사기","서구","범죄 발생지","","","","","","","","","","","","862","833","913","699","789","904","1002",
"사기","미추홀","범죄 발생지","","","","","","","","","","","","1628","1641","1528","1486","1665","1706","1916",
"사기","연수","범죄 발생지","","","","","","","","","","","","1105","597","537","503","598","670","824",
"사기","남동","범죄 발생지","","","","","","","","","","","","1577","1524","1372","1317","1456","1532","1558",
"사기","부평","범죄 발생지","","","","","","","","","","","","2416","1495","1572","1262","1376","1757","1757",
"사기","계양","범죄 발생지","","","","","","","","","","","","777","704","733","646","820","856","927",
"사기","강화군","범죄 발생지","","","","","","","","","","","","135","219","39","179","216","256","251",
"사기","옹진군","범죄 발생지","","","","","","","","","","","","43","76","35","40","47","52","31",
"사기","동구","범죄 발생지","","","","","","","","","","","","1384","1274","623","1380","2090","1473","575",
"사기","서구","범죄 발생지","","","","","","","","","","","","906","872","605","1260","1393","1341","376",
"사기","남구","범죄 발생지","","","","","","","","","","","","579","624","333","686","827","675","246",
"사기","북구","범죄 발생지","","","","","","","","","","","","1382","1477","841","1589","1633","1414","635",
"사기","광산","범죄 발생지","","","","","","","","","","","","1340","1062","505","966","1269","1202","461",
"사기","중구","범죄 발생지","","","","","","","","","","","","938","996","517","983","1072","1025","319",
"사기","동구","범죄 발생지","","","","","","","","","","","","834","803","405","693","780","938","296",
"사기","서구","범죄 발생지","","","","","","","","","","","","1608","1722","1080","1755","1699","1773","553",
"사기","유성","범죄 발생지","","","","","","","","","","","","191","784","408","725","809","847","291",
"사기","대덕","범죄 발생지","","","","","","","","","","","","530","699","317","568","627","699","197",
"사기","중구","범죄 발생지","","","","","","","","","","","","803","721","760","589","669","983","549",
"사기","동구","범죄 발생지","","","","","","","","","","","","442","370","388","341","350","352","355",
"사기","남구","범죄 발생지","","","","","","","","","","","","2374","1792","1775","1642","1798","1715","1583",
"사기","북구","범죄 발생지","","","","","","","","","","","","760","222","273","320","306","317","316",
"사기","울주군","범죄 발생지","","","","","","","","","","","","500","915","464","393","553","716","551",
"횡령","종로","범죄 발생지","","","","","","","","","","","","252","230","255","259","226","260","265",
"횡령","중구","범죄 발생지","","","","","","","","","","","","453","365","325","303","272","302","280",
"횡령","용산","범죄 발생지","","","","","","","","","","","","193","176","163","163","174","231","209",
"횡령","성동","범죄 발생지","","","","","","","","","","","","154","156","158","161","156","161","159",
"횡령","광진","범죄 발생지","","","","","","","","","","","","273","246","198","186","157","185","208",
"횡령","동대문","범죄 발생지","","","","","","","","","","","","369","273","238","251","236","222","233",
"횡령","중랑","범죄 발생지","","","","","","","","","","","","194","203","207","154","161","229","166",
"횡령","성북","범죄 발생지","","","","","","","","","","","","236","258","206","118","133","142","153",
"횡령","강북","범죄 발생지","","","","","","","","","","","","231","215","180","152","181","161","223",
"횡령","도봉","범죄 발생지","","","","","","","","","","","","150","151","126","134","118","129","167",
"횡령","노원","범죄 발생지","","","","","","","","","","","","246","249","225","186","193","227","173",
"횡령","은평","범죄 발생지","","","","","","","","","","","","179","208","156","128","143","125","132",
"횡령","서대문","범죄 발생지","","","","","","","","","","","","202","180","159","185","160","224","166",
"횡령","마포","범죄 발생지","","","","","","","","","","","","192","203","187","174","177","165","224",
"횡령","양천","범죄 발생지","","","","","","","","","","","","338","386","325","241","228","287","242",
"횡령","강서","범죄 발생지","","","","","","","","","","","","418","350","328","284","282","308","338",
"횡령","구로","범죄 발생지","","","","","","","","","","","","210","189","216","215","207","267","241",
"횡령","금천","범죄 발생지","","","","","","","","","","","","128","130","127","123","116","126","118",
"횡령","영등포","범죄 발생지","","","","","","","","","","","","338","368","368","330","311","353","361",
"횡령","동작","범죄 발생지","","","","","","","","","","","","144","167","159","148","152","177","168",
"횡령","관악","범죄 발생지","","","","","","","","","","","","194","187","180","183","158","160","186",
"횡령","서초","범죄 발생지","","","","","","","","","","","","632","715","601","607","587","698","618",
"횡령","강남","범죄 발생지","","","","","","","","","","","","782","724","669","714","800","1062","973",
"횡령","송파","범죄 발생지","","","","","","","","","","","","367","337","281","276","286","372","383",
"횡령","강동","범죄 발생지","","","","","","","","","","","","198","178","147","163","168","186","195",
"횡령","중구","범죄 발생지","","","","","","","","","","","","121","84","95","65","48","71","68",
"횡령","서구","범죄 발생지","","","","","","","","","","","","223","203","113","92","169","59","59",
"횡령","동구","범죄 발생지","","","","","","","","","","","","206","179","147","88","85","123","103",
"횡령","영도","범죄 발생지","","","","","","","","","","","","69","74","47","58","692","60","42",
"횡령","부산진","범죄 발생지","","","","","","","","","","","","343","320","286","241","287","309","273",
"횡령","동래","범죄 발생지","","","","","","","","","","","","179","161","122","109","120","115","123",
"횡령","남구","범죄 발생지","","","","","","","","","","","","241","154","161","104","108","121","95",
"횡령","북구","범죄 발생지","","","","","","","","","","","","272","203","118","117","85","107","87",
"횡령","해운대","범죄 발생지","","","","","","","","","","","","156","132","143","150","181","188","238",
"횡령","사하","범죄 발생지","","","","","","","","","","","","163","131","114","99","443","116","102",
"횡령","금정","범죄 발생지","","","","","","","","","","","","151","151","151","105","124","148","91",
"횡령","강서","범죄 발생지","","","","","","","","","","","","61","43","69","63","76","74","79",
"횡령","연제","범죄 발생지","","","","","","","","","","","","138","143","140","124","138","119","140",
"횡령","수영","범죄 발생지","","","","","","","","","","","","78","85","81","75","96","109","84",
"횡령","사상","범죄 발생지","","","","","","","","","","","","172","135","181","165","227","164","159",
"횡령","기장군","범죄 발생지","","","","","","","","","","","","65","31","30","32","28","434","53",
"횡령","중구","범죄 발생지","","","","","","","","","","","","130","120","101","94","102","105","104",
"횡령","동구","범죄 발생지","","","","","","","","","","","","182","174","121","111","104","102","104",
"횡령","서구","범죄 발생지","","","","","","","","","","","","113","104","75","66","94","85","84",
"횡령","남구","범죄 발생지","","","","","","","","","","","","97","71","104","73","80","108","69",
"횡령","북구","범죄 발생지","","","","","","","","","","","","151","142","126","120","133","120","140",
"횡령","수성","범죄 발생지","","","","","","","","","","","","221","234","198","152","152","198","133",
"횡령","달서","범죄 발생지","","","","","","","","","","","","272","239","244","219","205","195","184",
"횡령","달성군","범죄 발생지","","","","","","","","","","","","63","52","14","46","40","45","54",
"횡령","중구","범죄 발생지","","","","","","","","","","","","90","71","84","84","169","81","101",
"횡령","동구","범죄 발생지","","","","","","","","","","","","35","33","42","20","25","33","17",
"횡령","서구","범죄 발생지","","","","","","","","","","","","146","140","119","110","149","156","143",
"횡령","미추홀","범죄 발생지","","","","","","","","","","","","216","175","215","175","549","184","199",
"횡령","연수","범죄 발생지","","","","","","","","","","","","118","80","87","76","69","93","74",
"횡령","남동","범죄 발생지","","","","","","","","","","","","215","196","206","176","182","221","180",
"횡령","부평","범죄 발생지","","","","","","","","","","","","264","198","230","158","170","195","177",
"횡령","계양","범죄 발생지","","","","","","","","","","","","89","93","110","82","88","86","96",
"횡령","강화군","범죄 발생지","","","","","","","","","","","","10","24","2","30","19","29","35",
"횡령","옹진군","범죄 발생지","","","","","","","","","","","","15","2","6","14","7","8","5",
"횡령","동구","범죄 발생지","","","","","","","","","","","","89","107","56","109","116","108","28",
"횡령","서구","범죄 발생지","","","","","","","","","","","","93","105","61","146","157","162","64",
"횡령","남구","범죄 발생지","","","","","","","","","","","","45","59","39","82","87","77","29",
"횡령","북구","범죄 발생지","","","","","","","","","","","","137","173","84","179","193","160","65",
"횡령","광산","범죄 발생지","","","","","","","","","","","","158","154","84","131","152","140","54",
"횡령","중구","범죄 발생지","","","","","","","","","","","","100","121","46","83","123","129","34",
"횡령","동구","범죄 발생지","","","","","","","","","","","","104","84","61","89","78","73","32",
"횡령","서구","범죄 발생지","","","","","","","","","","","","176","198","126","202","208","204","72",
"횡령","유성","범죄 발생지","","","","","","","","","","","","12","107","61","111","130","79","41",
"횡령","대덕","범죄 발생지","","","","","","","","","","","","81","104","44","87","78","86","32",
"횡령","중구","범죄 발생지","","","","","","","","","","","","96","79","86","57","63","54","59",
"횡령","동구","범죄 발생지","","","","","","","","","","","","46","41","47","32","29","26","28",
"횡령","남구","범죄 발생지","","","","","","","","","","","","238","209","256","186","852","293","163",
"횡령","북구","범죄 발생지","","","","","","","","","","","","38","47","39","33","46","39","49",
"횡령","울주군","범죄 발생지","","","","","","","","","","","","67","58","69","57","80","138","79",
"배임","종로","범죄 발생지","","","","","","","","","","","","67","47","52","50","28","68","50",
"배임","중구","범죄 발생지","","","","","","","","","","","","119","90","62","79","49","63","76",
"배임","용산","범죄 발생지","","","","","","","","","","","","38","40","27","31","35","48","46",
"배임","성동","범죄 발생지","","","","","","","","","","","","34","41","46","25","32","22","24",
"배임","광진","범죄 발생지","","","","","","","","","","","","40","39","33","39","24","32","37",
"배임","동대문","범죄 발생지","","","","","","","","","","","","47","66","66","64","44","60","50",
"배임","중랑","범죄 발생지","","","","","","","","","","","","22","30","36","30","32","32","19",
"배임","성북","범죄 발생지","","","","","","","","","","","","36","46","37","41","40","29","30",
"배임","강북","범죄 발생지","","","","","","","","","","","","51","59","55","37","25","33","26",
"배임","도봉","범죄 발생지","","","","","","","","","","","","24","46","45","33","20","19","29",
"배임","노원","범죄 발생지","","","","","","","","","","","","57","51","45","60","45","48","44",
"배임","은평","범죄 발생지","","","","","","","","","","","","50","69","37","32","47","39","23",
"배임","서대문","범죄 발생지","","","","","","","","","","","","44","41","37","48","34","38","34",
"배임","마포","범죄 발생지","","","","","","","","","","","","56","45","51","30","37","55","52",
"배임","양천","범죄 발생지","","","","","","","","","","","","67","86","62","61","55","64","48",
"배임","강서","범죄 발생지","","","","","","","","","","","","78","70","63","54","46","46","56",
"배임","구로","범죄 발생지","","","","","","","","","","","","50","41","53","65","43","47","64",
"배임","금천","범죄 발생지","","","","","","","","","","","","26","30","26","24","26","17","31",
"배임","영등포","범죄 발생지","","","","","","","","","","","","80","76","108","93","80","74","75",
"배임","동작","범죄 발생지","","","","","","","","","","","","32","43","43","35","51","48","41",
"배임","관악","범죄 발생지","","","","","","","","","","","","42","36","24","55","39","38","30",
"배임","서초","범죄 발생지","","","","","","","","","","","","193","193","155","157","156","184","184",
"배임","강남","범죄 발생지","","","","","","","","","","","","207","225","167","186","193","261","220",
"배임","송파","범죄 발생지","","","","","","","","","","","","76","66","59","63","60","74","91",
