"범죄별","발생지별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"증뢰","영등포","범죄 발생지","","","","","","","","","","","","1","3","-","2","3","4","4",
"증뢰","동작","범죄 발생지","","","","","","","","","","","","","3","-","-","1","-","1",
"증뢰","관악","범죄 발생지","","","","","","","","","","","","3","2","-","1","2","1","3",
"증뢰","서초","범죄 발생지","","","","","","","","","","","","9","8","7","1","1","2","1",
"증뢰","강남","범죄 발생지","","","","","","","","","","","","12","6","7","7","2","6","10",
"증뢰","송파","범죄 발생지","","","","","","","","","","","","2","8","3","2","3","9","5",
"증뢰","강동","범죄 발생지","","","","","","","","","","","","4","1","-","1","1","2","1",
"증뢰","중구","범죄 발생지","","","","","","","","","","","","3","","16","-","2","1","-",
"증뢰","서구","범죄 발생지","","","","","","","","","","","","3","","-","-","-","-","-",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","2","2","2","1","1","-","-",
"증뢰","영도","범죄 발생지","","","","","","","","","","","","1","","-","1","-","-","-",
"증뢰","부산진","범죄 발생지","","","","","","","","","","","","7","","1","1","-","2","1",
"증뢰","동래","범죄 발생지","","","","","","","","","","","","2","2","3","1","1","-","-",
"증뢰","남구","범죄 발생지","","","","","","","","","","","","5","1","-","1","1","-","1",
"증뢰","북구","범죄 발생지","","","","","","","","","","","","2","","1","3","-","1","-",
"증뢰","해운대","범죄 발생지","","","","","","","","","","","","5","3","2","-","2","-","1",
"증뢰","사하","범죄 발생지","","","","","","","","","","","","1","","1","1","1","2","4",
"증뢰","금정","범죄 발생지","","","","","","","","","","","","1","","-","1","-","1","2",
"증뢰","강서","범죄 발생지","","","","","","","","","","","","","4","2","-","-","1","1",
"증뢰","연제","범죄 발생지","","","","","","","","","","","","3","","1","1","1","-","3",
"증뢰","수영","범죄 발생지","","","","","","","","","","","","","","-","-","-","1","1",
"증뢰","사상","범죄 발생지","","","","","","","","","","","","1","4","1","1","-","1","-",
"증뢰","기장군","범죄 발생지","","","","","","","","","","","","1","","1","-","-","1","-",
"증뢰","중구","범죄 발생지","","","","","","","","","","","","1","2","-","-","-","-","4",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","1","6","-","-","-","-","-",
"증뢰","서구","범죄 발생지","","","","","","","","","","","","2","","-","-","-","-","-",
"증뢰","남구","범죄 발생지","","","","","","","","","","","","1","","-","-","-","-","-",
"증뢰","북구","범죄 발생지","","","","","","","","","","","","1","1","2","-","2","1","-",
"증뢰","수성","범죄 발생지","","","","","","","","","","","","1","3","2","1","1","-","2",
"증뢰","달서","범죄 발생지","","","","","","","","","","","","3","3","-","2","-","1","-",
"증뢰","달성군","범죄 발생지","","","","","","","","","","","","2","2","1","-","-","-","-",
"증뢰","중구","범죄 발생지","","","","","","","","","","","","3","3","3","-","1","-","3",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","2","1","-","2","-","-","-",
"증뢰","서구","범죄 발생지","","","","","","","","","","","","4","4","2","1","-","-","2",
"증뢰","미추홀","범죄 발생지","","","","","","","","","","","","2","6","5","1","4","1","-",
"증뢰","연수","범죄 발생지","","","","","","","","","","","","2","1","3","1","-","1","-",
"증뢰","남동","범죄 발생지","","","","","","","","","","","","8","1","2","3","3","4","5",
"증뢰","부평","범죄 발생지","","","","","","","","","","","","1","2","2","3","-","-","2",
"증뢰","계양","범죄 발생지","","","","","","","","","","","","7","","1","3","-","-","-",
"증뢰","강화군","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"증뢰","옹진군","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","1","","-","1","1","-","-",
"증뢰","서구","범죄 발생지","","","","","","","","","","","","","2","-","2","-","1","2",
"증뢰","남구","범죄 발생지","","","","","","","","","","","","1","","1","-","-","-","-",
"증뢰","북구","범죄 발생지","","","","","","","","","","","","3","5","4","-","4","-","3",
"증뢰","광산","범죄 발생지","","","","","","","","","","","","","1","1","-","-","1","1",
"증뢰","중구","범죄 발생지","","","","","","","","","","","","2","1","-","1","-","-","-",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","1","1","-","-","-","-","-",
"증뢰","서구","범죄 발생지","","","","","","","","","","","","2","3","5","-","1","1","1",
"증뢰","유성","범죄 발생지","","","","","","","","","","","","6","1","-","1","1","1","1",
"증뢰","대덕","범죄 발생지","","","","","","","","","","","","","2","-","-","-","-","1",
"증뢰","중구","범죄 발생지","","","","","","","","","","","","3","","-","-","2","-","-",
"증뢰","동구","범죄 발생지","","","","","","","","","","","","","","-","-","1","-","1",
"증뢰","남구","범죄 발생지","","","","","","","","","","","","3","","2","2","4","1","3",
"증뢰","북구","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"증뢰","울주군","범죄 발생지","","","","","","","","","","","","","1","1","1","-","1","-",
"간통","종로","범죄 발생지","","","","","","","","","","","","13","8","10","15","11","11","4",
"간통","중구","범죄 발생지","","","","","","","","","","","","31","10","11","13","9","7","3",
"간통","용산","범죄 발생지","","","","","","","","","","","","11","23","16","11","7","14","9",
"간통","성동","범죄 발생지","","","","","","","","","","","","21","12","16","22","7","7","8",
"간통","광진","범죄 발생지","","","","","","","","","","","","43","27","9","22","11","16","17",
"간통","동대문","범죄 발생지","","","","","","","","","","","","39","19","22","17","11","21","13",
"간통","중랑","범죄 발생지","","","","","","","","","","","","26","22","28","21","18","18","12",
"간통","성북","범죄 발생지","","","","","","","","","","","","30","14","18","21","16","8","8",
"간통","강북","범죄 발생지","","","","","","","","","","","","44","30","30","18","18","14","11",
"간통","도봉","범죄 발생지","","","","","","","","","","","","27","17","20","15","10","12","9",
"간통","노원","범죄 발생지","","","","","","","","","","","","31","24","29","24","19","18","10",
"간통","은평","범죄 발생지","","","","","","","","","","","","34","27","19","21","15","17","11",
"간통","서대문","범죄 발생지","","","","","","","","","","","","19","23","19","21","16","14","7",
"간통","마포","범죄 발생지","","","","","","","","","","","","24","16","19","22","17","11","11",
"간통","양천","범죄 발생지","","","","","","","","","","","","32","39","24","25","16","23","13",
"간통","강서","범죄 발생지","","","","","","","","","","","","58","42","35","20","31","29","23",
"간통","구로","범죄 발생지","","","","","","","","","","","","24","17","16","27","16","14","14",
"간통","금천","범죄 발생지","","","","","","","","","","","","15","16","13","12","5","11","9",
"간통","영등포","범죄 발생지","","","","","","","","","","","","27","20","28","21","15","15","20",
"간통","동작","범죄 발생지","","","","","","","","","","","","13","16","12","19","13","10","6",
"간통","관악","범죄 발생지","","","","","","","","","","","","38","30","24","16","24","17","21",
"간통","서초","범죄 발생지","","","","","","","","","","","","33","36","35","42","22","21","9",
"간통","강남","범죄 발생지","","","","","","","","","","","","39","46","38","48","30","29","21",
"간통","송파","범죄 발생지","","","","","","","","","","","","39","35","34","43","30","23","15",
"간통","강동","범죄 발생지","","","","","","","","","","","","31","19","32","29","23","28","13",
"간통","중구","범죄 발생지","","","","","","","","","","","","6","5","6","8","6","4","3",
"간통","서구","범죄 발생지","","","","","","","","","","","","60","32","18","13","8","6","2",
"간통","동구","범죄 발생지","","","","","","","","","","","","26","18","14","4","1","5","7",
"간통","영도","범죄 발생지","","","","","","","","","","","","7","8","4","5","7","5","2",
"간통","부산진","범죄 발생지","","","","","","","","","","","","38","31","27","19","21","16","13",
"간통","동래","범죄 발생지","","","","","","","","","","","","25","25","18","21","13","17","17",
"간통","남구","범죄 발생지","","","","","","","","","","","","39","21","25","15","11","6","10",
"간통","북구","범죄 발생지","","","","","","","","","","","","38","34","28","19","13","15","15",
"간통","해운대","범죄 발생지","","","","","","","","","","","","36","35","39","35","32","34","22",
"간통","사하","범죄 발생지","","","","","","","","","","","","27","15","13","10","11","18","7",
"간통","금정","범죄 발생지","","","","","","","","","","","","20","14","19","14","9","10","5",
"간통","강서","범죄 발생지","","","","","","","","","","","","9","6","6","8","2","9","2",
"간통","연제","범죄 발생지","","","","","","","","","","","","24","15","5","11","10","5","6",
"간통","수영","범죄 발생지","","","","","","","","","","","","16","13","11","12","10","6","5",
"간통","사상","범죄 발생지","","","","","","","","","","","","32","23","18","20","19","14","11",
"간통","기장군","범죄 발생지","","","","","","","","","","","","9","5","5","7","3","2","5",
"간통","중구","범죄 발생지","","","","","","","","","","","","3","8","9","5","4","3","6",
"간통","동구","범죄 발생지","","","","","","","","","","","","38","47","30","23","29","22","15",
"간통","서구","범죄 발생지","","","","","","","","","","","","30","24","13","16","11","13","7",
"간통","남구","범죄 발생지","","","","","","","","","","","","10","10","13","12","6","8","5",
"간통","북구","범죄 발생지","","","","","","","","","","","","18","24","31","23","18","25","13",
"간통","수성","범죄 발생지","","","","","","","","","","","","38","27","20","21","24","15","15",
"간통","달서","범죄 발생지","","","","","","","","","","","","58","52","42","39","33","35","24",
"간통","달성군","범죄 발생지","","","","","","","","","","","","14","11","3","7","6","4","4",
"간통","중구","범죄 발생지","","","","","","","","","","","","9","9","12","10","5","3","2",
"간통","동구","범죄 발생지","","","","","","","","","","","","5","3","1","1","4","2","-",
"간통","서구","범죄 발생지","","","","","","","","","","","","28","26","17","18","16","13","12",
"간통","미추홀","범죄 발생지","","","","","","","","","","","","40","19","25","29","13","12","8",
"간통","연수","범죄 발생지","","","","","","","","","","","","42","22","17","13","10","15","7",
"간통","남동","범죄 발생지","","","","","","","","","","","","34","32","17","20","19","21","12",
"간통","부평","범죄 발생지","","","","","","","","","","","","78","34","28","23","17","13","11",
"간통","계양","범죄 발생지","","","","","","","","","","","","36","26","24","19","14","17","12",
"간통","강화군","범죄 발생지","","","","","","","","","","","","3","9","-","4","6","4","2",
"간통","옹진군","범죄 발생지","","","","","","","","","","","","","1","6","4","2","2","2",
"간통","동구","범죄 발생지","","","","","","","","","","","","9","13","3","10","8","3","2",
"간통","서구","범죄 발생지","","","","","","","","","","","","6","12","15","35","17","16","5",
"간통","남구","범죄 발생지","","","","","","","","","","","","8","6","4","14","10","9","2",
"간통","북구","범죄 발생지","","","","","","","","","","","","21","29","9","26","22","24","7",
"간통","광산","범죄 발생지","","","","","","","","","","","","35","25","12","22","20","21","11",
"간통","중구","범죄 발생지","","","","","","","","","","","","8","16","7","20","13","20","7",
"간통","동구","범죄 발생지","","","","","","","","","","","","19","14","4","12","12","6","7",
"간통","서구","범죄 발생지","","","","","","","","","","","","32","25","9","47","13","25","5",
"간통","유성","범죄 발생지","","","","","","","","","","","","4","7","8","12","17","14","3",
"간통","대덕","범죄 발생지","","","","","","","","","","","","9","15","8","14","9","8","1",
"간통","중구","범죄 발생지","","","","","","","","","","","","12","19","17","14","10","7","5",
"간통","동구","범죄 발생지","","","","","","","","","","","","9","18","12","13","3","5","3",
"간통","남구","범죄 발생지","","","","","","","","","","","","50","40","41","27","31","23","17",
"간통","북구","범죄 발생지","","","","","","","","","","","","6","11","11","9","6","9","3",
"간통","울주군","범죄 발생지","","","","","","","","","","","","13","16","15","12","11","9","11",
"혼인빙자간음","종로","범죄 발생지","","","","","","","","","","","","8","4","3","6","3","3","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","9","8","3","2","3","2","-",
"혼인빙자간음","용산","범죄 발생지","","","","","","","","","","","","7","5","7","3","9","10","-",
"혼인빙자간음","성동","범죄 발생지","","","","","","","","","","","","11","3","6","4","3","1","-",
"혼인빙자간음","광진","범죄 발생지","","","","","","","","","","","","7","8","6","6","7","7","-",
"혼인빙자간음","동대문","범죄 발생지","","","","","","","","","","","","11","11","6","6","6","8","2",
"혼인빙자간음","중랑","범죄 발생지","","","","","","","","","","","","11","13","13","9","5","8","1",
"혼인빙자간음","성북","범죄 발생지","","","","","","","","","","","","12","2","11","4","4","3","1",
"혼인빙자간음","강북","범죄 발생지","","","","","","","","","","","","8","5","5","8","8","2","-",
"혼인빙자간음","도봉","범죄 발생지","","","","","","","","","","","","5","5","4","8","1","3","-",
"혼인빙자간음","노원","범죄 발생지","","","","","","","","","","","","13","8","11","2","1","4","-",
"혼인빙자간음","은평","범죄 발생지","","","","","","","","","","","","13","6","9","4","10","5","-",
"혼인빙자간음","서대문","범죄 발생지","","","","","","","","","","","","12","8","9","5","7","5","-",
"혼인빙자간음","마포","범죄 발생지","","","","","","","","","","","","9","7","7","13","5","3","-",
"혼인빙자간음","양천","범죄 발생지","","","","","","","","","","","","12","8","12","4","10","4","-",
"혼인빙자간음","강서","범죄 발생지","","","","","","","","","","","","14","13","10","6","10","6","-",
"혼인빙자간음","구로","범죄 발생지","","","","","","","","","","","","6","5","3","4","9","1","-",
"혼인빙자간음","금천","범죄 발생지","","","","","","","","","","","","5","8","1","-","1","1","-",
"혼인빙자간음","영등포","범죄 발생지","","","","","","","","","","","","7","7","6","3","4","2","-",
"혼인빙자간음","동작","범죄 발생지","","","","","","","","","","","","9","5","8","7","3","3","-",
"혼인빙자간음","관악","범죄 발생지","","","","","","","","","","","","10","5","11","5","8","6","1",
"혼인빙자간음","서초","범죄 발생지","","","","","","","","","","","","19","17","18","19","10","15","1",
"혼인빙자간음","강남","범죄 발생지","","","","","","","","","","","","36","22","24","26","24","18","2",
"혼인빙자간음","송파","범죄 발생지","","","","","","","","","","","","9","10","19","9","7","12","1",
"혼인빙자간음","강동","범죄 발생지","","","","","","","","","","","","11","4","2","2","5","6","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","4","2","1","1","2","-","-",
"혼인빙자간음","서구","범죄 발생지","","","","","","","","","","","","12","3","-","1","2","-","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","8","5","2","5","-","2","-",
"혼인빙자간음","영도","범죄 발생지","","","","","","","","","","","","3","3","1","4","-","-","-",
"혼인빙자간음","부산진","범죄 발생지","","","","","","","","","","","","8","8","8","7","7","7","-",
"혼인빙자간음","동래","범죄 발생지","","","","","","","","","","","","3","2","4","4","3","2","-",
"혼인빙자간음","남구","범죄 발생지","","","","","","","","","","","","12","6","2","6","3","5","-",
"혼인빙자간음","북구","범죄 발생지","","","","","","","","","","","","14","9","7","5","2","3","-",
"혼인빙자간음","해운대","범죄 발생지","","","","","","","","","","","","14","14","6","8","11","6","1",
"혼인빙자간음","사하","범죄 발생지","","","","","","","","","","","","5","4","5","3","8","4","-",
"혼인빙자간음","금정","범죄 발생지","","","","","","","","","","","","4","4","10","4","3","2","-",
"혼인빙자간음","강서","범죄 발생지","","","","","","","","","","","","","","-","1","-","-","-",
"혼인빙자간음","연제","범죄 발생지","","","","","","","","","","","","3","1","2","2","2","1","1",
"혼인빙자간음","수영","범죄 발생지","","","","","","","","","","","","1","4","5","2","-","2","-",
"혼인빙자간음","사상","범죄 발생지","","","","","","","","","","","","","6","5","1","3","3","1",
"혼인빙자간음","기장군","범죄 발생지","","","","","","","","","","","","","1","-","1","-","-","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","4","2","5","4","1","4","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","11","2","3","3","2","4","1",
"혼인빙자간음","서구","범죄 발생지","","","","","","","","","","","","2","1","2","2","2","-","-",
"혼인빙자간음","남구","범죄 발생지","","","","","","","","","","","","2","5","3","1","2","1","-",
"혼인빙자간음","북구","범죄 발생지","","","","","","","","","","","","4","2","3","4","2","1","-",
"혼인빙자간음","수성","범죄 발생지","","","","","","","","","","","","11","4","7","4","3","3","-",
"혼인빙자간음","달서","범죄 발생지","","","","","","","","","","","","8","8","8","7","10","9","-",
"혼인빙자간음","달성군","범죄 발생지","","","","","","","","","","","","2","1","-","-","-","-","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","4","2","1","-","1","-","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","","1","-","1","-","-","-",
"혼인빙자간음","서구","범죄 발생지","","","","","","","","","","","","7","1","5","1","1","1","-",
"혼인빙자간음","미추홀","범죄 발생지","","","","","","","","","","","","7","6","5","4","5","5","-",
"혼인빙자간음","연수","범죄 발생지","","","","","","","","","","","","7","2","4","1","2","2","-",
"혼인빙자간음","남동","범죄 발생지","","","","","","","","","","","","7","6","5","3","4","6","-",
"혼인빙자간음","부평","범죄 발생지","","","","","","","","","","","","11","4","4","4","3","6","-",
"혼인빙자간음","계양","범죄 발생지","","","","","","","","","","","","4","4","-","5","1","2","-",
"혼인빙자간음","강화군","범죄 발생지","","","","","","","","","","","","","","-","-","-","1","-",
"혼인빙자간음","옹진군","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","3","5","3","3","1","1","-",
"혼인빙자간음","서구","범죄 발생지","","","","","","","","","","","","2","5","3","4","9","4","-",
"혼인빙자간음","남구","범죄 발생지","","","","","","","","","","","","1","1","2","1","5","5","-",
"혼인빙자간음","북구","범죄 발생지","","","","","","","","","","","","5","6","1","3","1","7","-",
"혼인빙자간음","광산","범죄 발생지","","","","","","","","","","","","5","7","4","3","2","4","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","3","7","4","1","3","4","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","6","2","2","2","3","4","-",
"혼인빙자간음","서구","범죄 발생지","","","","","","","","","","","","1","6","9","9","6","3","1",
"혼인빙자간음","유성","범죄 발생지","","","","","","","","","","","","1","6","2","9","2","1","-",
"혼인빙자간음","대덕","범죄 발생지","","","","","","","","","","","","1","1","-","2","-","-","-",
"혼인빙자간음","중구","범죄 발생지","","","","","","","","","","","","4","2","2","3","-","3","-",
"혼인빙자간음","동구","범죄 발생지","","","","","","","","","","","","2","1","2","-","3","1","-",
"혼인빙자간음","남구","범죄 발생지","","","","","","","","","","","","4","7","5","5","12","2","-",
"혼인빙자간음","북구","범죄 발생지","","","","","","","","","","","","2","1","-","1","1","1","-",
"혼인빙자간음","울주군","범죄 발생지","","","","","","","","","","","","2","3","1","1","1","1","-",
"도박과 복표","종로","범죄 발생지","","","","","","","","","","","","50","50","92","96","124","120","85",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","62","50","101","87","92","443","103",
"도박과 복표","용산","범죄 발생지","","","","","","","","","","","","32","35","110","32","36","121","34",
"도박과 복표","성동","범죄 발생지","","","","","","","","","","","","37","32","95","73","72","151","47",
"도박과 복표","광진","범죄 발생지","","","","","","","","","","","","22","22","186","43","58","163","66",
"도박과 복표","동대문","범죄 발생지","","","","","","","","","","","","103","100","135","93","78","183","65",
"도박과 복표","중랑","범죄 발생지","","","","","","","","","","","","33","38","172","116","121","288","142",
"도박과 복표","성북","범죄 발생지","","","","","","","","","","","","79","44","190","75","170","308","47",
"도박과 복표","강북","범죄 발생지","","","","","","","","","","","","45","35","196","41","53","169","66",
"도박과 복표","도봉","범죄 발생지","","","","","","","","","","","","20","15","84","43","46","100","50",
"도박과 복표","노원","범죄 발생지","","","","","","","","","","","","23","29","102","49","31","124","62",
"도박과 복표","은평","범죄 발생지","","","","","","","","","","","","36","45","146","72","66","121","77",
"도박과 복표","서대문","범죄 발생지","","","","","","","","","","","","47","41","60","60","54","132","42",
"도박과 복표","마포","범죄 발생지","","","","","","","","","","","","26","38","104","57","63","153","51",
"도박과 복표","양천","범죄 발생지","","","","","","","","","","","","25","31","201","76","63","269","49",
"도박과 복표","강서","범죄 발생지","","","","","","","","","","","","47","49","112","91","122","393","89",
"도박과 복표","구로","범죄 발생지","","","","","","","","","","","","55","92","139","68","266","283","92",
"도박과 복표","금천","범죄 발생지","","","","","","","","","","","","41","24","61","57","89","117","44",
"도박과 복표","영등포","범죄 발생지","","","","","","","","","","","","64","62","157","94","114","393","268",
"도박과 복표","동작","범죄 발생지","","","","","","","","","","","","21","18","100","41","181","144","93",
"도박과 복표","관악","범죄 발생지","","","","","","","","","","","","69","47","177","83","119","252","102",
"도박과 복표","서초","범죄 발생지","","","","","","","","","","","","44","30","181","84","63","334","107",
"도박과 복표","강남","범죄 발생지","","","","","","","","","","","","64","47","224","120","105","529","161",
"도박과 복표","송파","범죄 발생지","","","","","","","","","","","","77","49","133","80","91","309","87",
"도박과 복표","강동","범죄 발생지","","","","","","","","","","","","42","29","122","74","100","169","62",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","20","15","27","21","30","35","190",
"도박과 복표","서구","범죄 발생지","","","","","","","","","","","","27","18","30","17","76","321","93",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","32","19","57","20","41","274","321",
"도박과 복표","영도","범죄 발생지","","","","","","","","","","","","20","11","17","15","26","439","58",
"도박과 복표","부산진","범죄 발생지","","","","","","","","","","","","64","60","101","48","77","450","128",
"도박과 복표","동래","범죄 발생지","","","","","","","","","","","","42","26","59","34","53","443","86",
"도박과 복표","남구","범죄 발생지","","","","","","","","","","","","65","37","58","36","78","177","51",
"도박과 복표","북구","범죄 발생지","","","","","","","","","","","","40","23","37","15","226","292","38",
"도박과 복표","해운대","범죄 발생지","","","","","","","","","","","","34","25","70","63","304","502","314",
"도박과 복표","사하","범죄 발생지","","","","","","","","","","","","46","16","63","41","46","77","45",
"도박과 복표","금정","범죄 발생지","","","","","","","","","","","","33","22","109","27","52","389","251",
"도박과 복표","강서","범죄 발생지","","","","","","","","","","","","16","15","13","12","25","38","41",
"도박과 복표","연제","범죄 발생지","","","","","","","","","","","","30","30","41","21","37","192","47",
"도박과 복표","수영","범죄 발생지","","","","","","","","","","","","39","18","37","14","14","51","20",
"도박과 복표","사상","범죄 발생지","","","","","","","","","","","","54","38","119","23","219","390","95",
"도박과 복표","기장군","범죄 발생지","","","","","","","","","","","","26","12","20","22","16","21","11",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","27","19","36","20","19","39","21",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","53","43","159","101","72","192","62",
"도박과 복표","서구","범죄 발생지","","","","","","","","","","","","67","52","117","114","90","122","52",
"도박과 복표","남구","범죄 발생지","","","","","","","","","","","","38","25","81","45","36","114","35",
"도박과 복표","북구","범죄 발생지","","","","","","","","","","","","61","31","180","80","103","175","64",
"도박과 복표","수성","범죄 발생지","","","","","","","","","","","","43","27","167","63","63","268","63",
"도박과 복표","달서","범죄 발생지","","","","","","","","","","","","80","38","128","100","93","224","120",
"도박과 복표","달성군","범죄 발생지","","","","","","","","","","","","37","40","3","45","44","70","31",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","29","34","57","35","41","71","46",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","17","16","18","13","14","38","9",
"도박과 복표","서구","범죄 발생지","","","","","","","","","","","","52","54","161","66","52","144","55",
"도박과 복표","미추홀","범죄 발생지","","","","","","","","","","","","59","79","194","83","70","168","74",
"도박과 복표","연수","범죄 발생지","","","","","","","","","","","","21","13","76","46","45","204","43",
"도박과 복표","남동","범죄 발생지","","","","","","","","","","","","97","72","183","111","72","169","75",
"도박과 복표","부평","범죄 발생지","","","","","","","","","","","","105","84","200","120","76","234","91",
"도박과 복표","계양","범죄 발생지","","","","","","","","","","","","29","32","75","64","96","137","71",
"도박과 복표","강화군","범죄 발생지","","","","","","","","","","","","6","26","2","11","11","21","20",
"도박과 복표","옹진군","범죄 발생지","","","","","","","","","","","","2","2","2","2","-","6","9",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","21","13","54","33","17","44","10",
"도박과 복표","서구","범죄 발생지","","","","","","","","","","","","36","16","151","88","50","152","18",
"도박과 복표","남구","범죄 발생지","","","","","","","","","","","","15","21","45","37","30","79","48",
"도박과 복표","북구","범죄 발생지","","","","","","","","","","","","55","65","143","82","69","161","44",
"도박과 복표","광산","범죄 발생지","","","","","","","","","","","","40","29","68","110","79","143","32",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","31","35","29","60","42","148","39",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","39","26","49","49","28","103","9",
"도박과 복표","서구","범죄 발생지","","","","","","","","","","","","17","31","60","64","75","1124","183",
"도박과 복표","유성","범죄 발생지","","","","","","","","","","","","","7","16","24","31","96","18",
"도박과 복표","대덕","범죄 발생지","","","","","","","","","","","","23","26","38","57","65","85","14",
"도박과 복표","중구","범죄 발생지","","","","","","","","","","","","41","53","56","41","44","101","48",
"도박과 복표","동구","범죄 발생지","","","","","","","","","","","","46","33","54","40","45","65","36",
"도박과 복표","남구","범죄 발생지","","","","","","","","","","","","79","68","192","83","78","186","86",
"도박과 복표","북구","범죄 발생지","","","","","","","","","","","","10","21","50","19","33","59","29",
"도박과 복표","울주군","범죄 발생지","","","","","","","","","","","","48","25","41","30","36","94","48",
"신앙","종로","범죄 발생지","","","","","","","","","","","","","","-","1","4","1","1",
"신앙","중구","범죄 발생지","","","","","","","","","","","","3","","-","-","-","1","-",
"신앙","용산","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","성동","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","1",
"신앙","광진","범죄 발생지","","","","","","","","","","","","2","1","-","-","-","-","-",
"신앙","동대문","범죄 발생지","","","","","","","","","","","","1","","1","-","3","3","1",
"신앙","중랑","범죄 발생지","","","","","","","","","","","","","","-","1","-","2","1",
"신앙","성북","범죄 발생지","","","","","","","","","","","","2","","1","1","1","1","-",
"신앙","강북","범죄 발생지","","","","","","","","","","","","","1","-","2","-","-","2",
"신앙","도봉","범죄 발생지","","","","","","","","","","","","2","2","-","-","-","-","-",
"신앙","노원","범죄 발생지","","","","","","","","","","","","1","1","1","-","1","-","2",
"신앙","은평","범죄 발생지","","","","","","","","","","","","1","1","-","1","-","-","-",
"신앙","서대문","범죄 발생지","","","","","","","","","","","","1","4","2","1","-","-","-",
"신앙","마포","범죄 발생지","","","","","","","","","","","","","","-","1","-","-","-",
"신앙","양천","범죄 발생지","","","","","","","","","","","","5","","1","-","-","-","-",
"신앙","강서","범죄 발생지","","","","","","","","","","","","","2","-","1","1","-","-",
"신앙","구로","범죄 발생지","","","","","","","","","","","","","1","-","1","1","-","-",
"신앙","금천","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","영등포","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","동작","범죄 발생지","","","","","","","","","","","","","1","-","2","-","3","-",
"신앙","관악","범죄 발생지","","","","","","","","","","","","","1","-","3","2","-","1",
"신앙","서초","범죄 발생지","","","","","","","","","","","","","","1","2","1","-","1",
"신앙","강남","범죄 발생지","","","","","","","","","","","","1","1","1","-","1","-","-",
"신앙","송파","범죄 발생지","","","","","","","","","","","","","","1","3","-","-","1",
"신앙","강동","범죄 발생지","","","","","","","","","","","","","1","-","1","-","-","2",
"신앙","중구","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","서구","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","동구","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","영도","범죄 발생지","","","","","","","","","","","","","","1","-","-","-","-",
"신앙","부산진","범죄 발생지","","","","","","","","","","","","1","","-","1","-","1","-",
"신앙","동래","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","남구","범죄 발생지","","","","","","","","","","","","","1","1","-","-","1","-",
"신앙","북구","범죄 발생지","","","","","","","","","","","","","","-","-","1","-","-",
"신앙","해운대","범죄 발생지","","","","","","","","","","","","","2","-","6","-","1","-",
"신앙","사하","범죄 발생지","","","","","","","","","","","","1","","1","2","-","-","1",
"신앙","금정","범죄 발생지","","","","","","","","","","","","1","1","-","-","-","-","-",
"신앙","강서","범죄 발생지","","","","","","","","","","","","1","","-","-","1","-","-",
"신앙","연제","범죄 발생지","","","","","","","","","","","","","","-","-","-","-","-",
"신앙","수영","범죄 발생지","","","","","","","","","","","","","1","3","-","-","-","-",
