"강력범죄",강제추행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14778,1098,940,7,4030,11,87,183,14,264,137,1204,1774,370,52,9,10,315,613,1155,54,224,187,15,190,40,37,1,4,2,1,139,139,54,1418,14611,902,790,11,3324,9,66,158,13,175,75,671,1639,411,33,6,6,222,610,860,50,180,227,6,179,39,26,1,5,3,2,110,66,43,3693,15059,900,842,18,3121,15,56,157,5,152,89,656,1636,396,32,9,7,270,788,793,51,222,249,8,208,46,36,1,7,7,1,106,72,39,4064,16054,887,851,12,3218,9,55,176,7,187,117,612,1906,414,46,11,7,293,786,957,53,222,276,13,220,38,34,1,11,7,3,96,66,46,4417,17947,1060,840,15,3390,19,54,218,13,237,97,670,2170,406,46,8,14,359,1046,972,72,224,317,11,238,45,26,3,15,7,-,101,61,44,5149,17053,1347,1053,20,3071,32,110,285,19,309,211,1039,3456,490,40,12,12,432,840,1260,98,243,340,11,245,57,28,1,16,11,1,121,84,58,1701,17120,1477,934,17,3108,25,92,275,19,399,210,1039,3682,456,52,17,11,420,876,1285,107,239,338,12,327,61,27,3,12,9,-,114,70,59,1348,15344,1492,1012,7,2772,25,101,283,14,384,205,827,3383,507,43,17,11,296,505,1123,90,193,190,19,338,43,21,6,17,11,1,121,76,53,1158,13962,1761,1096,16,2602,21,117,226,14,378,153,803,1865,608,64,11,10,321,604,904,93,191,251,10,376,31,30,2,12,7,2,98,66,31,1188,15864,1619,983,11,3098,34,86,277,11,373,150,843,2803,529,44,12,9,313,720,1017,95,258,340,18,301,45,32,2,20,8,-,114,65,37,1597
"강력범죄",기타 강간·강제추행등,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1647,425,474,-,92,-,1,5,-,9,3,299,56,16,2,-,-,3,-,40,3,16,20,-,18,4,9,-,-,-,2,11,40,1,98,991,234,280,-,48,-,2,3,-,9,5,137,28,6,-,-,4,2,2,17,-,9,13,1,1,2,4,-,-,-,-,8,16,1,159,558,97,164,-,37,-,1,-,-,4,1,82,13,4,-,-,1,-,-,9,1,6,3,-,2,6,2,-,-,-,-,6,14,1,104,408,86,93,-,33,-,-,-,-,3,4,59,16,2,-,-,-,-,-,10,-,2,6,-,1,2,4,-,-,-,1,4,5,-,77,304,64,80,-,17,-,2,-,-,3,-,31,9,1,-,-,-,-,-,9,1,8,5,-,3,-,3,-,-,-,-,1,8,-,59,356,96,92,-,24,-,-,-,-,2,5,53,13,5,-,-,-,1,-,15,-,4,5,-,2,3,2,-,-,-,-,2,8,2,22,325,88,96,-,15,-,1,-,-,6,1,49,12,-,-,-,1,-,1,3,-,5,6,-,2,3,4,-,-,-,-,2,8,1,21,237,77,64,-,15,-,-,1,-,-,1,39,11,-,-,-,-,-,-,1,-,-,4,-,-,-,1,-,-,-,-,3,4,-,16,238,78,71,-,8,-,1,1,-,2,1,28,8,1,-,-,-,-,-,3,-,1,2,-,1,1,2,-,-,-,-,4,3,-,22,225,71,54,-,16,-,-,-,-,2,2,27,12,4,-,-,1,-,-,3,-,3,4,-,2,-,-,-,-,-,-,1,6,-,17
"강력범죄",방화,2003,337,338,1,228,-,6,1,-,59,31,45,84,65,24,9,17,2,3,19,-,25,20,8,17,13,23,2,-,-,2,69,7,3,545,1900,210,278,-,195,2,3,1,-,27,29,24,44,63,16,15,12,4,1,10,3,8,10,4,12,16,9,1,-,-,-,55,6,2,840,1743,379,359,-,294,3,8,4,1,40,51,54,84,49,31,9,23,7,1,12,1,20,16,3,7,18,17,5,-,-,2,70,22,-,153,1723,261,321,1,210,2,4,1,2,18,30,26,65,47,21,4,9,8,5,3,1,17,5,-,16,16,11,1,-,-,-,47,24,2,545,1673,253,291,-,204,-,2,3,2,18,12,30,46,52,20,4,18,8,1,-,-,17,6,6,17,10,10,3,-,-,2,30,2,1,605,1502,208,272,-,202,1,-,2,1,12,14,19,43,46,10,10,10,2,-,4,-,19,4,2,9,14,9,2,-,-,1,34,4,1,547,1372,205,229,-,175,-,1,-,-,10,7,14,36,29,19,13,14,1,1,3,1,13,11,4,8,14,11,2,-,-,-,35,6,-,510,1691,352,350,-,227,-,1,6,1,27,26,28,69,48,23,12,13,4,2,6,-,11,9,4,20,14,17,212,-,-,1,51,18,-,139,1362,353,299,-,241,1,-,2,2,20,27,48,59,47,19,6,6,4,1,3,3,10,9,2,12,7,29,1,-,-,5,40,11,2,93,1228,291,319,-,181,2,3,3,-,20,31,46,56,47,13,10,8,3,1,5,-,13,11,5,13,13,13,2,-,-,-,33,9,2,75,1046,279,246,-,153,-,1,1,-,19,18,40,28,31,17,6,12,3,1,2,-,20,7,1,12,8,15,5,-,-,-,36,9,-,76,1233,331,274,1,207,-,5,6,1,31,26,41,36,36,14,6,10,7,1,2,3,11,5,5,15,2,15,4,-,-,2,32,8,3,93
"절도범죄",소계,281362,19657,26411,122,46213,1500,3875,2952,2947,11289,3094,8537,13686,6604,2909,3477,1927,803,569,3456,622,1033,2084,5666,2243,1428,2982,74,49,-,252,12518,336,2867,89180,290460,14800,20401,128,40448,1493,3475,2975,2757,9568,3131,10346,13331,4823,2139,2834,1493,902,577,3735,574,1533,3295,5519,2165,1134,2500,67,26,-,125,9786,463,3415,120502,288343,22706,30221,179,65598,2409,6400,5083,2992,16865,5237,15334,22647,6689,2658,4277,2199,1663,796,5953,921,2636,4251,7967,3172,1678,3721,54,20,1,169,15992,1037,5457,21361,266222,14333,19515,177,49527,1828,4718,4579,1966,9520,2998,6736,13952,6247,2412,2384,1424,1172,628,4924,458,1618,2117,6432,2077,1258,2705,40,34,1,94,11464,462,2987,85435,245853,11042,15565,133,45307,1928,5080,4351,2170,8850,2475,5165,12370,5462,1715,1890,1344,1186,645,5414,473,1462,1664,5819,1646,1151,2522,116,17,1,38,10325,483,2592,85452,203037,8774,13226,144,39355,1990,4890,4151,2104,9051,2311,4409,11738,3947,1075,1400,1163,1051,569,3084,416,1301,1337,4997,1592,1090,2338,83,11,5,41,8951,439,2365,63639,183757,7036,9044,144,36798,1816,4571,4160,1767,7787,1803,3558,9984,3091,1022,1309,883,983,481,2756,370,1186,1005,4276,1300,1051,2276,91,21,5,32,7117,531,1864,63639,176809,11515,11542,164,39952,2599,6279,5169,2413,13107,4099,6253,15443,3560,1200,1799,1175,1641,612,4937,670,1914,1441,5078,1619,988,2762,97,18,4,74,9022,986,2996,15681,186957,14344,11448,181,45539,3187,7673,5853,2693,14506,4677,6140,15699,3230,1064,1604,1321,1775,596,4073,760,2052,1774,4659,1762,1026,3264,67,17,2,82,9796,1083,3026,11984,179517,16697,10196,161,46861,2695,9273,5944,3065,13629,3951,4325,12641,3323,1264,1175,1068,1524,529,3767,486,1585,852,3660,1362,605,3536,94,12,4,58,10661,887,2051,11576,166409,16482,8535,99,46374,2142,9920,6143,3350,15031,3970,2666,7116,2282,972,1205,1179,1100,435,2840,364,1493,1026,2881,1139,440,3514,71,9,3,56,9891,727,1253,11701,182270,17196,8117,115,51945,2274,11703,6994,3536,17550,3927,2738,8323,2146,1123,1207,1010,1175,585,2924,426,1771,1250,2493,946,574,3362,46,15,4,52,10381,703,994,14665
"폭력범죄",소계,311945,15507,14865,292,92329,149,767,1207,173,4024,3018,4344,28931,7887,1361,986,165,1146,334,6821,277,2137,2110,297,1764,656,1519,214,72,8,158,10189,487,1063,106688,312579,13206,13668,236,76985,118,642,1197,127,2722,2037,3370,22776,6944,1207,852,122,959,232,5737,243,1949,2628,211,1526,581,1422,268,46,10,120,7355,448,814,141821,294188,22405,22712,317,127392,184,1161,2172,184,4418,3204,5265,36681,8722,1597,1225,193,1471,436,10220,392,2687,2177,380,2370,783,1772,168,35,9,95,12482,630,1164,19085,290079,16774,15930,273,109581,139,595,1617,93,2554,1616,2836,24774,7288,1239,877,163,859,307,1717,186,2306,1551,234,1921,715,1587,153,74,20,59,9494,216,576,81755,305947,21108,19272,433,109150,127,544,1543,72,2331,1404,2462,21277,6849,1257,803,174,702,221,1621,166,2248,1475,251,1793,622,1600,194,45,41,37,9211,203,565,96146,309394,22274,18764,475,109193,113,522,1659,71,2385,1244,2418,20755,6430,1184,953,145,711,294,1675,182,2101,1412,199,1818,514,1606,166,41,47,49,9345,232,651,99766,293086,21180,16413,330,105950,147,496,1614,80,2139,1267,2449,21112,6012,1036,992,176,800,323,1839,182,1926,1513,179,1729,631,1559,187,48,46,28,9410,211,547,90535,287611,36459,26393,335,109352,214,943,2501,161,3965,3297,5098,36332,7418,1410,1345,219,1601,680,4166,295,2218,1859,297,2524,1086,1705,228,73,45,64,11566,532,996,22234,287913,42880,27895,385,106735,192,895,2448,183,3783,3359,4984,36025,7256,1348,1251,223,1568,677,4149,316,2299,1962,308,2522,834,1853,186,74,48,61,11980,580,896,17758,265768,41192,25308,394,97005,172,930,2368,155,3596,2851,4584,30762,6617,1284,1169,241,1309,529,3902,257,1876,968,266,2194,501,1953,214,73,43,44,12190,474,728,19619,232661,43041,24346,379,81460,125,808,2071,146,3142,2392,5306,16823,5946,1279,1125,235,1105,450,3809,180,1835,1194,225,1917,463,1963,122,56,52,40,11227,363,546,18490,245286,41558,23092,395,86637,181,768,2167,148,3530,2366,5015,22795,5479,1176,1146,204,1235,568,3821,258,1827,1553,249,1823,444,1866,125,110,50,35,11213,454,497,22501
"폭력범죄",상해,67206,4049,3977,76,19830,52,160,234,57,880,713,1132,7677,2509,509,296,42,232,74,1752,91,565,712,37,523,171,262,25,12,2,39,1097,108,236,19075,62342,3375,3373,50,15615,42,133,189,33,583,499,816,5823,2073,464,277,37,193,47,1314,77,491,644,23,456,154,212,33,14,4,22,834,102,135,24205,55884,4525,4475,65,22452,51,227,351,37,791,631,1048,8101,2312,576,353,44,228,59,2056,86,600,606,52,626,187,231,19,9,2,15,1201,126,178,3564,50281,3373,3265,48,18320,33,110,218,28,471,374,653,5511,1912,440,251,38,181,43,294,48,514,484,20,539,124,200,20,14,4,15,873,46,78,11739,48005,3564,3385,47,16716,41,102,194,16,395,341,497,4498,1727,442,251,30,128,21,246,31,499,471,24,482,144,190,32,13,10,6,811,53,80,12518,50028,3966,3559,40,16759,24,102,188,16,452,299,523,5128,1608,419,277,33,131,24,233,42,496,480,17,412,102,211,35,9,10,9,825,54,77,13468,44611,3712,3000,46,14833,27,93,159,12,373,259,492,4779,1386,388,261,30,134,28,222,45,414,504,14,380,144,194,35,4,5,8,760,40,74,11756,39766,4903,3856,42,13802,20,119,236,25,468,426,741,6685,1450,407,319,42,174,58,306,65,411,525,22,441,187,124,34,10,10,7,901,75,80,2795,36858,5082,3557,52,12696,21,108,191,30,431,418,704,6539,1331,336,253,33,162,54,345,47,366,527,22,402,116,138,25,10,9,7,817,77,94,1858,32904,4657,3240,55,11451,20,108,184,13,416,386,586,5527,1212,308,231,38,147,31,250,38,326,220,22,351,73,158,23,2,11,9,747,60,78,1926,28453,4876,3014,50,9761,18,90,157,15,347,290,696,3378,1049,336,228,40,120,37,204,26,303,287,12,330,60,147,23,8,8,4,626,34,67,1812,26806,4160,2570,35,9150,13,88,126,12,339,248,581,3997,853,253,191,33,118,29,152,38,280,411,13,323,61,130,22,14,5,6,592,51,53,1859
"폭력범죄",폭행,126651,5864,5146,137,36848,61,332,623,76,1408,1083,1631,11695,2693,409,243,32,669,224,3311,75,862,504,69,753,152,155,55,44,3,23,1494,152,549,49276,130546,5078,5024,111,32285,52,291,656,54,996,680,1265,9186,2184,368,202,22,533,155,2850,84,780,715,46,661,144,154,58,25,2,23,1294,164,374,64030,128699,10220,9934,159,58072,83,579,1212,104,1685,1256,2141,16526,3456,535,401,45,941,320,5439,185,1286,700,80,1190,219,190,47,13,5,20,2233,255,663,8505,132920,7373,6344,111,52278,80,285,936,37,975,527,964,10638,2730,394,277,29,456,234,1147,86,1128,479,63,932,313,168,46,42,11,9,1865,88,321,41554,149278,10608,8753,135,54497,71,289,932,35,928,483,890,9849,2576,436,251,50,433,172,1108,79,1198,530,67,896,192,163,58,21,20,6,1971,66,282,51233,165803,12523,9647,120,58794,65,285,1052,35,1031,509,952,10941,2735,482,342,37,446,237,1182,96,1175,554,72,1019,185,187,50,23,26,7,2319,101,325,58249,159641,11825,8302,131,58348,98,286,1066,46,1026,539,1054,11904,2770,451,416,55,524,267,1357,101,1127,593,54,1062,211,169,78,37,27,2,2516,107,316,52776,159267,21747,14760,163,61152,143,638,1745,100,2059,1688,2305,22772,3784,742,685,81,1166,565,3381,166,1365,853,109,1656,488,224,75,46,21,15,3076,273,608,10616,157197,25179,15290,182,58944,125,565,1679,114,1919,1695,2188,22138,3632,705,596,88,1156,562,3267,209,1471,875,105,1664,392,215,61,51,30,14,3276,287,506,8017,139361,23335,13417,184,51704,108,597,1542,102,1768,1301,1801,18864,3304,687,576,95,925,449,3123,147,1105,418,96,1461,176,243,84,51,24,8,3148,244,393,7881,115942,23656,12716,206,41284,77,526,1365,81,1506,1071,1903,9270,2946,657,565,92,796,376,3090,97,1089,516,72,1239,172,241,54,36,31,8,2850,160,294,6900,125217,23017,12150,190,45258,134,476,1426,98,1701,1111,1829,13405,2897,639,623,92,856,490,3200,160,1070,758,100,1159,180,217,41,64,36,3,3018,194,257,8368
"폭력범죄",체포・감금,832,50,80,5,192,-,1,-,-,5,3,34,44,51,7,1,3,1,-,35,-,-,4,3,65,13,3,-,-,-,-,18,1,1,212,876,63,75,2,175,-,-,2,-,7,3,45,38,61,4,1,1,2,-,25,2,2,7,-,64,10,4,-,-,-,-,15,1,2,265,929,93,104,6,256,-,3,3,2,17,7,62,47,59,5,1,3,1,-,48,-,1,9,3,64,9,4,-,1,-,1,9,2,1,108,945,93,86,6,227,-,3,1,-,6,3,54,33,50,8,3,2,-,-,51,-,7,7,-,75,2,1,-,1,-,-,14,3,-,209,1028,90,102,5,247,-,4,-,1,7,6,40,44,50,6,-,2,3,-,56,3,3,12,1,58,7,4,1,-,2,-,16,2,2,254,1318,139,110,9,311,-,2,2,-,12,2,60,37,54,4,1,2,1,-,82,1,1,8,1,53,7,3,1,-,1,-,20,1,1,392,1439,178,123,8,306,-,1,1,1,9,2,42,51,63,5,2,3,4,-,74,-,-,7,-,37,8,5,-,-,-,1,38,2,1,467,1207,196,139,7,269,1,2,2,1,8,10,103,72,53,5,-,2,6,-,117,2,1,7,1,38,9,3,-,-,2,-,26,1,1,123,1243,234,149,6,259,1,-,4,1,8,8,111,67,69,4,-,2,5,1,128,2,5,8,1,35,6,2,-,-,-,-,16,7,2,102,1209,210,132,6,244,2,1,4,-,15,10,110,60,50,3,5,2,2,-,152,5,6,10,2,33,7,2,-,1,-,-,19,1,3,112,1165,259,141,6,209,-,1,5,1,14,2,103,51,59,4,3,-,3,-,139,-,3,3,1,28,5,5,-,-,-,-,13,-,4,103,1145,238,133,4,198,-,1,3,1,10,6,89,57,56,6,2,-,4,2,137,-,1,7,2,34,3,2,1,1,-,-,14,-,7,126
"폭력범죄",협박,3578,428,537,4,554,4,8,8,2,51,23,59,197,426,13,18,2,-,1,43,7,11,21,7,54,20,8,3,3,2,5,30,-,5,1024,4480,466,599,5,628,3,11,17,3,62,52,44,256,413,24,8,-,3,1,38,3,19,42,3,59,16,10,2,-,2,1,39,1,9,1641,4661,660,823,11,928,12,16,36,5,83,40,66,300,424,31,20,2,10,5,64,5,17,47,10,62,19,17,2,2,-,1,45,2,13,883,5187,620,757,3,894,8,13,39,6,68,57,53,298,457,18,16,2,15,3,25,2,25,42,4,76,25,19,1,-,4,1,45,1,11,1579,9187,1199,1288,88,1870,3,18,52,4,104,53,67,417,535,46,13,2,11,2,43,5,38,42,9,79,18,32,4,4,6,-,104,-,12,3019,15870,1841,1878,262,4483,6,39,97,4,152,60,98,745,608,52,31,5,14,10,55,3,63,64,8,132,35,47,2,3,6,2,158,2,14,4891,15499,1789,1676,112,4979,7,27,107,3,125,64,73,700,566,38,33,8,20,8,56,7,58,70,13,99,37,30,4,3,7,3,143,2,19,4613,17200,3288,2704,93,5045,11,49,175,9,223,129,180,1266,742,59,36,9,45,15,114,14,68,96,20,159,53,39,9,6,7,3,195,6,31,2302,21022,4431,3384,101,6367,16,75,196,6,246,152,207,1533,797,67,60,10,42,16,133,10,102,115,28,176,45,48,12,3,4,2,262,7,33,2336,21214,4511,3192,106,6526,11,75,241,11,271,144,191,1467,729,61,48,7,44,15,112,15,101,77,11,141,45,64,11,6,5,-,254,4,39,2679,21058,5052,3338,90,6111,9,54,208,10,281,154,195,1134,693,68,52,9,30,6,117,17,101,90,17,133,32,75,10,1,9,3,265,5,25,2664,21567,5246,3320,122,6160,8,56,231,9,283,151,209,1367,578,74,52,12,30,10,113,24,86,80,11,135,35,46,7,5,6,2,314,3,29,2753
"폭력범죄",약취・유인,266,20,27,-,99,-,1,1,-,1,1,20,6,3,-,-,-,5,1,2,-,6,9,-,2,2,-,-,-,-,-,3,1,-,56,200,18,21,-,62,-,-,-,-,1,1,17,4,3,-,-,-,1,1,2,-,1,6,-,2,3,-,-,-,-,-,-,1,-,56,188,21,29,-,62,-,-,1,-,1,-,14,2,5,1,-,-,7,-,3,-,5,11,-,3,-,-,-,-,-,-,3,2,2,16,198,22,21,-,66,-,1,-,-,2,1,8,4,3,-,-,-,7,-,4,-,1,9,1,2,1,1,-,-,-,-,2,-,-,42,190,20,18,-,66,-,-,-,-,1,-,8,3,1,-,-,-,5,-,5,-,3,6,-,7,2,-,-,-,-,-,1,-,-,44,201,26,16,-,80,-,-,-,1,2,1,11,11,-,-,-,-,1,-,4,-,3,5,-,3,1,-,-,-,-,-,1,1,-,34,206,23,11,-,76,-,-,-,1,1,-,8,6,1,-,-,-,4,1,1,-,3,14,-,1,1,1,-,-,-,-,2,-,-,51,187,26,11,-,83,-,-,-,-,1,3,4,2,4,-,-,-,5,-,4,-,1,15,-,3,-,1,-,-,-,-,1,-,1,22,250,41,26,-,102,-,1,-,-,2,-,11,8,3,-,-,-,3,-,3,-,5,16,1,3,1,-,1,-,-,-,2,2,-,19,210,38,23,-,78,-,-,1,-,1,3,16,2,2,-,-,-,3,-,3,-,6,4,1,1,-,-,-,-,-,-,2,-,-,26,240,50,17,-,112,-,1,1,-,-,1,10,1,4,-,-,-,-,1,3,-,2,7,2,1,2,-,-,-,-,-,3,1,-,21,276,53,19,-,123,-,-,1,-,1,2,11,-,2,-,-,-,1,-,-,-,9,15,-,2,3,-,-,-,-,-,1,1,-,32
"폭력범죄",폭력행위등,46729,2175,2180,46,14430,13,117,142,16,473,538,610,6057,1044,257,187,24,110,22,1165,76,511,529,21,203,155,171,27,11,-,24,774,134,132,14355,46725,1895,2073,41,11881,10,81,125,20,303,319,445,4788,897,169,166,16,109,13,1017,40,498,692,21,146,136,153,20,5,1,23,594,92,120,19816,41704,2943,3307,44,17402,19,146,243,12,461,424,616,7390,1088,253,209,20,106,23,1830,54,572,443,29,211,166,167,28,8,1,12,804,132,122,2419,37689,2171,2347,79,13843,8,54,155,6,318,224,350,5058,839,216,150,17,82,8,79,30,457,287,16,162,118,142,28,16,1,8,542,49,63,9766,35686,2374,2463,129,12838,5,43,137,2,207,209,296,3879,855,182,119,25,37,13,86,15,353,246,29,134,139,118,20,7,1,7,486,44,75,10113,13302,483,432,14,6045,4,16,46,4,100,85,138,1335,354,55,70,4,25,8,24,15,206,137,3,54,48,43,3,2,2,2,228,28,39,3250,11255,419,317,5,5280,4,6,48,3,82,98,101,1141,254,27,63,8,20,3,28,5,193,149,9,41,79,28,2,2,5,1,269,24,21,2520,9204,475,313,2,4470,4,13,40,3,101,143,160,1440,246,31,54,6,26,6,30,12,184,162,5,49,95,39,7,6,1,3,238,29,35,776,8350,579,349,3,3923,1,10,32,1,97,121,198,1350,257,35,54,1,28,4,35,6,155,177,5,40,72,31,3,6,-,2,207,45,22,501,7398,565,344,5,3401,2,11,26,1,90,110,147,1114,239,37,61,4,19,-,41,11,130,87,7,36,32,57,3,6,1,2,219,21,15,554,6484,648,351,3,2869,4,12,35,1,62,87,199,644,201,53,55,6,20,4,36,7,122,145,5,43,38,38,3,5,1,1,199,28,20,539,6745,600,322,3,3084,3,8,35,2,81,97,180,773,181,39,56,6,14,5,37,5,142,114,3,35,43,34,1,16,1,2,213,25,14,571
"폭력범죄",공갈,5239,183,186,-,1758,6,26,36,5,78,94,61,356,269,11,11,2,32,4,34,13,104,166,27,26,9,9,-,1,1,3,118,32,76,1502,6698,206,214,1,1791,4,32,58,3,68,53,63,493,573,33,25,-,21,3,60,12,80,379,26,30,8,11,-,1,1,3,79,27,136,2204,4310,299,284,2,1605,3,13,53,3,59,50,98,395,266,11,23,-,21,4,29,9,80,163,33,29,6,10,-,-,1,-,67,19,108,567,4862,312,339,3,987,2,19,61,2,81,98,96,841,368,19,21,2,24,2,34,1,41,141,38,37,11,5,1,1,-,-,47,3,61,1164,3596,203,259,2,773,1,9,43,4,92,51,58,600,307,16,14,-,10,-,12,6,26,65,42,30,6,7,-,-,-,1,36,2,67,854,3745,188,208,-,736,-,9,66,4,62,26,50,523,319,34,44,2,9,2,14,2,28,80,31,36,13,12,-,3,2,1,28,2,134,1077,4152,232,292,2,828,2,21,42,4,46,32,59,467,307,20,40,4,12,-,23,3,32,89,22,19,10,10,1,1,1,-,21,3,33,1474,4096,248,328,3,745,3,9,43,3,67,42,68,241,313,15,23,-,17,4,24,2,30,73,40,22,8,11,1,2,4,-,36,3,66,1602,4847,255,353,2,798,1,5,44,3,85,51,64,409,352,13,16,-,9,3,25,2,42,75,28,31,7,7,-,4,2,1,31,5,61,2063,5281,309,387,1,665,5,11,84,1,58,44,64,160,297,13,21,1,8,1,25,5,40,29,23,29,7,4,-,4,-,-,36,5,47,2897,5131,356,317,4,554,-,6,32,7,57,31,43,129,259,9,14,3,5,1,30,1,24,42,18,22,7,4,1,6,2,1,17,1,26,3102,6904,356,416,2,664,-,6,24,1,41,23,62,171,230,11,17,-,20,4,18,1,31,47,10,20,6,6,-,9,2,-,30,4,18,4654
"폭력범죄",손괴,61444,2738,2732,24,18618,13,122,163,17,1128,563,797,2899,892,155,230,60,97,8,479,15,78,165,133,138,134,911,104,1,-,64,6655,59,64,21188,60712,2105,2289,26,14548,7,94,150,14,702,430,675,2188,740,145,173,46,97,12,431,25,78,143,92,108,110,878,155,1,-,48,4500,60,38,29604,57813,3644,3756,30,26615,16,177,273,21,1321,796,1220,3920,1112,185,218,79,157,25,751,53,126,198,173,185,177,1153,72,2,-,46,8120,92,77,3023,57997,2810,2771,23,22966,8,110,207,14,633,332,658,2391,929,144,159,73,94,17,83,19,133,102,92,98,121,1051,57,-,-,26,6106,26,42,15702,58977,3050,3004,27,22143,6,79,185,10,597,261,606,1987,798,129,155,65,75,13,65,27,128,103,79,107,114,1086,79,-,2,17,5786,36,47,18111,59127,3108,2914,30,21985,14,69,208,7,574,262,586,2035,752,138,188,62,84,13,81,23,129,84,67,109,123,1103,75,1,-,28,5766,43,61,18405,56283,3002,2692,26,21300,9,62,191,10,477,273,620,2064,665,107,177,68,82,16,78,21,99,87,67,90,141,1122,67,1,1,13,5661,33,83,16878,56684,5576,4282,25,23786,32,113,260,20,1038,856,1537,3854,826,151,228,79,162,32,190,34,158,128,100,156,246,1264,102,3,-,36,7093,145,174,3998,58146,7079,4787,39,23646,27,131,302,28,995,914,1501,3981,815,188,272,89,163,37,213,40,153,169,118,171,195,1412,84,-,3,35,7369,150,178,2862,58191,7567,4573,37,22936,24,127,286,27,977,853,1669,3568,784,175,227,94,161,33,196,36,162,123,104,142,161,1425,93,3,2,25,7765,139,153,3544,54188,8144,4452,20,20560,17,118,268,31,875,756,2157,2216,735,152,208,85,131,25,190,32,191,104,98,121,147,1453,31,-,1,23,7254,134,110,3349,56626,7888,4162,39,22000,23,133,321,25,1074,728,2054,3025,682,154,205,61,192,28,164,30,208,121,110,115,113,1431,53,1,-,22,7031,176,119,4138
"지능범죄",소계,279802,8995,17087,128,12453,277,696,1199,172,10124,2245,1863,22799,77067,2186,2346,275,605,174,2342,334,279,605,20108,3703,425,690,133,41,14,57,669,85,4098,85528,295101,8916,17412,152,12523,241,662,1118,178,8145,2008,1779,19128,74448,2857,2586,552,655,162,2309,306,330,581,18604,2840,480,694,135,41,17,60,581,93,3654,110854,329439,12831,23691,173,18767,348,887,1957,183,10948,2653,1826,24724,77836,3355,2590,499,965,287,3522,371,527,717,18677,2148,447,737,43,72,21,261,761,296,3732,112587,298652,11106,18878,148,17740,312,743,1893,244,7727,2087,1591,18677,67835,2521,2478,261,709,228,1254,267,572,566,16125,2323,450,697,135,49,27,50,675,138,1795,118351,316121,11065,19119,189,22459,321,787,2007,168,8773,2084,1719,17994,64679,2717,2667,229,1246,404,1865,247,916,649,13201,2013,454,738,782,41,30,48,894,315,1800,133501,312577,10755,16993,273,25841,345,787,1730,169,8635,1955,1716,17035,58952,2292,2603,255,1217,492,2224,272,1045,549,10304,2043,399,613,559,39,26,26,928,379,1432,139694,302466,9693,15898,606,29107,340,815,1799,159,6108,1836,1552,16480,55831,1999,2535,214,1314,497,2410,276,794,579,11996,2120,337,578,505,40,24,32,982,448,1247,133315,344698,11184,17322,739,38476,496,1054,1877,268,8969,2543,1646,24369,57629,1838,2631,212,2463,839,4684,403,1231,683,13011,2695,389,556,1608,48,24,35,1262,1171,1544,140799,381533,12629,19309,1017,45620,540,1120,2127,297,7420,2766,2030,25747,57098,1724,2615,232,2850,890,5305,547,1383,697,12333,2306,369,579,200,54,23,17,1483,1311,1070,167825,424642,14856,19797,1325,60205,406,1086,2472,298,7239,2506,1828,23602,53461,1650,2297,212,2219,880,4964,285,1147,533,6602,2188,306,579,184,66,30,29,1851,1078,661,207800,361107,12468,13695,1057,66079,352,1030,3558,257,6201,1892,1403,12279,38544,1167,1526,166,2022,848,3785,256,1167,434,2686,1927,229,454,213,53,30,18,2341,906,476,181588,405105,12124,13091,999,68716,400,1167,3312,286,7725,1950,1455,18377,37098,1164,1673,156,2326,1047,3893,362,1319,578,2269,1712,234,432,150,111,30,26,2326,1072,433,217092
