"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"조수보호및수렵에관한법률","경찰","계","범죄사건 처리 기간[명]","명","4","10","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","-","3","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","-","2","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","3","5","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","계","범죄사건 처리 기간[명]","명","5","14","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","10일 이내","범죄사건 처리 기간[명]","명","2","2","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","20일 이내","범죄사건 처리 기간[명]","명","1","1","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","1개월 이내","범죄사건 처리 기간[명]","명","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","2개월 이내","범죄사건 처리 기간[명]","명","-","2","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","3개월 이내","범죄사건 처리 기간[명]","명","-","3","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","6","-","-","-","-","-","-","","","","","","","","","","","",
"조수보호및수렵에관한법률","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주민등록법","합계","계","범죄사건 처리 기간[명]","명","2528","2955","3711","4646","4274","5456","6871","7852","","","","","","","","","","","",
"주민등록법","경찰","계","범죄사건 처리 기간[명]","명","1183","1451","1826","2291","2135","2716","3529","4022","3279","3588","3032","2362","2374","2419","3063","1954","2201","2379","2614",
"주민등록법","경찰","10일 이내","범죄사건 처리 기간[명]","명","115","189","285","311","306","400","453","389","359","373","424","317","244","267","223","163","141","160","168",
"주민등록법","경찰","20일 이내","범죄사건 처리 기간[명]","명","15","25","49","64","214","366","461","485","381","386","393","314","353","316","385","171","160","269","293",
"주민등록법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","227","145","172","267","276","374","407","429","340","354","308","256","326","348","420","206","207","264","337",
"주민등록법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","167","194","232","304","498","833","1002","1187","906","935","702","681","703","681","833","464","526","642","739",
"주민등록법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","146","184","198","218","301","521","666","890","727","651","506","399","374","395","515","373","352","387","434",
"주민등록법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","508","713","882","1103","525","206","382","506","473","467","518","282","303","359","536","437","575","459","491",
"주민등록법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","5","1","8","24","15","16","158","136","93","422","181","113","71","53","151","140","240","198","152",
"주민등록법","검찰","계","범죄사건 처리 기간[명]","명","1345","1504","1885","2355","2139","2740","3342","3830","3161","3409","2808","2297","2288","2398","3000","1382","1588","1791","1952",
"주민등록법","검찰","10일 이내","범죄사건 처리 기간[명]","명","798","924","1027","1238","1198","1771","1973","2239","1791","2060","1612","1265","1195","1231","1625","711","787","912","979",
"주민등록법","검찰","20일 이내","범죄사건 처리 기간[명]","명","188","222","280","419","373","385","573","647","565","525","501","407","418","414","385","246","259","276","353",
"주민등록법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","110","125","196","218","194","218","321","331","298","291","235","214","222","254","224","151","150","205","237",
"주민등록법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","112","123","204","236","200","212","250","333","228","236","192","194","225","222","268","109","207","167","180",
"주민등록법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","100","83","132","171","132","100","130","131","123","124","125","106","92","113","176","78","79","89","73",
"주민등록법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","35","25","45","70","42","53","89","131","139","156","132","100","110","150","263","68","100","119","121",
"주민등록법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","2","2","1","3","-","1","6","18","17","17","11","11","26","14","59","19","6","23","9",
"주차장법","합계","계","범죄사건 처리 기간[명]","명","2100","1559","1386","736","866","565","615","726","","","","","","","","","","","",
"주차장법","경찰","계","범죄사건 처리 기간[명]","명","1032","744","659","360","433","281","306","372","340","720","390","461","350","220","154","121","99","117","89",
"주차장법","경찰","10일 이내","범죄사건 처리 기간[명]","명","26","78","71","52","94","35","40","54","24","32","78","106","41","32","14","13","6","6","8",
"주차장법","경찰","20일 이내","범죄사건 처리 기간[명]","명","20","19","36","11","45","75","58","66","34","104","58","88","54","33","35","9","4","17","8",
"주차장법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","113","110","123","29","85","54","61","56","22","73","35","57","58","22","22","16","9","9","16",
"주차장법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","189","112","107","77","75","74","83","97","114","140","104","114","121","56","48","10","35","24","21",
"주차장법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","124","62","56","28","27","30","47","76","82","73","61","39","47","61","18","31","19","22","14",
"주차장법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","559","363","266","163","107","12","11","16","59","199","36","24","17","12","11","19","16","24","13",
"주차장법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","1","-","-","-","-","1","6","7","5","99","18","33","12","4","6","23","10","15","9",
"주차장법","검찰","계","범죄사건 처리 기간[명]","명","1068","815","727","376","433","284","309","354","328","596","365","452","336","217","154","83","72","87","68",
"주차장법","검찰","10일 이내","범죄사건 처리 기간[명]","명","596","472","395","200","236","164","174","222","117","161","176","221","193","113","72","38","36","32","32",
"주차장법","검찰","20일 이내","범죄사건 처리 기간[명]","명","164","131","147","75","78","58","49","55","42","77","71","109","47","41","28","21","12","16","6",
"주차장법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","91","103","69","28","34","25","43","33","35","39","39","46","38","19","15","6","4","8","14",
"주차장법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","122","57","71","43","53","23","23","28","32","47","37","44","26","13","10","11","9","18","8",
"주차장법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","84","46","37","26","31","9","9","8","49","46","26","23","20","9","8","4","7","5","-",
"주차장법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","11","6","8","4","1","5","11","8","52","102","13","9","11","20","15","3","4","8","6",
"주차장법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","1","124","3","","1","2","6","-","0","-","2",
"주택건설촉진법","합계","계","범죄사건 처리 기간[명]","명","57","15","15","2","-","2","-","6","","","","","","","","","","","",
"주택건설촉진법","경찰","계","범죄사건 처리 기간[명]","명","23","7","7","1","-","1","-","5","","","","","","","","","","","",
"주택건설촉진법","경찰","10일 이내","범죄사건 처리 기간[명]","명","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","경찰","20일 이내","범죄사건 처리 기간[명]","명","1","-","2","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","-","-","1","-","-","1","-","1","","","","","","","","","","","",
"주택건설촉진법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","1","1","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","20","6","3","1","-","-","-","2","","","","","","","","","","","",
"주택건설촉진법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","2","","","","","","","","","","","",
"주택건설촉진법","검찰","계","범죄사건 처리 기간[명]","명","34","8","8","1","-","1","-","1","","","","","","","","","","","",
"주택건설촉진법","검찰","10일 이내","범죄사건 처리 기간[명]","명","3","3","1","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","검찰","20일 이내","범죄사건 처리 기간[명]","명","6","-","3","-","-","1","-","-","","","","","","","","","","","",
"주택건설촉진법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","9","-","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","6","2","-","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","10","-","-","1","-","-","-","1","","","","","","","","","","","",
"주택건설촉진법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","3","1","-","-","-","-","-","","","","","","","","","","","",
"주택건설촉진법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","3","-","-","-","-","-","","","","","","","","","","","",
"주택법","경찰","계","범죄사건 처리 기간[명]","명","","","","","","","","","567","1212","1147","2075","2715","1706","1940","1804","1096","806","728",
"주택법","경찰","10일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","65","189","72","245","862","214","409","331","82","28","18",
"주택법","경찰","20일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","59","130","154","116","113","67","259","87","30","30","23",
"주택법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","42","66","118","131","84","70","67","72","43","39","37",
"주택법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","155","200","144","227","296","346","288","182","173","110","122",
"주택법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","84","148","127","662","223","197","335","233","141","67","116",
"주택법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","129","251","368","452","611","498","449","467","240","221","212",
"주택법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","","","","","","","","","33","228","164","242","526","314","133","432","387","311","200",
"주택법","검찰","계","범죄사건 처리 기간[명]","명","","","","","","","","","522","1131","1162","2024","2501","1706","1982","1305","654","483","411",
"주택법","검찰","10일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","185","298","282","477","865","449","428","282","138","101","104",
"주택법","검찰","20일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","68","229","261","169","336","161","198","159","42","41","29",
"주택법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","59","106","78","138","288","109","62","181","61","58","46",
"주택법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","59","94","113","212","249","235","455","199","100","60","58",
"주택법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","69","87","65","219","134","268","220","216","101","63","44",
"주택법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","61","299","329","716","363","375","406","258","174","141","105",
"주택법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","","","","","","","","","21","18","34","93","266","109","213","10","38","19","25",
"중대재해처벌등에관한법률","경찰","계","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","13","17","40",
"중대재해처벌등에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","-","-",
"중대재해처벌등에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","-","-",
"중대재해처벌등에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","2","2","-",
"중대재해처벌등에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","2","-","4",
"중대재해처벌등에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","5","-","3",
"중대재해처벌등에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","4","-","3",
"중대재해처벌등에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","15","30",
"중대재해처벌등에관한법률","검찰","계","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","31","64","66",
"중대재해처벌등에관한법률","검찰","10일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","-","6",
"중대재해처벌등에관한법률","검찰","20일 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","3","-","3",
"중대재해처벌등에관한법률","검찰","1개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","2","1",
"중대재해처벌등에관한법률","검찰","2개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","1","3","2",
"중대재해처벌등에관한법률","검찰","3개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","0","4","6",
"중대재해처벌등에관한법률","검찰","6개월 이내","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","10","18","19",
"중대재해처벌등에관한법률","검찰","6개월 초과","범죄사건 처리 기간[명]","명","","","","","","","","","","","","","","","","","17","37","29",
"증권거래법","합계","계","범죄사건 처리 기간[명]","명","572","320","304","395","55","92","53","12","","","","","","","","","","","",
"증권거래법","경찰","계","범죄사건 처리 기간[명]","명","115","56","91","134","19","25","12","4","","","","","","","","","","","",
"증권거래법","경찰","10일 이내","범죄사건 처리 기간[명]","명","1","1","4","2","1","15","1","3","","","","","","","","","","","",
"증권거래법","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"증권거래법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","4","4","5","7","-","-","1","1","","","","","","","","","","","",
"증권거래법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","6","7","26","17","5","2","6","-","","","","","","","","","","","",
"증권거래법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","12","14","8","9","-","-","4","-","","","","","","","","","","","",
"증권거래법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","83","30","48","98","11","4","-","-","","","","","","","","","","","",
"증권거래법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","9","-","-","1","2","4","-","-","","","","","","","","","","","",
"증권거래법","검찰","계","범죄사건 처리 기간[명]","명","457","264","213","261","36","67","41","8","","","","","","","","","","","",
"증권거래법","검찰","10일 이내","범죄사건 처리 기간[명]","명","154","115","64","76","1","25","15","4","","","","","","","","","","","",
"증권거래법","검찰","20일 이내","범죄사건 처리 기간[명]","명","37","29","23","15","2","1","6","2","","","","","","","","","","","",
"증권거래법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","6","9","6","5","-","6","4","-","","","","","","","","","","","",
"증권거래법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","21","17","31","14","1","4","2","1","","","","","","","","","","","",
"증권거래법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","44","31","22","49","12","5","6","1","","","","","","","","","","","",
"증권거래법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","78","42","45","56","12","11","1","-","","","","","","","","","","","",
"증권거래법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","117","21","22","46","8","15","7","-","","","","","","","","","","","",
"지방세법","합계","계","범죄사건 처리 기간[명]","명","871","740","401","73","32","8","3","8","","","","","","","","","","","",
"지방세법","경찰","계","범죄사건 처리 기간[명]","명","418","360","196","36","16","4","2","4","","","","","","","","","","","",
"지방세법","경찰","10일 이내","범죄사건 처리 기간[명]","명","54","46","30","7","2","1","2","1","","","","","","","","","","","",
"지방세법","경찰","20일 이내","범죄사건 처리 기간[명]","명","9","13","5","-","3","-","-","1","","","","","","","","","","","",
"지방세법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","59","42","22","-","3","-","-","1","","","","","","","","","","","",
"지방세법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","81","80","28","6","2","2","-","-","","","","","","","","","","","",
"지방세법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","74","49","24","1","3","1","-","-","","","","","","","","","","","",
"지방세법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","137","130","87","21","3","-","-","1","","","","","","","","","","","",
"지방세법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","4","-","-","1","-","-","-","-","","","","","","","","","","","",
"지방세법","검찰","계","범죄사건 처리 기간[명]","명","453","380","205","37","16","4","1","4","","","","","","","","","","","",
"지방세법","검찰","10일 이내","범죄사건 처리 기간[명]","명","316","279","111","19","6","2","-","1","","","","","","","","","","","",
"지방세법","검찰","20일 이내","범죄사건 처리 기간[명]","명","62","51","27","9","3","-","1","2","","","","","","","","","","","",
"지방세법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","29","22","20","2","1","1","-","-","","","","","","","","","","","",
"지방세법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","22","16","23","4","1","1","-","1","","","","","","","","","","","",
"지방세법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","24","11","14","2","5","-","-","-","","","","","","","","","","","",
"지방세법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","1","9","1","-","-","-","-","","","","","","","","","","","",
"지방세법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","1","-","-","-","-","-","","","","","","","","","","","",
"지하수법","합계","계","범죄사건 처리 기간[명]","명","48","39","32","82","36","55","63","73","","","","","","","","","","","",
"지하수법","경찰","계","범죄사건 처리 기간[명]","명","22","19","16","40","18","27","34","39","","","","","","","","","","","",
"지하수법","경찰","10일 이내","범죄사건 처리 기간[명]","명","-","2","1","3","3","-","2","5","","","","","","","","","","","",
"지하수법","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","2","1","3","1","10","6","5","","","","","","","","","","","",
"지하수법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","3","3","3","-","6","4","4","5","","","","","","","","","","","",
"지하수법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","4","3","-","18","4","6","8","12","","","","","","","","","","","",
"지하수법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","4","2","-","3","2","6","9","4","","","","","","","","","","","",
"지하수법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","11","7","11","13","2","-","4","7","","","","","","","","","","","",
"지하수법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","1","1","1","","","","","","","","","","","",
"지하수법","검찰","계","범죄사건 처리 기간[명]","명","26","20","16","42","18","28","29","34","","","","","","","","","","","",
"지하수법","검찰","10일 이내","범죄사건 처리 기간[명]","명","13","9","8","14","5","15","12","15","","","","","","","","","","","",
"지하수법","검찰","20일 이내","범죄사건 처리 기간[명]","명","5","1","3","21","5","6","8","3","","","","","","","","","","","",
"지하수법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","2","5","-","-","3","2","7","5","","","","","","","","","","","",
"지하수법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","3","5","-","4","4","3","2","3","","","","","","","","","","","",
"지하수법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","3","-","5","1","-","-","-","6","","","","","","","","","","","",
"지하수법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","-","-","2","1","2","-","2","","","","","","","","","","","",
"지하수법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"직업안정법","합계","계","범죄사건 처리 기간[명]","명","1851","1422","2102","3355","2677","3040","2578","2376","","","","","","","","","","","",
"직업안정법","경찰","계","범죄사건 처리 기간[명]","명","908","691","1032","1647","1332","1495","1331","1226","1120","978","1140","794","610","633","424","295","336","327","381",
"직업안정법","경찰","10일 이내","범죄사건 처리 기간[명]","명","58","62","131","327","335","390","275","263","129","51","164","42","53","58","26","19","57","18","37",
"직업안정법","경찰","20일 이내","범죄사건 처리 기간[명]","명","20","21","31","42","108","215","173","157","107","64","76","50","45","54","53","22","16","17","64",
"직업안정법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","108","71","90","174","169","140","98","113","93","58","78","45","47","55","29","15","16","31","24",
"직업안정법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","134","77","122","179","257","337","257","254","185","152","194","121","113","130","65","68","60","40","71",
"직업안정법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","77","61","103","129","115","234","224","165","105","70","145","125","98","113","51","62","37","55","58",
"직업안정법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","501","386","542","780","328","149","226","179","358","106","211","185","145","164","114","71","70","69","80",
"직업안정법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","10","13","13","16","20","30","78","95","143","477","272","226","109","59","86","38","80","97","47",
"직업안정법","검찰","계","범죄사건 처리 기간[명]","명","943","731","1070","1708","1345","1545","1247","1150","1068","864","1038","788","552","620","421","243","255","227","282",
"직업안정법","검찰","10일 이내","범죄사건 처리 기간[명]","명","412","293","388","619","495","738","420","526","260","318","262","247","178","169","115","58","75","52","72",
"직업안정법","검찰","20일 이내","범죄사건 처리 기간[명]","명","126","133","172","349","220","262","216","151","159","128","97","106","62","57","33","59","30","44","31",
"직업안정법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","82","79","144","202","178","140","141","83","97","73","52","61","48","53","34","18","32","15","48",
"직업안정법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","121","87","114","237","180","209","96","99","85","85","194","59","61","78","43","43","32","35","25",
"직업안정법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","153","118","174","248","239","112","103","97","174","140","116","101","62","43","52","11","22","24","28",
"직업안정법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","49","21","56","51","32","81","230","162","270","115","181","157","112","191","95","53","55","43","77",
"직업안정법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","22","2","1","3","41","32","23","5","136","57","29","29","49","1","9","14","1",
"집회및시위에관한법률","합계","계","범죄사건 처리 기간[명]","명","3753","2953","3997","3221","2400","2364","2289","2132","","","","","","","","","","","",
"집회및시위에관한법률","경찰","계","범죄사건 처리 기간[명]","명","1866","1470","1991","1606","1200","1180","1167","1091","1080","1062","1016","484","430","517","547","553","805","654","720",
"집회및시위에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","144","64","155","137","116","105","24","20","32","35","29","9","4","11","6","55","13","3","9",
"집회및시위에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","10","34","13","5","36","71","28","12","26","48","17","10","11","22","11","23","34","11","21",
"집회및시위에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","207","113","153","122","78","70","19","36","96","24","19","8","23","18","28","9","28","19","21",
"집회및시위에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","144","223","170","163","210","213","195","224","128","104","137","57","70","102","78","63","52","114","91",
"집회및시위에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","166","153","189","232","202","333","316","253","144","122","143","53","116","81","81","87","66","88","105",
"집회및시위에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","1150","847","1293","938","512","320","314","451","474","245","344","172","125","174","255","173","226","212","221",
"집회및시위에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","45","36","18","9","46","68","271","95","180","484","327","175","81","109","88","143","386","207","252",
"집회및시위에관한법률","검찰","계","범죄사건 처리 기간[명]","명","1887","1483","2006","1615","1200","1184","1122","1041","972","915","901","411","394","480","506","368","428","332","342",
"집회및시위에관한법률","검찰","10일 이내","범죄사건 처리 기간[명]","명","223","161","119","120","115","172","143","71","58","101","79","42","22","59","75","76","37","38","42",
"집회및시위에관한법률","검찰","20일 이내","범죄사건 처리 기간[명]","명","168","97","112","69","66","76","79","49","37","80","36","18","27","39","32","34","40","12","25",
"집회및시위에관한법률","검찰","1개월 이내","범죄사건 처리 기간[명]","명","161","51","100","93","75","67","60","57","39","47","40","15","25","19","32","64","69","66","60",
"집회및시위에관한법률","검찰","2개월 이내","범죄사건 처리 기간[명]","명","247","270","219","292","122","250","117","156","115","83","50","53","53","41","29","39","72","68","18",
"집회및시위에관한법률","검찰","3개월 이내","범죄사건 처리 기간[명]","명","714","577","833","549","505","232","122","165","162","168","78","60","35","36","37","35","71","24","27",
"집회및시위에관한법률","검찰","6개월 이내","범죄사건 처리 기간[명]","명","315","312","570","483","268","252","463","444","364","332","405","173","165","202","173","98","95","75","105",
"집회및시위에관한법률","검찰","6개월 초과","범죄사건 처리 기간[명]","명","59","15","53","9","49","135","138","99","197","104","213","50","67","84","128","22","44","49","65",
"철도법","합계","계","범죄사건 처리 기간[명]","명","25","2","2","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","계","범죄사건 처리 기간[명]","명","12","1","1","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","10일 이내","범죄사건 처리 기간[명]","명","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","2","1","1","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","7","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","계","범죄사건 처리 기간[명]","명","13","1","1","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","10일 이내","범죄사건 처리 기간[명]","명","7","-","1","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","20일 이내","범죄사건 처리 기간[명]","명","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","1","1","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"철도법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"청소년보호법","합계","계","범죄사건 처리 기간[명]","명","14543","19340","21338","21414","19613","24313","25012","25007","","","","","","","","","","","",
"청소년보호법","경찰","계","범죄사건 처리 기간[명]","명","7230","9629","10627","10598","9781","12029","12641","12622","11525","11482","11271","11671","10487","10166","9785","6236","7709","8562","7321",
"청소년보호법","경찰","10일 이내","범죄사건 처리 기간[명]","명","774","1284","2031","2459","3222","3892","3521","3328","2535","2190","2437","2400","2325","2174","2011","976","1105","1352","1177",
"청소년보호법","경찰","20일 이내","범죄사건 처리 기간[명]","명","242","430","468","445","1397","2432","2298","2492","2285","2113","2258","2502","2434","2390","2204","1337","1605","1872","1580",
