"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"합계","합계","계","범죄사건 처리 기간[명]","명","3684581","3811003","4783554","4856515","3863668","3709975","3917665","3928884","","","","","","","","","","","",
"합계","경찰","계","범죄사건 처리 기간[명]","명","1751852","1821141","2310657","2337278","1909337","1802334","1999191","2032847","1987335","2057246","2094912","1899813","1784831","1801364","1731433","1402284","1398452","1403085","1465083",
"합계","경찰","10일 이내","범죄사건 처리 기간[명]","명","145331","220647","331166","374983","537688","615935","591423","600234","533036","484744","539298","458082","365096","336500","279379","217188","180805","201391","224244",
"합계","경찰","20일 이내","범죄사건 처리 기간[명]","명","65665","79131","101963","97513","225703","286183","309196","311274","297666","290689","326826","297113","276776","279541","257557","192726","175099","190877","205371",
"합계","경찰","1개월 이내","범죄사건 처리 기간[명]","명","290099","279096","320043","309610","224464","189935","201230","204482","199956","194469","216394","199983","195919","201652","189828","147828","137704","147106","155038",
"합계","경찰","2개월 이내","범죄사건 처리 기간[명]","명","242091","208007","244668","258389","309243","356582","390675","400953","380563","348746","378969","357271","365281","380392","362134","281612","272638","280829","293961",
"합계","경찰","3개월 이내","범죄사건 처리 기간[명]","명","137907","126501","151210","138677","164614","200073","243336","251178","252648","214141","213313","208649","222984","233950","229433","176324","177002","177007","190493",
"합계","경찰","6개월 이내","범죄사건 처리 기간[명]","명","851862","887063","1141434","1133836","428280","121628","165670","187455","238039","216110","244482","226087","254484","273623","300776","250371","259315","239229","248001",
"합계","경찰","6개월 초과","범죄사건 처리 기간[명]","명","18897","20696","20173","24270","19345","31998","97661","77271","85427","308347","175630","152628","104291","95706","112326","136235","195889","166646","147975",
"합계","검찰","계","범죄사건 처리 기간[명]","명","1932729","1989862","2472897","2519237","1954331","1907641","1918474","1896037","1896648","1966386","2035666","1965237","1803866","1865411","1758122","956939","996622","993059","975128",
"합계","검찰","10일 이내","범죄사건 처리 기간[명]","명","1267894","1340761","1639522","1590917","1253281","1288901","1205177","1193452","1107185","1223779","1239121","1227174","1092857","1097488","1030260","551075","526505","521875","523971",
"합계","검찰","20일 이내","범죄사건 처리 기간[명]","명","260825","265003","329035","349676","249208","223299","243774","238278","254125","246185","257697","231911","218169","211277","176708","132886","136862","131252","128631",
"합계","검찰","1개월 이내","범죄사건 처리 기간[명]","명","109214","114675","154976","171457","127361","112085","129898","128423","136745","136681","141927","117462","117881","116887","99086","85464","95860","93018","95839",
"합계","검찰","2개월 이내","범죄사건 처리 기간[명]","명","115752","112904","144897","171234","126832","118889","125151","120125","132510","120976","129331","121696","122658","128739","123834","73573","87137","85651","77168",
"합계","검찰","3개월 이내","범죄사건 처리 기간[명]","명","120032","99502","138999","165305","131069","77596","78440","79367","94845","87639","91342","89400","85845","95674","94621","47329","54732","50235","43382",
"합계","검찰","6개월 이내","범죄사건 처리 기간[명]","명","54659","54223","61349","66164","61809","79678","112226","112593","137469","124842","138793","139003","130552","164116","168868","59574","84063","96277","88967",
"합계","검찰","6개월 초과","범죄사건 처리 기간[명]","명","4353","2794","4119","4484","4771","7193","23808","23799","33769","26284","37455","38591","35904","51230","64745","7038","11463","14751","17170",
"형법범","합계","계","범죄사건 처리 기간[명]","명","1673296","1640167","2022406","2207636","1886254","1897404","2103508","2107722","","","","","","","","","","","",
"형법범","경찰","계","범죄사건 처리 기간[명]","명","818230","806360","998459","1089383","941401","942775","1091488","1099890","1061302","1089569","1077132","1032284","1049564","1096255","1074676","815260","839514","863620","894278",
"형법범","경찰","10일 이내","범죄사건 처리 기간[명]","명","58820","80157","112531","142764","221523","275876","272588","259263","219367","188883","200112","173171","151103","147188","123748","93006","77917","91877","100693",
"형법범","경찰","20일 이내","범죄사건 처리 기간[명]","명","16442","22575","32338","35070","94045","130733","145349","144347","131783","126733","145348","141588","138615","141840","129960","88612","89252","99346","104550",
"형법범","경찰","1개월 이내","범죄사건 처리 기간[명]","명","110009","102330","122466","136880","105767","97006","105407","106765","99416","94946","108453","108434","110905","115457","108260","75805","77168","84346","87765",
"형법범","경찰","2개월 이내","범죄사건 처리 기간[명]","명","115026","98894","117265","133391","171685","209483","238401","242327","221874","199848","219103","221104","235048","246742","235081","163525","169390","176730","183515",
"형법범","경찰","3개월 이내","범죄사건 처리 기간[명]","명","82023","71376","86317","78582","104503","132394","167522","175050","170952","144132","141950","141156","158873","168896","167037","113949","116551","120616","129685",
"형법범","경찰","6개월 이내","범죄사건 처리 기간[명]","명","429725","426795","522865","558252","235468","82400","113687","131316","168971","157665","165478","160233","187638","208865","231318","181118","177255","173452","179822",
"형법범","경찰","6개월 초과","범죄사건 처리 기간[명]","명","6185","4233","4677","4444","8410","14883","48534","40822","48939","177362","96688","86598","67382","67267","79272","99245","131981","117253","108248",
"형법범","검찰","계","범죄사건 처리 기간[명]","명","855066","833807","1023947","1118253","944853","954629","1012020","1007832","1017202","1038724","1036067","1010855","996110","1068029","1063209","493827","504951","517190","513930",
"형법범","검찰","10일 이내","범죄사건 처리 기간[명]","명","473274","463997","559970","605289","514053","571703","567213","562595","517942","564039","549061","555212","546533","576054","580907","270521","255800","254215","256512",
"형법범","검찰","20일 이내","범죄사건 처리 기간[명]","명","126906","128005","154222","167297","132138","127013","138158","136873","143394","141761","141682","127337","124645","123517","107301","71178","71096","70983","69404",
"형법범","검찰","1개월 이내","범죄사건 처리 기간[명]","명","60257","63344","83966","92017","73901","67140","76709","77138","82139","83653","82536","68646","70285","69525","61998","46730","48483","51462","54919",
"형법범","검찰","2개월 이내","범죄사건 처리 기간[명]","명","70146","69334","87414","100576","83074","75284","80425","77923","84661","78729","79741","75883","78771","81833","80203","39665","45232","47071","43225",
"형법범","검찰","3개월 이내","범죄사건 처리 기간[명]","명","79815","64074","88725","101027","89350","51538","52924","54864","64435","60270","60151","59052","58071","64348","64609","26635","29835","28173","24901",
"형법범","검찰","6개월 이내","범죄사건 처리 기간[명]","명","41866","42777","46615","48990","48382","56532","78359","79650","97795","89834","95309","96725","91628","115089","120362","35081","48088","56287","54218",
"형법범","검찰","6개월 초과","범죄사건 처리 기간[명]","명","2802","2276","3035","3057","3955","5419","18232","18789","26836","20438","27587","28000","26177","37663","47829","4017","6417","8999","10751",
"재산범죄","합계","계","범죄사건 처리 기간[명]","명","779237","721096","826044","948016","828808","849951","974943","1037242","","","","","","","","","","","",
"재산범죄","경찰","계","범죄사건 처리 기간[명]","명","379957","353338","406802","467171","413550","422752","516625","553736","515089","523236","496000","480977","511988","554021","569633","397413","403366","431131","478431",
"재산범죄","경찰","10일 이내","범죄사건 처리 기간[명]","명","28052","36063","45651","62228","73375","80424","81351","82823","64139","54640","57793","52415","47332","49580","45910","39197","31065","38405","43000",
"재산범죄","경찰","20일 이내","범죄사건 처리 기간[명]","명","6253","7489","9940","12416","35745","48297","54524","58073","46719","43099","49807","48153","48223","50617","49820","32282","32879","38930","44208",
"재산범죄","경찰","1개월 이내","범죄사건 처리 기간[명]","명","43620","39320","43678","53291","45372","43597","48725","50430","41965","38250","43611","42904","44868","47531","46243","29243","30019","35540","39453",
"재산범죄","경찰","2개월 이내","범죄사건 처리 기간[명]","명","53471","45409","54038","67679","89945","115306","133499","135478","114941","96322","102287","102664","111941","120279","114550","66480","69574","78381","87478",
"재산범죄","경찰","3개월 이내","범죄사건 처리 기간[명]","명","48835","40777","46554","41581","59307","80879","108000","116675","109548","89671","83647","83664","94729","102027","99247","53989","52407","58455","68481",
"재산범죄","경찰","6개월 이내","범죄사건 처리 기간[명]","명","196012","182024","204684","227910","105719","46826","69579","86542","112567","110633","108625","105437","124684","142867","159495","106371","95881","98712","113212",
"재산범죄","경찰","6개월 초과","범죄사건 처리 기간[명]","명","3714","2256","2257","2066","4087","7423","20947","23715","25210","90621","50230","45740","40211","41120","54368","69851","91541","82708","82599",
"재산범죄","검찰","계","범죄사건 처리 기간[명]","명","399280","367758","419242","480845","415258","427199","458318","483506","491000","495365","473944","468301","478496","535138","560840","220198","222963","240256","251339",
"재산범죄","검찰","10일 이내","범죄사건 처리 기간[명]","명","205276","190113","217549","243524","212492","243591","240889","254384","231946","248130","227796","234407","245810","271959","295392","121334","113672","120295","125423",
"재산범죄","검찰","20일 이내","범죄사건 처리 기간[명]","명","54685","52669","58094","67187","54034","54665","60334","62764","66422","67794","62933","57841","58764","60037","52271","29855","29377","30425","32314",
"재산범죄","검찰","1개월 이내","범죄사건 처리 기간[명]","명","27252","26472","31825","37776","31164","29617","33843","35799","38638","40475","37759","32034","34015","34531","30971","20322","20669","23416","26724",
"재산범죄","검찰","2개월 이내","범죄사건 처리 기간[명]","명","37436","35214","39376","48836","40392","36273","38839","40076","42568","40647","39823","37710","39444","41870","42629","17229","19620","21002","20214",
"재산범죄","검찰","3개월 이내","범죄사건 처리 기간[명]","명","45351","33160","40715","50206","44722","26643","28807","30084","34635","32206","31440","30428","29922","33756","35881","11895","13436","12867","12320",
"재산범죄","검찰","6개월 이내","범죄사건 처리 기간[명]","명","27476","28594","29743","31467","30130","33231","43682","47609","58395","52656","55444","56815","52504","66818","71825","17165","22597","27304","27956",
"재산범죄","검찰","6개월 초과","범죄사건 처리 기간[명]","명","1804","1536","1940","1849","2324","3179","11924","12790","18396","13457","18749","19066","18037","26167","31871","2398","3592","4947","6388",
"절도","합계","계","범죄사건 처리 기간[명]","명","128206","141998","170271","223564","211870","216835","216467","214289","","","","","","","","","","","",
"절도","경찰","계","범죄사건 처리 기간[명]","명","63394","70423","84517","111033","105870","108241","110718","108943","100037","106846","109655","108715","100552","104853","102156","87679","96599","103178","104004",
"절도","경찰","10일 이내","범죄사건 처리 기간[명]","명","5746","7577","10649","15256","26711","34622","28363","26337","22727","21720","23072","22385","17218","17828","16309","12953","13202","15279","16112",
"절도","경찰","20일 이내","범죄사건 처리 기간[명]","명","1202","1811","2764","4041","13530","18774","17371","16996","16044","16435","19447","19332","17856","18808","17865","15116","15521","17375","18845",
"절도","경찰","1개월 이내","범죄사건 처리 기간[명]","명","9166","10324","12152","15897","13868","12729","12378","12568","12025","12558","14671","14827","14323","15192","14689","12271","12747","14629","15530",
"절도","경찰","2개월 이내","범죄사건 처리 기간[명]","명","7984","7657","8464","10227","16152","20026","21271","22377","21756","20820","23655","24779","24488","26647","25942","21970","24334","26218","27328",
"절도","경찰","3개월 이내","범죄사건 처리 기간[명]","명","4044","4482","5484","5518","8618","10051","11856","12615","11838","10260","10893","10782","11860","12838","13017","11242","13231","14091","13653",
"절도","경찰","6개월 이내","범죄사건 처리 기간[명]","명","34680","38060","44497","59339","25320","8940","11687","11321","10892","9080","9834","8966","9524","9818","10746","10482","12737","12571","10541",
"절도","경찰","6개월 초과","범죄사건 처리 기간[명]","명","572","512","507","755","1671","3099","7792","6729","4755","15973","8083","7644","5283","3722","3588","3645","4827","3015","1995",
"절도","검찰","계","범죄사건 처리 기간[명]","명","64812","71575","85754","112531","106000","108594","105749","105346","96380","102668","105170","106394","97977","103103","100553","75431","80328","86021","87755",
"절도","검찰","10일 이내","범죄사건 처리 기간[명]","명","39517","42325","50276","66376","63467","68873","62813","63082","55220","62526","65986","70403","65136","70245","71855","54624","54363","58737","61428",
"절도","검찰","20일 이내","범죄사건 처리 기간[명]","명","12022","13810","16221","20452","18225","17605","19188","18343","17569","17993","17801","16436","14486","13865","11626","9591","10644","10751","10890",
"절도","검찰","1개월 이내","범죄사건 처리 기간[명]","명","5889","6974","8663","11259","10184","9085","10000","10076","9657","9996","9350","7688","7095","6886","5432","4863","5917","6148","5916",
"절도","검찰","2개월 이내","범죄사건 처리 기간[명]","명","4086","4897","6009","8286","7712","7400","7444","7446","7121","6182","6000","5800","5470","5366","4875","3467","4724","5025","4664",
"절도","검찰","3개월 이내","범죄사건 처리 기간[명]","명","2668","2660","3761","5097","5249","3146","2986","3314","3491","3060","2916","2869","2754","3001","2775","1603","2215","2348","2000",
"절도","검찰","6개월 이내","범죄사건 처리 기간[명]","명","622","899","812","1046","1110","2379","3061","2886","2988","2634","2831","2883","2661","3236","3358","1250","2341","2863","2671",
"절도","검찰","6개월 초과","범죄사건 처리 기간[명]","명","8","10","12","15","53","106","257","199","334","277","286","315","375","504","632","33","124","149","186",
"장물","합계","계","범죄사건 처리 기간[명]","명","4252","5167","7766","12653","12915","8939","10808","14590","","","","","","","","","","","",
"장물","경찰","계","범죄사건 처리 기간[명]","명","2066","2523","3818","6261","6454","4456","5586","7565","5225","4800","3891","3199","1832","1489","1138","624","573","716","701",
"장물","경찰","10일 이내","범죄사건 처리 기간[명]","명","319","411","615","920","1380","1211","1168","1200","887","636","455","424","186","161","137","87","46","104","70",
"장물","경찰","20일 이내","범죄사건 처리 기간[명]","명","39","39","62","128","761","700","712","913","652","585","476","386","220","161","123","47","37","44","56",
"장물","경찰","1개월 이내","범죄사건 처리 기간[명]","명","252","336","497","754","802","546","592","857","522","406","422","333","208","165","95","65","49","83","58",
"장물","경찰","2개월 이내","범죄사건 처리 기간[명]","명","185","244","315","518","993","878","1150","1555","1090","840","704","780","470","361","276","120","109","122","108",
"장물","경찰","3개월 이내","범죄사건 처리 기간[명]","명","92","135","229","315","568","435","637","1090","634","499","511","400","238","254","176","66","89","103","153",
"장물","경찰","6개월 이내","범죄사건 처리 기간[명]","명","1167","1346","2064","3594","1836","502","873","1324","885","517","554","386","308","233","207","147","161","170","177",
"장물","경찰","6개월 초과","범죄사건 처리 기간[명]","명","12","12","36","32","114","184","454","626","555","1317","769","490","202","154","124","92","82","90","79",
"장물","검찰","계","범죄사건 처리 기간[명]","명","2186","2644","3948","6392","6461","4483","5222","7025","5009","4463","3684","3131","1758","1459","1110","486","439","553","566",
"장물","검찰","10일 이내","범죄사건 처리 기간[명]","명","1181","1398","1918","2962","3183","2306","2116","2719","1835","1723","1526","1412","790","581","474","220","160","253","215",
"장물","검찰","20일 이내","범죄사건 처리 기간[명]","명","367","414","704","1113","971","721","936","1250","911","886","706","474","273","224","156","71","73","91","71",
"장물","검찰","1개월 이내","범죄사건 처리 기간[명]","명","163","211","403","606","643","449","602","787","533","548","344","310","151","104","91","50","50","52","94",
"장물","검찰","2개월 이내","범죄사건 처리 기간[명]","명","147","197","386","623","687","454","596","842","570","407","364","345","199","119","116","57","57","50","44",
"장물","검찰","3개월 이내","범죄사건 처리 기간[명]","명","250","273","453","928","814","285","371","589","467","345","280","192","143","153","104","35","23","41","32",
"장물","검찰","6개월 이내","범죄사건 처리 기간[명]","명","66","129","83","148","153","265","571","791","640","477","343","373","173","196","129","52","64","58","79",
"장물","검찰","6개월 초과","범죄사건 처리 기간[명]","명","12","22","1","12","10","3","30","47","53","77","121","25","29","82","40","1","12","8","31",
"사기","합계","계","범죄사건 처리 기간[명]","명","538343","462334","507860","563602","476759","499720","600244","653613","","","","","","","","","","","",
"사기","경찰","계","범죄사건 처리 기간[명]","명","261999","225759","249584","277149","237888","248538","323200","355735","325648","326948","297232","285265","323474","358436","375963","235160","228531","246081","290880",
"사기","경찰","10일 이내","범죄사건 처리 기간[명]","명","19031","23232","27801","38170","33162","29255","35294","38923","26880","20786","21433","17995","19456","20859","19916","17795","11454","15692","19529",
"사기","경찰","20일 이내","범죄사건 처리 기간[명]","명","4080","4167","4979","5900","15803","20985","27050","30058","20627","17040","18790","17265","18524","19370","19869","8002","8395","11224","14845",
"사기","경찰","1개월 이내","범죄사건 처리 기간[명]","명","27760","21912","22981","28032","24029","24127","28250","29001","21745","17996","20025","18604","20578","21911","21389","8960","9294","11941","14695",
"사기","경찰","2개월 이내","범죄사건 처리 기간[명]","명","37441","30385","36163","46455","59927","79747","92979","91742","73062","58847","60004","59057","67435","72861","67143","28577","28244","34141","41509",
"사기","경찰","3개월 이내","범죄사건 처리 기간[명]","명","38093","30286","33475","29127","41335","60305","81914","89297","82417","66959","60274","60769","69834","75865","72685","32642","28617","33530","42906",
"사기","경찰","6개월 이내","범죄사건 처리 기간[명]","명","132957","114378","122826","128503","61879","31001","47641","63481","85039","87071","83199","81356","98563","115576","130723","81292","67866","70900","87420",
"사기","경찰","6개월 초과","범죄사건 처리 기간[명]","명","2637","1399","1359","962","1753","3118","10072","13233","15878","58249","33507","30219","29084","31994","44238","57892","74661","68653","69976",
"사기","검찰","계","범죄사건 처리 기간[명]","명","276344","236575","258276","286453","238871","251182","277044","297878","309086","308162","282965","277041","299340","344793","370001","95263","91834","101896","112971",
"사기","검찰","10일 이내","범죄사건 처리 기간[명]","명","135869","114663","127860","135062","113060","137102","140361","151406","137886","144788","120402","120418","138018","155962","174573","35586","29009","30928","34326",
"사기","검찰","20일 이내","범죄사건 처리 기간[명]","명","34568","30400","31355","35411","27129","29091","31912","34415","38402","39235","34161","31945","34918","36882","32361","13910","12197","13166","15008",
"사기","검찰","1개월 이내","범죄사건 처리 기간[명]","명","17704","15862","17843","20818","16407","16434","18758","20402","23121","24329","22258","19326","21825","22569","20996","11595","10441","12559","16110",
"사기","검찰","2개월 이내","범죄사건 처리 기간[명]","명","29063","25954","27322","33521","26669","23506","25314","26539","28579","27877","27426","25940","28012","30447","31631","10746","11178","12131","12112",
"사기","검찰","3개월 이내","범죄사건 처리 기간[명]","명","36420","25673","29503","36112","31222","18826","20998","21392","24914","23172","22670","22449","22088","25629","27853","8438","9323","8372","8412",
"사기","검찰","6개월 이내","범죄사건 처리 기간[명]","명","21599","22995","22984","24279","22810","24048","31403","34710","43017","39194","42122","42917","40706","52520","57723","13264","17048","20689","21785",
"사기","검찰","6개월 초과","범죄사건 처리 기간[명]","명","1121","1028","1409","1250","1574","2175","8298","9014","13167","9567","13926","14046","13773","20784","24864","1724","2638","4051","5218",
"횡령","합계","계","범죄사건 처리 기간[명]","명","53391","46126","59104","64027","57617","55582","69771","76408","","","","","","","","","","","",
"횡령","경찰","계","범죄사건 처리 기간[명]","명","25700","22410","28888","31332","28641","27419","37018","40959","41575","41929","39861","37748","38989","39352","40068","30542","33055","37245","40632",
"횡령","경찰","10일 이내","범죄사건 처리 기간[명]","명","1344","1764","2304","3050","2915","3038","3872","4294","3039","2753","3141","2985","2505","2651","2574","2662","1746","2299","2529",
"횡령","경찰","20일 이내","범죄사건 처리 기간[명]","명","335","394","556","740","2013","2735","3500","4113","3426","3159","3924","3769","3888","3955","3894","2787","2756","3621","4122",
"횡령","경찰","1개월 이내","범죄사건 처리 기간[명]","명","2618","2195","2649","3223","2948","3019","3743","4182","3608","3278","3547","3822","3941","3962","3859","2723","2921","3617","4089",
"횡령","경찰","2개월 이내","범죄사건 처리 기간[명]","명","4004","3294","4748","5731","7391","8450","10570","11625","10761","8523","9025","8397","9178","9045","9239","6077","6887","8204","8811",
"횡령","경찰","3개월 이내","범죄사건 처리 기간[명]","명","4138","3348","4201","3600","5226","6026","8527","8551","9088","7556","7069","6448","7040","6927","6859","4393","4503","5243","6225",
"횡령","경찰","6개월 이내","범죄사건 처리 기간[명]","명","12963","11228","14245","14842","7846","3619","5478","6444","9571","8923","9131","8660","9457","10030","10116","7499","7583","7868","8739",
"횡령","경찰","6개월 초과","범죄사건 처리 기간[명]","명","298","187","185","146","302","532","1328","1750","2082","7737","4024","3667","2980","2782","3527","4401","6659","6393","6117",
"횡령","검찰","계","범죄사건 처리 기간[명]","명","27691","23716","30216","32695","28976","28163","32753","35449","39497","39224","38137","36604","35155","37461","39588","17802","19343","21507","21993",
"횡령","검찰","10일 이내","범죄사건 처리 기간[명]","명","12214","10728","13296","14184","12159","13108","13324","14998","15825","15884","15084","15858","15606","16905","18805","10647","10784","11977","12330",
"횡령","검찰","20일 이내","범죄사건 처리 기간[명]","명","3420","2926","3371","3878","3034","2945","3547","3815","4097","4490","4402","3793","3802","3603","3279","2035","2265","2487","2686",
"횡령","검찰","1개월 이내","범죄사건 처리 기간[명]","명","1807","1552","2164","2286","1843","1857","2259","2377","2615","3009","2875","2245","2238","2235","1961","1445","1672","1910","2066",
"횡령","검찰","2개월 이내","범죄사건 처리 기간[명]","명","2757","2584","3294","3716","3232","2948","3383","3263","3816","3896","3478","3051","2991","3037","3106","1223","1522","1687","1533",
"횡령","검찰","3개월 이내","범죄사건 처리 기간[명]","명","3940","2771","4217","4796","4575","2748","2940","3097","3516","3514","3312","2871","2748","2696","2686","837","926","1047","994",
"횡령","검찰","6개월 이내","범죄사건 처리 기간[명]","명","3146","2872","3603","3531","3677","4014","5487","5801","6839","6446","6274","6170","5553","6246","6099","1276","1758","2011","1903",
"횡령","검찰","6개월 초과","범죄사건 처리 기간[명]","명","407","283","271","304","456","543","1813","2098","2789","1985","2712","2616","2217","2739","3652","339","416","388","481",
"배임","합계","계","범죄사건 처리 기간[명]","명","12927","11143","14851","17836","14953","12479","16573","17706","","","","","","","","","","","",
"배임","경찰","계","범죄사건 처리 기간[명]","명","5867","5169","7030","8362","7358","5930","9070","9847","11336","9752","8858","9439","9568","9606","9418","6749","6770","7053","7332",
"배임","경찰","10일 이내","범죄사건 처리 기간[명]","명","186","174","264","370","384","534","767","982","673","224","255","231","198","262","248","590","92","101","106",
"배임","경찰","20일 이내","범죄사건 처리 기간[명]","명","50","41","77","104","177","244","412","452","315","229","318","293","364","262","231","117","53","49","83",
"배임","경찰","1개월 이내","범죄사건 처리 기간[명]","명","382","365","476","556","438","356","564","522","465","434","379","440","514","433","325","56","81","115","105",
"배임","경찰","2개월 이내","범죄사건 처리 기간[명]","명","890","822","1002","1312","1684","1564","2082","2308","1872","1248","1435","1426","1455","1545","1334","389","438","422","408",
"배임","경찰","3개월 이내","범죄사건 처리 기간[명]","명","1068","1062","1221","1321","1641","1679","2225","2323","2693","1568","1712","1753","1715","1717","1508","650","515","630","681",
"배임","경찰","6개월 이내","범죄사건 처리 기간[명]","명","3200","2641","3891","4601","2885","1287","2126","2377","4151","3347","3392","3648","4028","4034","3936","2516","2216","2419","2325",
"배임","경찰","6개월 초과","범죄사건 처리 기간[명]","명","91","64","99","98","149","266","894","883","1167","2702","1367","1648","1294","1353","1836","2431","3375","3317","3624",
"배임","검찰","계","범죄사건 처리 기간[명]","명","7060","5974","7821","9474","7595","6549","7503","7859","10960","9331","8807","9284","7899","8650","9230","2351","1774","1857","2091",
"배임","검찰","10일 이내","범죄사건 처리 기간[명]","명","1967","1793","2060","2651","1745","1484","1099","1182","1251","1271","1137","1197","1101","998","1311","357","250","230","339",
"배임","검찰","20일 이내","범죄사건 처리 기간[명]","명","621","448","623","747","456","635","459","576","699","747","620","500","385","392","437","192","130","121","145",
"배임","검찰","1개월 이내","범죄사건 처리 기간[명]","명","326","293","412","507","328","314","342","349","514","541","488","413","396","348","357","233","184","303","337",
"배임","검찰","2개월 이내","범죄사건 처리 기간[명]","명","584","589","781","1017","801","763","708","668","1067","994","921","918","966","899","916","263","183","234","179",
"배임","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1523","1207","1786","2215","2007","1009","902","1005","1440","1213","1248","1054","1208","1104","1094","274","151","188","197",
"배임","검찰","6개월 이내","범죄사건 처리 기간[명]","명","1793","1455","1919","2075","2030","2045","2555","2735","4029","3096","2876","3297","2319","3080","2930","747","502","518","504",
"배임","검찰","6개월 초과","범죄사건 처리 기간[명]","명","246","189","240","262","228","299","1438","1344","1960","1469","1517","1905","1524","1829","2185","285","374","263","390",
"손괴","합계","계","범죄사건 처리 기간[명]","명","42118","54328","66192","66334","54694","56396","61080","60636","","","","","","","","","","","",
"손괴","경찰","계","범죄사건 처리 기간[명]","명","20931","27054","32965","33034","27339","28168","31033","30687","31268","32961","36503","36611","37573","40285","40890","36659","37838","36858","34882",
"손괴","경찰","10일 이내","범죄사건 처리 기간[명]","명","1426","2905","4018","4462","8823","11764","11887","11087","9933","8521","9437","8395","7769","7819","6726","5110","4525","4930","4654",
"손괴","경찰","20일 이내","범죄사건 처리 기간[명]","명","547","1037","1502","1503","3461","4859","5479","5541","5655","5651","6852","7108","7371","8061","7838","6213","6117","6617","6257",
"손괴","경찰","1개월 이내","범죄사건 처리 기간[명]","명","3442","4188","4923","4829","3287","2820","3198","3300","3600","3578","4567","4878","5304","5868","5886","5168","4927","5155","4976",
"손괴","경찰","2개월 이내","범죄사건 처리 기간[명]","명","2967","3007","3346","3436","3798","4641","5447","5871","6400","6044","7464","8225","8915","9820","10616","9347","9562","9274","9314",
"손괴","경찰","3개월 이내","범죄사건 처리 기간[명]","명","1400","1464","1944","1700","1919","2383","2841","2799","2878","2829","3188","3512","4042","4426","5002","4996","5452","4858","4863",
"손괴","경찰","6개월 이내","범죄사건 처리 기간[명]","명","11045","14371","17161","17031","5953","1477","1774","1595","2029","1695","2515","2421","2804","3176","3767","4435","5318","4784","4010",
"손괴","경찰","6개월 초과","범죄사건 처리 기간[명]","명","104","82","71","73","98","224","407","494","773","4643","2480","2072","1368","1115","1055","1390","1937","1240","808",
"손괴","검찰","계","범죄사건 처리 기간[명]","명","21187","27274","33227","33300","27355","28228","30047","29949","30068","31517","35181","35847","36367","39672","40358","28865","29245","28422","25963",
"손괴","검찰","10일 이내","범죄사건 처리 기간[명]","명","14528","19206","22139","22289","18878","20718","21176","20997","19929","21938","23661","25119","25159","27268","28374","19900","19106","18170","16785",
"손괴","검찰","20일 이내","범죄사건 처리 기간[명]","명","3687","4671","5820","5586","4219","3668","4292","4365","4744","4443","5243","4693","4900","5071","4412","4056","4068","3809","3514",
"손괴","검찰","1개월 이내","범죄사건 처리 기간[명]","명","1363","1580","2340","2300","1759","1478","1882","1808","2198","2052","2444","2052","2310","2389","2134","2136","2405","2444","2201",
"손괴","검찰","2개월 이내","범죄사건 처리 기간[명]","명","799","993","1584","1673","1291","1202","1394","1318","1415","1291","1634","1656","1806","2002","1985","1473","1956","1875","1682",
"손괴","검찰","3개월 이내","범죄사건 처리 기간[명]","명","550","576","995","1058","855","629","610","687","807","902","1014","993","981","1173","1369","708","798","871","685",
"손괴","검찰","6개월 이내","범죄사건 처리 기간[명]","명","250","244","342","388","350","480","605","686","882","809","998","1175","1092","1540","1586","576","884","1165","1014",
"손괴","검찰","6개월 초과","범죄사건 처리 기간[명]","명","10","4","7","6","3","53","88","88","93","82","187","159","119","229","498","16","28","88","82",
"강력범죄(흉악)","합계","계","범죄사건 처리 기간[명]","명","30359","29067","39299","44581","46627","52228","49361","54533","","","","","","","","","","","",
"강력범죄(흉악)","경찰","계","범죄사건 처리 기간[명]","명","14951","14340","19451","22017","23295","26033","25330","27977","30165","31963","33632","36652","36668","37507","35737","34743","43409","41734","37538",
"강력범죄(흉악)","경찰","10일 이내","범죄사건 처리 기간[명]","명","2489","2490","3440","3827","7159","9790","8246","8390","6868","5823","5632","5122","4246","3807","2929","3169","3492","3551","3164",
"강력범죄(흉악)","경찰","20일 이내","범죄사건 처리 기간[명]","명","212","378","517","626","2572","4052","3610","4305","4345","4122","4337","4857","4128","3845","3079","2364","3530","3446","3104",
"강력범죄(흉악)","경찰","1개월 이내","범죄사건 처리 기간[명]","명","1841","1557","2238","2589","2600","2623","2513","3093","3546","3651","4045","4638","4377","4146","3612","2718","3726","3828","3331",
"강력범죄(흉악)","경찰","2개월 이내","범죄사건 처리 기간[명]","명","1581","1383","1667","1742","3326","4430","4267","5609","6851","7527","8846","10767","11269","11590","11006","8662","10538","10503","9651",
"강력범죄(흉악)","경찰","3개월 이내","범죄사건 처리 기간[명]","명","702","609","1010","1083","1735","2325","2251","2766","3675","3378","4230","4830","5946","6436","7017","7013","8511","8549","8390",
"강력범죄(흉악)","경찰","6개월 이내","범죄사건 처리 기간[명]","명","8008","7848","10481","12029","5565","2037","2076","2579","3307","2610","3678","3717","4417","5268","6279","8398","10172","9387","8216",
