"범죄별","기간별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"총계","합계","범죄발생부터 인지까지의 기간[건]","건","","","1399085","1494846","1588613","1765887","1732522","1867882","1985980","1977665","2004329","2080901","1893896",
"총계","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","267471","306218","385070","461286","461333","547456","618670","668738","663371","26177","661695",
"총계","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","87240","89579","86660","91856","90822","99819","92580","76834","82660","2858","39010",
"총계","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","45756","45085","45657","46779","47410","51455","50312","41978","41192","2447","39791",
"총계","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","26799","27306","29970","32201","33284","44295","41990","32530","32693","1965","51891",
"총계","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","74430","91938","113037","111580","105704","128951","139539","128962","132632","5124","70206",
"총계","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","58613","64034","68356","76034","67948","75752","74199","66733","63634","3520","53048",
"총계","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","122276","127541","128943","138240","120640","127663","126536","112808","111260","6291","105523",
"총계","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","96891","102824","104570","105492","97847","104803","110171","100565","97361","7516","97063",
"총계","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","162530","161962","164763","164302","166777","183045","190520","192152","196254","27414","182430",
"총계","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","145432","140193","135577","145931","146695","160996","169222","178283","182015","29754","172829",
"총계","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","311647","338166","326010","392186","394062","343647","372241","378082","401257","1967835","420410",
"형법범","합계","범죄발생부터 인지까지의 기간[건]","건","287451","325238","361175","404965","397580","452260","462253","523609","553673","797395","857488","826886","825840",
"형법범","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","37183","30606","31260","35072","38867","49236","60517","89010","93504","201089","203976","8828","199365",
"형법범","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","5199","8186","8177","8522","9020","10989","10769","17778","16901","29510","32112","1496","22298",
"형법범","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","6659","7717","7705","7736","8435","9306","10160","17575","17989","23058","24044","1267","28202",
"형법범","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","7863","8425","8415","9375","10813","11153","11723","22724","22010","21736","24037","1073","37170",
"형법범","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","13824","14011","14466","16641","18665","19394","20289","39018","40540","55821","60952","1179","39780",
"형법범","2일 이내","범죄발생부터 인지까지의 기간[건]","건","11494","13052","12270","13603","13974","14390","14953","23780","22717","29538","30434","1209","29336",
"형법범","5일 이내","범죄발생부터 인지까지의 기간[건]","건","21516","17741","17206","18803","20020","20660","21006","29488","29757","41894","43040","2228","49086",
"형법범","10일 이내","범죄발생부터 인지까지의 기간[건]","건","12832","12398","11948","13014","13233","13752","14244","19016","20081","29420","30329","2154","36697",
"형법범","30일 이내","범죄발생부터 인지까지의 기간[건]","건","23606","","","","","","","","","","","","",
"형법범","90일 이내","범죄발생부터 인지까지의 기간[건]","건","26835","","","","","","","","","","","","",
"형법범","90일 이상","범죄발생부터 인지까지의 기간[건]","건","120440","","","","","","","","","","","","",
"형법범","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","23626","23004","23710","23931","24858","26126","31769","34309","52299","54383","5058","55058",
"형법범","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","36511","36700","38409","38179","40851","39960","43897","48558","70293","73882","6486","68578",
"형법범","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","152965","190024","220080","202443","237671","232506","189554","207307","242737","280299","795908","260270",
"재산범죄","합계","범죄발생부터 인지까지의 기간[건]","건","185929","222075","264914","304260","295981","338943","319627","368404","392473","415572","470826","447163","442015",
"재산범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","15247","14293","15104","17776","20188","25168","25874","49908","51773","46223","48079","2218","47439",
"재산범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2252","3776","4221","4615","5161","6007","4917","10652","9826","7557","8769","345","6185",
"재산범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","3175","3485","4077","4387","5158","5475","5170","12206","12516","9247","10444","382","12206",
"재산범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","4674","4462","5349","6453","7883","7925","7753","18840","18666","13106","15259","480","21967",
"재산범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","5986","6806","7981","9475","11557","11915","10882","28194","29810","22394","26550","545","22108",
"재산범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","5093","6256","6655","7753","8853","8879","8209","16865","16056","13021","14631","486","16818",
"재산범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","11041","8222","8789","9900","11327","11640","10774","18909","19058","17145","18319","884","24896",
"재산범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","7057","6327","6508","6972","7428","7798","7271","11535","12420","12927","13461","877","16864",
"재산범죄","30일 이내","범죄발생부터 인지까지의 기간[건]","건","13811","","","","","","","","","","","","",
"재산범죄","90일 이내","범죄발생부터 인지까지의 기간[건]","건","18202","","","","","","","","","","","","",
"재산범죄","90일 이상","범죄발생부터 인지까지의 기간[건]","건","99391","","","","","","","","","","","","",
"재산범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","13440","13647","14170","14274","15211","15005","19237","21814","28894","29329","2160","25668",
"재산범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","25346","26409","27540","27204","29453","26982","29547","34499","49345","51071","3641","41150",
"재산범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","129662","166174","195219","176948","209472","196790","152511","166035","195713","234914","435145","206714",
"절도","합계","범죄발생부터 인지까지의 기간[건]","건","60492","57174","60790","68812","80995","87860","82584","165261","169121","179208","187871","154850","191114",
"절도","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","13002","11364","12048","14056","17277","19999","18763","38327","37629","29709","32780","1105","38187",
"절도","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2034","3261","3797","4187","4707","5333","4064","8998","8163","6117","7051","254","5096",
"절도","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2858","2961","3573","3934","4647","4732","4183","10512","10368","7406","8528","275","10414",
"절도","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","4388","3982","4957","6047","7443","7035","6189","17092","16664","11547","13656","394","19983",
"절도","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","5145","5569","6697","8192","10138","10182","8870","24112","24737","18112","22218","390","18955",
"절도","2일 이내","범죄발생부터 인지까지의 기간[건]","건","4260","5139","5659","6696","7717","7579","6734","14262","13454","10497","12008","378","14370",
"절도","5일 이내","범죄발생부터 인지까지의 기간[건]","건","6796","6189","6853","7893","9197","9335","8149","15362","15081","13337","14275","629","20510",
"절도","10일 이내","범죄발생부터 인지까지의 기간[건]","건","3808","3791","3947","4301","4788","5123","4390","8061","8473","8811","9076","585","12612",
"절도","30일 이내","범죄발생부터 인지까지의 기간[건]","건","5845","","","","","","","","","","","","",
"절도","90일 이내","범죄발생부터 인지까지의 기간[건]","건","4600","","","","","","","","","","","","",
"절도","90일 이상","범죄발생부터 인지까지의 기간[건]","건","7756","","","","","","","","","","","","",
"절도","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","5416","5034","5205","5744","6532","6527","9444","10563","15966","15547","773","15340",
"절도","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","4445","3722","3715","4066","5115","5878","7584","9117","18823","15763","805","15659",
"절도","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","5057","4503","4586","5271","6895","8837","11507","14872","38883","36969","149262","19988",
"장물","합계","범죄발생부터 인지까지의 기간[건]","건","971","1137","897","889","992","1744","1889","1535","1319","1418","1145","1581","3547",
"장물","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","22","37","34","38","28","77","79","78","68","59","49","6","157",
"장물","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","8","8","5","12","13","7","10","8","4","6","-","6",
"장물","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","15","14","14","13","19","15","10","9","4","13","-","15",
"장물","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","22","16","17","7","26","26","15","16","14","13","-","22",
"장물","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","35","32","47","26","35","52","42","46","28","32","21","1","32",
"장물","2일 이내","범죄발생부터 인지까지의 기간[건]","건","41","51","46","45","53","51","45","47","43","46","32","3","46",
"장물","5일 이내","범죄발생부터 인지까지의 기간[건]","건","104","124","107","89","100","151","139","122","97","96","62","1","106",
"장물","10일 이내","범죄발생부터 인지까지의 기간[건]","건","91","123","96","90","89","160","149","116","98","130","89","5","141",
"장물","30일 이내","범죄발생부터 인지까지의 기간[건]","건","210","","","","","","","","","","","","",
"장물","90일 이내","범죄발생부터 인지까지의 기간[건]","건","167","","","","","","","","","","","","",
"장물","90일 이상","범죄발생부터 인지까지의 기간[건]","건","278","","","","","","","","","","","","",
"장물","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","264","168","168","173","336","394","287","228","311","230","17","373",
"장물","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","254","184","185","194","316","395","316","264","234","238","29","1423",
"장물","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","207","177","212","218","543","598","488","460","488","392","1519","1226",
"사기","합계","범죄발생부터 인지까지의 기간[건]","건","97854","132553","170613","200879","182052","210436","195197","161986","180350","195914","240359","246204","203697",
"사기","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1291","1819","1863","2301","1634","3195","4608","7164","8782","11061","10472","838","5202",
"사기","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","120","263","204","198","234","337","497","912","922","807","1061","56","692",
"사기","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","174","267","295","259","318","468","727","1089","1306","1252","1324","77","1235",
"사기","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","101","206","167","196","207","603","1114","662","785","667","752","62","901",
"사기","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","361","673","738","747","785","957","1138","1745","2307","2126","2240","105","1714",
"사기","2일 이내","범죄발생부터 인지까지의 기간[건]","건","398","498","439","514","549","604","731","1001","1124","1172","1234","64","1332",
"사기","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2498","913","916","985","1040","1107","1381","1571","2046","2132","2337","167","2410",
"사기","10일 이내","범죄발생부터 인지까지의 기간[건]","건","2206","1464","1517","1604","1564","1549","1716","1981","2455","2779","3026","173","2670",
"사기","30일 이내","범죄발생부터 인지까지의 기간[건]","건","5672","","","","","","","","","","","","",
"사기","90일 이내","범죄발생부터 인지까지의 기간[건]","건","10217","","","","","","","","","","","","",
"사기","90일 이상","범죄발생부터 인지까지의 기간[건]","건","74816","","","","","","","","","","","","",
"사기","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","5385","6045","6457","6074","5952","5843","6829","8300","9954","10692","1008","7051",
"사기","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","15926","17928","18859","18410","19045","16320","17499","20810","25852","29903","2272","19140",
"사기","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","105119","140501","168759","151237","176619","161122","121533","131513","138112","177318","241382","161350",
"횡령","합계","범죄발생부터 인지까지의 기간[건]","건","19120","21976","23836","24194","22682","28022","26371","21883","22867","21990","23895","27224","25412",
"횡령","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","237","363","396","451","301","520","560","945","1247","1462","1139","110","568",
"횡령","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","32","55","61","47","40","64","48","101","110","95","91","8","51",
"횡령","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","44","72","67","40","39","59","55","89","126","120","117","6","62",
"횡령","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","50","81","70","53","56","67","130","93","119","103","116","8","101",
"횡령","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","125","180","201","149","173","203","177","259","371","313","314","19","211",
"횡령","2일 이내","범죄발생부터 인지까지의 기간[건]","건","169","242","213","187","191","210","196","254","273","249","262","22","225",
"횡령","5일 이내","범죄발생부터 인지까지의 기간[건]","건","1076","459","437","450","467","484","425","528","567","516","519","29","528",
"횡령","10일 이내","범죄발생부터 인지까지의 기간[건]","건","607","592","607","579","547","570","533","606","648","616","633","64","595",
"횡령","30일 이내","범죄발생부터 인지까지의 기간[건]","건","1462","","","","","","","","","","","","",
"횡령","90일 이내","범죄발생부터 인지까지의 기간[건]","건","2427","","","","","","","","","","","","",
"횡령","90일 이상","범죄발생부터 인지까지의 기간[건]","건","128913","","","","","","","","","","","","",
"횡령","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1623","1660","1636","1544","1679","1445","1662","1736","1675","1813","240","1683",
"횡령","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","3533","3596","3687","3504","3892","3236","3086","3247","3239","3796","362","3419",
"횡령","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","14776","16528","16915","15820","20274","19566","14260","14423","13602","15095","26356","17969",
"배임","합계","범죄발생부터 인지까지의 기간[건]","건","4009","4828","4693","5036","4438","5468","6781","4850","4842","4767","5322","6736","5901",
"배임","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","19","50","39","77","34","66","87","261","307","393","224","32","60",
"배임","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","","2","","2","","5","5","-","16","1","-",
"배임","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","1","1","","3","3","-","144","-","-","2","-",
"배임","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","4","","2","","5","24","4","1","1","3","1","1",
"배임","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","19","17","18","11","13","15","14","20","13","13","7","12",
"배임","2일 이내","범죄발생부터 인지까지의 기간[건]","건","15","21","15","18","8","13","13","36","9","15","12","3","6",
"배임","5일 이내","범죄발생부터 인지까지의 기간[건]","건","184","44","29","44","40","45","40","35","30","32","35","8","40",
"배임","10일 이내","범죄발생부터 인지까지의 기간[건]","건","110","62","75","82","75","70","81","51","39","50","51","20","84",
"배임","30일 이내","범죄발생부터 인지까지의 기간[건]","건","241","","","","","","","","","","","","",
"배임","90일 이내","범죄발생부터 인지까지의 기간[건]","건","421","","","","","","","","","","","","",
"배임","90일 이상","범죄발생부터 인지까지의 기간[건]","건","3013","","","","","","","","","","","","",
"배임","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","274","257","231","236","261","235","212","184","229","265","67","230",
"배임","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","622","537","623","500","622","597","471","453","516","666","109","580",
"배임","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","3730","3723","3937","3534","4368","5686","3761","3650","3518","4037","6486","4888",
"손괴","합계","범죄발생부터 인지까지의 기간[건]","건","3483","4427","4085","4450","4892","5413","6805","12889","13974","12275","12234","10568","12344",
"손괴","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","676","660","724","853","914","1311","1777","3133","3740","3539","3415","127","3265",
"손괴","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","60","187","151","176","168","258","301","626","618","534","544","26","340",
"손괴","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","88","170","127","139","141","194","187","506","563","465","462","22","480",
"손괴","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","125","167","139","138","170","189","270","974","1081","774","719","15","959",
"손괴","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","318","333","281","342","415","508","640","2018","2347","1798","1744","23","1184",
"손괴","2일 이내","범죄발생부터 인지까지의 기간[건]","건","210","305","283","293","335","422","490","1265","1153","1042","1083","16","839",
"손괴","5일 이내","범죄발생부터 인지까지의 기간[건]","건","383","493","447","439","483","518","640","1291","1237","1032","1091","50","1302",
"손괴","10일 이내","범죄발생부터 인지까지의 기간[건]","건","235","295","266","316","365","326","402","720","707","541","586","30","762",
"손괴","30일 이내","범죄발생부터 인지까지의 기간[건]","건","381","","","","","","","","","","","","",
"손괴","90일 이내","범죄발생부터 인지까지의 기간[건]","건","370","","","","","","","","","","","","",
"손괴","90일 이상","범죄발생부터 인지까지의 기간[건]","건","637","","","","","","","","","","","","",
"손괴","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","478","483","473","503","451","561","803","803","759","782","55","991",
"손괴","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","566","442","471","530","463","556","591","608","681","705","64","929",
"손괴","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","773","742","810","868","773","981","962","1117","1110","1103","10140","1293",
"강력범죄","합계","범죄발생부터 인지까지의 기간[건]","건","41737","44714","40250","42429","42729","49975","59367","68475","70018","","","","",
"강력범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","10338","9846","9703","10331","10962","14813","19152","23170","24918","","","","",
"강력범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1213","2705","2307","2367","2289","3087","3538","4644","4600","","","","",
"강력범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1557","2441","2021","1907","1843","2216","2774","3261","3177","","","","",
"강력범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1723","2379","1867","1797","1727","1963","2395","2427","1994","","","","",
"강력범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4046","3980","3509","4040","3866","4263","5006","6599","6323","","","","",
"강력범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3537","4159","3342","3508","3054","3299","3796","4059","3918","","","","",
"강력범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","5665","5707","4989","5267","5166","5427","5850","6253","6056","","","","",
"강력범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","3050","3159","2807","3185","3166","3217","3576","3989","4020","","","","",
"강력범죄","30일 이내","범죄발생부터 인지까지의 기간[건]","건","4015","","","","","","","","","","","","",
"강력범죄","90일 이내","범죄발생부터 인지까지의 기간[건]","건","2647","","","","","","","","","","","","",
"강력범죄","90일 이상","범죄발생부터 인지까지의 기간[건]","건","3946","","","","","","","","","","","","",
"강력범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","4134","3799","3886","4025","4261","4766","5184","5041","","","","",
"강력범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","3080","2829","2968","3108","3439","3849","3920","4002","","","","",
"강력범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","3124","3077","3172","3523","3990","4665","4969","5969","","","","",
"살인","합계","범죄발생부터 인지까지의 기간[건]","건","806","701","646","690","789","966","984","964","1064","","","","",
"살인","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","168","110","106","120","149","191","217","197","233","","","","",
"살인","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","30","51","44","36","48","68","59","64","63","","","","",
"살인","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","46","55","37","49","67","44","63","57","59","","","","",
"살인","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","64","62","70","62","66","75","76","72","64","","","","",
"살인","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","87","99","101","111","100","125","109","122","134","","","","",
"살인","2일 이내","범죄발생부터 인지까지의 기간[건]","건","114","88","74","66","75","109","81","85","97","","","","",
"살인","5일 이내","범죄발생부터 인지까지의 기간[건]","건","122","87","67","91","103","122","122","132","111","","","","",
"살인","10일 이내","범죄발생부터 인지까지의 기간[건]","건","45","36","33","32","52","58","54","44","76","","","","",
"살인","30일 이내","범죄발생부터 인지까지의 기간[건]","건","49","","","","","","","","","","","","",
"살인","90일 이내","범죄발생부터 인지까지의 기간[건]","건","29","","","","","","","","","","","","",
"살인","90일 이상","범죄발생부터 인지까지의 기간[건]","건","52","","","","","","","","","","","","",
"살인","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","37","40","44","44","61","66","53","75","","","","",
"살인","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","26","35","38","31","54","60","57","66","","","","",
"살인","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","50","39","41","54","59","77","81","86","","","","",
"강도","합계","범죄발생부터 인지까지의 기간[건]","건","2867","4463","3414","3586","4282","5407","4712","5349","5546","","","","",
"강도","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","827","1217","1015","1150","1310","1678","1374","1721","1741","","","","",
"강도","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","104","339","274","284","351","446","305","405","499","","","","",
"강도","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","118","234","197","170","226","269","210","275","295","","","","",
"강도","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","141","284","202","204","190","267","186","215","190","","","","",
"강도","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","273","480","346","399","459","564","324","460","483","","","","",
"강도","2일 이내","범죄발생부터 인지까지의 기간[건]","건","199","396","317","344","244","284","250","271","247","","","","",
"강도","5일 이내","범죄발생부터 인지까지의 기간[건]","건","320","407","302","303","447","548","464","457","443","","","","",
"강도","10일 이내","범죄발생부터 인지까지의 기간[건]","건","160","236","170","164","218","300","288","280","270","","","","",
"강도","30일 이내","범죄발생부터 인지까지의 기간[건]","건","237","","","","","","","","","","","","",
"강도","90일 이내","범죄발생부터 인지까지의 기간[건]","건","183","","","","","","","","","","","","",
"강도","90일 이상","범죄발생부터 인지까지의 기간[건]","건","314","","","","","","","","","","","","",
"강도","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","343","263","236","265","400","459","456","446","","","","",
"강도","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","245","181","168","279","298","386","348","383","","","","",
"강도","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","282","147","164","293","353","466","461","549","","","","",
"방화","합계","범죄발생부터 인지까지의 기간[건]","건","906","715","618","721","776","1157","1107","1278","1375","","","","",
"방화","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","320","203","177","225","229","324","379","547","540","","","","",
"방화","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","23","56","48","56","71","77","73","88","108","","","","",
"방화","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","37","54","34","39","32","97","53","62","96","","","","",
"방화","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","45","48","36","45","48","53","52","64","64","","","","",
"방화","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","94","88","81","102","100","123","107","118","147","","","","",
"방화","2일 이내","범죄발생부터 인지까지의 기간[건]","건","76","75","64","48","72","81","74","64","56","","","","",
"방화","5일 이내","범죄발생부터 인지까지의 기간[건]","건","114","52","63","66","66","92","96","113","118","","","","",
"방화","10일 이내","범죄발생부터 인지까지의 기간[건]","건","43","29","29","30","36","56","46","40","53","","","","",
"방화","30일 이내","범죄발생부터 인지까지의 기간[건]","건","56","","","","","","","","","","","","",
"방화","90일 이내","범죄발생부터 인지까지의 기간[건]","건","27","","","","","","","","","","","","",
"방화","90일 이상","범죄발생부터 인지까지의 기간[건]","건","71","","","","","","","","","","","","",
"방화","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","41","33","36","45","61","71","60","65","","","","",
"방화","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","41","29","38","36","101","72","54","57","","","","",
"방화","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","28","24","36","41","92","84","68","71","","","","",
"강간","합계","범죄발생부터 인지까지의 기간[건]","건","7051","6165","4912","5688","5665","6016","6410","6982","6911","","","","",
"강간","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1107","873","851","1013","1012","1217","1359","1696","1864","","","","",
"강간","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","170","256","209","277","267","266","263","378","400","","","","",
"강간","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","212","314","245","241","269","289","319","377","354","","","","",
"강간","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","345","361","270","297","307","273","314","300","271","","","","",
"강간","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","654","542","508","574","505","548","627","615","626","","","","",
"강간","2일 이내","범죄발생부터 인지까지의 기간[건]","건","621","568","480","532","405","404","436","399","391","","","","",
"강간","5일 이내","범죄발생부터 인지까지의 기간[건]","건","929","778","597","725","707","713","763","773","698","","","","",
"강간","10일 이내","범죄발생부터 인지까지의 기간[건]","건","522","441","304","389","415","373","401","418","427","","","","",
"강간","30일 이내","범죄발생부터 인지까지의 기간[건]","건","749","","","","","","","","","","","","",
"강간","90일 이내","범죄발생부터 인지까지의 기간[건]","건","617","","","","","","","","","","","","",
"강간","90일 이상","범죄발생부터 인지까지의 기간[건]","건","1125","","","","","","","","","","","","",
"강간","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","634","464","510","538","577","576","594","543","","","","",
"강간","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","602","425","476","493","513","543","553","492","","","","",
"강간","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","796","559","654","747","843","809","879","845","","","","",
"폭행","합계","범죄발생부터 인지까지의 기간[건]","건","5867","5983","5453","5548","5357","7985","12201","16836","17224","","","","",
"폭행","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1455","1325","1481","1510","1671","3080","5253","7201","8214","","","","",
"폭행","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","195","364","316","334","286","631","898","1339","1259","","","","",
"폭행","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","199","354","282","267","259","382","629","843","753","","","","",
"폭행","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","265","292","240","197","217","300","517","544","394","","","","",
"폭행","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","634","618","517","594","558","721","1190","2251","1987","","","","",
"폭행","2일 이내","범죄발생부터 인지까지의 기간[건]","건","479","522","425","448","381","431","618","849","703","","","","",
"폭행","5일 이내","범죄발생부터 인지까지의 기간[건]","건","764","719","603","627","535","667","849","1034","1066","","","","",
"폭행","10일 이내","범죄발생부터 인지까지의 기간[건]","건","407","418","346","388","305","378","500","649","655","","","","",
"폭행","30일 이내","범죄발생부터 인지까지의 기간[건]","건","621","","","","","","","","","","","","",
"폭행","90일 이내","범죄발생부터 인지까지의 기간[건]","건","371","","","","","","","","","","","","",
"폭행","90일 이상","범죄발생부터 인지까지의 기간[건]","건","477","","","","","","","","","","","","",
"폭행","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","550","473","470","395","504","628","824","752","","","","",
"폭행","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","451","358","341","344","399","507","604","599","","","","",
"폭행","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","370","412","372","406","492","612","698","842","","","","",
"상해","합계","범죄발생부터 인지까지의 기간[건]","건","22050","24397","22698","23692","23131","25850","30836","33002","32598","","","","",
"상해","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","6331","5976","5899","6082","6305","8082","10266","11353","11813","","","","",
"상해","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","666","1594","1362","1307","1202","1542","1879","2274","2204","","","","",
"상해","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","916","1382","1178","1090","950","1078","1449","1570","1563","","","","",
"상해","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","834","1276","1007","934","846","942","1184","1166","952","","","","",
"상해","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","2194","2063","1841","2136","2007","2076","2542","2875","2782","","","","",
"상해","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1963","2370","1876","1963","1761","1875","2213","2227","2256","","","","",
