"범죄별","기간별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"폭력행위 등(단체 등의 구성ㆍ활동)","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","1","-","3",
"폭력행위 등(단체 등의 구성ㆍ활동)","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","-","-","5",
"폭력행위 등(단체 등의 구성ㆍ활동)","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","1","-","-","11",
"폭력행위 등(단체 등의 구성ㆍ활동)","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","1","-","2","5",
"폭력행위 등(단체 등의 구성ㆍ활동)","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","-","2","12",
"폭력행위 등(단체 등의 구성ㆍ활동)","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","1","-","7","23",
"폭력행위 등(단체 등의 구성ㆍ활동)","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","-","4","28",
"폭력행위 등(단체 등의 구성ㆍ활동)","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","2","2","7","35",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","4","7","59",
"폭력행위 등(단체 등의 구성ㆍ활동)","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","10","32","618","153",
"폭력행위 등 처벌에 관한법률 위반","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","224751","230056","221561","223610",
"폭력행위 등 처벌에 관한법률 위반","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","109830","111186","4397","110698",
"폭력행위 등 처벌에 관한법률 위반","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","15717","16619","822","11383",
"폭력행위 등 처벌에 관한법률 위반","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","8889","8783","587","10263",
"폭력행위 등 처벌에 관한법률 위반","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","5759","5666","404","9136",
"폭력행위 등 처벌에 관한법률 위반","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","23192","23852","328","10778",
"폭력행위 등 처벌에 관한법률 위반","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","10304","9844","413","8031",
"폭력행위 등 처벌에 관한법률 위반","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","14761","14816","721","15090",
"폭력행위 등 처벌에 관한법률 위반","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","9245","9444","604","11881",
"폭력행위 등 처벌에 관한법률 위반","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","10987","12110","857","14924",
"폭력행위 등 처벌에 관한법률 위반","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","6957","8104","601","10431",
"폭력행위 등 처벌에 관한법률 위반","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","9110","9632","211827","10995",
"위조범죄","합계","범죄발생부터 인지까지의 기간[건]","건","7899","9945","10318","11792","11773","13537","16873","19684","23439","21652","19806","22613","24012",
"위조범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","229","259","300","406","394","715","690","1707","1930","3260","2518","177","950",
"위조범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","15","27","34","37","45","88","70","52","66","67","68","16","46",
"위조범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","22","30","39","44","38","134","95","86","77","54","65","10","75",
"위조범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","34","31","23","33","28","93","81","55","42","38","36","7","130",
"위조범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","108","95","93","121","164","147","199","173","218","202","176","38","250",
"위조범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","110","91","91","88","106","110","133","238","189","209","144","35","195",
"위조범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","410","168","180","207","223","260","301","252","371","374","309","33","442",
"위조범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","257","211","162","249","218","297","315","334","350","337","361","58","572",
"위조범죄","30일 이내","범죄발생부터 인지까지의 기간[건]","건","561","","","","","","","","","","","","",
"위조범죄","90일 이내","범죄발생부터 인지까지의 기간[건]","건","823","","","","","","","","","","","","",
"위조범죄","90일 이상","범죄발생부터 인지까지의 기간[건]","건","5330","","","","","","","","","","","","",
"위조범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","576","552","732","659","740","868","992","1116","1153","1087","351","1608",
"위조범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1279","1195","1332","1345","1531","1790","2132","2185","2053","2247","481","2703",
"위조범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","7178","7649","8543","8553","9422","12331","13663","16895","13905","12795","21407","17041",
"통화","합계","범죄발생부터 인지까지의 기간[건]","건","114","37","10","18","23","104","714","165","222","342","456","570","1448",
"통화","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","7","8","1","6","","8","45","28","43","60","87","2","134",
"통화","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","2","1","","","1","9","5","7","8","9","-","3",
"통화","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","1","1","","6","5","9","2","5","10","-","11",
"통화","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","2","","","","4","8","-","7","1","7","-","25",
"통화","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","3","1","2","5","5","39","12","21","41","29","2","53",
"통화","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","","1","2","6","7","11","11","19","15","2","42",
"통화","5일 이내","범죄발생부터 인지까지의 기간[건]","건","14","4","2","","6","12","30","27","20","45","36","1","140",
"통화","10일 이내","범죄발생부터 인지까지의 기간[건]","건","6","6","","3","","9","15","12","20","18","33","3","210",
"통화","30일 이내","범죄발생부터 인지까지의 기간[건]","건","6","","","","","","","","","","","","",
"통화","90일 이내","범죄발생부터 인지까지의 기간[건]","건","6","","","","","","","","","","","","",
"통화","90일 이상","범죄발생부터 인지까지의 기간[건]","건","68","","","","","","","","","","","","",
"통화","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","5","1","","4","18","53","9","24","24","50","1","232",
"통화","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1","","2","1","15","97","17","34","29","48","2","329",
"통화","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","2","3","3","5","20","406","35","33","92","132","557","269",
"유가증권ㆍ인지ㆍ우표","합계","범죄발생부터 인지까지의 기간[건]","건","1168","1634","1817","1841","1832","1891","1592","1577","1516","1202","1221","1579","2041",
"유가증권ㆍ인지ㆍ우표","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","18","27","38","37","20","32","22","87","118","117","127","11","77",
"유가증권ㆍ인지ㆍ우표","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","","2","","3","1","3","3","3","1","1","2","2",
"유가증권ㆍ인지ㆍ우표","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","1","2","1","3","","2","4","2","4","-","5",
"유가증권ㆍ인지ㆍ우표","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","3","3","2","","7","9","2","1","-","2","-","8",
"유가증권ㆍ인지ㆍ우표","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","14","23","12","13","22","17","11","11","21","7","13","2","21",
"유가증권ㆍ인지ㆍ우표","2일 이내","범죄발생부터 인지까지의 기간[건]","건","15","25","10","16","12","8","11","21","14","11","9","2","19",
"유가증권ㆍ인지ㆍ우표","5일 이내","범죄발생부터 인지까지의 기간[건]","건","74","29","22","21","34","23","25","15","19","17","19","3","41",
"유가증권ㆍ인지ㆍ우표","10일 이내","범죄발생부터 인지까지의 기간[건]","건","47","29","24","28","35","20","32","21","27","28","31","3","41",
"유가증권ㆍ인지ㆍ우표","30일 이내","범죄발생부터 인지까지의 기간[건]","건","90","","","","","","","","","","","","",
"유가증권ㆍ인지ㆍ우표","90일 이내","범죄발생부터 인지까지의 기간[건]","건","117","","","","","","","","","","","","",
"유가증권ㆍ인지ㆍ우표","90일 이상","범죄발생부터 인지까지의 기간[건]","건","785","","","","","","","","","","","","",
"유가증권ㆍ인지ㆍ우표","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","90","86","93","71","63","73","66","88","73","64","17","263",
"유가증권ㆍ인지ㆍ우표","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","199","214","202","212","209","148","180","133","113","160","33","203",
"유가증권ㆍ인지ㆍ우표","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","1208","1405","1427","1422","1508","1258","1169","1088","833","791","1506","1361",
"문서","합계","범죄발생부터 인지까지의 기간[건]","건","6248","7871","8141","9545","9544","11087","14063","17160","20582","19618","17669","18891","19847",
"문서","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","179","208","237","335","336","615","562","1522","1708","3014","2229","161","675",
"문서","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","20","29","32","39","75","50","40","49","53","54","14","40",
"문서","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","16","22","32","38","27","112","82","65","52","40","48","10","52",
"문서","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","29","21","16","27","18","71","57","50","31","33","24","7","87",
"문서","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","79","58","72","91","119","108","134","134","156","130","117","34","163",
"문서","2일 이내","범죄발생부터 인지까지의 기간[건]","건","90","50","69","58","80","77","99","191","153","158","109","30","122",
"문서","5일 이내","범죄발생부터 인지까지의 기간[건]","건","290","109","124","156","160","182","212","174","311","290","225","26","235",
"문서","10일 이내","범죄발생부터 인지까지의 기간[건]","건","178","160","119","184","156","237","243","269","276","278","266","51","289",
"문서","30일 이내","범죄발생부터 인지까지의 기간[건]","건","423","","","","","","","","","","","","",
"문서","90일 이내","범죄발생부터 인지까지의 기간[건]","건","657","","","","","","","","","","","","",
"문서","90일 이상","범죄발생부터 인지까지의 기간[건]","건","4296","","","","","","","","","","","","",
"문서","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","425","427","587","535","604","686","857","939","1006","921","316","1023",
"문서","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1015","922","1078","1081","1252","1466","1812","1906","1841","1980","405","2028",
"문서","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","5783","6094","6959","6993","7754","10472","12046","15001","12775","11696","17837","15133",
"인장","합계","범죄발생부터 인지까지의 기간[건]","건","369","403","350","388","374","455","504","782","1119","490","460","1573","676",
"인장","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","25","16","24","28","38","60","61","70","61","69","75","3","64",
"인장","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","5","2","5","3","11","8","4","7","5","4","-","1",
"인장","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","5","5","3","10","13","8","10","19","7","3","-","7",
"인장","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","5","4","4","10","11","7","3","3","4","3","-","10",
"인장","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","11","8","15","18","17","15","16","20","24","17","-","13",
"인장","2일 이내","범죄발생부터 인지까지의 기간[건]","건","4","14","12","13","12","19","16","15","11","21","11","1","12",
"인장","5일 이내","범죄발생부터 인지까지의 기간[건]","건","32","26","32","30","23","43","34","36","21","22","29","3","26",
"인장","10일 이내","범죄발생부터 인지까지의 기간[건]","건","26","16","19","34","27","31","25","32","27","13","31","1","32",
"인장","30일 이내","범죄발생부터 인지까지의 기간[건]","건","42","","","","","","","","","","","","",
"인장","90일 이내","범죄발생부터 인지까지의 기간[건]","건","43","","","","","","","","","","","","",
"인장","90일 이상","범죄발생부터 인지까지의 기간[건]","건","181","","","","","","","","","","","","",
"인장","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","56","38","52","49","55","56","60","65","50","52","17","90",
"인장","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","64","59","50","51","55","79","123","112","70","59","41","143",
"인장","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","185","147","154","133","140","195","413","773","205","176","1507","278",
"공무원범죄","합계","범죄발생부터 인지까지의 기간[건]","건","3749","1444","1291","1162","1070","1322","11568","2648","1736","2115","1592","1758","1662",
"공무원범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2513","128","92","63","69","56","4986","603","259","392","295","43","43",
"공무원범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","161","23","17","3","3","5","357","26","6","6","3","-","5",
"공무원범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","73","15","9","7","7","3","361","21","2","3","-","2","4",
"공무원범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","22","8","6","3","4","1","206","15","4","2","4","1","8",
"공무원범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","77","27","28","10","18","11","916","62","25","12","12","2","9",
"공무원범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","35","29","17","15","10","14","690","60","11","17","7","4","10",
"공무원범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","158","48","30","22","30","24","625","57","24","23","20","10","31",
"공무원범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","35","71","37","29","25","33","398","59","39","33","19","24","47",
"공무원범죄","30일 이내","범죄발생부터 인지까지의 기간[건]","건","49","","","","","","","","","","","","",
"공무원범죄","90일 이내","범죄발생부터 인지까지의 기간[건]","건","107","","","","","","","","","","","","",
"공무원범죄","90일 이상","범죄발생부터 인지까지의 기간[건]","건","519","","","","","","","","","","","","",
"공무원범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","135","77","79","63","71","219","159","138","130","76","132","149",
"공무원범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","141","125","260","96","134","265","246","153","193","129","113","175",
"공무원범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","819","853","671","745","970","2545","1340","1075","1304","1027","1427","1181",
"직무유기","합계","범죄발생부터 인지까지의 기간[건]","건","220","511","320","399","274","282","1815","455","456","516","446","439","459",
"직무유기","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","10","4","8","3","2","2","38","66","104","114","18","12",
"직무유기","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","","","","","","2","-","-","-","-","1",
"직무유기","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","","","","1","","1","-","-","-","-","-",
"직무유기","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","4","1","","","","1","-","-","-","-","1","1",
"직무유기","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","3","5","2","2","2","4","2","4","3","3","-","1",
"직무유기","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3","9","3","5","2","","2","6","1","3","1","2","2",
"직무유기","5일 이내","범죄발생부터 인지까지의 기간[건]","건","17","32","7","4","6","2","7","3","4","4","4","4","12",
"직무유기","10일 이내","범죄발생부터 인지까지의 기간[건]","건","10","33","13","8","8","14","11","13","6","12","7","4","10",
"직무유기","30일 이내","범죄발생부터 인지까지의 기간[건]","건","21","","","","","","","","","","","","",
"직무유기","90일 이내","범죄발생부터 인지까지의 기간[건]","건","35","","","","","","","","","","","","",
"직무유기","90일 이상","범죄발생부터 인지까지의 기간[건]","건","117","","","","","","","","","","","","",
"직무유기","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","84","23","22","19","21","50","33","48","38","32","38","49",
"직무유기","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","61","43","180","33","46","133","72","60","68","46","30","67",
"직무유기","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","272","221","170","201","194","1605","285","267","284","239","342","304",
"직권남용","합계","범죄발생부터 인지까지의 기간[건]","건","109","186","203","125","100","146","158","367","357","453","330","416","447",
"직권남용","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","5","","1","5","4","","33","64","103","69","13","18",
"직권남용","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","3","2","1","1","-","-",
"직권남용","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","1","1","","","","-","-","1","-","1","-",
"직권남용","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","1","1","","2","1","-","-","-","-","1",
"직권남용","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","4","3","","1","2","2","1","1","4","4","-","4",
"직권남용","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","2","1","","1","2","","4","2","2","3","-","2",
"직권남용","5일 이내","범죄발생부터 인지까지의 기간[건]","건","6","4","5","7","12","6","4","6","8","9","6","3","13",
"직권남용","10일 이내","범죄발생부터 인지까지의 기간[건]","건","8","17","17","11","6","10","7","19","19","12","6","12","25",
"직권남용","30일 이내","범죄발생부터 인지까지의 기간[건]","건","12","","","","","","","","","","","","",
"직권남용","90일 이내","범죄발생부터 인지까지의 기간[건]","건","33","","","","","","","","","","","","",
"직권남용","90일 이상","범죄발생부터 인지까지의 기간[건]","건","47","","","","","","","","","","","","",
"직권남용","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","25","27","30","20","29","13","49","43","49","27","55","75",
"직권남용","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","32","27","23","9","19","27","65","42","56","39","38","73",
"직권남용","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","97","122","51","45","74","103","186","176","216","175","294","236",
"수뢰","합계","범죄발생부터 인지까지의 기간[건]","건","499","313","333","296","322","454","455","455","364","622","490","536","488",
"수뢰","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","187","5","7","9","6","6","8","40","30","72","61","5","4",
"수뢰","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","17","1","","1","","","","1","-","1","1","-","1",
"수뢰","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","7","4","3","","","","","-","-","1","-","0","-",
"수뢰","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","1","","","","","","-","-","-","1","-","3",
"수뢰","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","14","2","4","","2","1","","-","1","-","1","1","1",
"수뢰","2일 이내","범죄발생부터 인지까지의 기간[건]","건","9","6","4","1","","1","","11","1","2","1","2","3",
"수뢰","5일 이내","범죄발생부터 인지까지의 기간[건]","건","38","4","7","1","3","4","2","7","2","3","4","2","1",
"수뢰","10일 이내","범죄발생부터 인지까지의 기간[건]","건","5","14","3","4","7","3","2","2","-","2","1","3","5",
"수뢰","30일 이내","범죄발생부터 인지까지의 기간[건]","건","14","","","","","","","","","","","","",
"수뢰","90일 이내","범죄발생부터 인지까지의 기간[건]","건","25","","","","","","","","","","","","",
"수뢰","90일 이상","범죄발생부터 인지까지의 기간[건]","건","180","","","","","","","","","","","","",
"수뢰","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","14","15","14","11","12","18","21","23","22","8","19","12",
"수뢰","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","21","30","26","27","39","47","48","24","46","22","25","22",
"수뢰","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","241","260","240","266","388","378","325","283","473","390","479","436",
"증뢰","합계","범죄발생부터 인지까지의 기간[건]","건","2921","434","435","342","374","440","9140","1371","559","524","326","367","268",
"증뢰","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2316","108","81","45","55","44","4976","492","99","113","51","7","9",
"증뢰","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","143","21","17","2","3","5","357","20","4","4","1","-","3",
"증뢰","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","65","9","5","6","7","2","361","20","2","1","-","1","4",
"증뢰","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","16","3","5","2","3","1","203","14","4","2","3","-","3",
"증뢰","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","58","18","16","8","13","6","910","59","19","5","4","1","3",
"증뢰","2일 이내","범죄발생부터 인지까지의 기간[건]","건","23","12","9","9","7","11","688","39","7","10","2","-","3",
"증뢰","5일 이내","범죄발생부터 인지까지의 기간[건]","건","97","8","11","10","9","12","612","41","10","7","6","1","5",
"증뢰","10일 이내","범죄발생부터 인지까지의 기간[건]","건","12","7","4","6","4","6","378","25","14","7","5","5","7",
"증뢰","30일 이내","범죄발생부터 인지까지의 기간[건]","건","2","","","","","","","","","","","","",
"증뢰","90일 이내","범죄발생부터 인지까지의 기간[건]","건","14","","","","","","","","","","","","",
"증뢰","90일 이상","범죄발생부터 인지까지의 기간[건]","건","175","","","","","","","","","","","","",
"증뢰","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","12","12","13","13","9","138","56","24","21","9","20","13",
"증뢰","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","27","25","31","27","30","58","61","27","23","22","20","13",
"증뢰","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","209","250","210","233","314","459","544","349","331","223","312","205",
"풍속범죄","합계","범죄발생부터 인지까지의 기간[건]","건","22746","17297","16489","15678","15227","15897","18097","20334","19544","17621","14276","14439","12173",
"풍속범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","5022","2473","2747","2573","2964","3360","4448","5321","4859","4591","3453","81","2847",
"풍속범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1204","751","817","711","703","905","1071","1310","1141","1033","767","34","552",
"풍속범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1459","1080","1055","883","874","862","1199","1311","1388","1150","821","50","816",
"풍속범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","863","732","584","546","554","476","569","692","631","492","389","16","501",
"풍속범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","2227","1542","1496","1387","1372","1357","1686","1977","1863","1566","1268","19","832",
"풍속범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1533","1149","960","934","813","904","968","1102","1017","897","638","18","431",
"풍속범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","1837","1447","1228","1282","1130","1256","1225","1510","1385","1125","836","32","784",
"풍속범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","890","801","737","820","683","702","779","888","945","763","610","29","542",
"풍속범죄","30일 이내","범죄발생부터 인지까지의 기간[건]","건","1761","","","","","","","","","","","","",
"풍속범죄","90일 이내","범죄발생부터 인지까지의 기간[건]","건","1649","","","","","","","","","","","","",
"풍속범죄","90일 이상","범죄발생부터 인지까지의 기간[건]","건","4301","","","","","","","","","","","","",
"풍속범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1415","1331","1258","1174","1011","1177","1265","1242","1143","1014","83","933",
"풍속범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1931","1679","1614","1574","1371","1449","1453","1427","1363","1285","92","1091",
"풍속범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","3976","3855","3670","3386","3693","3526","3505","3646","3498","3195","13985","2844",
"간통","합계","범죄발생부터 인지까지의 기간[건]","건","7474","7498","6932","6696","5808","5946","5717","5617","5420","4957","4822","4294","3686",
"간통","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","120","236","203","185","139","167","218","285","243","265","244","10","222",
"간통","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","31","60","37","38","21","28","26","29","16","22","14","-","21",
"간통","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","50","76","61","37","27","24","15","36","36","25","28","3","38",
"간통","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","72","96","77","71","47","63","56","42","41","24","30","3","45",
"간통","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","292","286","304","332","256","229","236","254","282","227","212","-","129",
"간통","2일 이내","범죄발생부터 인지까지의 기간[건]","건","269","285","243","283","211","229","233","228","231","197","213","8","106",
"간통","5일 이내","범죄발생부터 인지까지의 기간[건]","건","572","555","466","458","371","364","363","414","368","318","293","12","216",
"간통","10일 이내","범죄발생부터 인지까지의 기간[건]","건","486","477","407","452","315","349","341","335","304","264","256","16","194",
"간통","30일 이내","범죄발생부터 인지까지의 기간[건]","건","1233","","","","","","","","","","","","",
"간통","90일 이내","범죄발생부터 인지까지의 기간[건]","건","1295","","","","","","","","","","","","",
"간통","90일 이상","범죄발생부터 인지까지의 기간[건]","건","3054","","","","","","","","","","","","",
"간통","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1030","963","885","732","704","677","685","642","569","580","34","441",
"간통","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1544","1341","1260","1171","1079","1079","973","960","900","855","49","666",
"간통","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","2853","2830","2695","2518","2710","2473","2336","2297","2146","2097","4159","1608",
"혼인빙자간음","합계","범죄발생부터 인지까지의 기간[건]","건","914","1021","857","762","672","770","786","799","916","1014","839","918","755",
"혼인빙자간음","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","10","10","4","6","3","8","8","16","35","44","23","4","10",
"혼인빙자간음","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","","","","","","","-","-","-","-","-","-",
"혼인빙자간음","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","","1","1","","1","1","1","-","-","-","1","-",
"혼인빙자간음","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","","1","","","3","7","1","-","-","-","-","-",
"혼인빙자간음","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","2","5","1","2","1","1","1","7","4","-","-","2",
"혼인빙자간음","2일 이내","범죄발생부터 인지까지의 기간[건]","건","11","6","2","6","1","4","3","2","3","2","1","-","2",
"혼인빙자간음","5일 이내","범죄발생부터 인지까지의 기간[건]","건","52","11","4","9","6","6","10","8","11","10","3","-","3",
"혼인빙자간음","10일 이내","범죄발생부터 인지까지의 기간[건]","건","19","15","12","9","11","11","16","13","21","16","15","-","7",
"혼인빙자간음","30일 이내","범죄발생부터 인지까지의 기간[건]","건","70","","","","","","","","","","","","",
"혼인빙자간음","90일 이내","범죄발생부터 인지까지의 기간[건]","건","104","","","","","","","","","","","","",
"혼인빙자간음","90일 이상","범죄발생부터 인지까지의 기간[건]","건","637","","","","","","","","","","","","",
"혼인빙자간음","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","73","48","42","39","36","52","37","58","46","47","4","39",
"혼인빙자간음","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","155","123","108","91","109","109","128","118","184","120","11","97",
"혼인빙자간음","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","749","657","580","519","591","579","592","663","708","630","898","595",
"도박과 복표","합계","범죄발생부터 인지까지의 기간[건]","건","14085","8543","8427","7836","8221","8848","11081","13457","12631","11244","8214","8838","7276",
"도박과 복표","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","4837","2186","2487","2313","2739","3114","4119","4934","4458","4184","3079","65","2540",
"도박과 복표","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1167","687","773","664","675","871","1031","1265","1111","1002","744","34","524",
"도박과 복표","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1406","1001","988","842","840","832","1171","1266","1342","1119","785","46","773",
"도박과 복표","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","785","635","505","468","504","407","499","644","588","463","353","13","441",
"도박과 복표","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1916","1248","1180","1033","1096","1116","1422","1693","1535","1313","1037","19","675",
