"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"총계","발생건수[건]","건","358620","358534","368583","355991","356575","343104","320193","308997","309269","296178","257969","279507",
"총계","검거건수[건]","건","273089","260199","265023","258863","265788","267282","253081","239291","235360","219684","189140","192540",
"총계","발생건수 대비 검거건수[%]","%","76.1499637499","72.6","71.9","72.7","74.5","77.9","79","77.4","76.1","74.2","73.3","68.9",
"총계","검거인원[명]","명","428258","410864","413079","398304","393805","388136","358515","350388","346844","326217","263634","276483",
"총계","남자검거인원[명]","명","332227","313851","315728","299752","290952","292002","266660","253818","245621","227766","185176","194676",
"총계","여자검거인원[명]","명","75091","71337","69963","68379","69054","70480","66579","66836","69839","64326","55666","59855",
"총계","불상검거인원[명]","명","20940","25676","27388","30173","33799","25654","25276","29734","31384","34125","22792","21952",
"총계","법인체[개]","개","","2601","2796","2660","2630","2674","2577","2611","2323","2416","1937","2061",
"강력범죄","발생건수[건]","건","6910","6034","6279","6276","6204","6698","7499","6991","6993","6265","5344","6257",
"강력범죄","검거건수[건]","건","6025","5024","5292","5644","5749","6216","7063","6598","6491","5909","4839","5748",
"강력범죄","발생건수 대비 검거건수[%]","%","87.1924746744","83.3","84.3","89.9","92.7","92.8","94.2","94.4","92.8","94.3","90.6","91.9",
"강력범죄","검거인원[명]","명","7159","6086","6117","6245","6307","6824","7703","7378","7431","6889","5371","6234",
"강력범죄","남자검거인원[명]","명","6708","5705","5810","5937","6020","6526","7387","6967","6999","6432","5046","5900",
"강력범죄","여자검거인원[명]","명","297","264","201","197","203","215","236","289","307","348","267","260",
"강력범죄","불상검거인원[명]","명","154","117","106","111","84","83","80","122","125","109","58","74",
"강력범죄","법인체[개]","개","","-","","","","-","-","-","2","1","-","-",
"살인기수","발생건수[건]","건","83","67","49","57","67","47","50","45","47","52","48","37",
"살인기수","검거건수[건]","건","72","65","49","54","65","47","47","44","46","42","41","34",
"살인기수","발생건수 대비 검거건수[%]","%","86.7469879518","97","100","94.7","97","100","94","97.8","97.9","80.8","85.4","91.9",
"살인기수","검거인원[명]","명","85","81","56","62","75","52","54","55","60","53","59","44",
"살인기수","남자검거인원[명]","명","74","59","45","46","57","45","44","46","37","38","42","29",
"살인기수","여자검거인원[명]","명","10","20","11","15","18","7","7","9","14","11","17","10",
"살인기수","불상검거인원[명]","명","1","2","","1","","-","3","-","9","4","-","5",
"살인기수","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"살인","발생건수[건]","건","65","55","43","47","59","38","40","33","34","38","35","25",
"살인","검거건수[건]","건","54","52","42","44","58","38","38","32","32","31","29","21",
"살인","발생건수 대비 검거건수[%]","%","83.0769230769","94.5","97.7","93.6","98.3","100","95","97","94.1","81.6","82.9","84",
"살인","검거인원[명]","명","62","69","47","51","64","43","44","40","39","41","40","27",
"살인","남자검거인원[명]","명","54","52","39","41","52","40","35","32","28","28","29","18",
"살인","여자검거인원[명]","명","7","15","8","9","12","3","6","8","9","9","11","4",
"살인","불상검거인원[명]","명","1","2","","1","","-","3","-","2","4","-","5",
"살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"영아살해","발생건수[건]","건","-","4","1","2","2","2","2","1","2","2","-","2",
"영아살해","검거건수[건]","건","-","4","1","2","1","3","1","-","2","1","-","2",
"영아살해","발생건수 대비 검거건수[%]","%","-","100","100","100","50","150","50","-","100","50","-","100",
"영아살해","검거인원[명]","명","-","4","1","3","3","3","1","-","2","1","-","5",
"영아살해","남자검거인원[명]","명","-","-","","","1","-","-","-","-","-","-","2",
"영아살해","여자검거인원[명]","명","-","4","1","3","2","3","1","-","2","1","-","3",
"영아살해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속살해","발생건수[건]","건","15","4","4","6","5","3","6","8","7","7","4","5",
"존속살해","검거건수[건]","건","15","5","4","6","5","2","7","9","8","6","5","4",
"존속살해","발생건수 대비 검거건수[%]","%","100","125","100","100","100","66.7","116.7","112.5","114.3","85.7","125","80",
"존속살해","검거인원[명]","명","19","4","4","6","5","2","7","9","15","7","4","4",
"존속살해","남자검거인원[명]","명","16","4","3","4","4","2","7","8","6","6","3","4",
"존속살해","여자검거인원[명]","명","3","-","1","2","1","-","-","1","2","1","1","-",
"존속살해","불상검거인원[명]","명","-","-","","","","-","-","-","7","-","-","-",
"존속살해","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수[건]","건","1","-","","2","","-","-","-","-","-","1","-",
"촉탁·승낙살인","검거건수[건]","건","1","-","","2","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수 대비 검거건수[%]","%","100","","","100","","-","-","-","-","-","-","-",
"촉탁·승낙살인","검거인원[명]","명","1","-","","2","","-","-","-","-","-","8","-",
"촉탁·승낙살인","남자검거인원[명]","명","1","-","","1","","-","-","-","-","-","5","-",
"촉탁·승낙살인","여자검거인원[명]","명","-","-","","1","","-","-","-","-","-","3","-",
"촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","발생건수[건]","건","1","4","1","","1","4","2","3","4","5","4","3",
"자살교사·방조","검거건수[건]","건","1","4","1","","1","4","1","3","4","4","3","5",
"자살교사·방조","발생건수 대비 검거건수[%]","%","100","100","100","","100","100","50","100","100","80","75","166.7",
"자살교사·방조","검거인원[명]","명","2","4","2","","3","4","2","6","4","4","3","6",
"자살교사·방조","남자검거인원[명]","명","2","3","2","","","3","2","6","3","4","1","4",
"자살교사·방조","여자검거인원[명]","명","-","1","","","3","1","-","-","1","-","2","2",
"자살교사·방조","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수[건]","건","1","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거건수[건]","건","1","-","1","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수 대비 검거건수[%]","%","100","","100","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거인원[명]","명","1","-","2","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","남자검거인원[명]","명","1","-","1","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","여자검거인원[명]","명","-","-","1","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","발생건수[건]","건","","","","","","-","-","-","-","-","3","1",
"특가법(보복살인등)","검거건수[건]","건","","","","","","-","-","-","-","-","3","1",
"특가법(보복살인등)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","100","100",
"특가법(보복살인등)","검거인원[명]","명","","","","","","-","-","-","-","-","4","1",
"특가법(보복살인등)","남자검거인원[명]","명","","","","","","-","-","-","-","-","4","1",
"특가법(보복살인등)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법(아동학대살해)","발생건수[건]","건","","","","","","","","","","","1","1",
"아동학대처벌법(아동학대살해)","검거건수[건]","건","","","","","","","","","","","1","1",
"아동학대처벌법(아동학대살해)","발생건수 대비 검거건수[%]","%","","","","","","","","","","","100","100",
"아동학대처벌법(아동학대살해)","검거인원[명]","명","","","","","","","","","","","-","1",
"아동학대처벌법(아동학대살해)","남자검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","여자검거인원[명]","명","","","","","","","","","","","-","1",
"아동학대처벌법(아동학대살해)","불상검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","법인체[개]","개","","","","","","","","","","","-","-",
"살인미수등","발생건수[건]","건","174","112","103","101","96","101","92","98","89","89","77","68",
"살인미수등","검거건수[건]","건","170","114","97","98","91","100","93","95","82","84","72","65",
"살인미수등","발생건수 대비 검거건수[%]","%","97.7011494253","101.8","94.2","97","94.8","99","101.1","96.9","92.1","94.4","93.5","95.6",
"살인미수등","검거인원[명]","명","206","133","118","122","115","126","99","104","91","87","83","63",
"살인미수등","남자검거인원[명]","명","177","114","99","105","97","114","87","81","78","78","62","55",
"살인미수등","여자검거인원[명]","명","23","16","14","14","15","12","11","21","10","7","17","8",
"살인미수등","불상검거인원[명]","명","6","3","5","3","3","-","1","2","3","2","4","-",
"살인미수등","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"살인","발생건수[건]","건","165","104","98","95","89","94","89","85","82","81","66","67",
"살인","검거건수[건]","건","161","106","92","92","84","94","89","83","75","76","62","64",
"살인","발생건수 대비 검거건수[%]","%","97.5757575758","101.9","93.9","96.8","94.4","100","100","97.6","91.5","93.8","93.9","95.5",
"살인","검거인원[명]","명","197","124","111","117","107","111","94","85","82","76","70","62",
"살인","남자검거인원[명]","명","171","109","95","101","90","102","83","70","73","68","53","54",
"살인","여자검거인원[명]","명","20","12","12","13","14","9","10","13","6","6","13","8",
"살인","불상검거인원[명]","명","6","3","4","3","3","-","1","2","3","2","4","-",
"살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"영아살해","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"영아살해","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"영아살해","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"영아살해","검거인원[명]","명","-","-","","","","1","-","-","-","-","-","-",
"영아살해","남자검거인원[명]","명","-","-","","","","1","-","-","-","-","-","-",
"영아살해","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속살해","발생건수[건]","건","9","5","5","6","6","4","3","6","4","3","7","1",
"존속살해","검거건수[건]","건","9","5","5","6","6","3","4","6","4","3","6","1",
"존속살해","발생건수 대비 검거건수[%]","%","100","100","100","100","100","75","133.3","100","100","100","85.7","100",
"존속살해","검거인원[명]","명","9","5","6","5","7","6","3","6","4","3","6","1",
"존속살해","남자검거인원[명]","명","6","5","4","4","6","5","2","3","3","3","5","1",
"존속살해","여자검거인원[명]","명","3","-","2","1","1","1","1","3","1","-","1","-",
"존속살해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속살해","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수[건]","건","-","1","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","검거건수[건]","건","-","1","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수 대비 검거건수[%]","%","-","100","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","검거인원[명]","명","-","1","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","여자검거인원[명]","명","-","1","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","발생건수[건]","건","-","1","","","1","3","-","7","3","5","4","-",
"자살교사·방조","검거건수[건]","건","-","1","","","1","3","-","6","3","5","4","-",
"자살교사·방조","발생건수 대비 검거건수[%]","%","-","100","","","100","100","-","85.7","100","100","100","-",
"자살교사·방조","검거인원[명]","명","-","1","1","","1","8","2","13","5","8","7","-",
"자살교사·방조","남자검거인원[명]","명","-","-","","","1","6","2","8","2","7","4","-",
"자살교사·방조","여자검거인원[명]","명","-","1","","","","2","-","5","3","1","3","-",
"자살교사·방조","불상검거인원[명]","명","-","-","1","","","-","-","-","-","-","-","-",
"자살교사·방조","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수[건]","건","-","1","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거건수[건]","건","-","1","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수 대비 검거건수[%]","%","-","100","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거인원[명]","명","-","2","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","여자검거인원[명]","명","-","2","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"강도","발생건수[건]","건","957","573","421","343","276","262","169","143","136","139","122","118",
"강도","검거건수[건]","건","788","458","334","299","257","257","170","151","133","134","116","113",
"강도","발생건수 대비 검거건수[%]","%","82.3406478579","79.9","79.3","87.2","93.1","98.1","100.6","105.6","97.8","96.4","95.1","95.8",
"강도","검거인원[명]","명","1382","937","634","484","379","415","246","218","254","294","169","183",
"강도","남자검거인원[명]","명","1139","791","557","415","328","361","224","186","211","228","142","159",
"강도","여자검거인원[명]","명","146","96","47","45","39","37","16","21","37","52","24","22",
"강도","불상검거인원[명]","명","97","50","30","24","12","17","6","11","6","14","3","2",
"강도","법인체[개]","개","","-","","","","-","-","-","-","1","-","-",
"강도","발생건수[건]","건","259","153","84","69","49","41","27","32","25","15","20","22",
"강도","검거건수[건]","건","139","92","44","53","42","39","27","29","25","15","20","20",
"강도","발생건수 대비 검거건수[%]","%","53.667953668","60.1","52.4","76.8","85.7","95.1","100","90.6","100","100","100","90.9",
"강도","검거인원[명]","명","144","101","54","75","38","38","27","27","28","17","20","20",
"강도","남자검거인원[명]","명","131","94","48","59","33","37","24","25","24","16","18","16",
"강도","여자검거인원[명]","명","4","6","6","11","3","1","3","1","4","1","2","2",
"강도","불상검거인원[명]","명","9","1","","5","2","-","-","1","-","-","-","2",
"강도","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"준강도","발생건수[건]","건","95","57","31","40","35","41","32","23","17","17","20","20",
"준강도","검거건수[건]","건","91","54","28","36","33","37","33","21","18","16","20","19",
"준강도","발생건수 대비 검거건수[%]","%","95.7894736842","94.7","90.3","90","94.3","90.2","103.1","91.3","105.9","94.1","100","95",
"준강도","검거인원[명]","명","94","64","27","39","34","38","30","21","15","18","21","19",
"준강도","남자검거인원[명]","명","82","56","25","33","32","34","29","18","13","16","14","15",
"준강도","여자검거인원[명]","명","12","4","2","6","2","4","1","3","2","2","7","4",
"준강도","불상검거인원[명]","명","-","4","","","","-","-","-","-","-","-","-",
"준강도","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특수강도","발생건수[건]","건","274","169","142","115","95","83","54","47","49","68","47","46",
"특수강도","검거건수[건]","건","272","133","119","106","92","81","54","54","47","64","43","43",
"특수강도","발생건수 대비 검거건수[%]","%","99.2700729927","78.7","83.8","92.2","96.8","97.6","100","114.9","95.9","94.1","91.5","93.5",
"특수강도","검거인원[명]","명","599","395","267","198","154","172","94","102","107","151","66","90",
"특수강도","남자검거인원[명]","명","475","316","230","163","127","138","85","87","87","117","50","77",
"특수강도","여자검거인원[명]","명","68","56","14","21","19","24","5","11","15","27","13","13",
"특수강도","불상검거인원[명]","명","56","23","23","14","8","10","4","4","5","7","3","-",
"특수강도","법인체[개]","개","","-","","","","-","-","-","-","1","-","-",
"준특수강도","발생건수[건]","건","-","2","1","","","-","-","-","-","-","-","2",
"준특수강도","검거건수[건]","건","-","2","1","","","-","-","-","-","-","-","2",
"준특수강도","발생건수 대비 검거건수[%]","%","-","100","100","","","-","-","-","-","-","-","100",
"준특수강도","검거인원[명]","명","-","5","1","","","-","-","-","-","-","-","3",
"준특수강도","남자검거인원[명]","명","-","5","1","","","-","-","-","-","-","-","3",
"준특수강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","발생건수[건]","건","254","152","129","84","81","85","46","30","44","31","27","22",
"강도상해·치상","검거건수[건]","건","213","137","114","83","80","83","46","32","41","33","25","22",
"강도상해·치상","발생건수 대비 검거건수[%]","%","83.8582677165","90.1","88.4","98.8","98.8","97.6","100","106.7","93.2","106.5","92.6","100",
"강도상해·치상","검거인원[명]","명","433","317","231","155","135","144","86","54","103","89","53","44",
"강도상해·치상","남자검거인원[명]","명","358","273","201","144","118","130","77","43","86","65","51","41",
"강도상해·치상","여자검거인원[명]","명","53","30","24","6","15","8","7","6","16","20","2","3",
"강도상해·치상","불상검거인원[명]","명","22","14","6","5","2","6","2","5","1","4","-","-",
"강도상해·치상","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","발생건수[건]","건","23","6","7","4","9","5","6","3","-","4","4","4",
"강도살인·치사","검거건수[건]","건","23","6","8","3","6","5","6","3","-","3","4","5",
"강도살인·치사","발생건수 대비 검거건수[%]","%","100","100","114.3","75","66.7","100","100","100","-","75","100","125",
"강도살인·치사","검거인원[명]","명","43","12","9","3","11","7","4","7","-","6","4","5",
"강도살인·치사","남자검거인원[명]","명","40","12","9","2","11","7","4","6","-","5","4","5",
"강도살인·치사","여자검거인원[명]","명","2","-","","1","","-","-","-","-","1","-","-",
"강도살인·치사","불상검거인원[명]","명","1","-","","","","-","-","1","-","-","-","-",
"강도살인·치사","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"인질강도","발생건수[건]","건","12","5","11","3","3","1","-","1","1","2","-","1",
"인질강도","검거건수[건]","건","10","5","10","2","","3","-","1","1","1","-","1",
"인질강도","발생건수 대비 검거건수[%]","%","83.3333333333","100","90.9","66.7","","300","-","100","100","50","-","100",
"인질강도","검거인원[명]","명","41","19","35","3","3","8","-","4","1","9","-","1",
"인질강도","남자검거인원[명]","명","29","13","34","3","3","7","-","4","1","6","-","1",
"인질강도","여자검거인원[명]","명","5","-","1","","","-","-","-","-","1","-","-",
"인질강도","불상검거인원[명]","명","7","6","","","","1","-","-","-","2","-","-",
"인질강도","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"강도강간","발생건수[건]","건","28","16","15","9","4","4","3","7","-","2","2","1",
"강도강간","검거건수[건]","건","24","17","8","11","4","7","3","11","1","2","2","1",
"강도강간","발생건수 대비 검거건수[%]","%","85.7142857143","106.3","53.3","122.2","100","175","100","157.1","-","100","100","100",
"강도강간","검거인원[명]","명","17","16","8","9","4","6","4","3","-","4","3","1",
"강도강간","남자검거인원[명]","명","16","14","7","9","4","6","4","3","-","3","3","1",
"강도강간","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도강간","불상검거인원[명]","명","1","2","1","","","-","-","-","-","1","-","-",
"강도강간","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","발생건수[건]","건","-","-","","","","1","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","검거건수[건]","건","-","-","","","","1","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","발생건수 대비 검거건수[%]","%","-","","","","","100","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","검거인원[명]","명","-","-","","","","1","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","남자검거인원[명]","명","-","-","","","","1","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","발생건수[건]","건","12","9","1","19","","1","1","-","-","-","-","-",
"특가법(강도)","검거건수[건]","건","16","9","2","5","","1","1","-","-","-","-","-",
"특가법(강도)","발생건수 대비 검거건수[%]","%","133.3333333333","100","200","26.3","","100","100","-","-","-","-","-",
"특가법(강도)","검거인원[명]","명","11","6","2","2","","1","1","-","-","-","-","-",
"특가법(강도)","남자검거인원[명]","명","8","6","2","2","","1","1","-","-","-","-","-",
"특가법(강도)","여자검거인원[명]","명","2","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","불상검거인원[명]","명","1","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","발생건수[건]","건","-","4","","","","-","-","-","-","-","2","-",
"특가법(강도상해재범)","검거건수[건]","건","-","3","","","","-","-","-","-","-","2","-",
"특가법(강도상해재범)","발생건수 대비 검거건수[%]","%","-","75","","","","-","-","-","-","-","100","-",
"특가법(강도상해재범)","검거인원[명]","명","-","2","","","","-","-","-","-","-","2","-",
"특가법(강도상해재범)","남자검거인원[명]","명","-","2","","","","-","-","-","-","-","2","-",
"특가법(강도상해재범)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"강간·강제추행","발생건수[건]","건","5268","4913","","","","","","","","","","",
"강간·강제추행","검거건수[건]","건","4697","4133","","","","","","","","","","",
"강간·강제추행","발생건수 대비 검거건수[%]","%","89.1609719058","84.1","","","","","","","","","","",
"강간·강제추행","검거인원[명]","명","5150","4658","","","","","","","","","","",
"강간·강제추행","남자검거인원[명]","명","5028","4502","","","","","","","","","","",
"강간·강제추행","여자검거인원[명]","명","72","98","","","","","","","","","","",
"강간·강제추행","불상검거인원[명]","명","50","58","","","","","","","","","","",
"강간·강제추행","법인체[개]","개","","-","","","","","","","","","","",
"강간","발생건수[건]","건","603","552","","","","","","","","","","",
"강간","검거건수[건]","건","561","520","","","","","","","","","","",
"강간","발생건수 대비 검거건수[%]","%","93.0348258706","94.2","","","","","","","","","","",
"강간","검거인원[명]","명","563","543","","","","","","","","","","",
"강간","남자검거인원[명]","명","553","531","","","","","","","","","","",
"강간","여자검거인원[명]","명","1","3","","","","","","","","","","",
"강간","불상검거인원[명]","명","9","9","","","","","","","","","","",
"강간","법인체[개]","개","","-","","","","","","","","","","",
"강제추행(준)","발생건수[건]","건","2158","2326","","","","","","","","","","",
"강제추행(준)","검거건수[건]","건","1656","1713","","","","","","","","","","",
"강제추행(준)","발생건수 대비 검거건수[%]","%","76.7377201112","73.6","","","","","","","","","","",
"강제추행(준)","검거인원[명]","명","1762","1860","","","","","","","","","","",
"강제추행(준)","남자검거인원[명]","명","1721","1792","","","","","","","","","","",
"강제추행(준)","여자검거인원[명]","명","26","45","","","","","","","","","","",
"강제추행(준)","불상검거인원[명]","명","15","23","","","","","","","","","","",
"강제추행(준)","법인체[개]","개","","-","","","","","","","","","","",
"준강간","발생건수[건]","건","210","178","","","","","","","","","","",
"준강간","검거건수[건]","건","190","174","","","","","","","","","","",
"준강간","발생건수 대비 검거건수[%]","%","90.4761904762","97.8","","","","","","","","","","",
"준강간","검거인원[명]","명","205","216","","","","","","","","","","",
"준강간","남자검거인원[명]","명","203","207","","","","","","","","","","",
"준강간","여자검거인원[명]","명","1","4","","","","","","","","","","",
"준강간","불상검거인원[명]","명","1","5","","","","","","","","","","",
"준강간","법인체[개]","개","","-","","","","","","","","","","",
"강간등상해·치상","발생건수[건]","건","","232","","","","","","","","","","",
"강간등상해·치상","검거건수[건]","건","","212","","","","","","","","","","",
"강간등상해·치상","발생건수 대비 검거건수[%]","%","","91.4","","","","","","","","","","",
"강간등상해·치상","검거인원[명]","명","","244","","","","","","","","","","",
"강간등상해·치상","남자검거인원[명]","명","","230","","","","","","","","","","",
"강간등상해·치상","여자검거인원[명]","명","","11","","","","","","","","","","",
"강간등상해·치상","불상검거인원[명]","명","","3","","","","","","","","","","",
"강간등상해·치상","법인체[개]","개","","-","","","","","","","","","","",
"강간등살인·치사","발생건수[건]","건","","2","","","","","","","","","","",
"강간등살인·치사","검거건수[건]","건","","3","","","","","","","","","","",
"강간등살인·치사","발생건수 대비 검거건수[%]","%","","150","","","","","","","","","","",
"강간등살인·치사","검거인원[명]","명","","3","","","","","","","","","","",
"강간등살인·치사","남자검거인원[명]","명","","3","","","","","","","","","","",
"강간등살인·치사","여자검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","불상검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","법인체[개]","개","","-","","","","","","","","","","",
"강간등상해","발생건수[건]","건","69","","","","","","","","","","","",
"강간등상해","검거건수[건]","건","69","","","","","","","","","","","",
"강간등상해","발생건수 대비 검거건수[%]","%","100","","","","","","","","","","","",
"강간등상해","검거인원[명]","명","74","","","","","","","","","","","",
"강간등상해","남자검거인원[명]","명","74","","","","","","","","","","","",
"강간등상해","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간등상해","불상검거인원[명]","명","-","","","","","","","","","","","",
"강간치상(준)","발생건수[건]","건","175","","","","","","","","","","","",
"강간치상(준)","검거건수[건]","건","174","","","","","","","","","","","",
"강간치상(준)","발생건수 대비 검거건수[%]","%","99.4285714286","","","","","","","","","","","",
"강간치상(준)","검거인원[명]","명","196","","","","","","","","","","","",
"강간치상(준)","남자검거인원[명]","명","189","","","","","","","","","","","",
"강간치상(준)","여자검거인원[명]","명","5","","","","","","","","","","","",
"강간치상(준)","불상검거인원[명]","명","2","","","","","","","","","","","",
"강간치사(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강간치사(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강간치사(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간치사(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치상(준)","발생건수[건]","건","41","","","","","","","","","","","",
"강제추행치상(준)","검거건수[건]","건","35","","","","","","","","","","","",
"강제추행치상(준)","발생건수 대비 검거건수[%]","%","85.3658536585","","","","","","","","","","","",
"강제추행치상(준)","검거인원[명]","명","36","","","","","","","","","","","",
"강제추행치상(준)","남자검거인원[명]","명","36","","","","","","","","","","","",
"강제추행치상(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
