"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"방문판매등에관한법률","검거건수[건]","건","83","53","41","45","34","44","54","43","62","57","21","10",
"방문판매등에관한법률","발생건수 대비 검거건수[%]","%","83","76.8","75.9","93.8","63","57.1","66.7","87.8","92.5","90.5","105","76.9",
"방문판매등에관한법률","검거인원[명]","명","510","245","228","206","123","242","525","322","590","233","54","43",
"방문판매등에관한법률","남자검거인원[명]","명","346","177","121","143","84","145","307","160","190","127","40","29",
"방문판매등에관한법률","여자검거인원[명]","명","160","52","105","62","28","91","216","152","396","100","13","14",
"방문판매등에관한법률","불상검거인원[명]","명","4","16","2","1","11","6","2","10","4","6","1","-",
"방문판매등에관한법률","법인체[개]","개","","23","27","27","25","21","14","14","14","28","10","9",
"배타적경제수역의외국인어업등에관한법률","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"배타적경제수역의외국인어업등에관한법률","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"범인은닉·범인도피죄","발생건수[건]","건","24","17","25","19","33","22","13","14","18","22","18","21",
"범인은닉·범인도피죄","검거건수[건]","건","24","16","21","14","23","19","13","11","20","15","15","22",
"범인은닉·범인도피죄","발생건수 대비 검거건수[%]","%","100","94.1","84","73.7","69.7","86.4","100","78.6","111.1","68.2","83.3","104.8",
"범인은닉·범인도피죄","검거인원[명]","명","130","122","116","113","129","103","92","66","107","76","47","84",
"범인은닉·범인도피죄","남자검거인원[명]","명","93","85","83","80","100","70","66","53","87","52","30","71",
"범인은닉·범인도피죄","여자검거인원[명]","명","33","36","30","33","28","33","25","13","18","24","17","13",
"범인은닉·범인도피죄","불상검거인원[명]","명","4","1","3","","1","-","1","-","2","-","-","-",
"범인은닉·범인도피죄","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"변호사법","발생건수[건]","건","138","160","136","156","160","144","111","141","104","106","76","92",
"변호사법","검거건수[건]","건","103","117","99","118","113","125","90","87","78","88","59","61",
"변호사법","발생건수 대비 검거건수[%]","%","74.6376811594","73.1","72.8","75.6","70.6","86.8","81.1","61.7","75","83","77.6","66.3",
"변호사법","검거인원[명]","명","183","211","214","203","198","219","153","185","140","174","101","103",
"변호사법","남자검거인원[명]","명","155","184","185","176","170","195","127","154","115","148","92","89",
"변호사법","여자검거인원[명]","명","22","21","21","23","23","17","21","25","22","13","8","12",
"변호사법","불상검거인원[명]","명","6","6","8","4","5","7","5","6","3","13","1","2",
"변호사법","법인체[개]","개","","-","","1","1","1","1","-","-","5","3","1",
"보안관찰법","발생건수[건]","건","1","2","1","1","","3","1","-","-","-","-","-",
"보안관찰법","검거건수[건]","건","1","2","1","1","","3","1","-","-","-","-","-",
"보안관찰법","발생건수 대비 검거건수[%]","%","100","100","100","100","","100","100","-","-","-","-","-",
"보안관찰법","검거인원[명]","명","1","2","1","1","","3","1","-","-","-","-","-",
"보안관찰법","남자검거인원[명]","명","1","2","1","1","","3","1","-","-","-","-","-",
"보안관찰법","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"보안관찰법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"보안관찰법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"부정경쟁방지및영업비밀보호에관한법률","발생건수[건]","건","166","165","190","171","149","204","139","177","192","216","149","216",
"부정경쟁방지및영업비밀보호에관한법률","검거건수[건]","건","145","143","157","153","133","184","112","140","154","168","116","133",
"부정경쟁방지및영업비밀보호에관한법률","발생건수 대비 검거건수[%]","%","87.3493975904","86.7","82.6","89.5","89.3","90.2","80.6","79.1","80.2","77.8","77.9","61.6",
"부정경쟁방지및영업비밀보호에관한법률","검거인원[명]","명","381","362","445","352","368","458","296","320","342","386","292","292",
"부정경쟁방지및영업비밀보호에관한법률","남자검거인원[명]","명","302","270","348","276","304","349","221","234","250","270","199","223",
"부정경쟁방지및영업비밀보호에관한법률","여자검거인원[명]","명","49","60","60","61","47","87","62","66","74","88","68","45",
"부정경쟁방지및영업비밀보호에관한법률","불상검거인원[명]","명","30","32","37","15","17","22","13","20","18","28","25","24",
"부정경쟁방지및영업비밀보호에관한법률","법인체[개]","개","","46","86","40","44","62","39","57","75","62","51","46",
"비밀침해죄","발생건수[건]","건","19","9","9","18","16","23","32","22","33","30","29","30",
"비밀침해죄","검거건수[건]","건","14","5","7","14","13","14","18","12","25","21","19","20",
"비밀침해죄","발생건수 대비 검거건수[%]","%","73.6842105263","55.6","77.8","77.8","81.3","60.9","56.2","54.5","75.8","70","65.5","66.7",
"비밀침해죄","검거인원[명]","명","21","12","10","24","44","33","40","24","41","33","34","32",
"비밀침해죄","남자검거인원[명]","명","15","8","8","13","12","17","23","12","15","16","12","17",
"비밀침해죄","여자검거인원[명]","명","4","3","1","9","9","8","6","8","17","13","14","11",
"비밀침해죄","불상검거인원[명]","명","2","1","1","2","23","8","11","4","9","4","8","4",
"비밀침해죄","법인체[개]","개","","-","","1","","-","1","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","발생건수[건]","건","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","검거건수[건]","건","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","발생건수 대비 검거건수[%]","%","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","검거인원[명]","명","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","남자검거인원[명]","명","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","여자검거인원[명]","명","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","불상검거인원[명]","명","","","","","","","","-","-","-","-","-",
"비파괴검사기술의진흥및관리에관한법률","법인체[개]","개","","","","","","","","-","-","-","-","-",
"사격장안전법","발생건수[건]","건","-","-","1","","","-","-","2","-","-","1","-",
"사격장안전법","검거건수[건]","건","-","-","1","","","-","-","2","-","-","1","-",
"사격장안전법","발생건수 대비 검거건수[%]","%","-","","100","","","-","-","100","-","-","100","-",
"사격장안전법","검거인원[명]","명","-","-","2","","","-","-","3","-","-","1","-",
"사격장안전법","남자검거인원[명]","명","-","-","1","","","-","-","2","-","-","1","-",
"사격장안전법","여자검거인원[명]","명","-","-","1","","","-","-","1","-","-","-","-",
"사격장안전법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"사격장안전법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"산림법","발생건수[건]","건","-","2","","1","2","1","-","-","-","12","8","2",
"산림법","검거건수[건]","건","-","-","","1","1","-","-","-","-","9","5","2",
"산림법","발생건수 대비 검거건수[%]","%","-","0","","100","50","-","-","-","-","75","62.5","100",
"산림법","검거인원[명]","명","-","-","","1","1","1","-","-","-","13","10","4",
"산림법","남자검거인원[명]","명","-","-","","1","","-","-","-","-","9","4","4",
"산림법","여자검거인원[명]","명","-","-","","","","-","-","-","-","1","3","-",
"산림법","불상검거인원[명]","명","-","-","","","1","1","-","-","-","3","3","-",
"산림법","법인체[개]","개","","-","","","","-","-","-","-","2","-","-",
"생명윤리및안전에관한법률","발생건수[건]","건","-","-","","3","1","-","-","3","5","4","1","2",
"생명윤리및안전에관한법률","검거건수[건]","건","4","-","2","2","1","-","-","2","4","3","-","2",
"생명윤리및안전에관한법률","발생건수 대비 검거건수[%]","%","400","","200","66.7","100","-","-","66.7","80","75","-","100",
"생명윤리및안전에관한법률","검거인원[명]","명","26","-","4","4","2","1","2","3","10","6","-","5",
"생명윤리및안전에관한법률","남자검거인원[명]","명","3","-","3","4","","1","1","1","8","6","-","1",
"생명윤리및안전에관한법률","여자검거인원[명]","명","21","-","1","","2","-","1","2","2","-","-","4",
"생명윤리및안전에관한법률","불상검거인원[명]","명","2","-","","","","-","-","-","-","-","-","-",
"생명윤리및안전에관한법률","법인체[개]","개","","-","","","1","-","-","-","1","4","2","-",
"석유및석유대체연료사업법","발생건수[건]","건","120","54","22","31","32","28","26","17","12","10","6","3",
"석유및석유대체연료사업법","검거건수[건]","건","182","68","33","34","38","34","48","32","19","14","7","3",
"석유및석유대체연료사업법","발생건수 대비 검거건수[%]","%","151.6666666667","125.9","150","109.7","118.8","121.4","184.6","188.2","158.3","140","116.7","100",
"석유및석유대체연료사업법","검거인원[명]","명","354","135","71","61","60","69","97","55","27","70","21","19",
"석유및석유대체연료사업법","남자검거인원[명]","명","320","117","67","56","55","66","90","49","24","63","19","19",
"석유및석유대체연료사업법","여자검거인원[명]","명","31","10","4","5","5","3","7","5","3","6","2","-",
"석유및석유대체연료사업법","불상검거인원[명]","명","3","8","","","","-","-","1","-","1","-","-",
"석유및석유대체연료사업법","법인체[개]","개","","1","3","3","2","5","5","-","3","5","2","1",
"석유사업법","발생건수[건]","건","1","1","","1","","","","","","","","",
"석유사업법","검거건수[건]","건","1","1","","1","","","","","","","","",
"석유사업법","발생건수 대비 검거건수[%]","%","100","100","","100","","","","","","","","",
"석유사업법","검거인원[명]","명","1","-","","","","","","","","","","",
"석유사업법","남자검거인원[명]","명","1","-","","","","","","","","","","",
"석유사업법","여자검거인원[명]","명","-","-","","","","","","","","","","",
"석유사업법","불상검거인원[명]","명","-","-","","","","","","","","","","",
"석유사업법","법인체[개]","개","","-","","","","","","","","","","",
"선박안전법","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"선박안전법","검거건수[건]","건","-","-","","","","-","1","1","-","-","-","-",
"선박안전법","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"선박안전법","검거인원[명]","명","-","-","","","","1","6","6","-","-","-","-",
"선박안전법","남자검거인원[명]","명","-","-","","","","1","4","4","-","-","-","-",
"선박안전법","여자검거인원[명]","명","-","-","","","","-","2","2","-","-","-","-",
"선박안전법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"선박안전법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"선박직원법","발생건수[건]","건","-","-","","1","1","-","-","-","-","-","-","-",
"선박직원법","검거건수[건]","건","-","-","","1","","-","-","-","-","-","-","-",
"선박직원법","발생건수 대비 검거건수[%]","%","-","","","100","","-","-","-","-","-","-","-",
"선박직원법","검거인원[명]","명","-","-","","1","","-","-","-","-","-","-","-",
"선박직원법","남자검거인원[명]","명","-","-","","1","","-","-","-","-","-","-","-",
"선박직원법","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"선박직원법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"선박직원법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매방지및피해자보호등에관한법률위반","발생건수[건]","건","-","1","1","6","1","2","1","5","3","2","1","1",
"성매매방지및피해자보호등에관한법률위반","검거건수[건]","건","-","1","1","6","","1","1","5","1","2","1","-",
"성매매방지및피해자보호등에관한법률위반","발생건수 대비 검거건수[%]","%","-","100","100","100","","50","100","100","33.3","100","100","-",
"성매매방지및피해자보호등에관한법률위반","검거인원[명]","명","-","1","3","16","1","2","2","10","4","5","2","1",
"성매매방지및피해자보호등에관한법률위반","남자검거인원[명]","명","-","1","3","9","1","-","2","6","2","4","1","1",
"성매매방지및피해자보호등에관한법률위반","여자검거인원[명]","명","-","-","","7","","1","-","4","-","1","1","-",
"성매매방지및피해자보호등에관한법률위반","불상검거인원[명]","명","-","-","","","","1","-","-","2","-","-","-",
"성매매방지및피해자보호등에관한법률위반","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(성매매)","발생건수[건]","건","987","349","230","236","257","512","491","434","343","191","275","151",
"성매매알선등행위의처벌에관한법률위반(성매매)","검거건수[건]","건","971","339","230","231","244","496","476","375","311","183","135","126",
"성매매알선등행위의처벌에관한법률위반(성매매)","발생건수 대비 검거건수[%]","%","98.3789260385","97.1","100","97.9","94.9","96.9","96.9","86.4","90.7","95.8","49.1","83.4",
"성매매알선등행위의처벌에관한법률위반(성매매)","검거인원[명]","명","5265","1597","1199","1178","1384","2335","1659","1209","909","595","405","385",
"성매매알선등행위의처벌에관한법률위반(성매매)","남자검거인원[명]","명","4374","949","549","466","691","1186","820","624","411","315","206","201",
"성매매알선등행위의처벌에관한법률위반(성매매)","여자검거인원[명]","명","830","639","637","691","685","1126","817","553","477","264","179","166",
"성매매알선등행위의처벌에관한법률위반(성매매)","불상검거인원[명]","명","61","9","13","21","8","23","22","32","21","16","20","18",
"성매매알선등행위의처벌에관한법률위반(성매매)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","발생건수[건]","건","3","-","2","2","3","4","3","2","3","6","2","2",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","검거건수[건]","건","2","-","3","7","2","4","5","1","3","3","2","1",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","발생건수 대비 검거건수[%]","%","66.6666666667","","150","350","66.7","100","166.7","50","100","50","100","50",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","검거인원[명]","명","19","3","9","44","7","4","10","1","7","4","7","3",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","남자검거인원[명]","명","6","3","5","11","3","2","6","1","3","-","7","1",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","여자검거인원[명]","명","13","-","4","33","4","2","4","-","4","3","-","1",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","불상검거인원[명]","명","-","-","","","","-","-","-","-","1","-","1",
"성매매알선등행위의처벌에관한법률위반(성매매강요등)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","발생건수[건]","건","6","31","18","12","8","84","37","30","24","28","15","37",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","검거건수[건]","건","6","31","16","8","4","54","30","17","17","9","9","29",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","발생건수 대비 검거건수[%]","%","100","100","88.9","66.7","50","64.3","81.1","56.7","70.8","32.1","60","78.4",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","검거인원[명]","명","9","41","26","16","10","80","49","58","91","33","16","61",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","남자검거인원[명]","명","8","38","19","9","3","39","35","27","71","12","5","6",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","여자검거인원[명]","명","1","1","5","4","3","13","5","4","11","9","6","28",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","불상검거인원[명]","명","-","2","2","3","4","28","9","27","9","12","5","27",
"성매매알선등행위의처벌에관한법률위반(성매매광고)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","발생건수[건]","건","496","461","595","814","658","1084","693","542","377","251","133","111",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","검거건수[건]","건","489","458","596","790","661","1067","690","527","373","238","121","85",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","발생건수 대비 검거건수[%]","%","98.5887096774","99.3","100.2","97.1","100.5","98.4","99.6","97.2","98.9","94.8","91","76.6",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","검거인원[명]","명","2037","1952","2387","2891","2235","3926","2328","1923","1668","1166","676","481",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","남자검거인원[명]","명","1114","1116","1392","1640","1358","2344","1403","1116","920","649","394","252",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","여자검거인원[명]","명","893","820","982","1217","844","1520","886","771","729","484","260","189",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","불상검거인원[명]","명","30","16","13","34","33","62","39","36","19","33","22","40",
"성매매알선등행위의처벌에관한법률위반(성매매알선등)","법인체[개]","개","","-","1","","6","2","1","1","2","1","-","1",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","발생건수[건]","건","4","6","2","","1","1","-","-","1","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","검거건수[건]","건","3","7","2","1","1","1","-","-","1","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","발생건수 대비 검거건수[%]","%","75","116.7","100","100","100","100","-","-","100","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","검거인원[명]","명","17","26","3","1","1","4","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","남자검거인원[명]","명","1","4","1","","","3","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","여자검거인원[명]","명","16","22","2","1","1","1","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(아동·청소년)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"성매매알선등행위의처벌에관한법률위반(기타)","발생건수[건]","건","403","579","592","562","636","776","533","406","295","193","148","154",
"성매매알선등행위의처벌에관한법률위반(기타)","검거건수[건]","건","397","582","585","550","626","757","517","397","279","184","146","142",
"성매매알선등행위의처벌에관한법률위반(기타)","발생건수 대비 검거건수[%]","%","98.5111662531","100.5","98.8","97.9","98.4","97.6","97","97.8","94.6","95.3","98.6","92.2",
"성매매알선등행위의처벌에관한법률위반(기타)","검거인원[명]","명","1954","2263","1918","1969","1883","2146","1233","1060","862","493","373","358",
"성매매알선등행위의처벌에관한법률위반(기타)","남자검거인원[명]","명","1254","1266","948","1029","1020","1207","691","600","458","269","189","177",
"성매매알선등행위의처벌에관한법률위반(기타)","여자검거인원[명]","명","679","984","954","930","840","892","502","424","370","200","173","169",
"성매매알선등행위의처벌에관한법률위반(기타)","불상검거인원[명]","명","21","13","16","10","23","47","40","36","34","24","11","12",
"성매매알선등행위의처벌에관한법률위반(기타)","법인체[개]","개","","1","1","1","","1","-","1","2","-","-","-",
"성폭력범죄의처벌등에관한특례법위반(기타)","발생건수[건]","건","","","245","486","604","500","412","984","1028","1142","1150","1181",
"성폭력범죄의처벌등에관한특례법위반(기타)","검거건수[건]","건","","","211","442","572","472","371","911","953","1068","1065","1075",
"성폭력범죄의처벌등에관한특례법위반(기타)","발생건수 대비 검거건수[%]","%","","","86.1","90.9","94.7","94.4","90","92.6","92.7","93.5","92.6","91",
"성폭력범죄의처벌등에관한특례법위반(기타)","검거인원[명]","명","","","238","510","524","530","412","1006","1047","1170","1180","1182",
"성폭력범죄의처벌등에관한특례법위반(기타)","남자검거인원[명]","명","","","236","503","512","523","404","987","1027","1137","1110","1086",
"성폭력범죄의처벌등에관한특례법위반(기타)","여자검거인원[명]","명","","","1","7","8","6","7","16","18","21","23","37",
"성폭력범죄의처벌등에관한특례법위반(기타)","불상검거인원[명]","명","","","1","","4","1","1","3","2","12","47","59",
"성폭력범죄의처벌등에관한특례법위반(기타)","법인체[개]","개","","","1","","","-","-","-","-","-","-","-",
"소방기본법","발생건수[건]","건","-","1","2","4","3","21","11","7","3","-","1","7",
"소방기본법","검거건수[건]","건","-","1","2","4","2","21","10","6","2","-","1","7",
"소방기본법","발생건수 대비 검거건수[%]","%","-","100","100","100","66.7","100","90.9","85.7","66.7","-","100","100",
"소방기본법","검거인원[명]","명","-","2","2","6","3","22","13","7","3","-","1","7",
"소방기본법","남자검거인원[명]","명","-","2","2","6","","19","11","4","2","-","1","6",
"소방기본법","여자검거인원[명]","명","-","-","","","2","3","1","2","-","-","-","1",
"소방기본법","불상검거인원[명]","명","-","-","","","1","-","1","1","1","-","-","-",
"소방기본법","법인체[개]","개","","1","","","","-","-","-","-","-","-","-",
"수도법","발생건수[건]","건","-","5","3","3","2","1","6","7","12","17","18","7",
"수도법","검거건수[건]","건","-","6","10","7","3","3","13","9","14","16","18","7",
"수도법","발생건수 대비 검거건수[%]","%","-","120","333.3","233.3","150","300","216.7","128.6","116.7","94.1","100","100",
"수도법","검거인원[명]","명","-","6","10","10","3","3","15","9","14","20","19","8",
"수도법","남자검거인원[명]","명","-","6","10","6","3","3","14","5","11","15","16","7",
"수도법","여자검거인원[명]","명","-","-","","4","","-","-","4","3","5","3","1",
"수도법","불상검거인원[명]","명","-","-","","","","-","1","-","-","-","-","-",
"수도법","법인체[개]","개","","-","","","1","-","1","3","4","5","8","3",
"수산물품질관리법","발생건수[건]","건","-","","","","","","","","","","","",
"수산물품질관리법","검거건수[건]","건","-","","","","","","","","","","","",
"수산물품질관리법","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"수산물품질관리법","검거인원[명]","명","2","","","","","","","","","","","",
"수산물품질관리법","남자검거인원[명]","명","2","","","","","","","","","","","",
"수산물품질관리법","여자검거인원[명]","명","-","","","","","","","","","","","",
"수산물품질관리법","불상검거인원[명]","명","-","","","","","","","","","","","",
"수산업법","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"수산업법","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"수산업법","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"수산업법","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"수산업법","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"수산업법","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"수산업법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"수산업법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"수산자원보호령","발생건수[건]","건","-","-","","","","","","","","","","",
"수산자원보호령","검거건수[건]","건","-","-","","","","","","","","","","",
"수산자원보호령","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"수산자원보호령","검거인원[명]","명","-","-","","","","","","","","","","",
"수산자원보호령","남자검거인원[명]","명","-","-","","","","","","","","","","",
"수산자원보호령","여자검거인원[명]","명","-","-","","","","","","","","","","",
"수산자원보호령","불상검거인원[명]","명","-","-","","","","","","","","","","",
"수산자원보호령","법인체[개]","개","","-","","","","","","","","","","",
"신앙에관한죄","발생건수[건]","건","15","20","30","43","18","23","44","43","118","17","16","14",
"신앙에관한죄","검거건수[건]","건","18","22","38","38","20","29","39","42","116","19","14","9",
"신앙에관한죄","발생건수 대비 검거건수[%]","%","120","110","126.7","88.4","111.1","126.1","88.6","97.7","98.3","111.8","87.5","64.3",
"신앙에관한죄","검거인원[명]","명","44","67","143","134","47","86","162","233","542","39","26","34",
"신앙에관한죄","남자검거인원[명]","명","30","47","109","83","35","62","91","112","205","27","17","16",
"신앙에관한죄","여자검거인원[명]","명","12","14","31","45","7","21","39","34","300","11","9","17",
"신앙에관한죄","불상검거인원[명]","명","2","6","3","6","5","3","32","87","37","1","-","1",
"신앙에관한죄","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"신용정보의이용및보호에관한법률","발생건수[건]","건","21","27","27","7","7","12","48","6","8","9","8","11",
"신용정보의이용및보호에관한법률","검거건수[건]","건","15","18","23","11","6","10","46","7","5","10","8","8",
"신용정보의이용및보호에관한법률","발생건수 대비 검거건수[%]","%","71.4285714286","66.7","85.2","157.1","85.7","83.3","95.8","116.7","62.5","111.1","100","72.7",
"신용정보의이용및보호에관한법률","검거인원[명]","명","27","49","319","166","8","22","98","86","17","15","26","14",
"신용정보의이용및보호에관한법률","남자검거인원[명]","명","23","33","143","75","4","11","79","38","8","7","18","12",
"신용정보의이용및보호에관한법률","여자검거인원[명]","명","2","10","171","90","4","8","18","48","8","6","3","1",
"신용정보의이용및보호에관한법률","불상검거인원[명]","명","2","6","5","1","","3","1","-","1","2","5","1",
"신용정보의이용및보호에관한법률","법인체[개]","개","","9","5","2","3","7","1","6","7","2","2","1",
"실화및업무상실화죄","발생건수[건]","건","375","354","275","274","289","282","289","321","323","367","388","437",
"실화및업무상실화죄","검거건수[건]","건","208","230","187","219","230","235","239","250","253","251","252","283",
"실화및업무상실화죄","발생건수 대비 검거건수[%]","%","55.4666666667","65","68","79.9","79.6","83.3","82.7","77.9","78.3","68.4","64.9","64.8",
"실화및업무상실화죄","검거인원[명]","명","264","257","237","251","267","267","268","297","287","306","273","308",
"실화및업무상실화죄","남자검거인원[명]","명","184","194","169","183","203","194","211","234","234","223","214","241",
"실화및업무상실화죄","여자검거인원[명]","명","55","55","56","59","62","69","55","60","52","79","57","64",
"실화및업무상실화죄","불상검거인원[명]","명","25","8","12","9","2","4","2","3","1","4","2","3",
"실화및업무상실화죄","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"스토킹처벌법","발생건수[건]","건","","","","","","","","","","","247","2460",
"스토킹처벌법","검거건수[건]","건","","","","","","","","","","","203","2286",
"스토킹처벌법","발생건수 대비 검거건수[%]","%","","","","","","","","","","","82.2","92.9",
"스토킹처벌법","검거인원[명]","명","","","","","","","","","","","194","2364",
"스토킹처벌법","남자검거인원[명]","명","","","","","","","","","","","143","1834",
"스토킹처벌법","여자검거인원[명]","명","","","","","","","","","","","51","508",
"스토킹처벌법","불상검거인원[명]","명","","","","","","","","","","","-","22",
"스토킹처벌법","법인체[개]","개","","","","","","","","","","","-","-",
"아동·청소년의성보호에관한법률위반(강요행위등)","발생건수[건]","건","4","10","10","3","5","6","7","9","8","3","4","2",
"아동·청소년의성보호에관한법률위반(강요행위등)","검거건수[건]","건","2","12","8","4","5","5","8","10","7","3","2","2",
"아동·청소년의성보호에관한법률위반(강요행위등)","발생건수 대비 검거건수[%]","%","50","120","80","133.3","100","83.3","114.3","111.1","87.5","100","50","100",
"아동·청소년의성보호에관한법률위반(강요행위등)","검거인원[명]","명","9","21","38","12","12","42","13","24","23","11","42","3",
"아동·청소년의성보호에관한법률위반(강요행위등)","남자검거인원[명]","명","5","10","24","6","8","39","11","11","11","7","36","2",
"아동·청소년의성보호에관한법률위반(강요행위등)","여자검거인원[명]","명","4","11","10","6","4","2","2","10","11","3","6","1",
"아동·청소년의성보호에관한법률위반(강요행위등)","불상검거인원[명]","명","-","-","4","","","1","-","3","1","1","-","-",
"아동·청소년의성보호에관한법률위반(강요행위등)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"아동·청소년의성보호에관한법률위반(매매)","발생건수[건]","건","3","4","1","2","","2","5","2","1","1","2","-",
"아동·청소년의성보호에관한법률위반(매매)","검거건수[건]","건","4","3","1","1","","1","6","1","1","1","2","-",
"아동·청소년의성보호에관한법률위반(매매)","발생건수 대비 검거건수[%]","%","133.3333333333","75","100","50","","50","120","50","100","100","100","-",
"아동·청소년의성보호에관한법률위반(매매)","검거인원[명]","명","18","9","1","1","","2","6","1","3","1","3","-",
"아동·청소년의성보호에관한법률위반(매매)","남자검거인원[명]","명","12","7","1","1","","1","4","1","3","1","3","-",
"아동·청소년의성보호에관한법률위반(매매)","여자검거인원[명]","명","6","2","","","","-","1","-","-","-","-","-",
"아동·청소년의성보호에관한법률위반(매매)","불상검거인원[명]","명","-","-","","","","1","1","-","-","-","-","-",
"아동·청소년의성보호에관한법률위반(매매)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"아동·청소년의성보호에관한법률위반(성매수등)","발생건수[건]","건","84","66","43","39","34","29","56","16","36","25","25","37",
