crime_type_original,region_original,occurrence_count,year,source_file,duplicate_key
공갈,광진,39.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,63.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,35.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,31.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,27.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,30.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,48.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,20.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,16.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,40.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,55.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,광진,46.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,18.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,11.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,21.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,23.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,32.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,33.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,27.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,구로,30.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,62.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,37.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,45.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,35.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,31.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,43.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,31.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,48.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,39.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,34.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,58.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,55.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,구로,32.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,1.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,군위군,,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,10.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,2.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,15.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,22.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,13.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,56.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,52.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,금정,49.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,73.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,36.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,95.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,62.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,33.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,27.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,22.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,25.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,21.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,25.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,36.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,50.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,금정,33.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,7.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,8.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,12.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,11.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,19.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,15.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,14.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,금천,31.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,49.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,20.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,34.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,23.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,25.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,32.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,26.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,16.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,24.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,29.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,38.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,28.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,금천,13.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,3.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,2.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,2.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,3.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,5.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,25.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,20.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,기장군,5.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,21.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,8.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,21.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,11.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,23.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,14.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,30.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,22.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,22.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,24.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,35.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,40.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,기장군,31.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,남구,,1994,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1994,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1994,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1994,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1995,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1995,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1995,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1995,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1996,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1996,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1996,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1996,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1997,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1997,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1997,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1997,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1998,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1998,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1998,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1998,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1999,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1999,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1999,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,1999,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2000,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2000,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2000,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2000,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2001,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2001,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2001,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2001,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2002,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2002,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2002,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2002,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2003,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2003,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2003,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,,2003,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,15.0,2004,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,16.0,2004,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,9.0,2004,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,23.0,2004,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,12.0,2005,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,2.0,2005,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,33.0,2005,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,13.0,2005,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,19.0,2006,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,12.0,2006,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,33.0,2006,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,19.0,2006,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,14.0,2007,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,14.0,2007,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,44.0,2007,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,74.0,2007,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,48.0,2008,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,7.0,2008,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,46.0,2008,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,46.0,2008,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,111.0,2009,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,21.0,2009,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,76.0,2009,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,68.0,2009,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,29.0,2010,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,19.0,2010,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,4.0,2010,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,54.0,2010,135_TX_13501_A048_20260915163423.csv,True
공갈,남구,33.0,2011,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,31.0,2011,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,21.0,2011,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,60.0,2011,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,74.0,2012,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,30.0,2012,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,23.0,2012,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,55.0,2012,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,34.0,2013,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,15.0,2013,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,13.0,2013,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,44.0,2013,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,133.0,2014,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,43.0,2014,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,27.0,2014,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,76.0,2014,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,153.0,2015,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,21.0,2015,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,8.0,2015,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,42.0,2015,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,36.0,2016,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,13.0,2016,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,13.0,2016,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,49.0,2016,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,28.0,2017,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,19.0,2017,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,18.0,2017,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,36.0,2017,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,25.0,2018,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,15.0,2018,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,14.0,2018,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,39.0,2018,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,31.0,2019,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,17.0,2019,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,16.0,2019,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,31.0,2019,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,44.0,2020,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,8.0,2020,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,11.0,2020,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,38.0,2020,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,28.0,2021,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,14.0,2021,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,14.0,2021,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,18.0,2021,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,61.0,2022,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,9.0,2022,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,18.0,2022,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,27.0,2022,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,45.0,2023,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,15.0,2023,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,14.0,2023,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,62.0,2023,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,38.0,2024,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,12.0,2024,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,10.0,2024,135_TX_13501_A048_20260915163340.csv,True
공갈,남구,52.0,2024,135_TX_13501_A048_20260915163340.csv,True
공갈,남동,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,31.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,40.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,59.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,41.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,25.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,33.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,32.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,남동,41.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,107.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,90.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,88.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,66.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,64.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,50.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,71.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,66.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,66.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,73.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,95.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,132.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,남동,93.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,15.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,13.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,32.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,25.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,25.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,32.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,42.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,노원,35.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,53.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,43.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,67.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,44.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,38.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,34.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,22.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,37.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,23.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,30.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,44.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,39.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,노원,49.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,36.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,25.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,38.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,38.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,61.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,258.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,94.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,달서,77.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,114.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,70.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,94.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,113.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,55.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,56.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,39.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,48.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,36.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,40.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,50.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,60.0,2023,135_TX_13501_A048_20260915163340.csv,False
공갈,달서,57.0,2024,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,,1994,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,1995,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,1996,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,1997,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,1998,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,1999,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,2000,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,2001,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,2002,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,,2003,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,5.0,2004,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,4.0,2005,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,1.0,2006,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,7.0,2007,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,10.0,2008,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,9.0,2009,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,13.0,2010,135_TX_13501_A048_20260915163423.csv,False
공갈,달성군,11.0,2011,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,43.0,2012,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,14.0,2013,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,17.0,2014,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,32.0,2015,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,8.0,2016,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,19.0,2017,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,17.0,2018,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,10.0,2019,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,14.0,2020,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,17.0,2021,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,11.0,2022,135_TX_13501_A048_20260915163340.csv,False
공갈,달성군,20.0,2023,135_TX_13501_A048_20260915163340.csv,False
