crime_type_original,region_original,region_position,city,region_match,structure_used,occurrence_count,year,source_file,region_version,district,region_full,duplicate_final_key
공무방해,광산,64,광주광역시,True,75지역_군위군포함,49.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,55.0,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,57.0,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,52.0,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,55.0,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,51.0,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,50.0,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공무방해,광산,64,광주광역시,True,75지역_군위군포함,56.0,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,1.0,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,1.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,2.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,1.0,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,1.0,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
공안을 해하는 죄,광산,64,광주광역시,True,75지역_군위군포함,5.0,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,13.0,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,7.0,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,10.0,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,10.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,8.0,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,10.0,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,16.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,12.0,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,20.0,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,17.0,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,6.0,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,7.0,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,24.0,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
과실치사상,광산,64,광주광역시,True,75지역_군위군포함,15.0,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,5.0,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,2.0,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,5.0,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,8.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,8.0,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,8.0,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,3.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,6.0,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,5.0,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,5.0,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,12.0,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,4.0,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,3.0,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
교통방해,광산,64,광주광역시,True,75지역_군위군포함,3.0,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,20.0,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,14.0,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,22.0,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,34.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,42.0,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,73.0,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,85.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,96.0,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,81.0,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,72.0,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,50.0,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,42.0,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,43.0,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
권리행사 방해,광산,64,광주광역시,True,75지역_군위군포함,49.0,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,23.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,3.0,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2018,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2019,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2020,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2021,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2022,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2023,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타,광산,64,광주광역시,True,75지역_군위군포함,,2024,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,6.0,2011,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,9.0,2012,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,21.0,2013,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,16.0,2014,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,19.0,2015,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,7.0,2016,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
기타 음란행위,광산,64,광주광역시,True,75지역_군위군포함,17.0,2017,135_TX_13501_A048_20260915163340.csv,2011~2024,광산구,광주광역시 광산구,False
