year,region,crime_type,occurrence_count,arrest_count,clearance_rate,source_period,source_file,data_role
1992,범위확인필요,자기소유건조물방화죄,16.0,10.0,62.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,자기소유일반물방화죄,8.0,5.0,62.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,자동차관리법,6814.0,6208.0,91.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,자동차운수사업법,489.0,508.0,103.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,장물취득죄,161.0,265.0,164.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,저작권법,179.0,113.0,63.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,전기용품안전관리법,209.0,216.0,103.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,전염병예방법,2.0,6.0,300.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,절도범,21763.0,11296.0,51.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,점유이탈물횡령죄,394.0,373.0,94.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,정조에 관한죄,272.0,311.0,114.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,조세범처벌법,15.0,13.0,86.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,조수보호 및 수렵에 관한 법률,93.0,96.0,103.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속살인죄,8.0,11.0,137.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속상해,92.0,86.0,93.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속상해치사,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속체포·감금죄,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속폭행,74.0,71.0,95.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,존속협박,1.0,1.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,주거침입의 죄,147.0,154.0,104.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,주민등록법,150.0,141.0,94.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,주차장법,346.0,345.0,99.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,주택건설촉진법,373.0,347.0,93.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,준강간죄,22.0,21.0,95.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,준강도죄,32.0,34.0,106.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,중기관리법,693.0,652.0,94.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,지능범,33755.0,29544.0,87.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,지방의회의원선거법,5.0,5.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,직권남용,15.0,9.0,60.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,직권남용횡포감금죄,3.0,2.0,66.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,직무유기죄,31.0,25.0,80.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,직업안정·고용촉진법,146.0,159.0,108.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,집회 및 시위에 관한 법률,92.0,153.0,166.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,철도법,10.0,5.0,50.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,체포감금죄,13.0,12.0,92.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,체포감금치사·상죄,2.0,3.0,150.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,촉탁·승낙살인죄,1.0,3.0,300.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,총범죄,314957.0,291322.0,92.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,총포·도검·화약류단속법,136.0,139.0,102.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,축산물위생처리법,28.0,31.0,110.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,컴퓨터프로그램법,3.0,2.0,66.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,통화위조죄,12.0,12.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특별법범,146855.0,138067.0,94.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특수강도죄,374.0,510.0,136.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특수절도,2787.0,3265.0,117.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특정경제범죄처벌법,54.0,51.0,94.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특정범죄가중처벌등에 관한 법률,1632.0,1698.0,104.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,특허법,6.0,7.0,116.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폐기물관리법,57.0,58.0,101.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭력범,53019.0,52785.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭력행위등처벌에 관한 죄,45509.0,45420.0,99.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭발물에 관한 죄,2.0,1.0,50.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭발물파열죄,3.0,2.0,66.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭행죄,1093.0,1088.0,99.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,폭행치사·상죄,112.0,122.0,108.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,풍속범,2751.0,2707.0,98.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,하천법,59.0,58.0,98.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,학원의설립·운영에관한법률,180.0,161.0,89.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,합성수지폐기물처리사업법,5.0,7.0,140.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,해상강도죄,1.0,1.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,해양오염방지법,3.0,4.0,133.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,향정신성의 약품관리법,90.0,131.0,145.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,향토예비군설치법,22211.0,20576.0,92.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,허위감정·증거인멸죄,10.0,10.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,현재건조물방화치사·상죄,127.0,72.0,56.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,협박,135.0,118.0,87.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,형법범,168102.0,153255.0,91.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,혼인빙자간음죄,213.0,185.0,86.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,화염병 사용 등 처벌에 관한 법률,40.0,37.0,92.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,환경범죄특별법위반,7.0,7.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,환경오염피해분쟁조정법,3.0,5.0,166.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1992,범위확인필요,횡령죄,2757.0,2550.0,92.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,가정의례에 관한 법률,364.0,288.0,79.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,간통죄,1311.0,1252.0,95.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강간,1349.0,1745.0,129.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강간죄,881.0,1210.0,137.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강간치사상죄,432.0,496.0,114.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강도,1150.0,1501.0,130.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강도강간죄,53.0,70.0,132.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강도살인치사죄,18.0,21.0,116.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강도상해치상죄,433.0,572.0,132.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,강력범,2887.0,3569.0,123.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,개항질서법,,1.0,,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,건설업법,68.0,66.0,97.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,건축법,3986.0,3897.0,97.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,계량법,150.0,93.0,62.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,고물영업법,101.0,99.0,98.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,고압가스안전관리법,12.0,12.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공갈,198.0,202.0,102.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공무방해에 관한 죄,1432.0,1440.0,100.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공무상비밀누설,8.0,5.0,62.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공문서위·변조죄,261.0,283.0,108.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공산품품질관리법,102.0,103.0,101.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공안을 해하는 죄,8.0,22.0,275.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공연법,75.0,37.0,49.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공연음란죄,4.0,7.0,175.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공용·일반건조물방화죄,23.0,12.0,52.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공유수면관리법,9.0,5.0,55.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공유수면매립법,2.0,,,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공인위조부정행사죄,39.0,46.0,117.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,공중위생법,1150.0,1163.0,101.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,과실치상의죄,907.0,901.0,99.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,관세법,499.0,518.0,103.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,광고물등관리법,585.0,558.0,95.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,교통 방해의 죄,23.0,22.0,95.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,교통사고처리특례법,47088.0,47503.0,100.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,교통사범,47088.0,47503.0,100.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,국가보안법,41.0,51.0,124.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,국토이용관리법,10.0,12.0,120.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,국회의원 선거법,9.0,8.0,88.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,군복 군용물 등 장구류 단속,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,권리행사방해죄,489.0,478.0,97.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,근로기준법,7.0,7.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타문서에 관한죄,297.0,279.0,93.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타약취유인죄,21.0,31.0,147.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타유가증권우표인지에 관한 죄,14.0,14.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타통화에 관한 죄,9.0,4.0,44.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타특별법,4507.0,4425.0,98.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,기타형법범,6342.0,6195.0,97.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,낙태에 관한죄,6.0,6.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,내란의 죄,1.0,1.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,내수면어업개발촉진법,11.0,12.0,109.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,농지보전이용법,14.0,11.0,78.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,뇌물공여죄,2599.0,2623.0,100.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,뇌물수수죄,215.0,192.0,89.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,담배전매법,82.0,80.0,97.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,대기환경보존법,140.0,134.0,95.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,대마관리법,113.0,128.0,113.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,대외무역법,57.0,29.0,50.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도로교통법,55246.0,55256.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도로법,4830.0,4811.0,99.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도박개장죄,28.0,62.0,221.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도박죄,2991.0,3792.0,126.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도시계획법,754.0,745.0,98.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,도주와 도주원조죄,5.0,5.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,독직가혹행위죄,4.0,4.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,마약법,85.0,76.0,89.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,매장 및 묘지에 관한법,16.0,12.0,75.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,명예에 관한 죄,593.0,559.0,94.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,무고죄,393.0,387.0,98.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,문화재보호법,13.0,12.0,92.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,물가안정·공정거래법,9.0,8.0,88.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,미성년자보호법,316.0,303.0,95.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,미성년자약취유인죄,25.0,30.0,120.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,민방위기본법,4016.0,3455.0,86.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,밀선단속법,47.0,55.0,117.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,방화,218.0,143.0,65.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,방화등예비음모,12.0,6.0,50.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,배임,972.0,941.0,96.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,배임수재,13.0,12.0,92.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,배임증재,3.0,4.0,133.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,범인은닉·범인도피죄,8.0,10.0,125.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,변호사법,129.0,126.0,97.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,병역법,6294.0,5975.0,94.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,보건범죄단속에 관한 특별조치법,161.0,177.0,109.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,보통살인죄,130.0,144.0,110.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,복표발매·중개·취득죄,69.0,71.0,102.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,복표발행등단속법,15.0,15.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,부동산중개업법,108.0,111.0,102.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,부정경쟁방지법,87.0,79.0,90.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,부정수표단속법,14740.0,10589.0,71.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,비밀침해죄,2.0,3.0,150.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,사기,32038.0,26609.0,83.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,사문서위·변조죄,926.0,880.0,95.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,사인위조부정행사죄,17.0,17.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,사회보호법,723.0,506.0,70.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,산림법,39.0,48.0,123.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,산업안전보건법,19.0,10.0,52.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,살인,170.0,180.0,105.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,살인미수예비음모죄,14.0,12.0,85.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상법,11.0,16.0,145.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상습강도죄,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상습도박죄,82.0,163.0,198.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상습장물취득죄,3.0,4.0,133.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상습절도,337.0,545.0,161.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상표법,163.0,168.0,103.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상해,5609.0,5770.0,102.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,상해치사,37.0,35.0,94.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,석유사업법,51.0,46.0,90.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,석유산업법,4.0,2.0,50.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,선거방해,,1.0,,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,선박안전법,5.0,1.0,20.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,소방법,10.0,8.0,80.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,소음진동규제법위반,13.0,12.0,92.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,손괴의죄,847.0,770.0,90.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,수산업법,15.0,13.0,86.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,수산자원보호법,153.0,135.0,88.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,수질환경보전법,149.0,164.0,110.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,식품위생법,20168.0,20192.0,100.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,신앙에 관한 죄,6.0,5.0,83.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,신용·업무와 경매에 관한 죄,417.0,427.0,102.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,실용신안법,56.0,64.0,114.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,실화 및 업무상실화죄,562.0,292.0,52.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,아동복지법,22.0,23.0,104.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,아편에 관한죄,5.0,2.0,40.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,액화석유가스법,20.0,20.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,야간주거침입절도,862.0,940.0,109.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,약사법,305.0,295.0,96.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,약취강도죄,,1.0,,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,양곡관리법,15.0,13.0,86.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
1993,범위확인필요,어선법,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE
