crime_type_original,crime_group_refined,first_year,last_year,year_count,observation_count,year_span,coverage_rate,time_machine_grade
학원의설립·운영 및 과외교섭에 관한법률,기타,2004,2010,7,7,7,100.0,SHORT
환경보전법,기타,1990,2000,7,7,11,63.63636363636363,SHORT
강간등살인,살인,1998,2011,6,6,14,42.857142857142854,SHORT
건설기계관리법,기타,1994,2010,6,6,17,35.294117647058826,SHORT
교육환경법,기타,2017,2022,6,6,6,100.0,SHORT
미성년자의제유사강간,성범죄,2014,2022,6,6,9,66.66666666666666,SHORT
민방위기본법,기타,1990,1995,6,6,6,100.0,SHORT
부정청탁금지법,기타,2017,2022,6,6,6,100.0,SHORT
상품권법,기타,1994,1999,6,6,6,100.0,SHORT
석유 및 석유대체연료사업법,기타,2005,2010,6,6,6,100.0,SHORT
선박직원법,기타,1990,2015,6,6,26,23.076923076923077,SHORT
성폭력범죄의 처벌 및 피해자보호등에 관한 법률,성범죄,2004,2009,6,6,6,100.0,SHORT
소방법,기타,1990,2005,6,6,16,37.5,SHORT
수산물품질관리법,기타,2004,2009,6,6,6,100.0,SHORT
수산업법,기타,1990,2006,6,6,17,35.294117647058826,SHORT
야생동식물보호법,기타,2005,2010,6,6,6,100.0,SHORT
용역경비업법,기타,1994,1999,6,6,6,100.0,SHORT
유해화학물질관리법(환각물질흡입등),기타,2004,2009,6,6,6,100.0,SHORT
음반·비디오물 및 게임물에 관한법률,기타,2005,2010,6,6,6,100.0,SHORT
의료보험법,기타,1994,2002,6,6,9,66.66666666666666,SHORT
중기관리법,기타,1990,1998,6,6,9,66.66666666666666,SHORT
촉탁·승락살인,살인,1995,2010,6,6,16,37.5,SHORT
특가법(국외이송유인),기타,1994,2001,6,6,8,75.0,SHORT
특가법(미성년자약취),기타,1994,2002,6,6,9,66.66666666666666,SHORT
폭력행위등처벌에관한법률위반(야간집단흉기등),폭력,2011,2020,6,6,10,60.0,SHORT
폭발성물건파열(치사·상),기타,2012,2021,6,6,10,60.0,SHORT
강간등살인·치사,살인,2012,2020,5,5,9,55.55555555555556,SHORT
게임산업진흥에 관한 법률,기타,2006,2010,5,5,5,100.0,SHORT
구국가보안법,기타,1994,1999,5,5,6,83.33333333333334,SHORT
보건범죄특조법(허위정보),기타,1997,2005,5,5,9,55.55555555555556,SHORT
약취·유인(노동력착취·성매매·성적착취·장기적출),성범죄,2014,2019,5,5,6,83.33333333333334,SHORT
업무상과실폭발물파열(방출·유출),기타,1997,2010,5,5,14,35.714285714285715,SHORT
영화 및 비디오물의 진흥에 관한 법률,기타,2006,2010,5,5,5,100.0,SHORT
외환의 죄,기타,1990,2001,5,5,12,41.66666666666667,SHORT
위계·위력·촉탁·승락살인,살인,1995,2004,5,5,10,50.0,SHORT
유선 및 도선업법,기타,1995,2000,5,5,6,83.33333333333334,SHORT
유해화학물질관리법(본드등),기타,1994,2002,5,5,9,55.55555555555556,SHORT
음반·비디오물및게임물에관한법률,기타,2011,2019,5,5,9,55.55555555555556,SHORT
음악산업진흥에 관한 법률,기타,2006,2010,5,5,5,100.0,SHORT
음행매개,기타,1997,2021,5,5,25,20.0,SHORT
정신건강복지법,기타,2018,2022,5,5,5,100.0,SHORT
특가법(간음유인),성범죄,1994,2003,5,5,10,50.0,SHORT
특가법(무고),기타,1997,2022,5,5,26,19.230769230769234,SHORT
특가법(영리약취·유인·매매),기타,2011,2015,5,5,5,100.0,SHORT
특가법(향정),마약,2008,2022,5,5,15,33.33333333333333,SHORT
폭력행위등처벌에관한법률위반(야간·공동),폭력,2011,2020,5,5,10,50.0,SHORT
형의실효등에 관한 법률,기타,1994,2005,5,5,12,41.66666666666667,SHORT
가스등공급사용방해(과실),기타,2014,2022,4,4,9,44.44444444444444,SHORT
간통죄,기타,1990,1993,4,4,4,100.0,SHORT
강간살인·치사,살인,2016,2021,4,4,6,66.66666666666666,SHORT
강간죄,성범죄,1990,1993,4,4,4,100.0,SHORT
강간치사상죄,성범죄,1990,1993,4,4,4,100.0,SHORT
강도강간죄,강도,1990,1993,4,4,4,100.0,SHORT
강도살인치사죄,살인,1990,1993,4,4,4,100.0,SHORT
강도상해치상죄,강도,1990,1993,4,4,4,100.0,SHORT
강제추행치사(준),성범죄,1995,2003,4,4,9,44.44444444444444,SHORT
고물영업법,기타,1990,1993,4,4,4,100.0,SHORT
공문서위·변조죄,위조,1990,1993,4,4,4,100.0,SHORT
공산품품질관리법,기타,1990,1993,4,4,4,100.0,SHORT
공연음란죄,기타,1990,1993,4,4,4,100.0,SHORT
공용·일반건조물방화죄,방화,1990,1993,4,4,4,100.0,SHORT
공유수면관리및매립에관한법률위반,기타,2012,2018,4,4,7,57.14285714285714,SHORT
공인위조부정행사죄,위조,1990,1993,4,4,4,100.0,SHORT
과실치상의죄,기타,1990,1993,4,4,4,100.0,SHORT
광고물등관리법,기타,1990,1993,4,4,4,100.0,SHORT
국기에 관한 죄,기타,1990,2001,4,4,12,33.33333333333333,SHORT
국토이용관리법,기타,1990,1993,4,4,4,100.0,SHORT
국회의원 선거법,기타,1990,1993,4,4,4,100.0,SHORT
권리행사방해죄,기타,1990,1993,4,4,4,100.0,SHORT
기타문서에 관한죄,기타,1990,1993,4,4,4,100.0,SHORT
기타약취유인죄,기타,1990,1993,4,4,4,100.0,SHORT
기타유가증권우표인지에 관한 죄,기타,1990,1993,4,4,4,100.0,SHORT
낙태에 관한죄,기타,1990,1993,4,4,4,100.0,SHORT
내란의 죄,기타,1990,2004,4,4,15,26.666666666666668,SHORT
내수면어업개발촉진법,기타,1990,1993,4,4,4,100.0,SHORT
노동쟁의조정법,기타,1990,1996,4,4,7,57.14285714285714,SHORT
농수산물품질관리법,기타,2011,2020,4,4,10,40.0,SHORT
농지보전이용법,기타,1990,1993,4,4,4,100.0,SHORT
뇌물공여죄,공직·부패,1990,1993,4,4,4,100.0,SHORT
뇌물수수죄,공직·부패,1990,1993,4,4,4,100.0,SHORT
담배전매법,기타,1990,1993,4,4,4,100.0,SHORT
대외무역법,기타,1990,1993,4,4,4,100.0,SHORT
도박개장죄,도박,1990,1993,4,4,4,100.0,SHORT
도박죄,도박,1990,1993,4,4,4,100.0,SHORT
매장 및 묘지에 관한법,기타,1990,1993,4,4,4,100.0,SHORT
무고죄,기타,1990,1993,4,4,4,100.0,SHORT
물가안정·공정거래법,기타,1990,1993,4,4,4,100.0,SHORT
미성년자약취유인죄,기타,1990,1993,4,4,4,100.0,SHORT
방화등예비음모,방화,1990,1993,4,4,4,100.0,SHORT
보건범죄단속에 관한 특별조치법,기타,1990,1993,4,4,4,100.0,SHORT
보통살인죄,살인,1990,1993,4,4,4,100.0,SHORT
복표발매·중개·취득죄,기타,1990,1993,4,4,4,100.0,SHORT
복표발행등단속법,기타,1990,1993,4,4,4,100.0,SHORT
사문서위·변조죄,위조,1990,1993,4,4,4,100.0,SHORT
사인위조부정행사죄,위조,1990,1993,4,4,4,100.0,SHORT
사회보호법,기타,1990,1993,4,4,4,100.0,SHORT
살인미수예비음모죄,살인,1990,1993,4,4,4,100.0,SHORT
상습(특수·인질·해상강도),강도,1995,2003,4,4,9,44.44444444444444,SHORT
상습강도죄,강도,1990,1993,4,4,4,100.0,SHORT
상습도박죄,도박,1990,1993,4,4,4,100.0,SHORT
상습장물취득죄,절도,1990,1993,4,4,4,100.0,SHORT
석유산업법,기타,1990,1993,4,4,4,100.0,SHORT
선박안전법,기타,1990,1993,4,4,4,100.0,SHORT
수산자원보호법,기타,1990,1993,4,4,4,100.0,SHORT
액화석유가스법,기타,1990,1993,4,4,4,100.0,SHORT
약취강도,강도,1994,1999,4,4,6,66.66666666666666,SHORT
업무상장물취득죄,절도,1990,1993,4,4,4,100.0,SHORT
업무상횡령죄,재산·경제,1990,1993,4,4,4,100.0,SHORT
에너지이용합리화법,기타,1990,1993,4,4,4,100.0,SHORT
외국환관리법,기타,1990,1993,4,4,4,100.0,SHORT
우표인지위·변조죄,위조,1990,1993,4,4,4,100.0,SHORT
위계촉탁살인죄,살인,1990,1993,4,4,4,100.0,SHORT
유가증권위·변조죄,위조,1990,1993,4,4,4,100.0,SHORT
유선방송관리법,기타,1990,1993,4,4,4,100.0,SHORT
음행매개죄,기타,1990,1993,4,4,4,100.0,SHORT
음화반포제조죄,기타,1990,1993,4,4,4,100.0,SHORT
인장업단속법,기타,1990,1993,4,4,4,100.0,SHORT
인질강요,기타,1997,2008,4,4,12,33.33333333333333,SHORT
일반강도죄,강도,1990,1993,4,4,4,100.0,SHORT
일반물방화죄,방화,1990,1993,4,4,4,100.0,SHORT
일반절도죄,절도,1990,1993,4,4,4,100.0,SHORT
자기소유건조물방화죄,방화,1990,1993,4,4,4,100.0,SHORT
자기소유일반물방화죄,방화,1990,1993,4,4,4,100.0,SHORT
장물취득죄,절도,1990,1993,4,4,4,100.0,SHORT
전기용품안전관리법,기타,1990,1993,4,4,4,100.0,SHORT
절도강제추행,성범죄,2015,2018,4,4,4,100.0,SHORT
점유이탈물횡령죄,재산·경제,1990,1993,4,4,4,100.0,SHORT
정조에 관한죄,기타,1990,1993,4,4,4,100.0,SHORT
존속살인죄,살인,1990,1993,4,4,4,100.0,SHORT
존속상해(중),폭력,1995,2020,4,4,26,15.384615384615385,SHORT
존속체포·감금죄,기타,1990,1993,4,4,4,100.0,SHORT
존속협박(상습),폭력,2007,2022,4,4,16,25.0,SHORT
준강간(상습),성범죄,2013,2022,4,4,10,40.0,SHORT
준강간죄,성범죄,1990,1993,4,4,4,100.0,SHORT
준강도죄,강도,1990,1993,4,4,4,100.0,SHORT
직무유기죄,공직·부패,1990,1993,4,4,4,100.0,SHORT
직업안정·고용촉진법,기타,1990,1993,4,4,4,100.0,SHORT
체포감금죄,기타,1990,1993,4,4,4,100.0,SHORT
체포감금치사·상죄,기타,1990,1993,4,4,4,100.0,SHORT
촉탁·승낙살인,살인,2011,2021,4,4,11,36.36363636363637,SHORT
촉탁·승낙살인죄,살인,1990,1993,4,4,4,100.0,SHORT
통화위조죄,위조,1990,1993,4,4,4,100.0,SHORT
특가법(감금),기타,1996,2007,4,4,12,33.33333333333333,SHORT
특가법(마약),마약,1995,2022,4,4,28,14.285714285714285,SHORT
특가법(특수강간),성범죄,1994,1999,4,4,6,66.66666666666666,SHORT
특수강도강제추행,강도,2015,2022,4,4,8,50.0,SHORT
특수강도죄,강도,1990,1993,4,4,4,100.0,SHORT
특수상해(상습),폭력,2016,2021,4,4,6,66.66666666666666,SHORT
특수폭행(상습),폭력,2017,2022,4,4,6,66.66666666666666,SHORT
특정경제범죄처벌법,기타,1990,1993,4,4,4,100.0,SHORT
특정범죄가중처벌등에 관한 법률,기타,1990,1993,4,4,4,100.0,SHORT
폭력행위등처벌에 관한 죄,폭력,1990,1993,4,4,4,100.0,SHORT
폭행죄,폭력,1990,1993,4,4,4,100.0,SHORT
폭행치사·상죄,폭력,1990,1993,4,4,4,100.0,SHORT
피약취자·피유인자·피매매자등,기타,1995,2008,4,4,14,28.57142857142857,SHORT
해상강도죄,강도,1990,1993,4,4,4,100.0,SHORT
해양오염방지법,기타,1990,1993,4,4,4,100.0,SHORT
허위감정·증거인멸죄,기타,1990,1993,4,4,4,100.0,SHORT
현재건조물방화치사·상죄,방화,1990,1993,4,4,4,100.0,SHORT
혼인빙자간음죄,성범죄,1990,1993,4,4,4,100.0,SHORT
화염병 사용 등 처벌에 관한 법률,기타,1990,1993,4,4,4,100.0,SHORT
환경범죄의 처벌에 관한 특별조치법,기타,1994,1999,4,4,6,66.66666666666666,SHORT
횡령죄,재산·경제,1990,1993,4,4,4,100.0,SHORT
가스등방출(과실),기타,2012,2019,3,3,8,37.5,SHORT
감염병예방법,기타,2020,2022,3,3,3,100.0,SHORT
강간(상습),성범죄,2013,2022,3,3,10,30.0,SHORT
개항질서법,기타,1990,1992,3,3,3,100.0,SHORT
공유수면매립법,기타,1991,1993,3,3,3,100.0,SHORT
국외이송약취·유인·인신매매,기타,2013,2018,3,3,6,50.0,SHORT
군복 군용물 등 장구류 단속,기타,1991,1993,3,3,3,100.0,SHORT
도교법(교통사고),교통,2001,2003,3,3,3,100.0,SHORT
도시공원법,기타,2004,2006,3,3,3,100.0,SHORT
독물 및 극물에 관한 법률,기타,1990,1995,3,3,6,50.0,SHORT
독직가혹행위죄,기타,1990,1993,3,3,4,75.0,SHORT
보건범죄특조법(부정유독물),기타,1994,2004,3,3,11,27.27272727272727,SHORT
사격장안전법,기타,2013,2021,3,3,9,33.33333333333333,SHORT
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",성범죄,2020,2022,3,3,3,100.0,SHORT
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",성범죄,2020,2022,3,3,3,100.0,SHORT
성폭력범죄의처벌및피해자보호등에관한법률위반,성범죄,2011,2013,3,3,3,100.0,SHORT
수표법,기타,1994,2004,3,3,11,27.27272727272727,SHORT
신용조사업법,기타,1994,1999,3,3,6,50.0,SHORT
신용카드업법,기타,1994,1996,3,3,3,100.0,SHORT
아편에 관한죄,기타,1990,1993,3,3,4,75.0,SHORT
야생동·식물보호법,기타,2011,2013,3,3,3,100.0,SHORT
약취강도죄,강도,1990,1992,3,3,3,100.0,SHORT
어선법,기타,1991,1993,3,3,3,100.0,SHORT
연소죄,기타,1990,1993,3,3,4,75.0,SHORT
영아살해죄,살인,1990,1993,3,3,4,75.0,SHORT
위계·위력·촉탁·승낙살인,살인,2011,2013,3,3,3,100.0,SHORT
유선및도선사업법,기타,2013,2022,3,3,10,30.0,SHORT
인질강요·살해·상해,폭력,2016,2021,3,3,6,50.0,SHORT
일수와수리에관한죄,기타,2012,2022,3,3,11,27.27272727272727,SHORT
자살교사방조죄,살인,1990,1993,3,3,4,75.0,SHORT
절도강간등,성범죄,2013,2015,3,3,3,100.0,SHORT
정보통신망이용촉진및정보보호등에관한법률,기타,2011,2013,3,3,3,100.0,SHORT
존속체포·감금치사상(중·특수·상습),기타,2015,2022,3,3,8,37.5,SHORT
준강제추행(상습),성범죄,2014,2018,3,3,5,60.0,SHORT
지방의회의원선거법,기타,1991,1993,3,3,3,100.0,SHORT
지하수법,기타,2004,2006,3,3,3,100.0,SHORT
직권남용횡포감금죄,기타,1991,1993,3,3,3,100.0,SHORT
토지수용법,기타,1996,2001,3,3,6,50.0,SHORT
특가법(어린이보호구역치사상),기타,2020,2022,3,3,3,100.0,SHORT
특경법(보고의무),기타,1999,2008,3,3,10,30.0,SHORT
특수강도유사강간,강도,2016,2022,3,3,7,42.857142857142854,SHORT
특수폭행치사,폭력,2013,2018,3,3,6,50.0,SHORT
폭발물파열죄,기타,1991,1993,3,3,3,100.0,SHORT
피약취자·피유인자·피매매자(상해·치상),폭력,2015,2022,3,3,8,37.5,SHORT
(추행·간음·영리)약취·유인,성범죄,2011,2012,2,2,2,100.0,SHORT
16세미만아동·청소년간음,성범죄,2021,2022,2,2,2,100.0,SHORT
16세미만아동·청소년추행,성범죄,2021,2022,2,2,2,100.0,SHORT
강간·강제추행,성범죄,2011,2012,2,2,2,100.0,SHORT
노동조합 및 노동관계 조정법,기타,2005,2010,2,2,6,33.33333333333333,SHORT
대기환경보존법,기타,1992,1993,2,2,2,100.0,SHORT
동물보호법,기타,2021,2022,2,2,2,100.0,SHORT
미성년자의제강간등,성범죄,2011,2012,2,2,2,100.0,SHORT
밀선단속법,기타,1992,1993,2,2,2,100.0,SHORT
병역법위반등의 범죄처벌특조법,기타,1990,1991,2,2,2,100.0,SHORT
복표발행등사행행위단속법,기타,1996,1998,2,2,3,66.66666666666666,SHORT
부패방지법,기타,2021,2022,2,2,2,100.0,SHORT
불법사용(상습),기타,2019,2021,2,2,3,66.66666666666666,SHORT
사격 및 사격장단속법,기타,1999,2006,2,2,8,25.0,SHORT
"사인등위조, 부정사용행사",위조,1994,1996,2,2,3,66.66666666666666,SHORT
소비자보호법,기타,1994,1995,2,2,2,100.0,SHORT
소음진동규제법위반,기타,1992,1993,2,2,2,100.0,SHORT
스토킹처벌법,기타,2021,2022,2,2,2,100.0,SHORT
아동학대처벌법(아동학대살해),기타,2021,2022,2,2,2,100.0,SHORT
아동학대처벌법위반(비밀유지의무위반 등),기타,2019,2022,2,2,4,50.0,SHORT
아동학대처벌법위반(상습상해),폭력,2015,2022,2,2,8,25.0,SHORT
업무상위력간음,성범죄,2011,2012,2,2,2,100.0,SHORT
오수·분뇨 및 축산 폐수처리법,기타,1992,1993,2,2,2,100.0,SHORT
유기장업법,기타,1994,1998,2,2,5,40.0,SHORT
인신매매,기타,2014,2022,2,2,9,22.22222222222222,SHORT
장애인에대한강간등,성범죄,2011,2012,2,2,2,100.0,SHORT
절도·불법사용(상습),절도,2011,2012,2,2,2,100.0,SHORT
준사기(상습),재산·경제,2019,2022,2,2,4,50.0,SHORT
진화방해죄,기타,1991,1993,2,2,3,66.66666666666666,SHORT
친족관계에의한준강간등,성범죄,2011,2012,2,2,2,100.0,SHORT
컴퓨터프로그램법,기타,1992,1993,2,2,2,100.0,SHORT
특가법(13세미만약취·유인등),기타,2017,2018,2,2,2,100.0,SHORT
특가법(간음약취),성범죄,1994,1996,2,2,3,66.66666666666666,SHORT
특가법(국외이송약취),기타,1995,1996,2,2,2,100.0,SHORT
특가법(독직가혹행위),기타,2007,2009,2,2,3,66.66666666666666,SHORT
특가법(보복살인등),살인,2021,2022,2,2,2,100.0,SHORT
특가법(보복체포·감금등),기타,2016,2022,2,2,7,28.57142857142857,SHORT
특가법(산림),기타,1999,2006,2,2,8,25.0,SHORT
특가법(운전자협박),폭력,2011,2015,2,2,5,40.0,SHORT
특가법(체포),기타,1998,2010,2,2,13,15.384615384615385,SHORT
특수강간,성범죄,2011,2012,2,2,2,100.0,SHORT
특수강제추행,성범죄,2011,2012,2,2,2,100.0,SHORT
특수상해(중),폭력,2021,2022,2,2,2,100.0,SHORT
특수절도강간등,성범죄,2011,2012,2,2,2,100.0,SHORT
특수준강제추행,성범죄,2011,2012,2,2,2,100.0,SHORT
폭력행위등처벌에관한법률위반(단체등의[상습·공동·상습특수]),폭력,2021,2022,2,2,2,100.0,SHORT
폭력행위등처벌에관한법률위반(직무유기),폭력,2014,2015,2,2,2,100.0,SHORT
피보호자(피감호자)간음,성범죄,2011,2012,2,2,2,100.0,SHORT
합성수지폐기물처리사업법,기타,1992,1993,2,2,2,100.0,SHORT
형시효등에 관한 법률,기타,1996,2001,2,2,6,33.33333333333333,SHORT
환경범죄의 단속에 관한 특별조치법,기타,2006,2008,2,2,3,66.66666666666666,SHORT
환경범죄특별법위반,기타,1992,1993,2,2,2,100.0,SHORT
환경오염피해분쟁조정법,기타,1992,1993,2,2,2,100.0,SHORT
후천성면역결핍증예방법,기타,2004,2006,2,2,3,66.66666666666666,SHORT
(특수·인질·해상)강도(상습),강도,2016,2016,1,1,1,100.0,SHORT
결혼약취·유인,기타,2012,2012,1,1,1,100.0,SHORT
계량에 관한 법률,기타,2007,2007,1,1,1,100.0,SHORT
국교에 관한 죄,기타,1991,1991,1,1,1,100.0,SHORT
기타교통범죄,기타,2011,2011,1,1,1,100.0,SHORT
낚시관리및육성법위반,기타,2022,2022,1,1,1,100.0,SHORT
노동조합법,기타,1990,1990,1,1,1,100.0,SHORT
물가안정에 관한 법률,기타,1998,1998,1,1,1,100.0,SHORT
미성년자의 제강간(강제추행치상치사),성범죄,1999,1999,1,1,1,100.0,SHORT
민법,기타,1994,1994,1,1,1,100.0,SHORT
부녀매매(상습),기타,1994,1994,1,1,1,100.0,SHORT
부당이득(상습),재산·경제,2020,2020,1,1,1,100.0,SHORT
사설강습소에 관한법률,기타,1994,1994,1,1,1,100.0,SHORT
상습(특수·약취·해상강도),강도,2000,2000,1,1,1,100.0,SHORT
성폭력범죄의 처벌 및 피해자보호에 관한 법률,성범죄,1999,1999,1,1,1,100.0,SHORT
성폭력범죄의 처벌등에관한특례법 (카메라등이용촬영),성범죄,2010,2010,1,1,1,100.0,SHORT
성폭력범죄의처벌등에관한특례법,성범죄,2010,2010,1,1,1,100.0,SHORT
성폭력법죄의처벌등에관한특례법(통신매체이용음란),성범죄,2010,2010,1,1,1,100.0,SHORT
아동복지법위반(아동매매),기타,2022,2022,1,1,1,100.0,SHORT
아동청소년의 성보호에관한법률(강간등),성범죄,2010,2010,1,1,1,100.0,SHORT
아동학대처벌법위반(상습체포·감금),기타,2016,2016,1,1,1,100.0,SHORT
아동학대처벌법위반(업무수행 방해 등),기타,2021,2021,1,1,1,100.0,SHORT
아편·몰핀에 관한 죄,기타,2001,2001,1,1,1,100.0,SHORT
어업자원보호,기타,1995,1995,1,1,1,100.0,SHORT
오존층보호를위한법률위반,기타,1993,1993,1,1,1,100.0,SHORT
우표(인지)등위조·변조,위조,2014,2014,1,1,1,100.0,SHORT
유사강간(상습),성범죄,2015,2015,1,1,1,100.0,SHORT
유선 및 도선사업법,기타,2005,2005,1,1,1,100.0,SHORT
이용사 및 미용사법,기타,1994,1994,1,1,1,100.0,SHORT
인질살해(치사),기타,2010,2010,1,1,1,100.0,SHORT
인질상해(치상),폭력,2007,2007,1,1,1,100.0,SHORT
전파관리법,기타,1994,1994,1,1,1,100.0,SHORT
절도강간,성범죄,2017,2017,1,1,1,100.0,SHORT
존속체포·감금(중),기타,2022,2022,1,1,1,100.0,SHORT
존속체포·감금(특수·특수중),기타,2022,2022,1,1,1,100.0,SHORT
존속체포감금(특수),기타,1995,1995,1,1,1,100.0,SHORT
존속체포감금치사상(중·특수·상습),기타,2000,2000,1,1,1,100.0,SHORT
존속협박(상습특수),폭력,2018,2018,1,1,1,100.0,SHORT
준유사강간(상습),성범죄,2021,2021,1,1,1,100.0,SHORT
체포·감금(특수),기타,2013,2013,1,1,1,100.0,SHORT
추행·간음·영리·약취유인(상습),성범죄,2010,2010,1,1,1,100.0,SHORT
특가법(강도강간재범),강도,1997,1997,1,1,1,100.0,SHORT
특가법(강도강제추행),강도,1997,1997,1,1,1,100.0,SHORT
특가법(강도준강제추행),강도,1996,1996,1,1,1,100.0,SHORT
특가법(외국인을 위한 재산취득),기타,2009,2009,1,1,1,100.0,SHORT
특가법(직무유기),공직·부패,2020,2020,1,1,1,100.0,SHORT
특가법(통화),기타,1996,1996,1,1,1,100.0,SHORT
특경법(무인가단기금융업),기타,2004,2004,1,1,1,100.0,SHORT
특경법(저축관련부당행위),기타,2000,2000,1,1,1,100.0,SHORT
특수공갈(상습),폭력,2022,2022,1,1,1,100.0,SHORT
폭력행위등처벌에관한법류위반,폭력,2002,2002,1,1,1,100.0,SHORT
폭력행위등처벌에관한법률위반(단체등의이용·지원),폭력,2011,2011,1,1,1,100.0,SHORT
향정신성의약품관리법,마약,2011,2011,1,1,1,100.0,SHORT
협박(상습특수),폭력,2020,2020,1,1,1,100.0,SHORT
환경범죄의단속에관한특별조치법,기타,2012,2012,1,1,1,100.0,SHORT
