year,region,crime_type_original,occurrence_count,arrest_count,clearance_rate,source_period,source_file,data_role,has_occurrence,has_arrest,has_clearance_rate,calculated_clearance_rate,rate_difference,clearance_over_100,rate_mismatch,quality_flag,real_data_evidence,crime_data_map,time_machine,yolo_evidence,crime_group_standard,csi_core_group,is_aggregate,crime_group_refined,related_groups,is_multi_group,csi_analysis_group,include_detail_analysis
1990,범위확인필요,미성년자보호법,713.0,750.0,105.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,105.18934081346424,0.0106591865357756,True,False,CLEARANCE_OVER_100,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,미성년자약취유인죄,55.0,46.0,83.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,83.63636363636363,0.0363636363636317,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,민방위기본법,3470.0,2951.0,85.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,85.04322766570606,0.0432276657060555,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,밀항단속법,65.0,60.0,92.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,92.3076923076923,0.0076923076923094,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,방화,328.0,172.0,52.4,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,52.4390243902439,0.0390243902439024,False,False,OK,True,True,True,False,방화,True,False,방화,방화,False,True,True
1990,범위확인필요,방화등예비음모,13.0,11.0,84.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,84.61538461538461,0.0153846153846188,False,False,OK,True,True,True,False,방화,True,False,방화,방화,False,True,True
1990,범위확인필요,배임,662.0,681.0,102.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,102.87009063444108,0.0299093655589217,True,False,CLEARANCE_OVER_100,True,True,True,False,사기,True,False,재산·경제,,False,True,True
1990,범위확인필요,배임수재,3.0,5.0,166.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,166.66666666666669,0.033333333333303,True,False,CLEARANCE_OVER_100,True,True,True,False,사기,True,False,재산·경제,,False,True,True
1990,범위확인필요,배임증재,1.0,2.0,200.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,200.0,0.0,True,False,CLEARANCE_OVER_100,True,True,True,False,사기,True,False,재산·경제,,False,True,True
1990,범위확인필요,범인은닉·범인도피죄,18.0,18.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,100.0,0.0,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
