evidence_id,year,region,crime_type_original,crime_group_refined,related_groups,occurrence_count,arrest_count,clearance_rate,previous_occurrence,yoy_change_rate,trend_direction,quality_flag,data_warning,evidence_card_text,source_file,display_ready
DATA-002193,2001,범위확인필요,도시가스사업법,기타,,5.0,4.0,80.0,7.0,-28.57142857142857,감소,OK,,발생 5건 / 검거 4건 / 공표 검거율 80.0% / 전년 대비 -28.6%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002194,2002,범위확인필요,도시가스사업법,기타,,11.0,12.0,109.1,5.0,120.0,증가,CLEARANCE_OVER_100,검거율 100% 초과,발생 11건 / 검거 12건 / 공표 검거율 109.1% / 전년 대비 +120.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002195,2003,범위확인필요,도시가스사업법,기타,,32.0,33.0,103.1,11.0,190.9090909090909,증가,CLEARANCE_OVER_100,검거율 100% 초과,발생 32건 / 검거 33건 / 공표 검거율 103.1% / 전년 대비 +190.9%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002196,2004,범위확인필요,도시가스사업법,기타,,22.0,22.0,100.0,32.0,-31.25,감소,OK,,발생 22건 / 검거 22건 / 공표 검거율 100.0% / 전년 대비 -31.2%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002197,2005,범위확인필요,도시가스사업법,기타,,26.0,25.0,96.2,22.0,18.181818181818183,증가,OK,,발생 26건 / 검거 25건 / 공표 검거율 96.2% / 전년 대비 +18.2%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002198,2006,범위확인필요,도시가스사업법,기타,,4.0,5.0,125.0,26.0,-84.61538461538461,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 4건 / 검거 5건 / 공표 검거율 125.0% / 전년 대비 -84.6%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002199,2007,범위확인필요,도시가스사업법,기타,,8.0,8.0,100.0,4.0,100.0,증가,OK,,발생 8건 / 검거 8건 / 공표 검거율 100.0% / 전년 대비 +100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002200,2008,범위확인필요,도시가스사업법,기타,,7.0,7.0,100.0,8.0,-12.5,감소,OK,,발생 7건 / 검거 7건 / 공표 검거율 100.0% / 전년 대비 -12.5%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002201,2009,범위확인필요,도시가스사업법,기타,,2.0,2.0,100.0,7.0,-71.42857142857143,감소,OK,,발생 2건 / 검거 2건 / 공표 검거율 100.0% / 전년 대비 -71.4%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002202,2010,범위확인필요,도시가스사업법,기타,,7.0,6.0,85.7,2.0,250.0,증가,OK,,발생 7건 / 검거 6건 / 공표 검거율 85.7% / 전년 대비 +250.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002203,2011,범위확인필요,도시가스사업법,기타,,4.0,4.0,,7.0,-42.857142857142854,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 4건 / 전년 대비 -42.9%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002204,2012,범위확인필요,도시가스사업법,기타,,4.0,4.0,,4.0,0.0,유사,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 4건 / 전년 대비 +0.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002205,2013,범위확인필요,도시가스사업법,기타,,13.0,12.0,,4.0,225.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 13건 / 검거 12건 / 전년 대비 +225.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002206,2014,범위확인필요,도시가스사업법,기타,,6.0,6.0,,13.0,-53.84615384615385,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 6건 / 검거 6건 / 전년 대비 -53.8%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002207,2015,범위확인필요,도시가스사업법,기타,,4.0,4.0,,6.0,-33.33333333333333,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 4건 / 전년 대비 -33.3%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002208,2016,범위확인필요,도시가스사업법,기타,,5.0,5.0,,4.0,25.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 5건 / 검거 5건 / 전년 대비 +25.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002209,2017,범위확인필요,도시가스사업법,기타,,8.0,6.0,,5.0,60.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 8건 / 검거 6건 / 전년 대비 +60.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002210,2018,범위확인필요,도시가스사업법,기타,,8.0,5.0,,8.0,0.0,유사,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 8건 / 검거 5건 / 전년 대비 +0.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002211,2019,범위확인필요,도시가스사업법,기타,,5.0,3.0,,8.0,-37.5,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 5건 / 검거 3건 / 전년 대비 -37.5%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002212,2020,범위확인필요,도시가스사업법,기타,,6.0,6.0,,5.0,20.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 6건 / 검거 6건 / 전년 대비 +20.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002213,2021,범위확인필요,도시가스사업법,기타,,11.0,8.0,,6.0,83.33333333333334,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 11건 / 검거 8건 / 전년 대비 +83.3%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002214,2022,범위확인필요,도시가스사업법,기타,,5.0,4.0,,11.0,-54.54545454545454,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 5건 / 검거 4건 / 전년 대비 -54.5%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002215,1990,범위확인필요,도시계획법,기타,,833.0,766.0,92.0,,,비교불가,OK,,발생 833건 / 검거 766건 / 공표 검거율 92.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002216,1991,범위확인필요,도시계획법,기타,,1015.0,974.0,96.0,833.0,21.84873949579832,증가,OK,,"발생 1,015건 / 검거 974건 / 공표 검거율 96.0% / 전년 대비 +21.8%",132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002217,1992,범위확인필요,도시계획법,기타,,706.0,706.0,100.0,1015.0,-30.443349753694584,감소,OK,,발생 706건 / 검거 706건 / 공표 검거율 100.0% / 전년 대비 -30.4%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002218,1993,범위확인필요,도시계획법,기타,,754.0,745.0,98.8,706.0,6.79886685552408,증가,OK,,발생 754건 / 검거 745건 / 공표 검거율 98.8% / 전년 대비 +6.8%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002219,1994,범위확인필요,도시계획법,기타,,576.0,560.0,97.2,754.0,-23.607427055702917,감소,OK,,발생 576건 / 검거 560건 / 공표 검거율 97.2% / 전년 대비 -23.6%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002220,1995,범위확인필요,도시계획법,기타,,530.0,554.0,104.5,576.0,-7.986111111111111,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 530건 / 검거 554건 / 공표 검거율 104.5% / 전년 대비 -8.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002221,1996,범위확인필요,도시계획법,기타,,617.0,618.0,100.2,530.0,16.41509433962264,증가,CLEARANCE_OVER_100,검거율 100% 초과,발생 617건 / 검거 618건 / 공표 검거율 100.2% / 전년 대비 +16.4%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002222,1997,범위확인필요,도시계획법,기타,,548.0,543.0,99.1,617.0,-11.183144246353322,감소,OK,,발생 548건 / 검거 543건 / 공표 검거율 99.1% / 전년 대비 -11.2%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002223,1998,범위확인필요,도시계획법,기타,,339.0,339.0,100.0,548.0,-38.13868613138686,감소,OK,,발생 339건 / 검거 339건 / 공표 검거율 100.0% / 전년 대비 -38.1%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002224,1999,범위확인필요,도시계획법,기타,,335.0,336.0,100.3,339.0,-1.1799410029498525,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 335건 / 검거 336건 / 공표 검거율 100.3% / 전년 대비 -1.2%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002225,2000,범위확인필요,도시계획법,기타,,456.0,478.0,104.8,335.0,36.11940298507463,증가,CLEARANCE_OVER_100,검거율 100% 초과,발생 456건 / 검거 478건 / 공표 검거율 104.8% / 전년 대비 +36.1%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002226,2001,범위확인필요,도시계획법,기타,,241.0,247.0,102.5,456.0,-47.14912280701755,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 241건 / 검거 247건 / 공표 검거율 102.5% / 전년 대비 -47.1%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002227,2002,범위확인필요,도시계획법,기타,,208.0,220.0,105.8,241.0,-13.692946058091287,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 208건 / 검거 220건 / 공표 검거율 105.8% / 전년 대비 -13.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002228,2003,범위확인필요,도시계획법,기타,,241.0,235.0,97.5,208.0,15.865384615384615,증가,OK,,발생 241건 / 검거 235건 / 공표 검거율 97.5% / 전년 대비 +15.9%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002229,2004,범위확인필요,도시계획법,기타,,1.0,,0.0,241.0,-99.5850622406639,감소,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0% / 전년 대비 -99.6%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002230,2007,범위확인필요,도시공원및녹지등에관한법률,기타,,33.0,33.0,100.0,,,비교불가,OK,,발생 33건 / 검거 33건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002231,2008,범위확인필요,도시공원및녹지등에관한법률,기타,,30.0,29.0,96.7,33.0,-9.090909090909092,감소,OK,,발생 30건 / 검거 29건 / 공표 검거율 96.7% / 전년 대비 -9.1%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002232,2009,범위확인필요,도시공원및녹지등에관한법률,기타,,38.0,38.0,100.0,30.0,26.666666666666668,증가,OK,,발생 38건 / 검거 38건 / 공표 검거율 100.0% / 전년 대비 +26.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002233,2010,범위확인필요,도시공원및녹지등에관한법률,기타,,25.0,24.0,96.0,38.0,-34.21052631578947,감소,OK,,발생 25건 / 검거 24건 / 공표 검거율 96.0% / 전년 대비 -34.2%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002234,2011,범위확인필요,도시공원및녹지등에관한법률,기타,,15.0,16.0,,25.0,-40.0,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 15건 / 검거 16건 / 전년 대비 -40.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002235,2012,범위확인필요,도시공원및녹지등에관한법률,기타,,18.0,17.0,,15.0,20.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 18건 / 검거 17건 / 전년 대비 +20.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002236,2013,범위확인필요,도시공원및녹지등에관한법률,기타,,10.0,9.0,,18.0,-44.44444444444444,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 10건 / 검거 9건 / 전년 대비 -44.4%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002237,2014,범위확인필요,도시공원및녹지등에관한법률,기타,,14.0,15.0,,10.0,40.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 14건 / 검거 15건 / 전년 대비 +40.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002238,2015,범위확인필요,도시공원및녹지등에관한법률,기타,,23.0,19.0,,14.0,64.28571428571429,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 23건 / 검거 19건 / 전년 대비 +64.3%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002239,2016,범위확인필요,도시공원및녹지등에관한법률,기타,,34.0,32.0,,23.0,47.82608695652174,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 34건 / 검거 32건 / 전년 대비 +47.8%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002240,2017,범위확인필요,도시공원및녹지등에관한법률,기타,,27.0,24.0,,34.0,-20.588235294117645,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 27건 / 검거 24건 / 전년 대비 -20.6%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002241,2018,범위확인필요,도시공원및녹지등에관한법률,기타,,15.0,14.0,,27.0,-44.44444444444444,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 15건 / 검거 14건 / 전년 대비 -44.4%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002242,2019,범위확인필요,도시공원및녹지등에관한법률,기타,,10.0,9.0,,15.0,-33.33333333333333,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 10건 / 검거 9건 / 전년 대비 -33.3%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002243,2020,범위확인필요,도시공원및녹지등에관한법률,기타,,15.0,15.0,,10.0,50.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 15건 / 검거 15건 / 전년 대비 +50.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002244,2021,범위확인필요,도시공원및녹지등에관한법률,기타,,16.0,14.0,,15.0,6.666666666666667,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 16건 / 검거 14건 / 전년 대비 +6.7%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002245,2022,범위확인필요,도시공원및녹지등에관한법률,기타,,10.0,8.0,,16.0,-37.5,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 10건 / 검거 8건 / 전년 대비 -37.5%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002246,2004,범위확인필요,도시공원법,기타,,50.0,44.0,88.0,,,비교불가,OK,,발생 50건 / 검거 44건 / 공표 검거율 88.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002247,2005,범위확인필요,도시공원법,기타,,52.0,46.0,,50.0,4.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 52건 / 검거 46건 / 전년 대비 +4.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002248,2006,범위확인필요,도시공원법,기타,,6.0,5.0,83.3,52.0,-88.46153846153845,감소,OK,,발생 6건 / 검거 5건 / 공표 검거율 83.3% / 전년 대비 -88.5%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002249,1990,범위확인필요,도주와 도주원조죄,기타,,3.0,4.0,133.3,,,비교불가,CLEARANCE_OVER_100,검거율 100% 초과,발생 3건 / 검거 4건 / 공표 검거율 133.3%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002250,1991,범위확인필요,도주와 도주원조죄,기타,,1.0,,0.0,3.0,-66.66666666666666,감소,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0% / 전년 대비 -66.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002251,1992,범위확인필요,도주와 도주원조죄,기타,,3.0,3.0,100.0,1.0,200.0,증가,OK,,발생 3건 / 검거 3건 / 공표 검거율 100.0% / 전년 대비 +200.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002252,1993,범위확인필요,도주와 도주원조죄,기타,,5.0,5.0,100.0,3.0,66.66666666666666,증가,OK,,발생 5건 / 검거 5건 / 공표 검거율 100.0% / 전년 대비 +66.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002253,1994,범위확인필요,도주와 도주원조죄,기타,,4.0,2.0,50.0,5.0,-20.0,감소,OK,,발생 4건 / 검거 2건 / 공표 검거율 50.0% / 전년 대비 -20.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002254,1995,범위확인필요,도주와 도주원조죄,기타,,6.0,2.0,33.3,4.0,50.0,증가,OK,,발생 6건 / 검거 2건 / 공표 검거율 33.3% / 전년 대비 +50.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002255,1996,범위확인필요,도주와 도주원조죄,기타,,4.0,4.0,100.0,6.0,-33.33333333333333,감소,OK,,발생 4건 / 검거 4건 / 공표 검거율 100.0% / 전년 대비 -33.3%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002256,1997,범위확인필요,도주와 도주원조죄,기타,,1.0,1.0,100.0,4.0,-75.0,감소,OK,,발생 1건 / 검거 1건 / 공표 검거율 100.0% / 전년 대비 -75.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002257,1998,범위확인필요,도주와 도주원조죄,기타,,9.0,2.0,22.2,1.0,800.0,증가,OK,,발생 9건 / 검거 2건 / 공표 검거율 22.2% / 전년 대비 +800.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002258,1999,범위확인필요,도주와 도주원조죄,기타,,1.0,4.0,400.0,9.0,-88.88888888888889,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 1건 / 검거 4건 / 공표 검거율 400.0% / 전년 대비 -88.9%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002259,2000,범위확인필요,도주와 도주원조죄,기타,,,1.0,100.0,1.0,,비교불가,MISSING_OCCURRENCE,발생건수 없음,검거 1건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002260,2001,범위확인필요,도주와 도주원조죄,기타,,4.0,4.0,100.0,,,비교불가,OK,,발생 4건 / 검거 4건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002261,2002,범위확인필요,도주와 도주원조죄,기타,,3.0,3.0,100.0,4.0,-25.0,감소,OK,,발생 3건 / 검거 3건 / 공표 검거율 100.0% / 전년 대비 -25.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002262,2003,범위확인필요,도주와 도주원조죄,기타,,3.0,4.0,133.3,3.0,0.0,유사,CLEARANCE_OVER_100,검거율 100% 초과,발생 3건 / 검거 4건 / 공표 검거율 133.3% / 전년 대비 +0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002263,2004,범위확인필요,도주와 도주원조죄,기타,,3.0,3.0,100.0,3.0,0.0,유사,OK,,발생 3건 / 검거 3건 / 공표 검거율 100.0% / 전년 대비 +0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002264,2005,범위확인필요,도주와 도주원조죄,기타,,1.0,,0.0,3.0,-66.66666666666666,감소,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0% / 전년 대비 -66.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002265,2006,범위확인필요,도주와 도주원조죄,기타,,1.0,,0.0,1.0,0.0,유사,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0% / 전년 대비 +0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002266,2007,범위확인필요,도주와 도주원조죄,기타,,3.0,5.0,166.7,1.0,200.0,증가,CLEARANCE_OVER_100,검거율 100% 초과,발생 3건 / 검거 5건 / 공표 검거율 166.7% / 전년 대비 +200.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002267,2008,범위확인필요,도주와 도주원조죄,기타,,1.0,2.0,200.0,3.0,-66.66666666666666,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 1건 / 검거 2건 / 공표 검거율 200.0% / 전년 대비 -66.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002268,2009,범위확인필요,도주와 도주원조죄,기타,,3.0,3.0,100.0,1.0,200.0,증가,OK,,발생 3건 / 검거 3건 / 공표 검거율 100.0% / 전년 대비 +200.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002269,2010,범위확인필요,도주와 도주원조죄,기타,,1.0,,0.0,3.0,-66.66666666666666,감소,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0% / 전년 대비 -66.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002270,2011,범위확인필요,도주와도주원조죄,기타,,4.0,4.0,,,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 4건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002271,2012,범위확인필요,도주와도주원조죄,기타,,5.0,5.0,,4.0,25.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 5건 / 검거 5건 / 전년 대비 +25.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002272,2015,범위확인필요,도주와도주원조죄,기타,,1.0,1.0,,5.0,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 1건 / 검거 1건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002273,2016,범위확인필요,도주와도주원조죄,기타,,1.0,1.0,,1.0,0.0,유사,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 1건 / 검거 1건 / 전년 대비 +0.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002274,2017,범위확인필요,도주와도주원조죄,기타,,1.0,1.0,,1.0,0.0,유사,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 1건 / 검거 1건 / 전년 대비 +0.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002275,2020,범위확인필요,도주와도주원조죄,기타,,2.0,2.0,,1.0,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 2건 / 검거 2건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002276,2021,범위확인필요,도주와도주원조죄,기타,,4.0,4.0,,2.0,100.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 4건 / 전년 대비 +100.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002277,2022,범위확인필요,도주와도주원조죄,기타,,1.0,1.0,,4.0,-75.0,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 1건 / 검거 1건 / 전년 대비 -75.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002278,1990,범위확인필요,독물 및 극물에 관한 법률,기타,,383.0,412.0,107.6,,,비교불가,CLEARANCE_OVER_100,검거율 100% 초과,발생 383건 / 검거 412건 / 공표 검거율 107.6%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002279,1991,범위확인필요,독물 및 극물에 관한 법률,기타,,342.0,366.0,107.0,383.0,-10.704960835509137,감소,CLEARANCE_OVER_100,검거율 100% 초과,발생 342건 / 검거 366건 / 공표 검거율 107.0% / 전년 대비 -10.7%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002280,1995,범위확인필요,독물 및 극물에 관한 법률,기타,,1.0,,0.0,342.0,,비교불가,MISSING_ARREST,검거건수 없음,발생 1건 / 공표 검거율 0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002281,1994,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,2.0,2.0,100.0,,,비교불가,OK,,발생 2건 / 검거 2건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002282,1997,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,1.0,1.0,100.0,2.0,,비교불가,OK,,발생 1건 / 검거 1건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002283,1998,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,2.0,2.0,100.0,1.0,100.0,증가,OK,,발생 2건 / 검거 2건 / 공표 검거율 100.0% / 전년 대비 +100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002284,2001,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,3.0,3.0,100.0,2.0,,비교불가,OK,,발생 3건 / 검거 3건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002285,2002,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,2.0,2.0,100.0,3.0,-33.33333333333333,감소,OK,,발생 2건 / 검거 2건 / 공표 검거율 100.0% / 전년 대비 -33.3%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002286,2005,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,4.0,4.0,100.0,2.0,,비교불가,OK,,발생 4건 / 검거 4건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002287,2006,범위확인필요,독점규제 및 공정거래에 관한 법률,기타,,4.0,3.0,75.0,4.0,0.0,유사,OK,,발생 4건 / 검거 3건 / 공표 검거율 75.0% / 전년 대비 +0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002288,2011,범위확인필요,독점규제및공정거래에관한법률,기타,,1.0,1.0,,,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 1건 / 검거 1건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002289,2012,범위확인필요,독점규제및공정거래에관한법률,기타,,2.0,2.0,,1.0,100.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 2건 / 검거 2건 / 전년 대비 +100.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002290,2013,범위확인필요,독점규제및공정거래에관한법률,기타,,3.0,1.0,,2.0,50.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 3건 / 검거 1건 / 전년 대비 +50.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002291,2014,범위확인필요,독점규제및공정거래에관한법률,기타,,3.0,2.0,,3.0,0.0,유사,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 3건 / 검거 2건 / 전년 대비 +0.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002292,2016,범위확인필요,독점규제및공정거래에관한법률,기타,,2.0,2.0,,3.0,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 2건 / 검거 2건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002293,2018,범위확인필요,독점규제및공정거래에관한법률,기타,,2.0,2.0,,2.0,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 2건 / 검거 2건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002294,2019,범위확인필요,독점규제및공정거래에관한법률,기타,,3.0,1.0,,2.0,50.0,증가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 3건 / 검거 1건 / 전년 대비 +50.0%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002295,2020,범위확인필요,독점규제및공정거래에관한법률,기타,,2.0,2.0,,3.0,-33.33333333333333,감소,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 2건 / 검거 2건 / 전년 대비 -33.3%,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002296,2022,범위확인필요,독점규제및공정거래에관한법률,기타,,4.0,1.0,,2.0,,비교불가,MISSING_CLEARANCE_RATE,공표 검거율 없음,발생 4건 / 검거 1건,132_DT_13204_2011_N213_20260915163035.csv,True
DATA-002297,1990,범위확인필요,독직가혹행위죄,기타,,1.0,1.0,100.0,,,비교불가,OK,,발생 1건 / 검거 1건 / 공표 검거율 100.0%,132_TX_132_2009_H1003_20260915164522.csv,True
DATA-002298,1991,범위확인필요,독직가혹행위죄,기타,,1.0,1.0,100.0,1.0,0.0,유사,OK,,발생 1건 / 검거 1건 / 공표 검거율 100.0% / 전년 대비 +0.0%,132_TX_132_2009_H1003_20260915164522.csv,True
